school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program
Evelyn Hamlow Elementary,Waverly School District 145,Waverly,325,57,Yes participating without using any Provision or the CEO
Everett Elementary School,Lincoln Public Schools,Lincoln,480,,Yes under Community Eligibility Option (CEO)
Exeter-Milligan Elem-Exeter,Exeter-Milligan Public Schools,Exeter,97,15,No
Exeter-Milligan High School,Exeter-Milligan Public Schools,Exeter,46,6,No
Exeter-Milligan Middle School,Exeter-Milligan Public Schools,Exeter,27,,No
Ezra Millard Elementary Sch,Millard Public Schools,Omaha,485,153,Yes participating without using any Provision or the CEO
Fairbury Jr-Sr High School,Fairbury Public Schools,Fairbury,370,176,Yes participating without using any Provision or the CEO
Fairview Elementary School,Bellevue Public Schools,Bellevue,486,71,Yes participating without using any Provision or the CEO
Falling Waters Elementary School,Gretna Public Schools,Omaha,417,47,No
Falls City Middle School,Falls City Public Schools,Falls City,168,84,Yes participating without using any Provision or the CEO
Falls City North Elementary,Falls City Public Schools,Falls City,341,127,Yes participating without using any Provision or the CEO
Falls City Senior High,Falls City Public Schools,Falls City,216,100,Yes participating without using any Provision or the CEO
Falls City South Elementary,Falls City Public Schools,Falls City,174,87,Yes participating without using any Provision or the CEO
Field Club Elementary School,Omaha Public Schools,Omaha,638,,Yes under Community Eligibility Option (CEO)
Fillmore Central Elementary,Fillmore Central Public Schs,Geneva,253,67,Yes participating without using any Provision or the CEO
Fillmore Central High School,Fillmore Central Public Schs,Geneva,175,57,Yes participating without using any Provision or the CEO
Fillmore Central Middle School,Fillmore Central Public Schs,Fairmont,169,49,Yes participating without using any Provision or the CEO
Fire Ridge Elementary School,Elkhorn Public Schools,Elkhorn,469,35,Yes participating without using any Provision or the CEO
Florence Elementary School,Omaha Public Schools,Omaha,258,,Yes under Community Eligibility Option (CEO)
Fontenelle Elementary School,Omaha Public Schools,Omaha,452,,Yes under Community Eligibility Option (CEO)
Forest Station Elementary School,Omaha Public Schools,Bellevue,362,,No
Fort Calhoun Elementary School,Fort Calhoun Community Schs,Fort Calhoun,460,70,Yes participating without using any Provision or the CEO
Fort Calhoun Jr-Sr High School,Fort Calhoun Community Schs,Fort Calhoun,382,60,Yes participating without using any Provision or the CEO
Fort Crook Elementary School,Bellevue Public Schools,Bellevue,269,97,Yes participating without using any Provision or the CEO
Franklin Elementary School,Franklin Public Schools,Franklin,155,,Yes under Community Eligibility Option (CEO)
Franklin Elementary School,Omaha Public Schools,Omaha,243,,Yes under Community Eligibility Option (CEO)
Franklin High School,Franklin Public Schools,Franklin,77,,Yes under Community Eligibility Option (CEO)
Franklin Middle School,Franklin Public Schools,Franklin,54,,Yes under Community Eligibility Option (CEO)
Fredstrom Elementary School,Lincoln Public Schools,Lincoln,443,160,Yes participating without using any Provision or the CEO
Freeman Elementary-Adams,Freeman Public Schools,Adams,280,43,Yes participating without using any Provision or the CEO
Freeman High School,Freeman Public Schools,Adams,220,29,Yes participating without using any Provision or the CEO
Fremont Middle School,Fremont Public Schools,Fremont,689,452,Yes participating without using any Provision or the CEO
Fremont Senior High School,Fremont Public Schools,Fremont,1677,1006,Yes participating without using any Provision or the CEO
Friend Elementary School,Friend Public Schools,Friend,127,30,Yes participating without using any Provision or the CEO
Friend High Schools,Friend Public Schools,Friend,100,19,Yes participating without using any Provision or the CEO
Fullerton Elementary School,Fullerton Public Schools,Fullerton,154,41,Yes participating without using any Provision or the CEO
Fullerton High School,Fullerton Public Schools,Fullerton,149,40,Yes participating without using any Provision or the CEO
Fullerton Magnet Center,Omaha Public Schools,Omaha,550,,Yes under Community Eligibility Option (CEO)
G Stanley Hall Elementary Sch,Papillion La Vista Community Schools,La Vista,417,,Yes under Community Eligibility Option (CEO)
Garden County Elementary Sch,Garden County Schools,Oshkosh,140,103,Yes participating without using any Provision or the CEO
Garden County Junior/Senior High School,Garden County Schools,Oshkosh,96,65,Yes participating without using any Provision or the CEO
Gates Elementary School,Grand Island Public Schools,Grand Island,284,,Yes under Community Eligibility Option (CEO)
Gateway Elementary School,Omaha Public Schools,Omaha,792,,Yes under Community Eligibility Option (CEO)
Geil Elementary School,Gering Public Schools,Gering,305,135,Yes participating without using any Provision or the CEO
Gerald Otte Blair Middle Sch,Blair Community Schools,Blair,481,106,Yes participating without using any Provision or the CEO
Gering Early Childhood Program,Gering Public Schools,Gering,99,19,Yes participating without using any Provision or the CEO
Gering High School,Gering Public Schools,Gering,546,229,Yes participating without using any Provision or the CEO
Gering Middle School,Gering Public Schools,Gering,408,191,Yes participating without using any Provision or the CEO
Gibbon Elementary School,Gibbon Public Schools,Gibbon,324,148,Yes participating without using any Provision or the CEO
Gibbon High School,Gibbon Public Schools,Gibbon,251,122,Yes participating without using any Provision or the CEO
Gifford Park Elementary School,Omaha Public Schools,Omaha,399,,No
Gilder Elementary School,Omaha Public Schools,Omaha,389,,Yes under Community Eligibility Option (CEO)
Giltner Elementary School,Giltner Public Schools,Giltner,150,39,Yes participating without using any Provision or the CEO
Giltner High School,Giltner Public Schools,Giltner,93,28,Yes participating without using any Provision or the CEO
Glenwood Elementary School,Kearney Public Schools,Kearney,118,10,Yes participating without using any Provision or the CEO
Golden Hills Elementary School,Papillion La Vista Community Schools,Bellevue,253,,Yes under Community Eligibility Option (CEO)
Gomez Heritage Elementary School,Omaha Public Schools,Omaha,711,,Yes under Community Eligibility Option (CEO)
Goodrich Middle School,Lincoln Public Schools,Lincoln,849,,Yes under Community Eligibility Option (CEO)
Gordon-Rushville Ele-Rushville,Gordon-Rushville Public Schs,Rushville,126,,Yes under Community Eligibility Option (CEO)
Gordon-Rushville Elem-Gordon,Gordon-Rushville Public Schs,Gordon,156,,Yes under Community Eligibility Option (CEO)
Gordon-Rushville High School,Gordon-Rushville Public Schs,Gordon,125,,Yes under Community Eligibility Option (CEO)
Gordon-Rushville Middle School,Gordon-Rushville Public Schs,Rushville,114,,Yes under Community Eligibility Option (CEO)
Gothenburg Secondary School,Gothenburg Public Schools,Gothenburg,353,123,Yes participating without using any Provision or the CEO
Grace Abbott Elem School,Millard Public Schools,Omaha,454,79,Yes participating without using any Provision or the CEO
Grand Island Senior High School,Grand Island Public Schools,Grand Island,2696,,Yes under Community Eligibility Option (CEO)
Grandview Elementary School,Alliance Public Schools,Alliance,283,154,Yes participating without using any Provision or the CEO
Grant Elementary School,Fremont Public Schools,Fremont,144,102,Yes participating without using any Provision or the CEO
Grant Elementary School,Norfolk Public Schools,Norfolk,194,142,Yes participating without using any Provision or the CEO
Gretna East High School,Gretna Public Schools,Omaha,1009,70,No
Gretna Elementary School,Gretna Public Schools,Gretna,374,62,Yes participating without using any Provision or the CEO
Gretna High School,Gretna Public Schools,Gretna,955,120,Yes participating without using any Provision or the CEO
Gretna Middle School,Gretna Public Schools,Gretna,784,94,Yes participating without using any Provision or the CEO
Hampton Elementary School,Hampton Public School,Hampton,112,21,Yes participating without using any Provision or the CEO
Hampton High School,Hampton Public School,Hampton,71,16,Yes participating without using any Provision or the CEO
Hanny Arram Center,Kearney Public Schools,Kearney,2,,No
Harney Elementary School,So Sioux City Community Schs,So Sioux City,328,250,Yes participating without using any Provision or the CEO
Harrison Elementary School,Omaha Public Schools,Omaha,286,,Yes under Community Eligibility Option (CEO)
Harrison Grade School,Sioux County Public Schools,Harrison,32,7,No
Harry Andersen Middle School,Millard Public Schools,Omaha,898,339,Yes participating without using any Provision or the CEO
Hartington Newcastle High School,Hartington Newcastle Public Schools,Hartington,170,59,Yes participating without using any Provision or the CEO
Hartington-Newcastle Elem at Hartington,Hartington Newcastle Public Schools,Hartington,203,78,Yes participating without using any Provision or the CEO
Hartley Elementary School,Lincoln Public Schools,Lincoln,341,,Yes under Community Eligibility Option (CEO)
Hartman Elementary School,Omaha Public Schools,Omaha,448,,Yes under Community Eligibility Option (CEO)
Harvard Elementary School,Harvard Public Schools,Harvard,91,,Yes under Community Eligibility Option (CEO)
Harvard High School,Harvard Public Schools,Harvard,50,,Yes under Community Eligibility Option (CEO)
Harvard Middle School,Harvard Public Schools,Harvard,53,,Yes under Community Eligibility Option (CEO)
Harvest Hills Elementary School,Gretna Public Schools,Gretna,489,34,No
Harvey Oaks Elementary School,Millard Public Schools,Omaha,340,65,Yes participating without using any Provision or the CEO
Hastings Middle School,Hastings Public Schools,Hastings,757,477,Yes participating without using any Provision or the CEO
Hastings Senior High School,Hastings Public Schools,Hastings,991,536,Yes participating without using any Provision or the CEO
Hawthorne Elementary School,Hastings Public Schools,Hastings,343,187,Yes participating without using any Provision or the CEO
Hay Springs Early Childhood,Hay Springs Public Schools,Hay Springs,15,4,Yes participating without using any Provision or the CEO
Hay Springs Elementary School,Hay Springs Public Schools,Hay Springs,81,43,Yes participating without using any Provision or the CEO
Hay Springs High School,Hay Springs Public Schools,Hay Springs,59,28,Yes participating without using any Provision or the CEO
Hay Springs Middle School,Hay Springs Public Schools,Hay Springs,45,17,Yes participating without using any Provision or the CEO
Hayes Center Elementary School,Hayes Center Public Schools,Hayes Center,94,46,Yes participating without using any Provision or the CEO
Hayes Center Secondary School,Hayes Center Public Schools,Hayes Center,65,26,Yes participating without using any Provision or the CEO
Hayward Elementary School,Nebraska City Public Schools,Nebraska City,330,203,Yes participating without using any Provision or the CEO
Heartland Community Elementary,Heartland Community Schools,Henderson,176,70,Yes participating without using any Provision or the CEO
Heartland Community High Sch,Heartland Community Schools,Henderson,148,49,Yes participating without using any Provision or the CEO
Hemingford Elementary School,Hemingford Public Schools,Hemingford,209,67,Yes participating without using any Provision or the CEO
Hemingford High School,Hemingford Public Schools,Hemingford,174,43,Yes participating without using any Provision or the CEO
Heritage Elementary,Bennington Public Schools,Bennington,436,76,Yes participating without using any Provision or the CEO
Hershey Elementary School,Hershey Public Schools,Hershey,300,105,Yes participating without using any Provision or the CEO
Hershey High School,Hershey Public Schools,Hershey,239,78,Yes participating without using any Provision or the CEO
Hickory Hill Elementary Sch,Papillion La Vista Community Schools,Papillion,362,103,Yes participating without using any Provision or the CEO
High Plains Community Elementary School,High Plains Community Schools,Clarks,114,32,Yes participating without using any Provision or the CEO
High Plains Community Jr/Sr High School,High Plains Community Schools,Polk,93,26,Yes participating without using any Provision or the CEO
High School at Brainard,East Butler Public Schools,Brainard,151,20,Yes participating without using any Provision or the CEO
High School at Dunning,Sandhills Public Schools,Dunning,34,16,Yes participating without using any Provision or the CEO
High School at Johnson,Johnson-Brock Public Schools,Johnson,118,35,Yes participating without using any Provision or the CEO
High School at Syracuse,Syracuse-Dunbar-Avoca Schools,Syracuse,228,45,Yes participating without using any Provision or the CEO
High School at Tekamah,Tekamah-Herman Community Schs,Tekamah,248,84,Yes participating without using any Provision or the CEO
Highland Elementary School,Omaha Public Schools,Omaha,399,,Yes under Community Eligibility Option (CEO)
Hill Elementary School,Lincoln Public Schools,Lincoln,402,125,Yes participating without using any Provision or the CEO
Hillrise Elementary School,Elkhorn Public Schools,Elkhorn,321,62,Yes participating without using any Provision or the CEO
Hillside Elementary School,Westside Community Schools,Omaha,391,190,Yes under Community Eligibility Option (CEO)
Hitchcock Co Elementary,Hitchcock Co Sch System,Culbertson,161,67,Yes participating without using any Provision or the CEO
Hitchcock Co Jr/Sr High School,Hitchcock Co Sch System,Trenton,118,49,Yes participating without using any Provision or the CEO
Hitchcock Elementary School,Millard Public Schools,Omaha,233,70,Yes participating without using any Provision or the CEO
Holdrege Elementary School,Holdrege Public Schools,Holdrege,340,139,Yes participating without using any Provision or the CEO
Holdrege High School,Holdrege Public Schools,Holdrege,337,114,Yes participating without using any Provision or the CEO
Holdrege Middle School,Holdrege Public Schools,Holdrege,290,117,Yes participating without using any Provision or the CEO
Holdrege Public Schools Early Childhood Ed Ctr,Holdrege Public Schools,Holdrege,39,16,Yes participating without using any Provision or the CEO
Holling Heights Elem School,Millard Public Schools,Omaha,340,208,Yes participating without using any Provision or the CEO
Holmes Elementary School,Lincoln Public Schools,Lincoln,402,208,Yes participating without using any Provision or the CEO
Homer Elementary School,Homer Community Schools,Homer,245,114,Yes under Community Eligibility Option (CEO)
Homer High School,Homer Community Schools,Homer,205,95,Yes under Community Eligibility Option (CEO)
Horizon Middle School,Kearney Public Schools,Kearney,648,188,Yes under Community Eligibility Option (CEO)
Howard Elementary School,Fremont Public Schools,Fremont,421,268,Yes participating without using any Provision or the CEO
Howard Elementary School,Grand Island Public Schools,Grand Island,484,,Yes under Community Eligibility Option (CEO)
Howells Senior High School,Howells-Dodge Consolidated Schools,Howells,138,40,Yes participating without using any Provision or the CEO
Howells-Dodge Elementary School/Dodge,Howells-Dodge Consolidated Schools,Dodge,127,38,Yes participating without using any Provision or the CEO
Howells-Dodge Elementary School/Howells,Howells-Dodge Consolidated Schools,Howells,27,4,Yes participating without using any Provision or the CEO
Htrs Elementary School,Humboldt Table Rock Steinauer,Humboldt,175,66,Yes participating without using any Provision or the CEO
Htrs High School,Humboldt Table Rock Steinauer,Humboldt,88,24,Yes participating without using any Provision or the CEO
Htrs Middle School,Humboldt Table Rock Steinauer,Humboldt,55,15,Yes participating without using any Provision or the CEO
Humann Elementary School,Lincoln Public Schools,Lincoln,487,160,Yes participating without using any Provision or the CEO
Humphrey Elementary School,Humphrey Public Schools,Humphrey,177,3,Yes participating without using any Provision or the CEO
Humphrey Jr-Sr High School,Humphrey Public Schools,Humphrey,132,22,Yes participating without using any Provision or the CEO
Huntington Elementary School,Lincoln Public Schools,Lincoln,355,,Yes under Community Eligibility Option (CEO)
Hyannis Elementary School,Hyannis Area Schools,Hyannis,87,34,Yes participating without using any Provision or the CEO
Hyannis High School,Hyannis Area Schools,Hyannis,60,26,Yes participating without using any Provision or the CEO
Indian Hill Elementary School,Omaha Public Schools,Omaha,489,,Yes under Community Eligibility Option (CEO)
Infant Toddler at Bryan Community School,Lincoln Public Schools,Lincoln,8,,Yes participating without using any Provision or the CEO
Infant Toddler at Lincoln High School,Lincoln Public Schools,Lincoln,11,3,Yes participating without using any Provision or the CEO
Infant Toddler at Lincoln Northeast High School,Lincoln Public Schools,Lincoln,3,,Yes participating without using any Provision or the CEO
Irving Middle School,Lincoln Public Schools,Lincoln,795,315,Yes participating without using any Provision or the CEO
Isanti Elementary School,Isanti Community School,Niobrara,120,,Yes under Community Eligibility Option (CEO)
Isanti High School,Isanti Community School,Niobrara,39,,Yes under Community Eligibility Option (CEO)
Isanti Middle School,Isanti Community School,Niobrara,49,,Yes under Community Eligibility Option (CEO)
J Sterling Morton Elem School,Millard Public Schools,Omaha,392,117,Yes participating without using any Provision or the CEO
Jackson Elementary,Ponca Public Schools,Jackson,116,18,Yes participating without using any Provision or the CEO
Jackson Elementary School,Omaha Public Schools,Omaha,273,,Yes under Community Eligibility Option (CEO)
Jefferson Elementary School,Grand Island Public Schools,Grand Island,352,,Yes under Community Eligibility Option (CEO)
Jefferson Elementary School,Norfolk Public Schools,Norfolk,256,170,Yes participating without using any Provision or the CEO
Jefferson Elementary School,North Platte Public Schools,North Platte,329,,Yes under Community Eligibility Option (CEO)
Jefferson Elementary School,Omaha Public Schools,Omaha,463,,Yes under Community Eligibility Option (CEO)
Jefferson Intermediate School,Fairbury Public Schools,Fairbury,259,147,Yes participating without using any Provision or the CEO
Johnson - Brock Junior High School,Johnson-Brock Public Schools,Johnson,70,10,Yes participating without using any Provision or the CEO
Johnson Co Central El-Tecumseh,Johnson Co Central Public Schs,Tecumseh,158,92,Yes participating without using any Provision or the CEO
Johnson Co Central Elem-Cook,Johnson Co Central Public Schs,Cook,72,47,Yes participating without using any Provision or the CEO
Johnson Co Central High School,Johnson Co Central Public Schs,Tecumseh,166,75,Yes participating without using any Provision or the CEO
Johnson Co Central Middle Sch,Johnson Co Central Public Schs,Cook,104,67,Yes participating without using any Provision or the CEO
Johnson Crossing Academic Center (5-6),Fremont Public Schools,Fremont,759,525,Yes participating without using any Provision or the CEO
Joslyn Elementary School,Omaha Public Schools,Omaha,299,,Yes under Community Eligibility Option (CEO)
Jr-Sr High School at Palmyra,Palmyra District O R 1,Palmyra,181,33,Yes participating without using any Provision or the CEO
Junior-Senior High at Sumner,Sumner-Eddyville-Miller Schs,Sumner,104,57,Yes participating without using any Provision or the CEO
Kahoa Elementary School,Lincoln Public Schools,Lincoln,432,115,Yes participating without using any Provision or the CEO
Karen Western Elementary Sch,Ralston Public Schools,Omaha,214,,Yes under Community Eligibility Option (CEO)
Kearney Education Center,Kearney Public Schools,Kearney,332,97,Yes under Community Eligibility Option (CEO)
Kearney High School,Kearney Public Schools,Kearney,1663,480,Yes participating without using any Provision or the CEO
Kellom Elementary School,Omaha Public Schools,Omaha,230,,Yes under Community Eligibility Option (CEO)
Kenesaw Elementary School,Kenesaw Public Schools,Kenesaw,139,31,Yes participating without using any Provision or the CEO
Kenesaw Secondary School,Kenesaw Public Schools,Kenesaw,128,33,Yes participating without using any Provision or the CEO
Kennedy Elementary School,Omaha Public Schools,Omaha,272,,Yes under Community Eligibility Option (CEO)
Kenwood Elementary School,Kearney Public Schools,Kearney,398,131,Yes participating without using any Provision or the CEO
Keya Paha County High School,Keya Paha County Schools,Springview,39,17,Yes participating without using any Provision or the CEO
Kiewit Middle School,Millard Public Schools,Omaha,967,224,Yes participating without using any Provision or the CEO
Kimball Jr/Sr High School,Kimball Public Schools,Kimball,170,,Yes under Community Eligibility Option (CEO)
King Elementary School,Omaha Public Schools,Omaha,316,,Yes under Community Eligibility Option (CEO)
King Science/Tech Magnet Middle School,Omaha Public Schools,Omaha,610,,Yes under Community Eligibility Option (CEO)
Kloefkorn Elementary,Lincoln Public Schools,Lincoln,497,78,Yes participating without using any Provision or the CEO
Knickrehm Elementary School,Grand Island Public Schools,Grand Island,263,,Yes under Community Eligibility Option (CEO)
Kooser Elementary School,Lincoln Public Schools,Lincoln,929,427,Yes participating without using any Provision or the CEO
Kramer Education Center,Columbus Public Schools,Columbus,170,90,No
La Vista Middle School,Papillion La Vista Community Schools,La Vista,719,204,Yes participating without using any Provision or the CEO
La Vista West Elementary Sch,Papillion La Vista Community Schools,La Vista,315,,Yes under Community Eligibility Option (CEO)
Lake Maloney Elementary School,North Platte Public Schools,North Platte,116,19,Yes participating without using any Provision or the CEO
Lake Minatare School,Scottsbluff Public Schools,Minatare,76,32,Yes participating without using any Provision or the CEO
Lakeview Elementary School,Lincoln Public Schools,Lincoln,418,,Yes under Community Eligibility Option (CEO)
Lakeview High School,Lakeview Community Schools,Columbus,344,110,Yes participating without using any Provision or the CEO
Lakeview Junior High School,Lakeview Community Schools,Columbus,152,51,Yes participating without using any Provision or the CEO
Laurel-Concord-Coleridge Elementary School,Laurel-Concord-Coleridge School,Laurel,183,59,Yes participating without using any Provision or the CEO
Laurel-Concord-Coleridge High School,Laurel-Concord-Coleridge School,Laurel,135,44,Yes participating without using any Provision or the CEO
Laurel-Concord-Coleridge Middle School,Laurel-Concord-Coleridge School,Coleridge,82,30,Yes participating without using any Provision or the CEO
Lawrence - Nelson Elementary School,Lawrence - Nelson Public Schools,Nelson,123,37,No
Lawrence - Nelson High School,Lawrence - Nelson Public Schools,Nelson,69,28,No
Lawrence - Nelson Middle School,Lawrence - Nelson Public Schools,Nelson,44,18,No
Lefler Middle School,Lincoln Public Schools,Lincoln,584,,Yes under Community Eligibility Option (CEO)
Leigh Elementary School,Leigh Community Schools,Leigh,201,44,Yes participating without using any Provision or the CEO
Leigh High School,Leigh Community Schools,Leigh,95,18,Yes participating without using any Provision or the CEO
Lemay Elementary School,Bellevue Public Schools,Bellevue,330,124,Yes participating without using any Provision or the CEO
Leonard Lawrence Elem School,Bellevue Public Schools,Bellevue,334,98,Yes participating without using any Provision or the CEO
Lewis & Clark Elementary Sch,So Sioux City Community Schs,So Sioux City,253,214,Yes participating without using any Provision or the CEO
Lewis & Clark Middle School,Bellevue Public Schools,Bellevue,476,124,Yes participating without using any Provision or the CEO
Lewis & Clark Middle School,Omaha Public Schools,Omaha,839,,Yes under Community Eligibility Option (CEO)
Lewiston Elementary School,Lewiston Consolidated Schools,Lewiston,122,,Yes under Community Eligibility Option (CEO)
Lewiston High School,Lewiston Consolidated Schools,Lewiston,74,,Yes under Community Eligibility Option (CEO)
Lexington High School,Lexington Public Schools,Lexington,915,660,Yes participating without using any Provision or the CEO
Lexington Middle School,Lexington Public Schools,Lexington,672,497,Yes participating without using any Provision or the CEO
Leyton Elementary/Junior High School,Leyton Public Schools,Gurley,125,67,Yes under Community Eligibility Option (CEO)
Leyton High School,Leyton Public Schools,Dalton,53,15,Yes under Community Eligibility Option (CEO)
Liberty Elementary School,Omaha Public Schools,Omaha,643,,Yes under Community Eligibility Option (CEO)
Liberty Middle School,Papillion La Vista Community Schools,Papillion,522,85,Yes participating without using any Provision or the CEO
Lincoln East High School,Lincoln Public Schools,Lincoln,1982,384,Yes participating without using any Provision or the CEO
Lincoln Elementary School,Gering Public Schools,Gering,319,181,Yes participating without using any Provision or the CEO
Lincoln Elementary School,Grand Island Public Schools,Grand Island,328,,Yes under Community Eligibility Option (CEO)
Lincoln Elementary School,Hastings Public Schools,Hastings,289,234,Yes under Provision 2
Lincoln Elementary School,Norfolk Public Schools,Norfolk,220,58,Yes participating without using any Provision or the CEO
Lincoln Elementary School,North Platte Public Schools,North Platte,316,,Yes under Community Eligibility Option (CEO)
Lincoln Heights Elementary Sch,Scottsbluff Public Schools,Scottsbluff,279,,Yes under Community Eligibility Option (CEO)
Lincoln High School,Lincoln Public Schools,Lincoln,2086,1248,Yes participating without using any Provision or the CEO
Lincoln Northeast High School,Lincoln Public Schools,Lincoln,1819,1031,Yes participating without using any Provision or the CEO
Lincoln Southeast High School,Lincoln Public Schools,Lincoln,1848,650,Yes participating without using any Provision or the CEO
Linden Elementary School,Fremont Public Schools,Fremont,339,269,Yes participating without using any Provision or the CEO
Lindsay Attendance Center,Humphrey Public Schools,Lindsay,13,3,Yes participating without using any Provision or the CEO
Litchfield Elementary School,Litchfield Public Schools,Litchfield,76,27,Yes participating without using any Provision or the CEO
Litchfield High School,Litchfield Public Schools,Litchfield,45,18,Yes participating without using any Provision or the CEO
Little Learners Preschool,Auburn Public Schools,Auburn,40,6,No
Little Panthers Preschool,Norfolk Public Schools,Norfolk,319,176,No
Lockwood Elementary School,Northwest Public Schools,Grand Island,32,,No
Logan Fontenelle Middle School,Bellevue Public Schools,Bellevue,480,201,Yes participating without using any Provision or the CEO
Logan View Elementary,Logan View Public Schools,Hooper,330,144,Yes participating without using any Provision or the CEO
Logan View Jr/Sr High School,Logan View Public Schools,Hooper,262,74,Yes participating without using any Provision or the CEO
Longfellow Elementary School,Hastings Public Schools,Hastings,305,154,Yes participating without using any Provision or the CEO
Longfellow Elementary School,Scottsbluff Public Schools,Scottsbluff,379,172,Yes participating without using any Provision or the CEO
Loomis Elementary School,Loomis Public Schools,Loomis,153,56,Yes participating without using any Provision or the CEO
Loomis Secondary School,Loomis Public Schools,Loomis,119,34,Yes participating without using any Provision or the CEO
Lost Creek Elementary Sch,Columbus Public Schools,Columbus,318,166,Yes participating without using any Provision or the CEO
Lothrop Magnet Center,Omaha Public Schools,Omaha,431,,Yes under Community Eligibility Option (CEO)
Louisville Elementary School,Louisville Public Schools,Louisville,374,67,Yes participating without using any Provision or the CEO
Louisville High School,Louisville Public Schools,Louisville,207,28,Yes participating without using any Provision or the CEO
Louisville Middle School,Louisville Public Schools,Louisville,107,13,Yes participating without using any Provision or the CEO
Loup City Elementary School,Loup City Public Schools,Loup City,211,116,Yes participating without using any Provision or the CEO
Loup City High School,Loup City Public Schools,Loup City,120,73,Yes participating without using any Provision or the CEO
Loup County Elementary School,Loup County Public Schools,Taylor,50,,Yes under Community Eligibility Option (CEO)
Loup County High School,Loup County Public Schools,Taylor,38,,Yes under Community Eligibility Option (CEO)
Loveland Elementary School,Westside Community Schools,Omaha,276,76,Yes under Community Eligibility Option (CEO)
Lux Middle School,Lincoln Public Schools,Lincoln,803,158,Yes participating without using any Provision or the CEO
Madison Elementary School,Madison Public Schools,Madison,248,152,Yes participating without using any Provision or the CEO
Madison High School,Madison Public Schools,Madison,162,88,Yes participating without using any Provision or the CEO
Madison Middle School,Madison Public Schools,Madison,115,71,Yes participating without using any Provision or the CEO
Madison Middle School,North Platte Public Schools,North Platte,263,138,Yes participating without using any Provision or the CEO
Madison Preschool,Madison Public Schools,Madison,55,26,Yes participating without using any Provision or the CEO
Malcolm Elementary School,Malcolm Public Schools,Malcolm,341,60,Yes participating without using any Provision or the CEO
Malcolm Jr/Sr High School,Malcolm Public Schools,Malcolm,302,49,Yes participating without using any Provision or the CEO
Manchester Elementary School,Elkhorn Public Schools,Omaha,444,34,Yes participating without using any Provision or the CEO
Mary Lynch Elementary,Kimball Public Schools,Kimball,219,,Yes under Community Eligibility Option (CEO)
Masters Elementary School,Omaha Public Schools,Omaha,281,,Yes under Community Eligibility Option (CEO)
Maxey Elementary School,Lincoln Public Schools,Lincoln,674,138,Yes participating without using any Provision or the CEO
Maxwell Elementary School,Maxwell Public Schools,Maxwell,124,59,Yes participating without using any Provision or the CEO
Maxwell High School,Maxwell Public Schools,Maxwell,145,58,Yes participating without using any Provision or the CEO
Maywood Elementary School,Maywood Public Schools,Maywood,95,53,Yes participating without using any Provision or the CEO
Maywood High School,Maywood Public Schools,Maywood,91,45,Yes participating without using any Provision or the CEO
Mc Cook Elementary School,Mc Cook Public Schools,Mc Cook,411,180,Yes participating without using any Provision or the CEO
Mc Cook Junior High School,Mc Cook Public Schools,Mc Cook,305,111,Yes participating without using any Provision or the CEO
Mc Cook Senior High School,Mc Cook Public Schools,Mc Cook,448,130,Yes participating without using any Provision or the CEO
Mc Cool Junction Elem School,Mc Cool Junction Public Schs,McCool Junction,119,39,No
Mc Millan Magnet Middle School,Omaha Public Schools,Omaha,654,,Yes under Community Eligibility Option (CEO)
Mc Pherson County Secondary School,Mc Pherson County Schools,Tryon,40,,No
McCool Junction Jr-Sr High Sch,Mc Cool Junction Public Schs,McCool Junction,128,39,No
McDonald Elementary School,North Platte Public Schools,North Platte,247,84,Yes participating without using any Provision or the CEO
McPhee Elementary School,Lincoln Public Schools,Lincoln,302,,Yes under Community Eligibility Option (CEO)
Mead Elementary School,Mead Public Schools,Mead,141,42,Yes participating without using any Provision or the CEO
Mead High School,Mead Public Schools,Mead,112,30,Yes participating without using any Provision or the CEO
Meadow Lane Elementary School,Lincoln Public Schools,Lincoln,523,289,Yes participating without using any Provision or the CEO
Meadowlark Elementary School,Kearney Public Schools,Kearney,417,60,Yes participating without using any Provision or the CEO
Meadows Elementary School,Ralston Public Schools,Omaha,330,162,Yes participating without using any Provision or the CEO
Medicine Valley Elementary,Medicine Valley Public Schools,Curtis,97,47,Yes participating without using any Provision or the CEO
Medicine Valley High School,Medicine Valley Public Schools,Curtis,57,16,Yes participating without using any Provision or the CEO
Medicine Valley Middle School,Medicine Valley Public Schools,Curtis,46,18,No
Meridian Elementary School,Meridian Public Schools,Daykin,114,56,Yes participating without using any Provision or the CEO
Meridian High School,Meridian Public Schools,Daykin,105,55,Yes participating without using any Provision or the CEO
Mickle Middle School,Lincoln Public Schools,Lincoln,705,315,Yes participating without using any Provision or the CEO
Middle School,Raymond Central Public Schools,Raymond,155,18,Yes participating without using any Provision or the CEO
Middle School at Syracuse,Syracuse-Dunbar-Avoca Schools,Syracuse,286,55,Yes participating without using any Provision or the CEO
Milford Elementary School,Milford Public Schools,Milford,430,99,Yes participating without using any Provision or the CEO
Milford High School,Milford Public Schools,Milford,379,85,Yes participating without using any Provision or the CEO
Millard Central Middle School,Millard Public Schools,Omaha,811,413,Yes participating without using any Provision or the CEO
Millard North High School,Millard Public Schools,Omaha,2572,552,Yes participating without using any Provision or the CEO
Millard North Middle School,Millard Public Schools,Omaha,820,226,Yes participating without using any Provision or the CEO
