school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program
Evergreen Elementary School,Mead School District,Spokane,433,248,Yes under Community Eligibility Option (CEO)
Evergreen Forest Elementary,North Thurston Public Schools,Lacey,442,191,Yes participating without using any Provision or the CEO
Evergreen Heights Elementary,Auburn School District,Auburn,457,247,Yes under Community Eligibility Option (CEO)
Evergreen High School,Highline School District,Seattle,1080,809,Yes under Community Eligibility Option (CEO)
Evergreen High School,Evergreen School District (Clark),Vancouver,1427,722,Yes under Community Eligibility Option (CEO)
Evergreen Middle School,Everett School District,Everett,890,600,Yes under Community Eligibility Option (CEO)
Evergreen Middle School,Federal Way School District,Kent,810,644,Yes under Community Eligibility Option (CEO)
Evergreen Middle School,Lake Washington School District,Redmond,761,70,Yes participating without using any Provision or the CEO
Evergreen Middle School,Central Valley School District,Spokane Valley,668,239,Yes participating without using any Provision or the CEO
Evergreen Primary,University Place School District,University Place,516,200,Yes participating without using any Provision or the CEO
Evergreen School,Evergreen School District (Stevens),Gifford,39,29,Yes participating without using any Provision or the CEO
Everson Elementary,Nooksack Valley School District,Everson,288,170,Yes under Community Eligibility Option (CEO)
Expedition Elementary,Bethel School District,Puyallup,530,272,Yes under Community Eligibility Option (CEO)
Explorer Academy,South Kitsap School District,Port Orchard,286,133,No
Explorer Community School,Lake Washington School District,Redmond,60,3,No
Explorer Middle School,Mukilteo School District,Everett,777,504,Yes under Community Eligibility Option (CEO)
Fairhaven Middle School,Bellingham School District,Bellingham,588,240,Yes under Community Eligibility Option (CEO)
Fairmount Elementary,Mukilteo School District,Everett,510,313,Yes under Community Eligibility Option (CEO)
Fairmount Park Elementary School,Seattle School District No. 1,Seattle,357,82,Yes participating without using any Provision or the CEO
Fairview Middle School,Central Kitsap School District,Bremerton,620,313,Yes under Community Eligibility Option (CEO)
Fairwood Elementary School,Kent School District,Renton,355,147,Yes under Community Eligibility Option (CEO)
Fall City Elementary,Snoqualmie Valley School District,Fall City,456,77,Yes participating without using any Provision or the CEO
Family Link,Vashon Island School District,Vashon,72,19,No
Farwell Elementary School,Mead School District,Spokane,471,225,Yes under Community Eligibility Option (CEO)
Fawcett Elementary School,Tacoma School District,Tacoma,426,278,Yes under Community Eligibility Option (CEO)
Federal Way High School,Federal Way School District,Federal Way,1665,1229,Yes under Community Eligibility Option (CEO)
Federal Way Public Academy,Federal Way School District,Federal Way,309,134,Yes under Community Eligibility Option (CEO)
Federal Way Public School Eceap,Federal Way School District,Federal Way,348,281,No
Federal Way Running Start Home School,Federal Way School District,Federal Way,17,6,No
Felida Elementary School,Vancouver School District,Vancouver,561,74,Yes under Community Eligibility Option (CEO)
Fern Hill Elementary School,Tacoma School District,Tacoma,311,221,Yes under Community Eligibility Option (CEO)
Ferndale High School,Ferndale School District,Ferndale,1325,603,Yes under Community Eligibility Option (CEO)
Ferndale Re-Engagement,Ferndale School District,Ferndale,33,25,No
Ferndale Special Services,Ferndale School District,Ferndale,20,8,No
Ferndale Virtual Academy,Ferndale School District,Ferndale,154,93,No
Fernwood Elementary,Northshore School District,Bothell,714,43,Yes participating without using any Provision or the CEO
Ferris High School,Spokane School District,Spokane,1644,737,Yes under Community Eligibility Option (CEO)
Ferrucci Jr High,Puyallup School District,Puyallup,815,410,Yes participating without using any Provision or the CEO
Ferry County Open Doors - Youth Reengagement,Curlew School District,Curlew,58,15,No
Fidalgo Elementary,Anacortes School District,Anacortes,339,124,Yes participating without using any Provision or the CEO
Fife Elementary School,Fife School District,Tacoma,866,522,Yes under Community Eligibility Option (CEO)
Fife High School,Fife School District,Tacoma,885,442,Yes participating without using any Provision or the CEO
Fife Open Doors,Fife School District,Tacoma,25,19,No
Finch Elementary,Spokane School District,Spokane,375,230,Yes under Community Eligibility Option (CEO)
Finley Elementary,Finley School District,Kennewick,367,294,Yes under Community Eligibility Option (CEO)
Finley Middle School,Finley School District,Kennewick,204,148,Yes under Community Eligibility Option (CEO)
Finn Hill Middle School,Lake Washington School District,Kirkland,664,155,Yes participating without using any Provision or the CEO
Fircrest Elementary School,Evergreen School District (Clark),Vancouver,341,242,Yes under Community Eligibility Option (CEO)
Fircrest Residential Habilitation,Shoreline School District,Shoreline,1,,No
Firgrove Elementary,Puyallup School District,Puyallup,593,405,Yes under Community Eligibility Option (CEO)
First Creek Middle School,Tacoma School District,Tacoma,584,456,Yes under Community Eligibility Option (CEO)
Firwood,Clover Park School District,Steilacoom,45,14,No
Fisher Elementary School,Lynden School District,Lynden,546,277,Yes participating without using any Provision or the CEO
Fishers Landing Elementary School,Evergreen School District (Clark),Vancouver,402,72,Yes under Community Eligibility Option (CEO)
Foothills Elementary,White River School District,Buckley,470,234,Yes participating without using any Provision or the CEO
Foothills Middle School,Wenatchee School District,Wenatchee,567,330,Yes under Community Eligibility Option (CEO)
Fords Prairie Elementary,Centralia School District,Centralia,443,334,Yes under Community Eligibility Option (CEO)
Forest View Elementary School,Everett School District,Everett,634,94,Yes participating without using any Provision or the CEO
Forks Elementary School,Quillayute Valley School District,Forks,368,230,Yes under Community Eligibility Option (CEO)
Forks High School,Quillayute Valley School District,Forks,264,155,Yes under Community Eligibility Option (CEO)
Forks Middle School,Quillayute Valley School District,Forks,237,156,Yes under Community Eligibility Option (CEO)
Fort Colville Elementary,Colville School District,Colville,355,248,Yes under Community Eligibility Option (CEO)
Fort Stevens Elementary,Yelm School District,Yelm,462,269,Yes under Community Eligibility Option (CEO)
Fort Vancouver High School,Vancouver School District,Vancouver,1507,1155,Yes under Community Eligibility Option (CEO)
Foss High School,Tacoma School District,Tacoma,599,416,Yes under Community Eligibility Option (CEO)
Foster Senior High School,Tukwila School District,Tukwila,910,626,Yes under Community Eligibility Option (CEO)
Four Heroes Elementary,Clover Park School District,Lakewood,541,458,Yes under Community Eligibility Option (CEO)
Frances Scott Elementary,Spokane School District,Spokane,372,303,Yes under Community Eligibility Option (CEO)
Frank Brouillet Elem,Puyallup School District,Puyallup,541,229,Yes participating without using any Provision or the CEO
Frank Love Elementary,Northshore School District,Bothell,492,116,Yes participating without using any Provision or the CEO
Frank Wagner Elementary,Monroe School District,Monroe,545,406,Yes under Community Eligibility Option (CEO)
Franklin Elementary,Port Angeles School District,Port Angeles,318,178,Yes under Community Eligibility Option (CEO)
Franklin Elementary,Pullman School District,Pullman,274,83,Yes participating without using any Provision or the CEO
Franklin Elementary,Spokane School District,Spokane,428,224,Yes under Community Eligibility Option (CEO)
Franklin Elementary School,Tacoma School District,Tacoma,260,159,Yes under Community Eligibility Option (CEO)
Franklin High School,Seattle School District No. 1,Seattle,1277,731,Yes under Community Eligibility Option (CEO)
Franklin Middle School,Yakima School District,Yakima,848,721,Yes under Community Eligibility Option (CEO)
Franklin Pierce High School,Franklin Pierce School District,Tacoma,977,629,Yes under Community Eligibility Option (CEO)
Frantz Coe Elementary School,Seattle School District No. 1,Seattle,467,52,Yes participating without using any Provision or the CEO
Frederickson Elementary,Bethel School District,Puyallup,527,311,Yes participating without using any Provision or the CEO
Freeman Elementary School,Freeman School District,Rockford,385,90,Yes participating without using any Provision or the CEO
Freeman High School,Freeman School District,Rockford,301,65,Yes participating without using any Provision or the CEO
Freeman Middle School,Freeman School District,Rockford,201,50,Yes participating without using any Provision or the CEO
Friday Harbor Elementary School,San Juan Island School District,Friday Harbor,329,143,Yes participating without using any Provision or the CEO
Friday Harbor High School,San Juan Island School District,Friday Harbor,255,105,Yes participating without using any Provision or the CEO
Friday Harbor Middle School,San Juan Island School District,Friday Harbor,157,65,Yes participating without using any Provision or the CEO
Frontier Middle School,Bethel School District,Graham,620,304,Yes under Community Eligibility Option (CEO)
Frontier Middle School,Moses Lake School District,Moses Lake,690,419,Yes under Community Eligibility Option (CEO)
Frontier Middle School,Evergreen School District (Clark),Vancouver,767,334,Yes under Community Eligibility Option (CEO)
Fruit Valley Elementary School,Vancouver School District,Vancouver,188,150,Yes under Community Eligibility Option (CEO)
Fruitland Elementary,Puyallup School District,Puyallup,566,168,Yes participating without using any Provision or the CEO
Fryelands Elementary,Monroe School District,Monroe,414,202,Yes participating without using any Provision or the CEO
Fuerza Elementary,Kennewick School District,Kennewick,629,420,Yes under Community Eligibility Option (CEO)
Futurus High School,Centralia School District,Centralia,110,86,Yes under Community Eligibility Option (CEO)
G W Edgerton Elementary,Puyallup School District,Puyallup,753,283,Yes participating without using any Provision or the CEO
Gaiser Middle School,Vancouver School District,Vancouver,750,507,Yes under Community Eligibility Option (CEO)
Garden Heights Elementary,Moses Lake School District,Moses Lake,324,183,Yes under Community Eligibility Option (CEO)
Garfield at Palouse High School,Garfield School District,Palouse,45,22,No
Garfield Elementary,Garfield School District,Garfield,51,33,Yes under Community Eligibility Option (CEO)
Garfield Elementary,Spokane School District,Spokane,314,247,Yes under Community Eligibility Option (CEO)
Garfield Elementary School,Everett School District,Everett,393,281,Yes under Community Eligibility Option (CEO)
Garfield Elementary School,Olympia School District,Olympia,314,190,Yes under Community Eligibility Option (CEO)
Garfield Elementary School,Toppenish School District,Toppenish,310,290,Yes under Community Eligibility Option (CEO)
Garfield Elementary School,Yakima School District,Yakima,507,471,Yes under Community Eligibility Option (CEO)
Garfield High School,Seattle School District No. 1,Seattle,1507,621,Yes under Community Eligibility Option (CEO)
Garfield Middle School,Garfield School District,Garfield,31,17,Yes participating without using any Provision or the CEO
Garrison Middle School,Walla Walla Public Schools,Walla Walla,546,365,Yes under Community Eligibility Option (CEO)
Garry Middle School,Spokane School District,Spokane,410,336,Yes under Community Eligibility Option (CEO)
Gate Work Study Program,Vancouver School District,Vancouver,51,33,Yes under Community Eligibility Option (CEO)
Gates Secondary School,Franklin Pierce School District,Tacoma,104,80,Yes under Community Eligibility Option (CEO)
Gateway Middle School,Everett School District,Everett,1057,186,Yes participating without using any Provision or the CEO
Gateway to College,Federal Way School District,Federal Way,23,15,No
Gatewood Elementary School,Seattle School District No. 1,Seattle,400,50,Yes participating without using any Provision or the CEO
Gause Elementary,Washougal School District,Washougal,224,106,Yes participating without using any Provision or the CEO
Geiger Montessori School,Tacoma School District,Tacoma,521,207,Yes under Community Eligibility Option (CEO)
General William H. Harrison Preparatory School,Clover Park School District,Lakewood,738,466,Yes under Community Eligibility Option (CEO)
Genesee Hill Elementary,Seattle School District No. 1,Seattle,451,50,Yes participating without using any Provision or the CEO
Geneva Elementary School,Bellingham School District,Bellingham,412,132,Yes participating without using any Provision or the CEO
George Bush Middle School,Tumwater School District,Tumwater,762,297,Yes participating without using any Provision or the CEO
George C Marshall Elementary,Vancouver School District,Vancouver,313,210,Yes under Community Eligibility Option (CEO)
George Elementary,Quincy School District,Quincy,163,127,Yes under Community Eligibility Option (CEO)
George T. Daniel Elementary School,Kent School District,Kent,292,206,Yes under Community Eligibility Option (CEO)
Gess Elementary,Chewelah School District,Chewelah,324,187,Yes under Community Eligibility Option (CEO)
Gibson Ek High School,Issaquah School District,Issaquah,198,29,Yes participating without using any Provision or the CEO
Gig Harbor High,Peninsula School District,Gig Harbor,1375,206,Yes participating without using any Provision or the CEO
Gilbert Elementary School,Yakima School District,Yakima,415,323,Yes under Community Eligibility Option (CEO)
Gildo Rey Elementary School,Auburn School District,Auburn,416,302,Yes under Community Eligibility Option (CEO)
Glacier Middle School,White River School District,Buckley,999,369,Yes participating without using any Provision or the CEO
Glacier Middle School,Highline School District,SeaTac,803,606,Yes under Community Eligibility Option (CEO)
Glacier Park Elementary,Tahoma School District,Maple Valley,803,157,Yes participating without using any Provision or the CEO
Glacier Peak High School,Snohomish School District,Snohomish,1642,297,Yes participating without using any Provision or the CEO
Glacier View Junior High,Puyallup School District,Puyallup,843,381,Yes participating without using any Provision or the CEO
Glenridge Elementary,Kent School District,Kent,298,156,Yes under Community Eligibility Option (CEO)
Glenwood Elementary,Glenwood School District,Glenwood,33,17,Yes under Community Eligibility Option (CEO)
Glenwood Elementary,Lake Stevens School District,Lake Stevens,641,184,Yes participating without using any Provision or the CEO
Glenwood Heights Primary,Battle Ground School District,Vancouver,638,329,Yes under Community Eligibility Option (CEO)
Glenwood Secondary,Glenwood School District,Glenwood,26,13,Yes under Community Eligibility Option (CEO)
Glover Middle School,Spokane School District,Spokane,537,392,Yes under Community Eligibility Option (CEO)
Gold Bar Elementary,Sultan School District,Gold Bar,313,177,Yes participating without using any Provision or the CEO
Goldendale High School,Goldendale School District,Goldendale,322,209,Yes under Community Eligibility Option (CEO)
Goldendale Middle School,Goldendale School District,Goldendale,255,174,Yes under Community Eligibility Option (CEO)
Goldendale Primary School,Goldendale School District,Goldendale,302,195,Yes under Community Eligibility Option (CEO)
Goldendale Support Service Center,Goldendale School District,Goldendale,13,9,No
Good Beginnings Center,Sedro-Woolley School District,Sedro-Woolley,86,52,Yes under Community Eligibility Option (CEO)
Goodman Middle School,Peninsula School District,Gig Harbor,519,109,Yes participating without using any Provision or the CEO
Gov John Rogers High School,Puyallup School District,Puyallup,1788,835,Yes participating without using any Provision or the CEO
Graham Elementary,Bethel School District,Graham,428,223,Yes participating without using any Provision or the CEO
Graham Hill Elementary School,Seattle School District No. 1,Seattle,266,126,Yes under Community Eligibility Option (CEO)
Graham Kapowsin High School,Bethel School District,Graham,2087,1000,Yes under Community Eligibility Option (CEO)
Grainger Elementary,Okanogan School District,Okanogan,404,265,Yes under Community Eligibility Option (CEO)
Grand Mound Elementary,Rochester School District,Rochester,507,337,Yes under Community Eligibility Option (CEO)
Grand Ridge Elementary,Issaquah School District,Issaquah,558,48,Yes participating without using any Provision or the CEO
Grandview High School,Grandview School District,Grandview,1160,941,Yes under Community Eligibility Option (CEO)
Grandview Middle School,Grandview School District,Grandview,815,691,Yes under Community Eligibility Option (CEO)
Granger High School,Granger School District,Granger,433,384,Yes under Community Eligibility Option (CEO)
Granger Middle School,Granger School District,Granger,425,394,Yes under Community Eligibility Option (CEO)
Granite Falls High School,Granite Falls School District,Granite Falls,614,264,Yes participating without using any Provision or the CEO
Granite Falls Middle School,Granite Falls School District,Granite Falls,448,216,Yes under Community Eligibility Option (CEO)
Granite Falls Open Doors,Granite Falls School District,Granite Falls,47,37,Yes under Community Eligibility Option (CEO)
Grant Elementary,Ephrata School District,Ephrata,466,319,Yes under Community Eligibility Option (CEO)
Grant Elementary,Spokane School District,Spokane,289,227,Yes under Community Eligibility Option (CEO)
Grant Elementary School,Eastmont School District,East Wenatchee,534,335,Yes under Community Eligibility Option (CEO)
Grant Elementary School,Tacoma School District,Tacoma,378,117,Yes under Community Eligibility Option (CEO)
Grantham Elementary,Clarkston School District,Clarkston,252,216,Yes under Community Eligibility Option (CEO)
Grapeview Elementary & Middle School,Grapeview School District,Grapeview,224,112,Yes participating without using any Provision or the CEO
Grass Lake Elementary School,Kent School District,Kent,337,116,Yes under Community Eligibility Option (CEO)
Grass Valley Elementary,Camas School District,Camas,445,74,Yes participating without using any Provision or the CEO
Gravelly Lake K-12 Academy,Clover Park School District,Lakewood,162,120,No
Gray Middle School,Tacoma School District,Tacoma,510,376,Yes under Community Eligibility Option (CEO)
Grays Harbor Academy,Aberdeen School District,Aberdeen,64,41,No
Grays Harbor Juvenile Detention,Aberdeen School District,Aberdeen,11,5,No
Great Northern Elementary,Great Northern School District,Spokane,44,28,Yes participating without using any Provision or the CEO
Green Gables Elementary School,Federal Way School District,Federal Way,281,163,Yes under Community Eligibility Option (CEO)
Green Hill Academic School,Chehalis School District,Chehalis,163,86,No
Green Lake Elementary School,Seattle School District No. 1,Seattle,367,133,Yes participating without using any Provision or the CEO
Green Mountain Elementary,Central Kitsap School District,Bremerton,360,139,Yes participating without using any Provision or the CEO
Green Mountain School,Green Mountain School District,Woodland,163,39,Yes participating without using any Provision or the CEO
Green Park Elementary School,Walla Walla Public Schools,Walla Walla,526,391,Yes under Community Eligibility Option (CEO)
Greenacres Elementary,Central Valley School District,Spokane Valley,637,339,Yes under Community Eligibility Option (CEO)
Greenacres Middle School,Central Valley School District,Spokane Valley,555,214,Yes under Community Eligibility Option (CEO)
Greenwood Elementary School,Seattle School District No. 1,Seattle,339,35,Yes participating without using any Provision or the CEO
Gregory Heights Elementary,Highline School District,Burien,488,249,Yes under Community Eligibility Option (CEO)
Greywolf Elementary School,Sequim School District,Sequim,506,261,Yes under Community Eligibility Option (CEO)
Griffin Bay School,San Juan Island School District,Friday Harbor,47,16,Yes participating without using any Provision or the CEO
Griffin Bay School Open Doors,San Juan Island School District,Friday Harbor,6,,No
Griffin School,Griffin School District,Olympia,585,184,Yes participating without using any Provision or the CEO
Grove Elementary,Marysville School District,Marysville,392,182,Yes under Community Eligibility Option (CEO)
H.e.a.r.t. High School,Rochester School District,Rochester,37,23,Yes under Community Eligibility Option (CEO)
H.o.m.e. Program,Renton School District,Renton,136,31,Yes participating without using any Provision or the CEO
Halilts Elementary School,Bainbridge Island School District,Bainbridge Island,353,45,Yes participating without using any Provision or the CEO
Haller Middle School,Arlington School District,Arlington,576,213,Yes participating without using any Provision or the CEO
Hallett Elementary School,Medical Lake School District,Medical Lake,496,248,Yes participating without using any Provision or the CEO
Hamblen Elementary,Spokane School District,Spokane,508,222,Yes under Community Eligibility Option (CEO)
Hamilton Elementary,Port Angeles School District,Port Angeles,338,179,Yes under Community Eligibility Option (CEO)
Hamilton International Middle School,Seattle School District No. 1,Seattle,983,118,Yes participating without using any Provision or the CEO
Handicapped Contractual Services,Shoreline School District,Shoreline,155,34,No
Hanford High School,Richland School District,Richland,1959,640,Yes participating without using any Provision or the CEO
Happy Valley Elementary School,Bellingham School District,Bellingham,455,207,Yes under Community Eligibility Option (CEO)
Harbor Heights Elementary School,Peninsula School District,Gig Harbor,397,83,Yes participating without using any Provision or the CEO
Harbor Junior/Senior High School,Aberdeen School District,Aberdeen,128,105,Yes under Community Eligibility Option (CEO)
Harbor Open Doors,Aberdeen School District,Aberdeen,49,34,No
Harbor Ridge Middle School,Peninsula School District,Gig Harbor,627,116,Yes participating without using any Provision or the CEO
Harbour Pointe Middle School,Mukilteo School District,Mukilteo,803,283,Yes under Community Eligibility Option (CEO)
Harmony Elementary,Mount Baker School District,Bellingham,288,134,Yes under Community Eligibility Option (CEO)
Harmony Elementary School,Evergreen School District (Clark),Vancouver,467,176,Yes under Community Eligibility Option (CEO)
Harney Elementary School,Vancouver School District,Vancouver,538,371,Yes under Community Eligibility Option (CEO)
Harrah Elementary School,Mount Adams School District,Harrah,451,427,Yes under Community Eligibility Option (CEO)
Harriet Rowley,Mount Vernon School District,Mount Vernon,440,316,Yes under Community Eligibility Option (CEO)
Harrington Elementary School,Harrington School District,Harrington,70,49,Yes under Community Eligibility Option (CEO)
Harrington High School,Harrington School District,Harrington,44,26,Yes under Community Eligibility Option (CEO)
Harrison Middle School,Sunnyside School District,Sunnyside,820,681,Yes under Community Eligibility Option (CEO)
Harry S Truman Elementary School,Vancouver School District,Vancouver,480,309,Yes under Community Eligibility Option (CEO)
Harvard Elementary,Franklin Pierce School District,Tacoma,445,337,Yes under Community Eligibility Option (CEO)
Hathaway Elementary,Washougal School District,Washougal,272,165,Yes participating without using any Provision or the CEO
Hawkins Middle School,North Mason School District,Belfair,485,280,Yes under Community Eligibility Option (CEO)
Hawthorne Elementary School,Everett School District,Everett,446,374,Yes under Community Eligibility Option (CEO)
Hawthorne Elementary School,Kennewick School District,Kennewick,417,305,Yes under Community Eligibility Option (CEO)
Hawthorne Elementary School,Seattle School District No. 1,Seattle,393,103,Yes participating without using any Provision or the CEO
Hayes Freedom High School,Camas School District,Camas,161,56,Yes participating without using any Provision or the CEO
Hazel Dell Elementary School,Vancouver School District,Vancouver,370,242,Yes under Community Eligibility Option (CEO)
Hazel Valley Elementary,Highline School District,Burien,469,314,Yes under Community Eligibility Option (CEO)
Hazel Wolf K-8,Seattle School District No. 1,Seattle,660,151,Yes participating without using any Provision or the CEO
Hazelwood Elementary,Edmonds School District,Lynnwood,419,206,Yes participating without using any Provision or the CEO
Hazelwood Elementary School,Auburn School District,Auburn,502,262,Yes under Community Eligibility Option (CEO)
Hazelwood Elementary School,Renton School District,Newcastle,478,97,Yes under Community Eligibility Option (CEO)
Hazen Senior High School,Renton School District,Renton,1796,686,Yes participating without using any Provision or the CEO
Head Start,Walla Walla Public Schools,Walla Walla,112,109,No
Hearthwood Elementary School,Evergreen School District (Clark),Vancouver,360,185,Yes under Community Eligibility Option (CEO)
Heatherwood Middle School,Everett School District,Mill Creek,1031,328,Yes participating without using any Provision or the CEO
Hedden Elementary School,Fife School District,Edgewood,469,244,Yes participating without using any Provision or the CEO
Heights Elementary,Clarkston School District,Clarkston,358,156,Yes under Community Eligibility Option (CEO)
Helen Baller Elem,Camas School District,Camas,487,106,Yes participating without using any Provision or the CEO
Helen Haller Elementary School,Sequim School District,Sequim,508,288,Yes under Community Eligibility Option (CEO)
Helen Keller Elementary,Lake Washington School District,Kirkland,300,94,Yes participating without using any Provision or the CEO
Helen Stafford Elementary School,Tacoma School District,Tacoma,453,337,Yes under Community Eligibility Option (CEO)
Henderson Bay Alt High School,Peninsula School District,Gig Harbor,139,60,Yes participating without using any Provision or the CEO
Henrietta Lacks Health and Bioscience High School,Evergreen School District (Clark),Vancouver,467,204,Yes under Community Eligibility Option (CEO)
Henry David Thoreau Elementary,Lake Washington School District,Kirkland,404,65,Yes participating without using any Provision or the CEO
Henry M. Jackson High School,Everett School District,Mill Creek,2148,548,Yes participating without using any Provision or the CEO
Heritage High School,Evergreen School District (Clark),Vancouver,1569,814,Yes under Community Eligibility Option (CEO)
Heritage School,Marysville School District,Marysville,130,111,Yes under Community Eligibility Option (CEO)
Hewins Early Learning Center,Franklin Pierce School District,Tacoma,266,219,Yes under Community Eligibility Option (CEO)
Hiawatha Elementary School,Othello School District,Othello,579,484,Yes under Community Eligibility Option (CEO)
Hidden Creek Elementary School,South Kitsap School District,Port Orchard,439,211,Yes participating without using any Provision or the CEO
Hidden River Middle School,Monroe School District,Snohomish,313,110,Yes participating without using any Provision or the CEO
High School Re Entry,Snohomish School District,Snohomish,40,22,No
Highland Elementary,Clarkston School District,Clarkston,290,197,Yes under Community Eligibility Option (CEO)
Highland Elementary,Lake Stevens School District,Lake Stevens,557,159,Yes participating without using any Provision or the CEO
Highland High School,Highland School District,Cowiche,366,246,Yes under Community Eligibility Option (CEO)
Highland Middle School,Bellevue School District,Bellevue,589,357,Yes under Community Eligibility Option (CEO)
Highland Middle School,Highland School District,Cowiche,243,186,Yes under Community Eligibility Option (CEO)
Highland Middle School,Mead School District,Spokane,704,231,Yes participating without using any Provision or the CEO
Highland Park Elementary School,Seattle School District No. 1,Seattle,300,146,Yes under Community Eligibility Option (CEO)
Highland Terrace Elementary,Shoreline School District,Shoreline,322,64,Yes participating without using any Provision or the CEO
Highlands,Omak School District,Omak,78,68,No
Highlands Elementary School,Renton School District,Renton,386,271,Yes under Community Eligibility Option (CEO)
Highlands Middle School,Kennewick School District,Kennewick,745,570,Yes under Community Eligibility Option (CEO)
Highline High School,Highline School District,Burien,1423,954,Yes under Community Eligibility Option (CEO)
Highline Home School Center,Highline School District,Burien,10,,No
Highline Open Doors 1418,Highline School District,Burien,240,117,No
Highline Public Schools Virtual Academy,Highline School District,Seattle,208,135,No
Hilder Pearson Elementary,North Kitsap School District,Poulsbo,286,96,Yes participating without using any Provision or the CEO
Hillcrest Elementary,Oak Harbor School District,Oak Harbor,460,157,Yes participating without using any Provision or the CEO
Hillcrest Elementary School,Lake Stevens School District,Lake Stevens,842,257,Yes participating without using any Provision or the CEO
Hillside Elementary School,Clover Park School District,JBLM Lewis Main,567,365,Yes under Community Eligibility Option (CEO)
Hilltop Elementary,Edmonds School District,Lynnwood,562,110,Yes participating without using any Provision or the CEO
Hilltop Elementary,Highline School District,Seattle,519,395,Yes under Community Eligibility Option (CEO)
Hilltop Elementary School,Ocean Beach School District,Ilwaco,188,118,Yes under Community Eligibility Option (CEO)
Hilltop Heritage Elementary School,Renton School District,Renton,576,279,Yes under Community Eligibility Option (CEO)
Hilltop Heritage Middle School,Tacoma School District,Tacoma,447,279,Yes under Community Eligibility Option (CEO)
Hilton Elementary School,Zillah School District,Zillah,305,207,Yes under Community Eligibility Option (CEO)
Hockinson Heights Elementary School,Hockinson School District,Brush Prairie,912,300,Yes participating without using any Provision or the CEO
Hockinson High School,Hockinson School District,Brush Prairie,669,154,Yes participating without using any Provision or the CEO
Hockinson Middle School,Hockinson School District,Brush Prairie,480,146,Yes participating without using any Provision or the CEO
Hofstetter Elementary,Colville School District,Colville,407,251,Yes under Community Eligibility Option (CEO)
Holden Village Community School,Lake Chelan School District,Chelan,4,,No
Hollingsworth Academy,Evergreen School District (Clark),Vancouver,101,47,Yes under Community Eligibility Option (CEO)
Holly Street Early Learning Center,Issaquah School District,Issaquah,89,59,No
Hollywood Hill Elementary,Northshore School District,Woodinville,331,63,Yes participating without using any Provision or the CEO
Holmes Elementary,Spokane School District,Spokane,378,318,Yes under Community Eligibility Option (CEO)
Home Choice Academy,Evergreen School District (Clark),Vancouver,204,90,Yes under Community Eligibility Option (CEO)
Home Education Exchange,Shoreline School District,Shoreline,125,22,Yes participating without using any Provision or the CEO
Home Pride,Cusick School District,Cusick,111,63,No
Homeconnection,Oak Harbor School District,Oak Harbor,385,142,Yes participating without using any Provision or the CEO
Homelink,Lake Stevens School District,Lake Stevens,31,17,No
Homelink,Walla Walla Public Schools,Walla Walla,47,23,No
Homelink River,Battle Ground School District,Battle Ground,901,314,Yes participating without using any Provision or the CEO
Homeworks,Cheney School District,Cheney,145,75,No
Honey Dew Elementary,Renton School District,Renton,276,196,Yes under Community Eligibility Option (CEO)
Hood Canal Elementary School,Hood Canal School District,Shelton,337,254,Yes under Community Eligibility Option (CEO)
Hoover Elementary School,Yakima School District,Yakima,582,549,Yes under Community Eligibility Option (CEO)
Hopkins Elementary,Aberdeen School District,Aberdeen,103,100,No
Hoquiam High School,Hoquiam School District,Hoquiam,410,277,Yes under Community Eligibility Option (CEO)
Hoquiam Homelink School,Hoquiam School District,Hoquiam,107,69,Yes under Community Eligibility Option (CEO)
Hoquiam Middle School,Hoquiam School District,Hoquiam,372,258,Yes under Community Eligibility Option (CEO)
Horace Mann Elementary,Lake Washington School District,Redmond,387,23,Yes participating without using any Provision or the CEO
Horizon Elementary,Mukilteo School District,Everett,550,410,Yes under Community Eligibility Option (CEO)
Horizon Elementary School,Kent School District,Kent,408,236,Yes under Community Eligibility Option (CEO)
Horizon Middle School,Ferndale School District,Ferndale,433,240,Yes under Community Eligibility Option (CEO)
Horizon Middle School,Central Valley School District,Spokane Valley,472,143,Yes participating without using any Provision or the CEO
Horizons Elementary,North Thurston Public Schools,Lacey,580,225,Yes participating without using any Provision or the CEO
Horse Heaven Hills Middle School,Kennewick School District,Kennewick,856,471,Yes under Community Eligibility Option (CEO)
Hough Elementary School,Vancouver School District,Vancouver,238,157,Yes under Community Eligibility Option (CEO)
Housel Middle School,Prosser School District,Prosser,529,401,Yes under Community Eligibility Option (CEO)
Hudson's Bay High School,Vancouver School District,Vancouver,1197,738,Yes under Community Eligibility Option (CEO)
Hudtloff Middle School,Clover Park School District,Lakewood,555,422,Yes under Community Eligibility Option (CEO)
Hulan L Whitson Elem,White Salmon Valley School District,White Salmon,352,161,Yes participating without using any Provision or the CEO
Hunt Middle School,Tacoma School District,Tacoma,519,251,Yes under Community Eligibility Option (CEO)
Huntington Middle School,Kelso School District,Kelso,559,357,Yes under Community Eligibility Option (CEO)
Hutton Elementary,Spokane School District,Spokane,492,146,Yes under Community Eligibility Option (CEO)
Icicle River Middle School,Cascade School District,Leavenworth,258,126,Yes participating without using any Provision or the CEO
Ida Nason Aronica Elementary,Ellensburg School District,Ellensburg,361,201,Yes under Community Eligibility Option (CEO)
Idlewild Elementary School,Clover Park School District,Lakewood,380,196,Yes under Community Eligibility Option (CEO)
