school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program
10th Street School,Marysville School District,Marysville,217,75,Yes under Community Eligibility Option (CEO)
A G West Black Hills High School,Tumwater School District,Tumwater,753,235,Yes participating without using any Provision or the CEO
A J West Elementary,Aberdeen School District,Aberdeen,281,241,Yes under Community Eligibility Option (CEO)
A-3 Multiagency Adolescent Prog,Spokane School District,Spokane,29,19,Yes under Community Eligibility Option (CEO)
Abraham Lincoln Elementary,Wenatchee School District,Wenatchee,604,487,Yes under Community Eligibility Option (CEO)
Acceleration Academy,Bethel School District,Spanaway,450,218,Yes under Community Eligibility Option (CEO)
Aces High School,Mukilteo School District,Everett,130,91,Yes under Community Eligibility Option (CEO)
Acme Elementary,Mount Baker School District,Acme,168,88,Yes under Community Eligibility Option (CEO)
Adams Elementary,Spokane School District,Spokane,312,223,Yes under Community Eligibility Option (CEO)
Adams Elementary,Central Valley School District,Spokane Valley,376,232,Yes under Community Eligibility Option (CEO)
Adams Elementary,Wapato School District,Wapato,394,359,Yes under Community Eligibility Option (CEO)
Adams Elementary School,Seattle School District No. 1,Seattle,285,53,Yes participating without using any Provision or the CEO
Adams Elementary School,Yakima School District,Yakima,643,607,Yes under Community Eligibility Option (CEO)
Adelaide Elementary School,Federal Way School District,Federal Way,321,232,Yes under Community Eligibility Option (CEO)
Adna Elementary School,Adna School District,Chehalis,265,81,Yes participating without using any Provision or the CEO
Adna Middle/High School,Adna School District,Chehalis,369,92,Yes participating without using any Provision or the CEO
Ahtanum Valley Elementary,West Valley School District (Yakima),Yakima,381,245,Yes under Community Eligibility Option (CEO)
Aim High School,Snohomish School District,Snohomish,174,72,No
Aki Kurose Middle School,Seattle School District No. 1,Seattle,817,464,Yes under Community Eligibility Option (CEO)
Alan T. Sugiyama High School,Seattle School District No. 1,Seattle,48,34,Yes under Community Eligibility Option (CEO)
Albert Einstein Elementary,Lake Washington School District,Redmond,448,93,Yes participating without using any Provision or the CEO
Albert Einstein Middle School,Shoreline School District,Shoreline,1032,343,Yes participating without using any Provision or the CEO
Alderwood Elementary School,Bellingham School District,Bellingham,305,200,Yes under Community Eligibility Option (CEO)
Alderwood Middle School,Edmonds School District,Lynnwood,679,372,Yes under Community Eligibility Option (CEO)
Alexander Graham Bell Elementary,Lake Washington School District,Kirkland,503,148,Yes participating without using any Provision or the CEO
Alfaretta House,Clover Park School District,Lakewood,26,19,No
Alki Elementary School,Seattle School District No. 1,Seattle,269,38,Yes participating without using any Provision or the CEO
Alki Middle School,Vancouver School District,Vancouver,594,174,Yes under Community Eligibility Option (CEO)
Allen Creek Elementary School,Marysville School District,Marysville,437,215,Yes under Community Eligibility Option (CEO)
Allen Elementary,Burlington-Edison School District,Bow,386,305,Yes under Community Eligibility Option (CEO)
Almira Coulee Hartline High School,Coulee-Hartline School District,Coulee City,102,43,Yes participating without using any Provision or the CEO
Almira Elementary School,Almira School District,Almira,129,52,Yes participating without using any Provision or the CEO
Alpac Elementary School,Auburn School District,Pacific,534,331,Yes under Community Eligibility Option (CEO)
Alpine Lakes Elementary,Cascade School District,Leavenworth,252,126,Yes participating without using any Provision or the CEO
Alternative Educational Experience,Methow Valley School District,Winthrop,26,16,No
Alternative Northeast Community Center Preschool,Spokane School District,Spokane,37,29,No
Alternative Tamarack School,Spokane School District,Spokane,10,3,No
Amboy Middle School,Battle Ground School District,Amboy,500,222,Yes participating without using any Provision or the CEO
Amistad Elementary School,Kennewick School District,Kennewick,878,783,Yes under Community Eligibility Option (CEO)
Amon Creek Elementary,Kennewick School District,Richland,594,131,Yes under Community Eligibility Option (CEO)
Anacortes High School,Anacortes School District,Anacortes,766,193,Yes participating without using any Provision or the CEO
Anacortes Middle School,Anacortes School District,Anacortes,617,202,Yes participating without using any Provision or the CEO
Ancient Lakes Elementary,Quincy School District,Quincy,385,298,Yes under Community Eligibility Option (CEO)
Anderson Island Elementary,Steilacoom Hist. School District,Anderson Island,19,11,Yes under Provision 2
Angelo Giaudrone Middle School,Tacoma School District,Tacoma,449,323,Yes under Community Eligibility Option (CEO)
Apollo Elementary,Issaquah School District,Renton,496,84,Yes participating without using any Provision or the CEO
Apple Valley Elementary,West Valley School District (Yakima),Yakima,447,189,Yes participating without using any Provision or the CEO
Arbor Heights Elementary School,Seattle School District No. 1,Seattle,495,116,Yes participating without using any Provision or the CEO
Arcadia Elementary,Deer Park School District,Deer Park,455,246,Yes under Community Eligibility Option (CEO)
Ardmore Elementary School,Bellevue School District,Bellevue,415,222,Yes under Community Eligibility Option (CEO)
Arlington Elementary,Spokane School District,Spokane,379,316,Yes under Community Eligibility Option (CEO)
Arlington Elementary School,Tacoma School District,Tacoma,390,296,Yes under Community Eligibility Option (CEO)
Arlington High School,Arlington School District,Arlington,1650,611,Yes participating without using any Provision or the CEO
Arlington Open Doors,Arlington School District,Arlington,64,32,No
Armin Jahr Elementary,Bremerton School District,Bremerton,495,324,Yes under Community Eligibility Option (CEO)
Arrowhead Elementary,Northshore School District,Kenmore,332,105,Yes participating without using any Provision or the CEO
Arthur Jacobsen Elementary,Auburn School District,Auburn,367,220,Yes under Community Eligibility Option (CEO)
Artondale Elementary School,Peninsula School District,Gig Harbor,413,69,Yes participating without using any Provision or the CEO
Artz Fox Elementary,Mabton School District,Mabton,375,339,Yes under Community Eligibility Option (CEO)
Asotin Elementary,Asotin-Anatone School District,Asotin,311,125,Yes participating without using any Provision or the CEO
Asotin Jr Sr High,Asotin-Anatone School District,Asotin,346,108,Yes participating without using any Provision or the CEO
Aspire Academy,Mount Vernon School District,Mount Vernon,154,125,Yes under Community Eligibility Option (CEO)
Aspire Middle School,North Thurston Public Schools,Lacey,323,114,Yes participating without using any Provision or the CEO
Astravo Online Academy,South Bend School District,South Bend,100,63,No
Auburn Mountainview High School,Auburn School District,Auburn,1560,912,Yes under Community Eligibility Option (CEO)
Auburn Opportunity Project,Auburn School District,Auburn,92,60,No
Auburn Riverside High School,Auburn School District,Auburn,1852,905,Yes under Community Eligibility Option (CEO)
Auburn Senior High School,Auburn School District,Auburn,1918,1213,Yes under Community Eligibility Option (CEO)
Audubon Elementary,Spokane School District,Spokane,398,339,Yes under Community Eligibility Option (CEO)
Avanti High School,Olympia School District,Olympia,167,52,Yes participating without using any Provision or the CEO
Aylen Jr High,Puyallup School District,Puyallup,720,316,Yes participating without using any Provision or the CEO
B F Day Elementary School,Seattle School District No. 1,Seattle,394,73,Yes participating without using any Provision or the CEO
Badger Mountain Elementary,Richland School District,Richland,605,226,Yes under Community Eligibility Option (CEO)
Bailey Gatzert Elementary School,Seattle School District No. 1,Seattle,402,320,Yes under Community Eligibility Option (CEO)
Bainbridge High School,Bainbridge Island School District,Bainbridge Island,1208,130,Yes participating without using any Provision or the CEO
Bainbridge Special Education Services,Bainbridge Island School District,Bainbridge Island,27,3,No
Baker Middle School,Tacoma School District,Tacoma,687,491,Yes under Community Eligibility Option (CEO)
Balboa Elementary,Spokane School District,Spokane,248,124,Yes under Community Eligibility Option (CEO)
Ballard High School,Seattle School District No. 1,Seattle,1697,216,Yes participating without using any Provision or the CEO
Ballou Jr High,Puyallup School District,Puyallup,852,421,Yes participating without using any Provision or the CEO
Barbara McClintock STEM Elementary,Pasco School District,Pasco,570,307,Yes under Community Eligibility Option (CEO)
Barge-Lincoln Elementary School,Yakima School District,Yakima,518,481,Yes under Community Eligibility Option (CEO)
Barker Creek Community School,Central Kitsap School District,Bremerton,551,233,Yes under Community Eligibility Option (CEO)
Barnes Elementary,Kelso School District,Kelso,343,269,Yes under Community Eligibility Option (CEO)
Basin City Elem,North Franklin School District,Mesa,330,262,Yes under Community Eligibility Option (CEO)
Bates Technical High School,Bates Technical College,Tacoma,343,,No
Battle Ground High School,Battle Ground School District,Battle Ground,1759,602,Yes participating without using any Provision or the CEO
Battle Ground Virtual Academy,Battle Ground School District,Battle Ground,357,153,No
Bay View Elementary,Burlington-Edison School District,Burlington,418,218,Yes under Community Eligibility Option (CEO)
Beach Elem,Ferndale School District,Lummi Island,30,16,Yes under Community Eligibility Option (CEO)
Beachwood Elementary School,Clover Park School District,JBLM Lewis North,397,194,Yes under Community Eligibility Option (CEO)
Beacon Avenue Elementary School,Montesano School District,Montesano,333,155,Yes participating without using any Provision or the CEO
Beacon Hill International School,Seattle School District No. 1,Seattle,348,176,Yes participating without using any Provision or the CEO
Beaver Lake Middle School,Issaquah School District,Issaquah,699,67,Yes participating without using any Provision or the CEO
Beaver Valley School,Cascade School District,Leavenworth,24,8,No
Becc,Burlington-Edison School District,Burlington,47,32,No
Beezley Springs Elementary,Ephrata School District,Ephrata,11,7,No
Belfair Elementary,North Mason School District,Belfair,392,225,Yes under Community Eligibility Option (CEO)
Bellevue Big Picture School,Bellevue School District,Bellevue,346,86,Yes participating without using any Provision or the CEO
Bellevue Digital Discovery,Bellevue School District,Bellevue,229,25,No
Bellevue High School,Bellevue School District,Bellevue,1683,313,Yes participating without using any Provision or the CEO
Bellevue Open Doors Reengagement,Bellevue School District,Bellevue,24,3,No
Bellingham Family Partnership Program,Bellingham School District,Bellingham,258,90,No
Bellingham High School,Bellingham School District,Bellingham,1165,413,Yes participating without using any Provision or the CEO
Bellingham Re-Engagement Program,Bellingham School District,Bellingham,110,69,No
Bemiss Elementary,Spokane School District,Spokane,368,325,Yes under Community Eligibility Option (CEO)
Benge Elementary,Benge School District,Benge,14,,No
Benjamin Franklin Elementary,Lake Washington School District,Kirkland,452,45,Yes participating without using any Provision or the CEO
Benjamin Franklin Elementary,Vancouver School District,Vancouver,325,83,Yes under Community Eligibility Option (CEO)
Benjamin Rush Elementary,Lake Washington School District,Redmond,631,61,Yes participating without using any Provision or the CEO
Bennett Elementary School,Bellevue School District,Bellevue,513,40,Yes participating without using any Provision or the CEO
Benson Hill Elementary School,Renton School District,Renton,477,239,Yes under Community Eligibility Option (CEO)
Benton/Franklin Juvenile Justice Center,Kennewick School District,Kennewick,34,24,No
Berney Elementary School,Walla Walla Public Schools,Walla Walla,324,215,Yes under Community Eligibility Option (CEO)
Bess Herian Elementary,Cusick School District,Cusick,134,96,Yes under Community Eligibility Option (CEO)
Bethel High School,Bethel School District,Spanaway,1688,858,Yes under Community Eligibility Option (CEO)
Bethel Hope Early Learning Center,Bethel School District,Spanaway,163,121,Yes under Community Eligibility Option (CEO)
Bethel Middle School,Bethel School District,Spanaway,661,420,Yes under Community Eligibility Option (CEO)
Bethel Virtual Academy,Bethel School District,Spanaway,482,298,No
Betz Elementary,Cheney School District,Cheney,535,327,Yes under Community Eligibility Option (CEO)
Beverly Elementary,Edmonds School District,Lynnwood,413,197,Yes participating without using any Provision or the CEO
Beverly Park Elem at Glendale,Highline School District,Seattle,411,317,Yes under Community Eligibility Option (CEO)
Bickleton Elementary & High Schl,Bickleton School District,Bickleton,91,,No
Big Lake Elementary School,Sedro-Woolley School District,Mount Vernon,288,87,Yes under Community Eligibility Option (CEO)
Big Picture School,Highline School District,Burien,233,117,Yes under Community Eligibility Option (CEO)
Birchwood Elementary School,Bellingham School District,Bellingham,335,196,Yes under Community Eligibility Option (CEO)
Birney Elementary School,Tacoma School District,Tacoma,476,341,Yes under Community Eligibility Option (CEO)
Black Diamond Elementary,Enumclaw School District,Black Diamond,414,142,Yes participating without using any Provision or the CEO
Black Lake Elementary,Tumwater School District,Olympia,382,129,Yes participating without using any Provision or the CEO
Blaine Elementary School,Blaine School District,Blaine,469,221,Yes participating without using any Provision or the CEO
Blaine High School,Blaine School District,Blaine,566,233,Yes participating without using any Provision or the CEO
Blaine Home Connection,Blaine School District,Blaine,39,17,No
Blaine Middle School,Blaine School District,Blaine,471,217,Yes participating without using any Provision or the CEO
Blaine Primary School,Blaine School District,Blaine,419,192,Yes participating without using any Provision or the CEO
Blaine Re-Engagement,Blaine School District,Bellingham,14,9,No
Blix Elementary School,Tacoma School District,Tacoma,442,318,Yes under Community Eligibility Option (CEO)
Blue Heron Middle School,Port Townsend School District,Port Townsend,222,119,Yes participating without using any Provision or the CEO
Boistfort Elem,Boistfort School District,Curtis,87,37,Yes participating without using any Provision or the CEO
Boistfort Online School,Boistfort School District,Curtis,197,3,No
Bonney Lake Elementary,Sumner-Bonney Lake School District,Bonney Lake,435,168,Yes participating without using any Provision or the CEO
Bonney Lake High School,Sumner-Bonney Lake School District,Bonney Lake,1643,551,Yes participating without using any Provision or the CEO
Bordeaux Elementary School,Shelton School District,Shelton,528,366,Yes under Community Eligibility Option (CEO)
Boston Harbor Elementary,Olympia School District,Olympia,178,32,Yes participating without using any Provision or the CEO
Bothell High School,Northshore School District,Bothell,1740,405,Yes participating without using any Provision or the CEO
Bow Lake Elementary,Highline School District,SeaTac,524,396,Yes under Community Eligibility Option (CEO)
Bowdish Middle School,Central Valley School District,Spokane Valley,359,229,Yes under Community Eligibility Option (CEO)
Bowman Creek Elementary,Auburn School District,Auburn,440,154,Yes under Community Eligibility Option (CEO)
Boze Elementary School,Tacoma School District,Tacoma,485,328,Yes under Community Eligibility Option (CEO)
Bremerton High School,Bremerton School District,Bremerton,1263,706,Yes under Community Eligibility Option (CEO)
Bremerton Homelink Program,Bremerton School District,Bremerton,72,24,No
Brentwood Elementary School,Mead School District,Spokane,468,208,Yes participating without using any Provision or the CEO
Brewster Alternative School,Brewster School District,Brewster,13,10,No
Brewster Elementary School,Brewster School District,Brewster,425,390,Yes under Community Eligibility Option (CEO)
Brewster High School,Brewster School District,Brewster,339,285,Yes under Community Eligibility Option (CEO)
Brewster Middle School,Brewster School District,Brewster,224,202,Yes under Community Eligibility Option (CEO)
Briarcrest Elementary,Shoreline School District,Shoreline,454,163,Yes participating without using any Provision or the CEO
Briarwood Elementary,Issaquah School District,Renton,630,99,Yes participating without using any Provision or the CEO
Bridgeport Aurora High School,Bridgeport School District,Bridgeport,33,30,No
Bridgeport Elementary,Bridgeport School District,Bridgeport,347,312,Yes under Community Eligibility Option (CEO)
Bridgeport High School,Bridgeport School District,Bridgeport,238,224,Yes under Community Eligibility Option (CEO)
Bridgeport Middle School,Bridgeport School District,Bridgeport,154,140,Yes under Community Eligibility Option (CEO)
Bridges Transition,Seattle School District No. 1,Seattle,109,39,Yes under Community Eligibility Option (CEO)
Brier Elementary,Edmonds School District,Brier,389,87,Yes participating without using any Provision or the CEO
Brier Terrace Middle School,Edmonds School District,Brier,649,215,Yes participating without using any Provision or the CEO
Brigadoon Elementary School,Federal Way School District,Federal Way,366,241,Yes under Community Eligibility Option (CEO)
Brinnon Elementary,Brinnon School District,Brinnon,72,51,Yes under Community Eligibility Option (CEO)
Broad View Elementary,Oak Harbor School District,Oak Harbor,369,178,Yes participating without using any Provision or the CEO
Broadview-Thomson K-8 School,Seattle School District No. 1,Seattle,581,328,Yes under Community Eligibility Option (CEO)
Broadway Elementary,Central Valley School District,Spokane Valley,282,201,Yes under Community Eligibility Option (CEO)
Broadway Learning Center,Longview School District,Longview,135,86,Yes under Community Eligibility Option (CEO)
Brookdale Elementary,Franklin Pierce School District,Tacoma,483,334,Yes under Community Eligibility Option (CEO)
Brookside Elementary,Shoreline School District,Lake Forest Park,372,126,Yes participating without using any Provision or the CEO
Browne Elementary,Spokane School District,Spokane,316,193,Yes under Community Eligibility Option (CEO)
Browns Point Elementary School,Tacoma School District,Tacoma,445,91,Yes under Community Eligibility Option (CEO)
Brownsville Elementary,Central Kitsap School District,Silverdale,422,137,Yes participating without using any Provision or the CEO
Bryant Center,Spokane School District,Spokane,330,117,Yes under Community Eligibility Option (CEO)
Bryant Elementary School,Seattle School District No. 1,Seattle,470,25,Yes participating without using any Provision or the CEO
Bryant Montessori Middle School,Tacoma School District,Tacoma,135,65,No
Bryant Montessori School,Tacoma School District,Tacoma,313,156,Yes under Community Eligibility Option (CEO)
Bryn Mawr Elementary School,Renton School District,Seattle,415,258,Yes under Community Eligibility Option (CEO)
Burley Glenwood Elementary,South Kitsap School District,Port Orchard,452,190,Yes participating without using any Provision or the CEO
Burlington Edison High School,Burlington-Edison School District,Burlington,1047,551,Yes under Community Eligibility Option (CEO)
Burlington-Edison Alternative School,Burlington-Edison School District,Burlington,4,,No
Burnt Bridge Creek Elementary Sch,Evergreen School District (Clark),Vancouver,312,160,Yes under Community Eligibility Option (CEO)
Burton Elementary School,Evergreen School District (Clark),Vancouver,452,263,Yes under Community Eligibility Option (CEO)
Butler Acres Elementary,Kelso School District,Kelso,426,270,Yes under Community Eligibility Option (CEO)
Byron Kibler Elementary School,Enumclaw School District,Enumclaw,442,155,Yes participating without using any Provision or the CEO
C O Sorenson,Northshore School District,Bothell,257,51,No
Cam Academy,Battle Ground School District,Battle Ground,510,171,Yes participating without using any Provision or the CEO
Camas Connect Academy,Camas School District,Camas,155,56,No
Camas Elementary,Wapato School District,Wapato,452,368,Yes under Community Eligibility Option (CEO)
Camas High School,Camas School District,Camas,2026,367,Yes participating without using any Provision or the CEO
Camas Prairie Elementary,Bethel School District,Spanaway,529,359,Yes under Community Eligibility Option (CEO)
Camelot Elementary School,Federal Way School District,Auburn,292,203,Yes under Community Eligibility Option (CEO)
Campbell Hill Elementary School,Renton School District,Seattle,345,244,Yes under Community Eligibility Option (CEO)
Canyon Creek Elementary,Northshore School District,Bothell,866,132,Yes participating without using any Provision or the CEO
Canyon Creek Middle School,Washougal School District,Washougal,168,49,Yes participating without using any Provision or the CEO
Canyon Park Middle School,Northshore School District,Bothell,907,174,Yes participating without using any Provision or the CEO
Canyon Ridge Middle School,Kent School District,Kent,821,599,Yes under Community Eligibility Option (CEO)
Canyon View Elementary School,Kennewick School District,Kennewick,347,200,Yes under Community Eligibility Option (CEO)
Canyon View Group Home,Eastmont School District,East Wenatchee,1,,No
Cap Sante High School,Anacortes School District,Anacortes,50,21,Yes under Community Eligibility Option (CEO)
Cape Flattery Preschool,Cape Flattery School District,Sekiu,4,,No
Cape Horn Skye Elementary,Washougal School District,Washougal,284,97,Yes participating without using any Provision or the CEO
Capital High School,Olympia School District,Olympia,1322,498,Yes participating without using any Provision or the CEO
Capt Johnston Blakely Elem Sch,Bainbridge Island School District,Bainbridge Island,356,46,Yes participating without using any Provision or the CEO
Captain Gray STEM Elementary,Pasco School District,Pasco,408,377,Yes under Community Eligibility Option (CEO)
Captain Strong,Battle Ground School District,Battle Ground,649,267,Yes participating without using any Provision or the CEO
Carbonado Historical School 19,Carbonado School District,Carbonado,176,61,Yes participating without using any Provision or the CEO
Career Academy at Truman High School,Federal Way School District,Federal Way,83,68,Yes under Community Eligibility Option (CEO)
Carl Cozier Elementary School,Bellingham School District,Bellingham,325,173,Yes under Community Eligibility Option (CEO)
Carl Sandburg Elementary,Lake Washington School District,Kirkland,391,34,Yes participating without using any Provision or the CEO
Carla Peperzak Middle School,Spokane School District,Spokane,754,347,Yes under Community Eligibility Option (CEO)
Carmichael Middle School,Richland School District,Richland,791,392,Yes under Community Eligibility Option (CEO)
Carnation Elementary School,Riverview School District,Carnation,388,110,Yes participating without using any Provision or the CEO
Carriage Crest Elementary School,Kent School District,Renton,324,106,Yes under Community Eligibility Option (CEO)
Carrolls Elementary,Kelso School District,Kelso,107,56,Yes under Community Eligibility Option (CEO)
Carson Elementary School,Stevenson-Carson School District,Carson,290,189,Yes under Community Eligibility Option (CEO)
Carter Lake Elementary School,Clover Park School District,JBLM McChord Field,420,196,Yes under Community Eligibility Option (CEO)
Cascade Elementary,Eastmont School District,East Wenatchee,568,303,Yes under Community Eligibility Option (CEO)
Cascade Elementary,Marysville School District,Marysville,382,246,Yes under Community Eligibility Option (CEO)
Cascade Elementary School,Kennewick School District,Kennewick,509,264,Yes under Community Eligibility Option (CEO)
Cascade Elementary School,Renton School District,Renton,434,277,Yes under Community Eligibility Option (CEO)
Cascade High School,Everett School District,Everett,1651,1010,Yes under Community Eligibility Option (CEO)
Cascade High School,Cascade School District,Leavenworth,403,195,Yes participating without using any Provision or the CEO
Cascade Home-Link,Cascade School District,Leavenworth,37,18,No
Cascade K-8 Community School,Shoreline School District,Shoreline,197,34,No
Cascade Middle School,Auburn School District,Auburn,966,630,Yes under Community Eligibility Option (CEO)
Cascade Middle School,Longview School District,Longview,463,279,Yes under Community Eligibility Option (CEO)
Cascade Middle School,Highline School District,Seattle,671,492,Yes under Community Eligibility Option (CEO)
Cascade Middle School,Sedro-Woolley School District,Sedro-Woolley,670,374,Yes under Community Eligibility Option (CEO)
Cascade Middle School,Evergreen School District (Clark),Vancouver,815,485,Yes under Community Eligibility Option (CEO)
Cascade Parent Partnership Program,Seattle School District No. 1,Seattle,375,173,Yes participating without using any Provision or the CEO
Cascade Public Schools,Why Not You Academy,Des Moines,126,26,No
Cascade Ridge Elementary,Issaquah School District,Sammamish,391,15,Yes participating without using any Provision or the CEO
Cascade View Elementary,Snohomish School District,Snohomish,412,110,Yes participating without using any Provision or the CEO
Cascade View Elementary,Tukwila School District,Tukwila,481,388,Yes under Community Eligibility Option (CEO)
Cascade View Elementary School,Snoqualmie Valley School District,Snoqualmie,493,17,Yes participating without using any Provision or the CEO
Cascadia Elementary,Ferndale School District,Ferndale,440,261,Yes under Community Eligibility Option (CEO)
Cascadia Elementary,Seattle School District No. 1,Seattle,531,41,Yes participating without using any Provision or the CEO
Cascadia High School,Tumwater School District,Tumwater,134,75,No
Cascadia Technical Academy Skills Center,Evergreen School District (Clark),Vancouver,14,3,No
Cashmere High School,Cashmere School District,Cashmere,543,242,Yes participating without using any Provision or the CEO
Cashmere Middle School,Cashmere School District,Cashmere,496,244,Yes participating without using any Provision or the CEO
Castle Rock Elementary,Castle Rock School District,Castle Rock,733,418,Yes under Community Eligibility Option (CEO)
Castle Rock High School,Castle Rock School District,Castle Rock,422,201,Yes under Community Eligibility Option (CEO)
Castle Rock Middle School,Castle Rock School District,Castle Rock,316,176,Yes under Community Eligibility Option (CEO)
Castle Rock Virtual Academy,Castle Rock School District,Castle Rock,13,9,No
Catalyst Public Schools,Catalyst Public Schools,Bremerton,504,190,Yes participating without using any Provision or the CEO
Catharine Blaine K-8 School,Seattle School District No. 1,Seattle,438,30,Yes participating without using any Provision or the CEO
Cathcart Elementary,Snohomish School District,Snohomish,497,141,Yes participating without using any Provision or the CEO
Cavelero Mid High School,Lake Stevens School District,Lake Stevens,1490,442,Yes participating without using any Provision or the CEO
Cedar Heights Middle School,Kent School District,Covington,876,443,Yes under Community Eligibility Option (CEO)
Cedar Heights Middle School,South Kitsap School District,Port Orchard,689,295,Yes under Community Eligibility Option (CEO)
Cedar High School,Shelton School District,Shelton,100,51,Yes under Community Eligibility Option (CEO)
Cedar Park Elementary School,Seattle School District No. 1,Seattle,254,85,Yes participating without using any Provision or the CEO
Cedar River Elementary,Tahoma School District,Maple Valley,593,91,Yes participating without using any Provision or the CEO
Cedar Trails Elementary,Issaquah School District,Sammamish,374,58,Yes participating without using any Provision or the CEO
Cedar Valley Elementary,Edmonds School District,Lynnwood,427,315,Yes under Community Eligibility Option (CEO)
Cedar Valley Elementary School,Kent School District,Covington,318,136,Yes under Community Eligibility Option (CEO)
Cedar Way Elementary,Edmonds School District,Mtlk Terrace,522,316,Yes under Community Eligibility Option (CEO)
Cedar Wood Elementary,Everett School District,Bothell,682,154,Yes participating without using any Provision or the CEO
Cedarcrest High School,Riverview School District,Duvall,889,173,Yes participating without using any Provision or the CEO
Cedarcrest Middle School,Bethel School District,Spanaway,765,479,Yes under Community Eligibility Option (CEO)
Cedarcrest School,Marysville School District,Marysville,704,351,Yes under Community Eligibility Option (CEO)
Cedarhome Elementary School,Stanwood-Camano School District,Stanwood,433,143,Yes participating without using any Provision or the CEO
Cedarhurst Elementary,Highline School District,Burien,399,279,Yes under Community Eligibility Option (CEO)
Centennial Elementary,Bethel School District,Graham,540,362,Yes under Community Eligibility Option (CEO)
Centennial Elementary,Olympia School District,Olympia,434,94,Yes participating without using any Provision or the CEO
Centennial Elementary School,Mount Vernon School District,Mount Vernon,430,342,Yes under Community Eligibility Option (CEO)
Centennial Middle School,Snohomish School District,Snohomish,734,207,Yes participating without using any Provision or the CEO
Centennial Middle School,West Valley School District (Spokane),Spokane,536,319,Yes under Community Eligibility Option (CEO)
Centerville Elementary,Centerville School District,Centerville,91,36,Yes participating without using any Provision or the CEO
Central Avenue Elementary,Franklin Pierce School District,Tacoma,355,210,Yes under Community Eligibility Option (CEO)
Central Educational Services,Bellevue School District,Bellevue,66,30,No
Central Elementary,Ferndale School District,Ferndale,315,205,Yes under Community Eligibility Option (CEO)
Central Elementary School,Hoquiam School District,Hoquiam,232,180,Yes under Community Eligibility Option (CEO)
Central Elementary School,Sedro-Woolley School District,Sedro-Woolley,476,268,Yes under Community Eligibility Option (CEO)
Central Emerson Elementary,Snohomish School District,Snohomish,477,233,Yes under Community Eligibility Option (CEO)
Central Kitsap High School,Central Kitsap School District,Silverdale,1564,481,Yes participating without using any Provision or the CEO
Central Kitsap Middle School,Central Kitsap School District,Silverdale,564,186,Yes participating without using any Provision or the CEO
Central Park Elementary,Aberdeen School District,Aberdeen,111,65,Yes under Community Eligibility Option (CEO)
Central Primary Center,Snohomish School District,Snohomish,69,51,Yes under Community Eligibility Option (CEO)
Central Valley Early Learning Center,Central Valley School District,Spokane Valley,325,208,Yes participating without using any Provision or the CEO
Central Valley High School,Central Valley School District,Spokane Valley,1380,585,Yes participating without using any Provision or the CEO
Central Valley Virtual Learning,Central Valley School District,Spokane Valley,166,83,No
Central Valley Virtual Learning High School,Central Valley School District,Spokane Valley,108,60,No
Centralia High School,Centralia School District,Centralia,941,654,Yes under Community Eligibility Option (CEO)
Centralia Middle School,Centralia School District,Centralia,479,359,Yes under Community Eligibility Option (CEO)
Centralia School District SPED Pre-School,Centralia School District,Centralia,59,48,No
Chain Lake Elementary School,Monroe School District,Snohomish,434,112,Yes participating without using any Provision or the CEO
Challenge Elementary,Edmonds School District,Mtlk Terrace,414,51,No
Challenger Elementary,Mukilteo School District,Everett,658,447,Yes under Community Eligibility Option (CEO)
Challenger Elementary,Issaquah School District,Issaquah,350,59,Yes participating without using any Provision or the CEO
Challenger High School,Bethel School District,Spanaway,318,198,Yes under Community Eligibility Option (CEO)
Chambers Elementary,University Place School District,University Pla,493,197,Yes participating without using any Provision or the CEO
Chambers Prairie Elementary School,North Thurston Public Schools,Lacey,490,283,Yes under Community Eligibility Option (CEO)
Charles Francis Adams High School,Clarkston School District,Clarkston,670,321,Yes under Community Eligibility Option (CEO)
Chase Lake Elementary,Edmonds School District,Edmonds,413,236,Yes under Community Eligibility Option (CEO)
Chase Middle School,Spokane School District,Spokane,685,380,Yes under Community Eligibility Option (CEO)
Chattaroy Elementary,Riverside School District,Chattaroy,320,196,Yes under Community Eligibility Option (CEO)
Chautauqua Elementary,Vashon Island School District,Vashon,480,168,Yes participating without using any Provision or the CEO
Chehalis Middle School,Chehalis School District,Chehalis,692,341,Yes under Community Eligibility Option (CEO)
Chelan County Juvenile Detention Center,Wenatchee School District,Wenatchee,12,4,No
Chelan High School,Lake Chelan School District,Chelan,439,274,Yes under Community Eligibility Option (CEO)
Chelan Middle School,Lake Chelan School District,Chelan,285,175,Yes under Community Eligibility Option (CEO)
Chelan School of Innovation,Lake Chelan School District,Chelan,50,32,Yes under Community Eligibility Option (CEO)
Cheney High School,Cheney School District,Cheney,1491,740,Yes under Community Eligibility Option (CEO)
Cheney Middle School,Cheney School District,Cheney,637,342,Yes under Community Eligibility Option (CEO)
Cheney Open Doors,Cheney School District,Cheney,10,7,No
Cherry Crest Elementary School,Bellevue School District,Bellevue,553,26,Yes participating without using any Provision or the CEO
Cherry Valley Elementary School,Riverview School District,Duvall,445,77,Yes participating without using any Provision or the CEO
Cherrydale Elementary,Steilacoom Hist. School District,Steilacoom,348,154,Yes participating without using any Provision or the CEO
Chester Elementary School,Central Valley School District,Spokane Valley,410,124,Yes participating without using any Provision or the CEO
