school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Bruceton School,Preston County Schools,Bruceton Mills,603,,Yes under Community Eligibility Option (CEO),false
Brushfork Elementary School,Mercer County Schools,Bluefield,171,,Yes under Community Eligibility Option (CEO),false
Buckhannon Academy Elementary School,Upshur County Schools,Buckhannon,487,,Yes under Community Eligibility Option (CEO),false
Buckhannon Upshur High School,Upshur County Schools,Buckhannon,1068,,Yes under Community Eligibility Option (CEO),false
Buffalo Elementary School,Logan County Schools,Accoville,190,,Yes under Community Eligibility Option (CEO),false
Buffalo Elementary School,Putnam County Schools,Buffalo,195,,Yes under Community Eligibility Option (CEO),false
Buffalo Elementary School,Wayne County Schools,Kenova,402,,Yes under Community Eligibility Option (CEO),false
Buffalo High School,Putnam County Schools,Buffalo,382,,Yes under Community Eligibility Option (CEO),false
Buffalo Middle School,Wayne County Schools,Kenova,279,,Yes under Community Eligibility Option (CEO),false
Bunker Hill Elementary,Berkeley County Schools,Bunker Hill,425,,Yes under Community Eligibility Option (CEO),false
Burch Pk8,Mingo County Schools,Delbarton,469,,Yes under Community Eligibility Option (CEO),true
Burke Street Elementary School,Berkeley County Schools,Martinsburg,158,,Yes under Community Eligibility Option (CEO),false
Burlington Primary,Mineral County Schools,Burlington,90,,Yes under Community Eligibility Option (CEO),false
Burnsville Elementary School,Braxton County Schools,Burnsville,88,,Yes under Community Eligibility Option (CEO),false
C. W. Shipley Elementary School,Jefferson County Schools,Harpers Ferry,348,,Yes under Community Eligibility Option (CEO),false
Cabell Midland High School,Cabell County Schools,Ona,1638,,Yes under Community Eligibility Option (CEO),false
Calhoun Middle/High School,Calhoun County Schools,Mount Zion,498,,Yes under Community Eligibility Option (CEO),false
Cameron Elementary School,Marshall County Schools,Cameron,236,,Yes under Community Eligibility Option (CEO),false
Cameron High School,Marshall County Schools,Cameron,291,,Yes under Community Eligibility Option (CEO),false
Capital High School,Kanawha County Schools,Charleston,1051,,Yes under Community Eligibility Option (CEO),false
Capon Bridge Elementary School,Hampshire County Schools,Capon Bridge,329,,Yes under Community Eligibility Option (CEO),false
Capon Bridge Middle School,Hampshire County Schools,Capon Bridge,219,,Yes under Community Eligibility Option (CEO),false
Cedar Grove Elementary School,Kanawha County Schools,Cedar Grove,159,,Yes under Community Eligibility Option (CEO),false
Center McMechen Elementary School,Marshall County Schools,McMechen,160,,Yes under Community Eligibility Option (CEO),false
Central City Elementary School,Cabell County Schools,Huntington,408,,Yes under Community Eligibility Option (CEO),false
Central Elementary School,Marshall County Schools,Moundsville,260,,Yes under Community Eligibility Option (CEO),false
Central Elementary School,Kanawha County Schools,Saint Albans,304,,Yes under Community Eligibility Option (CEO),false
Central Preston Middle School,Preston County Schools,Kingwood,290,,Yes under Community Eligibility Option (CEO),true
Ceredo-Kenova Elementary,Wayne County Schools,Kenova,632,,Yes under Community Eligibility Option (CEO),false
Ceredo-Kenova Middle School,Wayne County Schools,Ceredo,263,,Yes under Community Eligibility Option (CEO),true
Chamberlain Elementary School,Kanawha County Schools,Charleston,225,,Yes under Community Eligibility Option (CEO),false
Chapmanville Intermediate School,Logan County Schools,Chapmanville,289,,Yes under Community Eligibility Option (CEO),false
Chapmanville Middle School,Logan County Schools,Chapmanville,485,,Yes under Community Eligibility Option (CEO),false
Chapmanville Primary School,Logan County Schools,Chapmanville,241,,Yes under Community Eligibility Option (CEO),false
Chapmanville Regional High School,Logan County Schools,Chapmanville,645,,Yes under Community Eligibility Option (CEO),false
Charles Town Middle School,Jefferson County Schools,Charles Town,603,,Yes under Community Eligibility Option (CEO),false
Cheat Lake Elementary School,Monongalia County Schools,Morgantown,754,,Yes under Community Eligibility Option (CEO),false
Cherry River Elementary School,Nicholas County Schools,Richwood,152,,Yes under Community Eligibility Option (CEO),false
Chesapeake Elementary School,Kanawha County Schools,Chesapeake,205,,Yes under Community Eligibility Option (CEO),false
Clarksburg Classical Academy,Clarksburg Classical Academy,Clarksburg,56,,No,false
Clay County High School,Clay County Schools,Clay,520,,Yes under Community Eligibility Option (CEO),true
Clay Elementary School,Clay County Schools,Clay,431,,Yes under Community Eligibility Option (CEO),false
Clay Middle School,Clay County Schools,Clay,302,,Yes under Community Eligibility Option (CEO),true
