school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
27J Online Academy,School District 27J,Brighton,336,,No,false
5280 High School,School District No. 1 in the county of Denver and State of C,Denver,109,41,Yes participating without using any Provision or the CEO,true
70 Online,Pueblo County School District 70,Pueblo,209,143,Yes participating without using any Provision or the CEO,false
Abraham Lincoln High School,School District No. 1 in the county of Denver and State of C,Denver,965,858,Yes under Community Eligibility Option (CEO),true
Abrams Elementary School,Fountain School District No. 8 in the county of El Paso an,Fort Carson,396,255,Yes participating without using any Provision or the CEO,false
Academia Ana Marie Sandoval,School District No. 1 in the county of Denver and State of C,Denver,409,158,Yes under Community Eligibility Option (CEO),false
Academy 360,School District No. 1 in the county of Denver and State of C,Denver,201,141,Yes under Community Eligibility Option (CEO),false
Academy Charter School,Douglas County School District No. Re 1,Castle Rock,581,61,Yes participating without using any Provision or the CEO,false
Academy Endeavour Elementary School,Academy School District No. 20 in the county of El Paso an,Colorado Springs,347,81,Yes participating without using any Provision or the CEO,false
Academy for Advanced and Creative Learning,Colorado Springs School District No. 11 in the county of E,Colorado Springs,298,98,Yes participating without using any Provision or the CEO,false
Academy High School,Mapleton School District No. 1 in the county of Adams & St,Thornton,399,297,Yes under Community Eligibility Option (CEO),false
Academy International Elementary School,Academy School District No. 20 in the county of El Paso an,Colorado Springs,368,57,Yes participating without using any Provision or the CEO,false
Academy of Advanced Learning,State Charter School Institute,Aurora,847,392,Yes under Community Eligibility Option (CEO),true
Academy of Arts and Knowledge Elementary,State Charter School Institute,Ft Collins,240,114,Yes under Community Eligibility Option (CEO),false
Academy of Charter Schools,State Charter School Institute,Westminster,1887,640,Yes under Community Eligibility Option (CEO),false
Academy of Las Animas Online School,Las Animas School District No. Re-1,Pueblo,474,,No,true
Achieve Academy,Mapleton School District No. 1 in the county of Adams & St,Thornton,370,280,Yes under Community Eligibility Option (CEO),true
Achieve Online,Colorado Springs School District No. 11 in the county of E,Colorado Springs,342,220,Yes under Community Eligibility Option (CEO),false
Acres Green Elementary School,Douglas County School District No. Re 1,Littleton,341,125,Yes under Community Eligibility Option (CEO),false
Adams City High School,School District N. 14 in the county of Adams & State of Colo,Commerce City,1500,1277,Yes under Community Eligibility Option (CEO),true
Adams City Middle School,School District N. 14 in the county of Adams & State of Colo,Commerce City,296,269,Yes under Community Eligibility Option (CEO),true
Adams Elementary School,Colorado Springs School District No. 11 in the county of E,Colorado Springs,299,265,Yes under Community Eligibility Option (CEO),false
Adams Elementary School,Jefferson County School District No. R-1,Westminster,310,130,Yes under Community Eligibility Option (CEO),false
Addenbrooke Classical Academy,Jefferson County School District No. R-1,Lakewood,191,49,Yes participating without using any Provision or the CEO,false
Addenbrooke Classical Grammar School,Jefferson County School District No. R-1,Lakewood,774,,No,false
Adventure Elementary,Mapleton School District No. 1 in the county of Adams & St,Denver,429,300,Yes under Community Eligibility Option (CEO),false
Agate Elementary School,Agate School District No. 300,Agate,53,23,Yes under Community Eligibility Option (CEO),false
Agate Junior Senior High School,Agate School District No. 300,Agate,32,21,Yes under Community Eligibility Option (CEO),true
Aguilar Elementary School,Aguilar Reorganized School District No. 6,Aguilar,79,65,Yes under Community Eligibility Option (CEO),false
Aguilar Junior-Senior High School,Aguilar Reorganized School District No. 6,Aguilar,48,37,Yes under Community Eligibility Option (CEO),true
Air Academy High School,Academy School District No. 20 in the county of El Paso an,Usaf Academy,1380,253,Yes participating without using any Provision or the CEO,false
Akron Elementary School,Akron School District No. R-1,Akron,301,161,Yes under Community Eligibility Option (CEO),true
Akron High School,Akron School District No. R-1,Akron,110,49,Yes under Community Eligibility Option (CEO),false
Alameda International Junior/Senior High School,Jefferson County School District No. R-1,Lakewood,1002,655,Yes under Community Eligibility Option (CEO),true
Alamosa Alternative Education School,Alamosa School District No. Re-11J,Alamosa,60,57,Yes under Community Eligibility Option (CEO),false
Alamosa Elementary School 3-5,Alamosa School District No. Re-11J,Alamosa,473,384,Yes under Community Eligibility Option (CEO),false
Alamosa Elementary School K-2,Alamosa School District No. Re-11J,Alamosa,437,331,Yes under Community Eligibility Option (CEO),false
Alamosa High School,Alamosa School District No. Re-11J,Alamosa,568,414,Yes under Community Eligibility Option (CEO),true
Alamosa Online,Alamosa School District No. Re-11J,Alamosa,29,,No,false
Alice Terry Elementary School,Sheridan School District No. 2,Englewood,167,140,Yes under Community Eligibility Option (CEO),false
Alicia Sanchez International School,Boulder Valley School District No. Re2,Lafayette,321,252,Yes under Community Eligibility Option (CEO),false
Allies,El Paso County Colorado School District 49,Colorado Springs,124,45,Yes under Community Eligibility Option (CEO),false
Alpine Elementary School,St. Vrain Valley School District No. Re1J,Longmont,388,217,Yes under Community Eligibility Option (CEO),false
Alsup Elementary School,School District N. 14 in the county of Adams & State of Colo,Commerce City,492,420,Yes under Community Eligibility Option (CEO),false
Alta Vista Charter School,Lamar School District No. Re-2,Lamar,133,59,Yes under Community Eligibility Option (CEO),false
Altitude Elementary School,Cherry Creek School District No. 5 in the county of Arapah,Aurora,758,91,Yes under Community Eligibility Option (CEO),false
Altona Middle School,St. Vrain Valley School District No. Re1J,Longmont,715,168,Yes participating without using any Provision or the CEO,false
Altura Elementary School,Aurora Joint District No. 28 of the counties of Adams and A,Aurora,527,492,Yes under Community Eligibility Option (CEO),false
American Academy,Douglas County School District No. Re 1,Castle Pines,2803,180,Yes participating without using any Provision or the CEO,false
American Legacy Academy,Weld County Reorganized School District No. Re-4,Windsor,419,,No,false
Angevine Middle School,Boulder Valley School District No. Re2,Lafayette,619,307,Yes under Community Eligibility Option (CEO),false
Animas High School,State Charter School Institute,Durango,249,66,Yes under Community Eligibility Option (CEO),false
Animas Valley Elementary School,Durango School District No. 9-R,Durango,185,70,Yes under Community Eligibility Option (CEO),false
Antelope Ridge Elementary School,Cherry Creek School District No. 5 in the county of Arapah,Aurora,549,218,Yes under Community Eligibility Option (CEO),false
Antelope Trails Elementary School,Academy School District No. 20 in the county of El Paso an,Colorado Springs,311,61,Yes participating without using any Provision or the CEO,false
Antonito High School,South Conejos School District No. Re10,Antonito,58,40,Yes under Community Eligibility Option (CEO),true
Antonito Middle School,South Conejos School District No. Re10,Antonito,24,21,Yes participating without using any Provision or the CEO,true
Appleton Elementary School,Mesa County Valley School District No. 51,Grand Junction,439,164,Yes under Community Eligibility Option (CEO),false
Aps Early Beginnings - a Zoom Site,Aurora Joint District No. 28 of the counties of Adams and A,Aurora,23,,No,false
Aragon Elementary School,Fountain School District No. 8 in the county of El Paso an,Fountain,358,268,Yes under Community Eligibility Option (CEO),false
Arapahoe High School,Littleton School District No. 6 in the county of Arapahoe,Centennial,1748,294,Yes participating without using any Provision or the CEO,false
Arapahoe Ridge Elementary School,Adams 12 Five Star Schools,Westminster,465,263,Yes under Community Eligibility Option (CEO),false
Arapahoe Ridge High School,Boulder Valley School District No. Re2,Boulder,184,134,Yes under Community Eligibility Option (CEO),true
Arickaree Elementary School,Arickaree School District No. R-2,Anton,48,29,Yes under Community Eligibility Option (CEO),false
Arickaree Undivided High School,Arickaree School District No. R-2,Anton,34,14,Yes under Community Eligibility Option (CEO),false
Arkansas Elementary School,Aurora Joint District No. 28 of the counties of Adams and A,Aurora,432,324,Yes under Community Eligibility Option (CEO),false
Arrowhead Elementary School,Cherry Creek School District No. 5 in the county of Arapah,Aurora,499,270,Yes under Community Eligibility Option (CEO),false
Arrowwood Elementary School,Douglas County School District No. Re 1,Highlands Ranch,390,87,Yes under Community Eligibility Option (CEO),false
Arvada High School,Jefferson County School District No. R-1,Arvada,754,535,Yes under Community Eligibility Option (CEO),true
Arvada West High School,Jefferson County School District No. R-1,Arvada,1923,547,Yes under Community Eligibility Option (CEO),false
Asbury Elementary School,School District No. 1 in the county of Denver and State of C,Denver,292,68,Yes under Community Eligibility Option (CEO),false
Ascend College Prep,Education Reenvisioned BOCES,Colorado Springs,109,,No,false
Ascent Classical Academy of Douglas County,State Charter School Institute,Lone Tree,852,,No,false
Ascent Classical Academy of Grand Junction,State Charter School Institute,Grand Junction,457,251,Yes participating without using any Provision or the CEO,false
Ascent Classical Academy of Northern Colorado,State Charter School Institute,Fort Collins,621,,No,false
Ascent Classical Academy of Northern Denver,State Charter School Institute,Brighton,305,,No,false
Ashley Elementary School,School District No. 1 in the county of Denver and State of C,Denver,387,333,Yes under Community Eligibility Option (CEO),false
Aspen Community Charter School,Aspen School District No. 1 in the county of Pitkin and Sta,Woody Creek,135,,No,false
Aspen Creek K-8 School,Boulder Valley School District No. Re2,Broomfield,844,211,Yes under Community Eligibility Option (CEO),false
Aspen Crossing Elementary School,Cherry Creek School District No. 5 in the county of Arapah,Centennial,569,200,Yes under Community Eligibility Option (CEO),false
Aspen Elementary School,Aspen School District No. 1 in the county of Pitkin and Sta,Aspen,449,,No,false
Aspen High School,Aspen School District No. 1 in the county of Pitkin and Sta,Aspen,559,,No,false
Aspen Middle School,Aspen School District No. 1 in the county of Pitkin and Sta,Aspen,414,,No,false
Aspen Preschool,Aspen School District No. 1 in the county of Pitkin and Sta,Aspen,27,,No,false
Aspen Ridge Preparatory School,St. Vrain Valley School District No. Re1J,Erie,581,63,Yes participating without using any Provision or the CEO,false
Aspen Valley High School,Academy School District No. 20 in the county of El Paso an,Colorado Springs,90,42,Yes participating without using any Provision or the CEO,false
Aspen View Academy,Douglas County School District No. Re 1,Castle Rock,1018,104,Yes participating without using any Provision or the CEO,false
Aspire Online Academy,Harrison School District No. 2 in the county of El Paso an,Colorado Springs,98,,No,false
Astravo Online Academy Elementary School,Byers School District No. 32J,Byers,645,,No,false
Astravo Online Academy High School,Byers School District No. 32J,Byers,2750,,No,false
Astravo Online Academy Middle School,Byers School District No. 32J,Byers,762,,No,false
Atlas Preparatory Elementary School,Harrison School District No. 2 in the county of El Paso an,Colorado Springs,286,250,Yes under Community Eligibility Option (CEO),false
Atlas Preparatory High School,Harrison School District No. 2 in the county of El Paso an,Colorado Springs,499,412,Yes under Community Eligibility Option (CEO),true
Atlas Preparatory Middle School,Harrison School District No. 2 in the county of El Paso an,Colorado Springs,473,406,Yes under Community Eligibility Option (CEO),true
Audubon Elementary School,Colorado Springs School District No. 11 in the county of E,Colorado Springs,222,159,Yes under Community Eligibility Option (CEO),false
Aul Denver,School District No. 1 in the county of Denver and State of C,Denver,156,140,Yes under Community Eligibility Option (CEO),true
Aurora Academy Charter School,Aurora Joint District No. 28 of the counties of Adams and A,Aurora,536,396,Yes under Community Eligibility Option (CEO),true
Aurora Central Campus,Aurora Joint District No. 28 of the counties of Adams and A,Aurora,2468,2203,Yes under Community Eligibility Option (CEO),true
Aurora Frontier K-8,Aurora Joint District No. 28 of the counties of Adams and A,Aurora,761,464,Yes under Community Eligibility Option (CEO),false
Aurora Highlands K-8,Aurora Joint District No. 28 of the counties of Adams and A,Aurora,472,288,Yes under Community Eligibility Option (CEO),false
Aurora Hills Middle School,Aurora Joint District No. 28 of the counties of Adams and A,Aurora,821,705,Yes under Community Eligibility Option (CEO),true
Aurora Quest K-8,Aurora Joint District No. 28 of the counties of Adams and A,Aurora,575,246,Yes under Community Eligibility Option (CEO),false
Aurora Science & Tech High School,Aurora Joint District No. 28 of the counties of Adams and A,Aurora,434,365,Yes under Community Eligibility Option (CEO),false
Aurora Science & Tech Middle School,Aurora Joint District No. 28 of the counties of Adams and A,Aurora,448,384,Yes under Community Eligibility Option (CEO),false
Aurora West College Preparatory Academy,Aurora Joint District No. 28 of the counties of Adams and A,Aurora,927,872,Yes under Community Eligibility Option (CEO),true
Avery/Parsons Elementary School,Buena Vista School District No. R-31,Buena Vista,383,149,Yes under Community Eligibility Option (CEO),false
Avon Elementary School,Eagle County School District No. Re 50,Avon,242,193,Yes under Community Eligibility Option (CEO),false
Avondale Elementary School,Pueblo County School District 70,Avondale,156,118,Yes under Community Eligibility Option (CEO),false
Axis International Academy,State Charter School Institute,Fort Collins,288,96,Yes under Community Eligibility Option (CEO),false
Axl Academy,Aurora Joint District No. 28 of the counties of Adams and A,Aurora,402,320,Yes under Community Eligibility Option (CEO),true
Ayres Elementary School,School District No. Re-1 Valley,Sterling,385,176,Yes under Community Eligibility Option (CEO),false
B F Kitchen Elementary School,Thompson School District R-2J,Loveland,159,74,Yes under Community Eligibility Option (CEO),false
Backpack Early Learning Academy,Delta County Joint District No. 50,Delta,188,96,Yes under Community Eligibility Option (CEO),false
Bacon Elementary School,Poudre School District R-1,Fort Collins,397,107,Yes under Community Eligibility Option (CEO),false
Baker Elementary School,School District No. Re-3 Fort Morgan,Fort Morgan,321,225,Yes under Community Eligibility Option (CEO),false
Bamford Elementary School,Poudre School District R-1,Loveland,310,86,Yes under Community Eligibility Option (CEO),false
Banning Lewis Ranch Academy,El Paso County Colorado School District 49,Colorado Springs,1697,263,Yes participating without using any Provision or the CEO,false
Barney Ford Elementary School,School District No. 1 in the county of Denver and State of C,Denver,487,458,Yes under Community Eligibility Option (CEO),false
Barnum Elementary School,School District No. 1 in the county of Denver and State of C,Denver,334,296,Yes under Community Eligibility Option (CEO),false
Barone Middle School,Meeker School District Re1,Meeker,163,50,Yes under Community Eligibility Option (CEO),false
Basalt Elementary School,Roaring Fork School District No. Re-1,Basalt,539,249,Yes participating without using any Provision or the CEO,false
Basalt High School,Roaring Fork School District No. Re-1,Basalt,414,196,Yes participating without using any Provision or the CEO,false
Basalt Middle School,Roaring Fork School District No. Re-1,Basalt,367,204,Yes participating without using any Provision or the CEO,false
Battle Mountain High School,Eagle County School District No. Re 50,Edwards,916,432,Yes participating without using any Provision or the CEO,false
Battle Rock Charter School,Montezuma-Cortez School District No. Re-1,Cortez,88,45,Yes under Community Eligibility Option (CEO),false
Bauder Elementary School,Poudre School District R-1,Fort Collins,423,231,Yes under Community Eligibility Option (CEO),false
Bayfield High School,Bayfield School District No. 10Jt-R,Bayfield,404,139,Yes under Community Eligibility Option (CEO),false
Bayfield Intermediate School,Bayfield School District No. 10Jt-R,Bayfield,274,113,Yes under Community Eligibility Option (CEO),false
Bayfield Middle School,Bayfield School District No. 10Jt-R,Bayfield,283,114,Yes under Community Eligibility Option (CEO),false
Bayfield Primary School,Bayfield School District No. 10Jt-R,Bayfield,222,95,Yes under Community Eligibility Option (CEO),false
Bea Underwood Elementary School,Grand Valley School District No. 16 in the county of Garfi,Parachute,390,269,Yes under Community Eligibility Option (CEO),false
Beach Court Elementary School,School District No. 1 in the county of Denver and State of C,Denver,275,246,Yes under Community Eligibility Option (CEO),false
Bear Canyon Elementary School,Douglas County School District No. Re 1,Highlands Ranch,368,47,Yes participating without using any Provision or the CEO,false
Bear Creek Elementary School,Boulder Valley School District No. Re2,Boulder,318,24,Yes participating without using any Provision or the CEO,false
Bear Creek Elementary School,Lewis-Palmer Consolidated School District No. 38 in the co,Monument,869,177,Yes participating without using any Provision or the CEO,false
Bear Creek High School,Jefferson County School District No. R-1,Lakewood,1344,655,Yes participating without using any Provision or the CEO,false
Bear Creek K-8 School,Jefferson County School District No. R-1,Lakewood,863,436,Yes under Community Eligibility Option (CEO),false
Bear Valley International School,School District No. 1 in the county of Denver and State of C,Denver,313,243,Yes under Community Eligibility Option (CEO),true
Beattie Elementary School,Poudre School District R-1,Fort Collins,302,152,Yes under Community Eligibility Option (CEO),false
Beaver Valley Elementary School,School District No. Re-2 Brush,Brush,290,193,Yes under Community Eligibility Option (CEO),false
Beech Street Preschool,Montezuma-Cortez School District No. Re-1,Cortez,70,39,Yes under Community Eligibility Option (CEO),false
Bell Middle School,Jefferson County School District No. R-1,Golden,774,206,Yes under Community Eligibility Option (CEO),false
Bella Romero Academy of Applied Technology,GreeleySchool District No. 6 in the county of Weld and Sta,Greeley,876,698,Yes under Community Eligibility Option (CEO),true
Belle Creek Charter School,School District 27J,Henderson,519,287,Yes under Community Eligibility Option (CEO),false
Belleview Elementary School,Cherry Creek School District No. 5 in the county of Arapah,Greenwood Village,577,171,Yes under Community Eligibility Option (CEO),false
Belmar School of Integrated Arts,Jefferson County School District No. R-1,Lakewood,293,143,Yes under Community Eligibility Option (CEO),false
Belmont Elementary School,Pueblo School District No. 60 in the county of Pueblo and,Pueblo,394,314,Yes under Community Eligibility Option (CEO),false
Ben Franklin Academy,Douglas County School District No. Re 1,Highlands Ranch,956,79,Yes participating without using any Provision or the CEO,false
Benjamin Eaton Elementary School,Weld County School District No. Re-2,Eaton,357,110,Yes under Community Eligibility Option (CEO),false
Bennett Elementary School,Bennett School District No. 29J,Bennett,251,105,Yes under Community Eligibility Option (CEO),false
Bennett Elementary School,Poudre School District R-1,Fort Collins,362,176,Yes under Community Eligibility Option (CEO),false
Bennett High School,Bennett School District No. 29J,Bennett,431,128,Yes under Community Eligibility Option (CEO),false
Bennett Intermediate School,Bennett School District No. 29J,Bennett,256,111,Yes participating without using any Provision or the CEO,false
Bennett Middle School,Bennett School District No. 29J,Bennett,281,120,Yes under Community Eligibility Option (CEO),false
Bennett Preschool,Bennett School District No. 29J,Bennett,79,,No,false
Bennett Ranch Elementary School,El Paso County Colorado School District 49,Peyton,376,119,Yes under Community Eligibility Option (CEO),false
Bergen Elementary School,Jefferson County School District No. R-1,Evergreen,456,54,Yes participating without using any Provision or the CEO,false
Berry Creek Middle School,Eagle County School District No. Re 50,Edwards,212,139,Yes under Community Eligibility Option (CEO),true
Berthoud Early Childhood,Thompson School District R-2J,Berthoud,26,9,Yes under Community Eligibility Option (CEO),false
Berthoud Elementary School,Thompson School District R-2J,Berthoud,495,83,Yes under Community Eligibility Option (CEO),false
Berthoud High School,Thompson School District R-2J,Berthoud,722,106,Yes under Community Eligibility Option (CEO),false
Bessemer Elementary School,Pueblo School District No. 60 in the county of Pueblo and,Pueblo,248,212,Yes under Community Eligibility Option (CEO),false
Bethke Elementary School,Poudre School District R-1,Timnath,512,41,Yes under Community Eligibility Option (CEO),false
Bethune Public Schools,Bethune School District No. R- 5,Bethune,99,71,Yes under Community Eligibility Option (CEO),true
Beulah Elementary School,Pueblo County School District 70,Beulah,88,52,Yes under Community Eligibility Option (CEO),false
Beulah Heights Elementary School,Pueblo School District No. 60 in the county of Pueblo and,Pueblo,264,225,Yes under Community Eligibility Option (CEO),false
Beulah Middle School,Pueblo County School District 70,Beulah,48,23,Yes under Community Eligibility Option (CEO),false
Big Thompson Elementary School,Thompson School District R-2J,Loveland,179,44,Yes under Community Eligibility Option (CEO),false
Bill Metz Elementary School,Monte Vista School District No. C-8,Monte Vista,253,192,Yes under Community Eligibility Option (CEO),false
Bill Reed Middle School,Thompson School District R-2J,Loveland,530,249,Yes under Community Eligibility Option (CEO),false
Birch Elementary School,Boulder Valley School District No. Re2,Broomfield,299,112,Yes under Community Eligibility Option (CEO),false
Black Canyon High School,Montrose County School District Re-1J,Montrose,100,81,Yes under Community Eligibility Option (CEO),false
Black Forest Hills Elementary School,Cherry Creek School District No. 5 in the county of Arapah,Aurora,500,90,Yes under Community Eligibility Option (CEO),false
Black Rock Elementary,St. Vrain Valley School District No. Re1J,Erie,597,115,Yes under Community Eligibility Option (CEO),false
Blevins Middle School,Poudre School District R-1,Fort Collins,363,189,Yes under Community Eligibility Option (CEO),false
Blue Heron Elementary School,Jefferson County School District No. R-1,Littleton,325,100,Yes under Community Eligibility Option (CEO),false
Blue Mountain Elementary,St. Vrain Valley School District No. Re1J,Longmont,542,93,Yes participating without using any Provision or the CEO,false
Boltz Middle School,Poudre School District R-1,Fort Collins,551,271,Yes under Community Eligibility Option (CEO),false
Bookcliff Middle School,Mesa County Valley School District No. 51,Grand Junction,525,381,Yes under Community Eligibility Option (CEO),true
Boston K-8 School,Aurora Joint District No. 28 of the counties of Adams and A,Aurora,413,395,Yes under Community Eligibility Option (CEO),true
Boulder Community School/Integrated Studies,Boulder Valley School District No. Re2,Boulder,255,,No,false
Boulder High School,Boulder Valley School District No. Re2,Boulder,1939,669,Yes under Community Eligibility Option (CEO),false
Boulder Prep Charter High School,Boulder Valley School District No. Re2,Boulder,114,,No,false
Boulder Universal,Boulder Valley School District No. Re2,Boulder,231,,No,false
Bradford Elementary School,Pueblo School District No. 60 in the county of Pueblo and,Pueblo,252,225,Yes under Community Eligibility Option (CEO),false
Bradford K8 North,Jefferson County School District No. R-1,Littleton,350,28,Yes participating without using any Provision or the CEO,false
Bradford K8 South,Jefferson County School District No. R-1,Littleton,371,15,Yes under Community Eligibility Option (CEO),false
Bradley International School,School District No. 1 in the county of Denver and State of C,Denver,574,242,Yes under Community Eligibility Option (CEO),false
Brady Exploration School,Jefferson County School District No. R-1,Lakewood,294,198,Yes under Community Eligibility Option (CEO),true
Branson School,Branson Reorganized School District No. 82,Branson,67,42,Yes under Community Eligibility Option (CEO),false
Branson School Online,Branson Reorganized School District No. 82,Branson,398,,No,false
Brantner Elementary School,School District 27J,Thornton,574,235,Yes under Community Eligibility Option (CEO),false
Breckenridge Elementary School,Summit School District No. Re 1,Breckenridge,205,23,Yes participating without using any Provision or the CEO,false
Brentwood Middle School,GreeleySchool District No. 6 in the county of Weld and Sta,Greeley,564,418,Yes under Community Eligibility Option (CEO),true
Bricker Elementary School,Harrison School District No. 2 in the county of El Paso an,Colorado Springs,269,222,Yes under Community Eligibility Option (CEO),false
Bridges,Roaring Fork School District No. Re-1,Carbondale,68,46,Yes participating without using any Provision or the CEO,false
Briggsdale Elementary School,School District No. Re-10 in the county of Weld and State o,Briggsdale,79,16,Yes participating without using any Provision or the CEO,false
Briggsdale Undivided High School,School District No. Re-10 in the county of Weld and State o,Briggsdale,93,30,Yes participating without using any Provision or the CEO,false
Bright Beginnings,School District 27J,Brighton,72,,No,false
Bright Horizons Preschool,Adams 12 Five Star Schools,Thornton,36,,No,false
Brighton High School,School District 27J,Brighton,1733,965,Yes under Community Eligibility Option (CEO),false
Bristol Elementary School,Colorado Springs School District No. 11 in the county of E,Colorado Springs,267,153,Yes under Community Eligibility Option (CEO),false
Broadmoor Elementary School,Cheyenne Mountain School District No. 12 in the county of E,Colorado Springs,327,60,Yes participating without using any Provision or the CEO,false
Broadway Elementary School,Mesa County Valley School District No. 51,Grand Junction,300,96,Yes under Community Eligibility Option (CEO),false
Bromley East Charter School,School District 27J,Brighton,1214,480,Yes under Community Eligibility Option (CEO),false
Bromwell Elementary School,School District No. 1 in the county of Denver and State of C,Denver,329,69,Yes under Community Eligibility Option (CEO),false
Broomfield Heights Middle School,Boulder Valley School District No. Re2,Broomfield,490,168,Yes under Community Eligibility Option (CEO),false
Broomfield High School,Boulder Valley School District No. Re2,Broomfield,1693,418,Yes participating without using any Provision or the CEO,false
Brown International Academy,School District No. 1 in the county of Denver and State of C,Denver,530,166,Yes participating without using any Provision or the CEO,false
Bruce Randolph School,School District No. 1 in the county of Denver and State of C,Denver,663,587,Yes under Community Eligibility Option (CEO),true
Brush Creek Elementary School,Eagle County School District No. Re 50,Eagle,341,51,Yes under Community Eligibility Option (CEO),false
Brush High School,School District No. Re-2 Brush,Brush,350,192,Yes under Community Eligibility Option (CEO),false
Brush Middle School,School District No. Re-2 Brush,Brush,328,215,Yes under Community Eligibility Option (CEO),true
Bryant Webster Dual Language Ece-8 School,School District No. 1 in the county of Denver and State of C,Denver,454,326,Yes under Community Eligibility Option (CEO),true
Buena Vista Elementary School,Colorado Springs School District No. 11 in the county of E,Colorado Springs,194,68,Yes participating without using any Provision or the CEO,false
Buena Vista High School,Buena Vista School District No. R-31,Buena Vista,256,90,Yes under Community Eligibility Option (CEO),false
Buena Vista Middle School,Buena Vista School District No. R-31,Buena Vista,211,68,Yes under Community Eligibility Option (CEO),false
Buffalo Ridge Elementary School,Douglas County School District No. Re 1,Castle Rock,524,69,Yes participating without using any Provision or the CEO,false
Buffalo Trail Elementary School,Cherry Creek School District No. 5 in the county of Arapah,Aurora,632,241,Yes participating without using any Provision or the CEO,false
Burlington Elementary School,Burlington Public School District No. RE-6J,Burlington,320,183,Yes under Community Eligibility Option (CEO),false
Burlington Elementary School,St. Vrain Valley School District No. Re1J,Longmont,320,196,Yes under Community Eligibility Option (CEO),false
Burlington High School,Burlington Public School District No. RE-6J,Burlington,216,138,Yes under Community Eligibility Option (CEO),false
Burlington Middle School,Burlington Public School District No. RE-6J,Burlington,206,134,Yes under Community Eligibility Option (CEO),true
Byers Elementary School,Byers School District No. 32J,Byers,275,104,Yes under Community Eligibility Option (CEO),false
Byers Junior-Senior High School,Byers School District No. 32J,Byers,235,75,Yes under Community Eligibility Option (CEO),false
Byron Syring Delta Center,Monte Vista School District No. C-8,Monte Vista,51,44,Yes under Community Eligibility Option (CEO),true
Cache La Poudre Elementary School,Poudre School District R-1,Laporte,281,140,Yes under Community Eligibility Option (CEO),false
Cache La Poudre Middle School,Poudre School District R-1,Laporte,280,89,Yes under Community Eligibility Option (CEO),false
Cactus Valley Elementary School,Garfield School District No. Re-2,Silt,462,190,Yes under Community Eligibility Option (CEO),false
Calhan Elementary School,Calhan District No. RJ1,Calhan,201,107,Yes under Community Eligibility Option (CEO),false
Calhan Secondary School,Calhan District No. RJ1,Calhan,213,106,Yes under Community Eligibility Option (CEO),false
Caliche Elementary School,School District No. Re-1 Valley,Iliff,139,68,Yes under Community Eligibility Option (CEO),false
Caliche Junior-Senior High School,School District No. Re-1 Valley,Iliff,104,44,Yes under Community Eligibility Option (CEO),false
Campbell Early Learning Center,Jefferson County School District No. R-1,Arvada,198,32,Yes under Community Eligibility Option (CEO),false
Campbell Elementary School,School District No. Re-1 Valley,Sterling,347,227,Yes under Community Eligibility Option (CEO),false
Campo Elementary School,Campo School District No. Re-6,Campo,32,18,Yes under Community Eligibility Option (CEO),false
Campo Undivided High School,Campo School District No. Re-6,Campo,15,8,Yes under Community Eligibility Option (CEO),true
Campus Middle School,Cherry Creek School District No. 5 in the county of Arapah,Greenwood Village,1311,283,Yes participating without using any Provision or the CEO,false
Canon City High School,Fremont Re-1,Canon City,936,464,Yes participating without using any Provision or the CEO,false
Canon City Middle School,Fremont Re-1,Canon City,382,203,Yes under Community Eligibility Option (CEO),true
Canon Elementary School,Cheyenne Mountain School District No. 12 in the county of E,Colorado Springs,140,23,Yes under Community Eligibility Option (CEO),false
Canon Exploratory School,Fremont Re-1,Canon City,316,168,Yes under Community Eligibility Option (CEO),true
Canyon Creek Elementary School,Cherry Creek School District No. 5 in the county of Arapah,Aurora,477,185,Yes under Community Eligibility Option (CEO),false
Caprock Academy,State Charter School Institute,Grand Junction,871,,No,false
Carbon Valley Academy,St. Vrain Valley School District No. Re1J,Frederick,245,122,Yes under Community Eligibility Option (CEO),false
Carbondale Community Charter School,Roaring Fork School District No. Re-1,Carbondale,143,53,Yes participating without using any Provision or the CEO,false
Carbondale Middle School,Roaring Fork School District No. Re-1,Carbondale,362,176,Yes participating without using any Provision or the CEO,false
Cardinal Community Academy Charter School,Weld County School District RE-3J,Keenesburg,182,,No,false
Career Center Preschool,Mesa County Valley School District No. 51,Grand Junction,53,,No,false
Career Education Center Early College,School District No. 1 in the county of Denver and State of C,Denver,468,400,Yes under Community Eligibility Option (CEO),true
Career Readiness Academy,Harrison School District No. 2 in the county of El Paso an,Colorado Springs,69,59,Yes under Community Eligibility Option (CEO),true
Carlson Elementary School,Clear Creek School District No. Re-1,Idaho Springs,144,62,Yes under Community Eligibility Option (CEO),false
Carmel Community School,Harrison School District No. 2 in the county of El Paso an,Colorado Springs,490,429,Yes under Community Eligibility Option (CEO),true
Carmody Middle School,Jefferson County School District No. R-1,Lakewood,550,285,Yes under Community Eligibility Option (CEO),false
Carrie Martin Elementary School,Thompson School District R-2J,Loveland,247,80,Yes under Community Eligibility Option (CEO),false
Carson Elementary School,School District No. 1 in the county of Denver and State of C,Denver,412,73,Yes participating without using any Provision or the CEO,false
Carson Middle School,Fountain School District No. 8 in the county of El Paso an,Fort Carson,657,257,Yes participating without using any Provision or the CEO,false
