school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Benton Area HS,Benton Area SD,Benton,200,,Yes participating without using any Provision or the CEO,true
Benton Area MS,Benton Area SD,Benton,100,,Yes participating without using any Provision or the CEO,false
Bentworth El Ctr,Bentworth SD,Bentleyville,413,,Yes participating without using any Provision or the CEO,false
Bentworth MS,Bentworth SD,Bentleyville,288,,Yes under Community Eligibility Option (CEO),true
Bentworth SHS,Bentworth SD,Bentleyville,359,,Yes under Community Eligibility Option (CEO),true
Berkey Sch,New Kensington-Arnold SD,Arnold,289,,Yes under Community Eligibility Option (CEO),false
Berks Career and Technology Center-East Campus,Berks Career and Technology Center,Oley,23,,Yes participating without using any Provision or the CEO,false
Berks Career and Technology Center-West Campus,Berks Career and Technology Center,Leesport,21,,Yes participating without using any Provision or the CEO,false
Berlin Brothersvalley El Sch,Berlin Brothersvalley SD,Berlin,290,,Yes participating without using any Provision or the CEO,false
Berlin Brothersvalley MS,Berlin Brothersvalley SD,Berlin,231,,Yes participating without using any Provision or the CEO,false
Berlin Brothersvalley SHS,Berlin Brothersvalley SD,Berlin,248,,Yes participating without using any Provision or the CEO,true
Bermudian Springs El Sch,Bermudian Springs SD,York Springs,587,,Yes participating without using any Provision or the CEO,false
Bermudian Springs HS,Bermudian Springs SD,York Springs,576,,Yes participating without using any Provision or the CEO,false
Bermudian Springs MS,Bermudian Springs SD,York Springs,539,,Yes participating without using any Provision or the CEO,true
Berwick Area HS,Berwick Area SD,Berwick,692,,Yes under Community Eligibility Option (CEO),true
Berwick Area MS,Berwick Area SD,Berwick,837,,Yes under Community Eligibility Option (CEO),true
Bethel El Sch,Tulpehocken Area SD,Bethel,286,,Yes participating without using any Provision or the CEO,false
Bethel Memorial El Sch,Bethel Park SD,Bethel Park,342,,Yes participating without using any Provision or the CEO,false
Bethel Park HS,Bethel Park SD,Bethel Park,1244,,Yes participating without using any Provision or the CEO,false
Bethel Springs El Sch,Garnet Valley SD,Garnet Valley,537,,Yes participating without using any Provision or the CEO,false
Bethlehem Area Vocational-Technical School,Bethlehem Area Vocational-Technical School,Bethlehem,18,,Yes participating without using any Provision or the CEO,false
Bethlehem-Center El Sch,Bethlehem-Center SD,Fredericktown,483,,Yes under Community Eligibility Option (CEO),false
Bethlehem-Center Jshs,Bethlehem-Center SD,Fredericktown,448,,Yes under Community Eligibility Option (CEO),true
Bethune Mary McLeod Sch,Philadelphia City SD,Philadelphia,433,,Yes under Community Eligibility Option (CEO),true
Beverly Hills MS,Upper Darby SD,Upper Darby,1475,,Yes under Community Eligibility Option (CEO),true
Big Beaver El Sch,Big Beaver Falls Area SD,Darlington,301,,Yes under Community Eligibility Option (CEO),false
Big Spring HS,Big Spring SD,Newville,764,,Yes participating without using any Provision or the CEO,false
Big Spring MS,Big Spring SD,Newville,550,,Yes participating without using any Provision or the CEO,false
Biglerville El Sch,Upper Adams SD,Biglerville,421,,Yes participating without using any Provision or the CEO,false
Biglerville HS,Upper Adams SD,Biglerville,535,,Yes participating without using any Provision or the CEO,true
Black Rock MS,Lower Merion SD,Villanova,1077,,Yes participating without using any Provision or the CEO,false
Blackhawk HS,Blackhawk SD,Beaver Falls,763,,Yes participating without using any Provision or the CEO,false
Blackhawk Intermediate Sch,Blackhawk SD,Beaver Falls,708,,Yes participating without using any Provision or the CEO,false
Blacklick Valley El Ctr,Blacklick Valley SD,Nanty Glo,316,,Yes under Community Eligibility Option (CEO),false
Blacklick Valley Jshs,Blacklick Valley SD,Nanty Glo,268,,Yes under Community Eligibility Option (CEO),true
Blain El Sch,West Perry SD,Blain,258,,Yes under Community Eligibility Option (CEO),false
Blaine James G Sch,Philadelphia City SD,Philadelphia,332,,Yes under Community Eligibility Option (CEO),true
Blair Mill Elementary,Hatboro-Horsham SD,Hatboro,361,,Yes participating without using any Provision or the CEO,false
Blairsville El Sch,River Valley SD,Blairsville,405,,Yes under Community Eligibility Option (CEO),false
Blankenburg Rudolph Sch,Philadelphia City SD,Philadelphia,278,,Yes under Community Eligibility Option (CEO),true
Blockson MS,Norristown Area SD,Norristown,695,,Yes under Community Eligibility Option (CEO),true
Bloomsburg Area HS,Bloomsburg Area SD,Bloomsburg,362,,Yes under Community Eligibility Option (CEO),false
Bloomsburg Area MS,Bloomsburg Area SD,Bloomsburg,380,,Yes under Community Eligibility Option (CEO),true
Blossburg El Sch,Southern Tioga SD,Blossburg,194,,Yes participating without using any Provision or the CEO,false
Blue Ball El Sch,Eastern Lancaster County SD,East Earl,374,,Yes participating without using any Provision or the CEO,false
