school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Firth Middle School,Firth District,Firth,247,97,,true
Five-County Detention Center,Fremont County Joint District,St Anthony,18,,,false
Flyers Center,Joint School District No. 2,Boise,10,7,,false
Forrest M Bird Charter School,Sandpoint Charter School Inc.,Sandpoint,255,,,true
Fort Hall Elementary School,Blackfoot District,Fort Hall,101,77,,false
Fox Hollow Elementary School,Idaho Falls District,Idaho Falls,458,301,,false
Frank Church High School,Boise Independent District,Boise,381,301,,true
Franklin County High School,Preston Joint District,Preston,43,23,,true
Franklin Middle School,Pocatello District,Pocatello,718,242,,false
Frederick Post Kinder Center,Post Falls District,Post Falls,40,,,false
Fremont H Teed Middle School,Kuna Joint District,Kuna,472,132,,true
Frontier Elementary School,Joint School District No. 2,Boise,263,134,,false
Frontier Elementary School,Jerome Joint District,Jerome,475,310,,false
Fruitland Elementary School,Fruitland District,Fruitland,557,260,,false
Fruitland High School,Fruitland District,Fruitland,509,159,,false
Fruitland Middle School,Fruitland District,Fruitland,467,208,,true
Fruitland Preparatory Academy,Fruitland District,Fruitland,18,10,,true
Future Public School,Future Public School Inc.,Garden City,376,175,,false
Galileo STEM Academy,Joint School District No. 2,Eagle,796,61,,false
Garden Valley School,Garden Valley District,Garden Valley,220,100,,true
Garfield Elementary School,Boise Independent District,Boise,278,269,,false
Garwood Elementary School,Lakeland District,Rathdrum,424,99,,false
Gate City Elementary School,Pocatello District,Pocatello,425,96,,false
Gem Prep: Meridian,Gem Prep: Meridian Llc,Meridian,506,194,,true
Gem Prep: Meridian North,Gem Prep: Meridian North Llc,Meridian,474,,,false
Gem Prep: Meridian South,Gem Prep: Meridian South Llc,Meridian,458,,,false
Gem Prep: Nampa,Gem Prep: Nampa Llc,Nampa,529,332,,true
Gem Prep: Online School,Gem Prep: Online Llc,Meridian,378,,,true
Gem Prep: Pocatello School,Gem Prep: Pocatello Llc,Chubback,476,,,true
Gem Prep: Twin Falls,Gem Prep: Twin Falls Llc,Twin Falls,316,,,false
Genesee School,Genesee Joint District,Genesee,288,68,,false
Georgetown Elementary School,Bear Lake County District,Georgetown,82,37,,false
Glenns Ferry Elementary School,Glenns Ferry Joint District,Glenns Ferry,139,92,,false
Glenns Ferry High School,Glenns Ferry Joint District,Glenns Ferry,128,66,,true
Glenns Ferry Middle School,Glenns Ferry Joint District,Glenns Ferry,94,64,,true
Gooding Alternative Learning Center,Gooding Joint District,Gooding,32,16,,false
Gooding Elementary School,Gooding Joint District,Gooding,484,304,,false
Gooding High School,Gooding Joint District,Gooding,384,171,,true
Gooding Middle School,Gooding Joint District,Gooding,289,156,,true
Grace Jordan Elementary,Boise Independent District,Boise,402,397,,false
Grace Jr/Sr High School,Grace Joint District,Grace,256,108,,true
Grand View Elementary School,Bruneau-Grand View Joint School District,Grand View,96,42,,false
Grangeville Elem/Middle School,Mountain View School District,Grangeville,505,240,,true
Grangeville High School,Mountain View School District,Grangeville,244,79,,false
Greenacres Elementary School,Pocatello District,Pocatello,286,158,,false
Greensferry Elementary School,Post Falls District,Post Falls,406,146,,false
Groveland Elementary School,Blackfoot District,Blackfoot,220,94,,false
Hacker Middle School,Mountain Home District,Mountain Home,530,303,,false
Hagerman School,Hagerman Joint District,Hagerman,311,178,,true
Hagerman Virtual School,Hagerman Joint District,Hagerman,63,,,false
Hailey Elementary School,Blaine County District,Hailey,291,138,,false
Hamer Elementary School,West Jefferson District,Hamer,39,19,,false
Hansen Elementary School,Hansen District,Hansen,179,107,,false
Hansen Jr/Sr High School,Hansen District,Hansen,127,74,,true
Harold B Lee Elementary School,West Side Joint District,Dayton,373,170,,false
Harrison Elementary School,Kootenai District,Harrison,102,42,,false
Harrison Elementary School,Twin Falls District,Twin Falls,383,256,,false
Harwood Elementary School,Jefferson County Joint District,Rigby,423,172,,false
Hawthorne Elementary School,Boise Independent District,Boise,264,258,,false
Hawthorne Elementary School,Idaho Falls District,Idaho Falls,383,257,,false
Hawthorne Middle School,Pocatello District,Pocatello,612,343,,true
Hayden Canyon Charter School,Hayden Canyon Charter School Inc.,Hayden,576,,,true
Hayden Meadows Elementary School,Coeur D'Alene District,Hayden Lake,502,111,,false
Hazel Stuart Elementary School,Shelley Joint District,Shelley,373,158,,false
Heartland High School,McCall-Donnelly Joint School District,McCall,29,16,,false
Henrys Fork Elementary,Fremont County Joint District,St Anthony,569,368,,false
Heritage Academy,Heritage Academy Inc.,Jerome,176,76,,true
Heritage Community Charter,Heritage Community Charter School Inc.,Caldwell,512,340,,true
Heritage Middle School,Joint School District No. 2,Meridian,1003,188,,false
Heyburn Elementary School,Minidoka County Joint District,Heyburn,508,340,,false
Heyburn Elementary School,St Maries Joint District,St Maries,339,186,,false
Hibbard Elementary School,Madison District,Rexburg,292,79,,false
Hidden Springs Elementary School,Boise Independent District,Hidden Springs,247,12,,false
High Desert,Shoshone Joint District,Shoshone,23,8,,true
Highland High School,Pocatello District,Pocatello,1456,420,,false
Highland School,Highland Joint District,Craigmont,168,99,,true
Highlands Elementary School,Boise Independent District,Boise,291,19,,false
Hillcrest Elementary School,American Falls Joint District,American Falls,357,242,,false
Hillcrest Elementary School,Boise Independent District,Boise,299,295,,false
Hillcrest High School,Bonneville Joint District,Ammon,1230,314,,false
Hillsdale Elementary,Joint School District No. 2,Meridian,769,71,,false
Hillside Junior High School,Boise Independent District,Boise,561,147,,false
Hillview Elementary School,Bonneville Joint District,Ammon,417,262,,false
Hollister Elementary School,Filer District,Twin Falls,52,34,,false
Homedale Elementary School,Homedale Joint District,Homedale,524,302,,false
Homedale High School,Homedale Joint District,Homedale,400,200,,true
Homedale Middle School,Homedale Joint District,Homedale,394,216,,true
Hope Elementary School,Lake Pend Oreille School District,Hope,117,64,,false
Horizon Elementary School,Boise Independent District,Boise,472,464,,false
Horizon Elementary School,Jerome Joint District,Jerome,486,322,,false
Horseshoe Bend Elementary,Horseshoe Bend School District,Horseshoe Bend,84,49,,false
Horseshoe Bend Middle/Sr High,Horseshoe Bend School District,Horseshoe Bend,86,45,,true
Howard E Thirkill Primary School,Soda Springs Joint District,Soda Springs,321,132,,false
Howe Elementary School,Butte County Joint District,Howe,4,,,false
Hubbard Elementary School,Kuna Joint District,Kuna,202,89,,false
Hunter Elementary School,Joint School District No. 2,Meridian,460,112,,false
I B Perrine Elementary School,Twin Falls District,Twin Falls,359,238,,false
Idaho Arts Charter School,Idaho Arts Charter School Inc.,Nampa,1395,668,,true
Idaho City High School,Basin School District,Idaho City,126,52,,false
Idaho Connects Online Alternative School,Idaho Virtual Education Partners Inc.,Boise,155,,,false
Idaho Connects Online School,Idaho Virtual Education Partners Inc.,Nampa,165,,,false
Idaho Falls Senior High School,Idaho Falls District,Idaho Falls,1298,400,,false
Idaho Fine Arts Academy,Joint School District No. 2,Meridian,260,48,,false
Idaho Hill Elementary School,West Bonner County District,Oldtown,126,55,,false
Idaho Home Learning Academy Charter,Oneida County District,Malad City,7764,,,false
Idaho Novus Classical Academy,Idaho Novus Classical Academy Llc,Boise,338,63,,false
Idaho School for the Deaf and the Blind,Idaho Bureau of Educational Services for the Deaf and the Bl,Gooding,111,40,,true
Idaho Science and Technology Charter School,Idaho Science and Technology Charter School Inc.,Blackfoot,301,,,true
Idaho Technical Career Academy,Idaho College and Career Readiness Academy Inc.,Meridian,137,,,false
Idaho Virtual Academy,Idaho Virtual Academy Inc.,Meridian,1801,,,true
Idaho Youth Challenge Academy Fall,Orofino Joint District,Pierce,129,,,false
Independence Alternative High School,Blackfoot District,Blackfoot,102,59,,true
Indian Creek Elementary,Kuna Joint District,Kuna,296,152,,false
Indian Hills Elementary School,Pocatello District,Pocatello,497,237,,false
Indianhead Academy High School,Weiser District,Weiser,13,,,false
Initial Point High School,Kuna Joint District,Kuna,104,46,,true
Inkom Elementary School,Marsh Valley Joint District,Inkom,210,62,,false
Insight School of Idaho,Idaho Virtual Academy Inc.,Meridian,262,,,true
Inspire Virtual Charter School,Inspire Academics Inc.,Boise,1210,,,true
Iona Elementary School,Bonneville Joint District,Iona,661,219,,false
Iowa Elementary,Nampa School District,Nampa,485,330,,false
Irving Middle School,Pocatello District,Pocatello,702,329,,true
Island Park Charter School,Island Park Charter School Inc.,Island Park,28,,,false
Isucceed Academy,Isucceed Virtual High School Inc.,Boise,345,,,false
Isucceed Virtual High School,Isucceed Virtual High School Inc.,Boise,1290,,,true
J.r. Simplot Elementary School,American Falls Joint District,American Falls,350,253,,false
Jefferson Elementary School,Boise Independent District,Boise,228,225,,false
Jefferson Elementary School,Jerome Joint District,Jerome,421,249,,false
Jefferson Elementary School,Pocatello District,Pocatello,359,246,,false
Jefferson Elementary School,Jefferson County Joint District,Rigby,490,120,,false
Jefferson High School,Jefferson County Joint District,Menan,99,54,,true
Jefferson Middle School,Caldwell District,Caldwell,778,578,,true
Jefferson School District 251 Early Childhood Center,Jefferson County Joint District,Rigby,98,,,false
Jenifer Middle School,Lewiston Independent District,Lewiston,561,222,,false
Jerome Academy,Jerome Joint District,Jerome,4,,,false
Jerome High School,Jerome Joint District,Jerome,1140,580,,true
Jerome Middle School,Jerome Joint District,Jerome,937,618,,true
John Brown Elementary School,Lakeland District,Rathdrum,377,162,,false
John V Evans Elementary,Cassia County Joint District,Burley,543,319,,false
Joplin Elementary School,Joint School District No. 2,Boise,241,110,,false
Juliaetta Elementary School,Kendrick Joint District,Juliaetta,134,60,,false
Kamiah Elementary School,Kamiah Joint District,Kamiah,121,39,,false
Kamiah Middle School,Kamiah Joint District,Kamiah,157,52,,true
Kamiah Senior High,Kamiah Joint District,Kamiah,102,33,,true
Kellogg High School,Kellogg Joint District,Kellogg,289,135,,true
Kellogg Middle School,Kellogg Joint District,Kellogg,238,132,,true
Kendrick Jr/Sr High School,Kendrick Joint District,Kendrick,133,42,,true
Kennedy Elementary School,Madison District,Rexburg,391,181,,false
Kenneth J Carberry Elementary,Emmett Independent District,Emmett,376,211,,false
Kershaw Intermediate School,Sugar-Salem Joint District,Sugar City,318,160,,false
Kimberly Elementary School,Kimberly District,Kimberly,415,170,,false
Kimberly High School,Kimberly District,Kimberly,640,158,,false
Kimberly Middle School,Kimberly District,Kimberly,482,141,,true
Kimberly Preschool,Kimberly District,Kimberly,31,,,false
Kinport Middle School,Pocatello District,Pocatello,,,,true
Koelsch Elementary School,Boise Independent District,Boise,321,307,,false
Kootenai Bridge Academy,The Kootenai Bridge Academy Inc.,Coeur D'Alene,347,,,false
Kootenai Classical Academy,Kootenai Classical Academy Inc,Post Falls,528,,,false
Kootenai Elementary School,Lake Pend Oreille School District,Kootenai,367,164,,false
Kootenai Jr/Sr High School,Kootenai District,Harrison,111,40,,true
Ktec School,KTEC - Kootenai Tech Ed Campus,Rathdrum,37,,,false
Kuna High School,Kuna Joint District,Kuna,1624,494,,false
Kuna Middle School,Kuna Joint District,Kuna,672,294,,false
Lake City High School,Coeur D'Alene District,Coeur D'Alene,1530,393,,false
Lake Hazel Elementary School,Joint School District No. 2,Boise,328,121,,false
Lake Hazel Middle School,Joint School District No. 2,Boise,986,385,,false
Lake Pend Oreille High School,Lake Pend Oreille School District,Sandpoint,76,54,,true
Lake Ridge Elementary,Nampa School District,Nampa,541,255,,false
Lakeland Middle School,Lakeland District,Rathdrum,635,156,,false
Lakeland Senior High School,Lakeland District,Rathdrum,830,154,,false
Lakes Magnet School,Coeur D'Alene District,Coeur D'Alene,539,255,,true
Lakeside Elementary School,Plummer-Worley Joint District,Plummer,146,102,,false
Lakeside High School,Plummer-Worley Joint District,Plummer,125,88,,true
Lakeside Middle School,Plummer-Worley Joint District,Plummer,62,38,,true
Lakevue Elementary School,Vallivue School District,Nampa,915,456,,false
Lapwai Elementary School,Lapwai District,Lapwai,230,43,,false
Lapwai Middle/High School,Lapwai District,Lapwai,246,54,,true
Lava Elementary School,Marsh Valley Joint District,Lava Hot Springs,42,22,,false
Leadore School,South Lemhi District,Leadore,100,55,,true
Legacy Charter School,Legacy Public Charter School Inc.,Nampa,311,92,,true
Lena Whitmore Elementary School,Moscow District,Moscow,248,81,,false
Les Bois Junior High School,Boise Independent District,Boise,658,138,,false
Lewis & Clark Elementary School,Pocatello District,Pocatello,401,272,,false
Lewis & Clark Middle School,Joint School District No. 2,Meridian,898,367,,false
Lewis and Clark Elementary,Caldwell District,Caldwell,348,257,,false
Lewiston High School,Lewiston Independent District,Lewiston,1288,340,,false
Liberty Charter School,Liberty Charter School Inc.,Nampa,398,109,,false
Liberty Elementary School,Boise Independent District,Boise,403,73,,false
Lincoln Early Learning Center,Boise Independent District,Boise,51,47,,false
Lincoln Elementary School,Madison District,Rexburg,340,125,,false
Lincoln Elementary School,Twin Falls District,Twin Falls,327,211,,false
Lincoln High School,Bonneville Joint District,Idaho Falls,110,45,,true
Lincoln Preschool Center,Pocatello District,Pocatello,153,,,false
Linden Park Elementary School,Idaho Falls District,Idaho Falls,404,282,,false
Lindy Ross Elementary School,Clark County District,Dubois,48,32,,true
Lone Star Middle School,Nampa School District,Nampa,927,496,,true
Longfellow Elementary School,Boise Independent District,Boise,248,38,,false
Longfellow Elementary School,Idaho Falls District,Idaho Falls,577,230,,false
Lowell Elementary School,Boise Independent District,Boise,324,,,false
Lowell Scott Middle School,Joint School District No. 2,Boise,773,272,,false
Lowman Elementary School,Garden Valley District,Lowman,1,,,false
Lposd Home School Academy,Lake Pend Oreille School District,Sandpoint,4,,,false
Mackay Elementary School,Mackay Joint District,Mackay,114,47,,false
Mackay Jr/Sr High School,Mackay Joint District,Mackay,104,42,,true
Madison Early Childhood Center,Madison District,Rexburg,97,,,false
Madison Junior High School,Madison District,Rexburg,1261,435,,false
Madison Middle School,Madison District,Rexburg,878,347,,false
Madison Online Elementary,Madison District,Rexburg,2,,,false
Madison Senior High School,Madison District,Rexburg,1299,324,,false
Magic Valley High School,Twin Falls District,Twin Falls,161,74,,true
Malad Elementary School,Oneida County District,Malad City,386,183,,false
Malad Middle School,Oneida County District,Malad City,216,98,,true
Malad Senior High School,Oneida County District,Malad City,315,99,,false
Maple Grove Elementary School,Boise Independent District,Boise,370,126,,false
Marsh Valley High School,Marsh Valley Joint District,Arimo,303,67,,false
Marsh Valley Middle School,Marsh Valley Joint District,Arimo,166,50,,true
Marsing Elementary School,Marsing Joint District,Marsing,360,254,,false
Marsing High School,Marsing Joint District,Marsing,256,144,,true
Marsing Middle School,Marsing Joint District,Marsing,200,126,,true
Mary McPherson Elementary,Joint School District No. 2,Meridian,494,128,,false
