school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Arthur T Talmadge,Springfield,Springfield,196,,Yes under Community Eligibility Option (CEO),false
Arthur T. Cummings Elementary School,Winthrop,Winthrop,467,,Yes under Community Eligibility Option (CEO),false
Arthur W Coolidge Middle,Reading,Reading,405,,Yes participating without using any Provision or the CEO,false
Ashby Elementary,North Middlesex,Ashby,152,,Yes participating without using any Provision or the CEO,false
Ashfield Middle School,Brockton,Brockton,474,,Yes under Community Eligibility Option (CEO),false
Ashland High,Ashland,Ashland,884,,Yes participating without using any Provision or the CEO,false
Ashland Middle,Ashland,Ashland,685,,Yes participating without using any Provision or the CEO,false
Assabet Valley Vocational High School,Assabet Valley Regional Vocational Technical,Marlborough,1144,,Yes under Community Eligibility Option (CEO),false
Assawompset Elementary School,Freetown-Lakeville,Lakeville,431,,Yes participating without using any Provision or the CEO,false
Atherton Hough,Quincy,Quincy,256,,Yes under Community Eligibility Option (CEO),false
Athol Community Elementary School,Athol-Royalston,Athol,589,,Yes under Community Eligibility Option (CEO),false
Athol High,Athol-Royalston,Athol,417,,Yes under Community Eligibility Option (CEO),true
Athol-Royalston Middle School,Athol-Royalston,Athol,446,,Yes under Community Eligibility Option (CEO),true
Atkinson,North Andover,North Andover,274,,Yes under Community Eligibility Option (CEO),false
Atlantic Middle,Quincy,Quincy,601,,Yes under Community Eligibility Option (CEO),false
Atlantis Charter School,Atlantis Charter,Fall River,1246,,Yes under Community Eligibility Option (CEO),true
Attleboro Community Academy,Attleboro,Attleboro,64,,Yes under Community Eligibility Option (CEO),false
Attleboro High,Attleboro,Attleboro,2030,,Yes under Community Eligibility Option (CEO),false
Attleboro Virtual Academy,Attleboro,Attleboro,39,,Yes participating without using any Provision or the CEO,false
Auburn Middle,Auburn,Auburn,628,,Yes under Community Eligibility Option (CEO),false
Auburn Senior High,Auburn,Auburn,834,,Yes under Community Eligibility Option (CEO),false
Avery,Dedham,Dedham,321,,Yes under Community Eligibility Option (CEO),false
Avon Middle High School,Avon,Avon,409,,Yes under Community Eligibility Option (CEO),false
Ayer Shirley Regional High School,Ayer Shirley School District,Ayer,417,,Yes under Community Eligibility Option (CEO),true
Ayer Shirley Regional Middle School,Ayer Shirley School District,Shirley,410,,Yes under Community Eligibility Option (CEO),true
Ayers/Ryal Side School,Beverly,Beverly,388,,Yes under Community Eligibility Option (CEO),false
B M C Durfee High,Fall River,Fall River,2642,,Yes under Community Eligibility Option (CEO),true
B.f. Butler Middle School,Lowell,Lowell,516,,Yes under Community Eligibility Option (CEO),true
Balch,Norwood,Norwood,303,,Yes under Community Eligibility Option (CEO),false
Baldwin Early Learning Pilot Academy,Boston,Brighton,165,,Yes under Community Eligibility Option (CEO),false
Balliet Preschool,Springfield,Springfield,99,,Yes under Community Eligibility Option (CEO),false
Bancroft Elementary,Andover,Andover,522,,Yes participating without using any Provision or the CEO,false
Barbieri Elementary,Framingham,Framingham,671,,Yes under Community Eligibility Option (CEO),false
Barnstable Community Innovation School,Barnstable,Hyannis,293,,Yes under Community Eligibility Option (CEO),false
Barnstable High,Barnstable,Hyannis,1652,,Yes under Community Eligibility Option (CEO),false
Barnstable Intermediate School,Barnstable,Hyannis,642,,Yes under Community Eligibility Option (CEO),false
Barnstable United Elementary School,Barnstable,Marston Mills,714,,Yes under Community Eligibility Option (CEO),false
Barrett Russell Early Childhood Center,Brockton,Brockton,209,,Yes under Community Eligibility Option (CEO),false
Barry,Chicopee,Chicopee,359,,Yes under Community Eligibility Option (CEO),false
Bartlett Community Partnership,Lowell,Lowell,408,,Yes under Community Eligibility Option (CEO),true
Bartlett High School,Webster,Webster,408,,Yes under Community Eligibility Option (CEO),true
Bartlett School and Assessment Center,Haverhill,Haverhill,45,,Yes under Community Eligibility Option (CEO),true
Bates,Salem,Salem,410,,Yes under Community Eligibility Option (CEO),false
Bates Elementary School,Boston,Roslindale,281,,Yes under Community Eligibility Option (CEO),false
Bay Path Regional Vocational Technical High School,Southern Worcester County Regional Vocational School Distric,Charlton,1188,,Yes under Community Eligibility Option (CEO),false
Baystate Academy Charter Public School,Baystate Academy Charter Public School,Springfield,388,,Yes under Community Eligibility Option (CEO),true
Beachmont Veterans Memorial School,Revere,Revere,346,,Yes under Community Eligibility Option (CEO),false
Beatrice H Wood Elementary,Plainville,Plainville,331,,Yes under Community Eligibility Option (CEO),false
Beaver Brook Elementary,Abington,Abington,491,,Yes under Community Eligibility Option (CEO),false
Becket Washington School,Central Berkshire,Becket,91,,Yes under Community Eligibility Option (CEO),false
Bedford High,Bedford,Bedford,868,,Yes participating without using any Provision or the CEO,false
Beebe,Malden,Malden,921,,Yes under Community Eligibility Option (CEO),true
Beechwood Knoll Elementary,Quincy,Quincy,343,,Yes under Community Eligibility Option (CEO),false
Beeman Memorial,Gloucester,Gloucester,292,,Yes under Community Eligibility Option (CEO),false
Beethoven Elementary School,Boston,West Roxbury,287,,Yes under Community Eligibility Option (CEO),false
Belcher,Chicopee,Chicopee,245,,Yes under Community Eligibility Option (CEO),false
Belchertown High,Belchertown,Belchertown,573,,Yes participating without using any Provision or the CEO,false
Bellamy Middle,Chicopee,Chicopee,776,,Yes under Community Eligibility Option (CEO),true
Bellingham High School,Bellingham,Bellingham,740,,Yes under Community Eligibility Option (CEO),false
Bellingham Memorial School,Bellingham,Bellingham,586,,Yes under Community Eligibility Option (CEO),false
Belmont High,Belmont,Belmont,1454,,Yes participating without using any Provision or the CEO,false
Belmont Middle School,Belmont,Belmont,742,,Yes participating without using any Provision or the CEO,false
Belmont Street Community,Worcester,Worcester,615,,Yes under Community Eligibility Option (CEO),false
Belmonte STEAM Academy,Saugus,Saugus,814,,Yes under Community Eligibility Option (CEO),false
Benjamin Banneker Charter Public School,Benjamin Banneker Charter Public,Cambridge,352,,Yes under Community Eligibility Option (CEO),false
Benjamin Franklin Classical Charter Public School,Benjamin Franklin Classical Charter Public,Franklin,898,,Yes participating without using any Provision or the CEO,false
Benjamin Friedman Middle,Taunton,Taunton,701,,Yes under Community Eligibility Option (CEO),false
Benjamin G Brown,Somerville,Somerville,219,,Yes under Community Eligibility Option (CEO),false
Benjamin J Phelps,Agawam,Agawam,304,,Yes under Community Eligibility Option (CEO),false
Benjamin Swan Elementary,Springfield,Springfield,486,,Yes under Community Eligibility Option (CEO),false
Bennett,Leominster,Leominster,115,,Yes under Community Eligibility Option (CEO),false
Bennett-Hemenway,Natick,Natick,504,,Yes participating without using any Provision or the CEO,false
Bentley Academy Innovation School,Salem,Salem,286,,Yes under Community Eligibility Option (CEO),false
Berkley Community School,Berkley,Berkley,459,,Yes under Community Eligibility Option (CEO),false
Berkley Middle School,Berkley,Berkley,374,,Yes under Community Eligibility Option (CEO),false
Berkshire Arts and Technology Charter Public School,Berkshire Arts and Technology Charter Public,Adams,364,,Yes under Community Eligibility Option (CEO),true
Berlin Memorial School,Berlin-Boylston,Berlin,242,,Yes participating without using any Provision or the CEO,false
Bernardston Elementary,Pioneer Valley,Bernardston,201,,Yes under Community Eligibility Option (CEO),false
Bessie Buker Elementary,Hamilton-Wenham,Wenham,255,,Yes participating without using any Provision or the CEO,false
Betsey B Winslow,New Bedford,New Bedford,227,,Yes under Community Eligibility Option (CEO),false
Beverly High,Beverly,Beverly,1213,,Yes under Community Eligibility Option (CEO),false
Beverly Middle School,Beverly,Beverly,1388,,Yes under Community Eligibility Option (CEO),false
Bigelow Middle,Newton,Newton,434,,Yes participating without using any Provision or the CEO,false
Billerica Memorial High School,Billerica,Billerica,1816,,Yes under Community Eligibility Option (CEO),false
Birch Meadow,Reading,Reading,359,,Yes participating without using any Provision or the CEO,false
Birchland Park,East Longmeadow,East Longmeadow,590,,Yes under Community Eligibility Option (CEO),true
Blackstone Elementary School,Boston,Boston,582,,Yes under Community Eligibility Option (CEO),false
Blackstone Millville Rhs,Blackstone-Millville,Blackstone,534,,Yes under Community Eligibility Option (CEO),false
Blackstone Valley,Blackstone Valley Regional Vocational Technical,Upton,1243,,Yes participating without using any Provision or the CEO,false
Blanchard Memorial School,Acton-Boxborough,Boxborough,469,,Yes participating without using any Provision or the CEO,false
Blanchard Middle,Westford,Westford,541,,Yes participating without using any Provision or the CEO,false
Blanche A. Ames Elementary School,Easton,North Easton,762,,Yes participating without using any Provision or the CEO,false
Blue Hills Regional Vocational Technical,Blue Hills Regional Vocational Technical,Canton,910,,Yes under Community Eligibility Option (CEO),true
Blueberry Hill,Longmeadow,Longmeadow,362,,Yes participating without using any Provision or the CEO,false
Boston Adult Tech Academy,Boston,Back Bay,227,,Yes under Community Eligibility Option (CEO),false
Boston Arts Academy,Boston,Boston,500,,Yes under Community Eligibility Option (CEO),true
Boston Collaborative High School,Boston,South Boston,210,,Yes under Community Eligibility Option (CEO),true
Boston Collegiate Charter School,Boston Collegiate Charter,Dorchester,708,,Yes under Community Eligibility Option (CEO),true
Boston Day and Evening Academy Charter School,Boston Day and Evening Academy Charter,Roxbury,323,,Yes under Community Eligibility Option (CEO),true
Boston Green Academy Horace Mann Charter School,Boston Green Academy Horace Mann Charter School,Brighton,426,,Yes participating without using any Provision or the CEO,true
Boston International High School & Newcomers Academy,Boston,Dorchester,490,,Yes under Community Eligibility Option (CEO),true
Boston Latin Academy,Boston,Dorchester,1693,,Yes under Community Eligibility Option (CEO),true
Boston Latin School,Boston,Boston,2424,,Yes under Community Eligibility Option (CEO),true
Boston Preparatory Charter Public School,Boston Preparatory Charter Public,Hyde Park,700,,Yes under Community Eligibility Option (CEO),true
Boston Renaissance Charter Public School,Boston Renaissance Charter Public,Hyde Park,938,,Yes under Community Eligibility Option (CEO),false
Boston Teachers Union K-8 Pilot,Boston,Jamaica Plain,249,,Yes under Community Eligibility Option (CEO),true
Bourne High School,Bourne,Bourne,341,,Yes under Community Eligibility Option (CEO),false
Bourne Intermediate School,Bourne,Bourne,359,,Yes under Community Eligibility Option (CEO),false
Bourne Middle School,Bourne,Bourne,394,,Yes under Community Eligibility Option (CEO),false
Bournedale Elementary School,Bourne,Bournedale,425,,Yes under Community Eligibility Option (CEO),false
Boutwell,Wilmington,Wilmington,128,,Yes participating without using any Provision or the CEO,false
Boutwell School,Groton-Dunstable,Groton,77,,Yes participating without using any Provision or the CEO,false
Bowe,Chicopee,Chicopee,411,,Yes under Community Eligibility Option (CEO),false
Bowen,Newton,Newton Centre,325,,Yes participating without using any Provision or the CEO,false
Bowie,Chicopee,Chicopee,260,,Yes under Community Eligibility Option (CEO),false
Bowman,Lexington,Lexington,429,,Yes participating without using any Provision or the CEO,false
Boyden,Walpole,Walpole,395,,Yes under Community Eligibility Option (CEO),false
Boylston Elementary School,Berlin-Boylston,Boylston,347,,Yes participating without using any Provision or the CEO,false
Brackett,Arlington,Arlington,394,,Yes participating without using any Provision or the CEO,false
Bradford Elementary,Haverhill,Bradford,443,,Yes under Community Eligibility Option (CEO),false
Bradley Elementary School,Boston,East Boston,292,,Yes under Community Eligibility Option (CEO),false
Braintree High,Braintree,Braintree,1694,,Yes under Community Eligibility Option (CEO),false
Brayton,North Adams,North Adams,342,,Yes under Community Eligibility Option (CEO),false
Breed Middle School,Lynn,Lynn,1265,,Yes under Community Eligibility Option (CEO),true
Brickett Elementary,Lynn,Lynn,318,,Yes under Community Eligibility Option (CEO),false
Bridge,Lexington,Lexington,345,,Yes participating without using any Provision or the CEO,false
Bridge Boston Charter School,Bridge Boston Charter School,Roxbury,329,,Yes under Community Eligibility Option (CEO),true
Bridge Street,Northampton,Northampton,281,,Yes under Community Eligibility Option (CEO),false
Bridgewater Middle School,Bridgewater-Raynham,Bridgewater,828,,Yes under Community Eligibility Option (CEO),false
Bridgewater-Raynham Regional,Bridgewater-Raynham,Bridgewater,1487,,Yes under Community Eligibility Option (CEO),false
Briggs Elementary,Ashburnham-Westminster,Ashburnham,461,,Yes under Community Eligibility Option (CEO),false
Brighton High School,Boston,Brighton,667,,Yes under Community Eligibility Option (CEO),true
Brightwood,Springfield,Springfield,456,,Yes under Community Eligibility Option (CEO),false
Brimfield Elementary,Brimfield,Brimfield,258,,Yes under Community Eligibility Option (CEO),false
Bristol County Agricultural High,Bristol County Agricultural,Dighton,631,,Yes under Community Eligibility Option (CEO),false
Bristol-Plymouth Vocational Technical,Bristol-Plymouth Regional Vocational Technical,Taunton,1335,,Yes under Community Eligibility Option (CEO),false
Broad Meadows Middle,Quincy,Quincy,318,,Yes under Community Eligibility Option (CEO),false
Broadmeadow,Needham,Needham,502,,Yes participating without using any Provision or the CEO,false
Brockton High,Brockton,Brockton,3598,,Yes under Community Eligibility Option (CEO),false
Brockton Therapeutic Day School,Brockton,Brockton,30,,Yes participating without using any Provision or the CEO,false
Brockton Virtual Learning Academy,Brockton,Brockton,122,,Yes participating without using any Provision or the CEO,false
Brooke Charter School,Brooke Charter School,Mattapan,2216,,Yes under Community Eligibility Option (CEO),true
Brookfield,Brockton,Brockton,532,,Yes under Community Eligibility Option (CEO),false
