school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Fort Payne High School,Fort Payne City,Fort Payne,1106,688,Yes under Community Eligibility Option (CEO),true
Fort Payne Middle School,Fort Payne City,Fort Payne,741,469,Yes under Community Eligibility Option (CEO),true
Fox Run School,Opelika City,Opelika,392,292,Yes participating without using any Provision or the CEO,false
Frances Nungester Elementary School,Decatur City,Decatur,428,323,Yes under Community Eligibility Option (CEO),false
Francis Marion School,Perry County,Marion,413,340,Yes under Community Eligibility Option (CEO),true
Freedom Prep Academy,Freedom Prep Academy,Birmingham,41,28,Yes participating without using any Provision or the CEO,false
Fruitdale High School,Washington County,Fruitdale,301,164,Yes under Community Eligibility Option (CEO),true
Fruithurst Elementary School,Cleburne County,Fruithurst,226,119,Yes under Community Eligibility Option (CEO),false
Fultondale Elementary School,Jefferson County,Fultondale,889,578,Yes under Community Eligibility Option (CEO),false
Fultondale High School,Jefferson County,Birmingham,848,607,Yes under Community Eligibility Option (CEO),true
Fyffe High School,DeKalb County,Fyffe,954,469,Yes under Community Eligibility Option (CEO),true
G W Trenholm Primary School,Tuscumbia City,Tuscumbia,413,231,Yes under Community Eligibility Option (CEO),false
Gadsden City High School,Gadsden City,Gadsden,1361,938,Yes under Community Eligibility Option (CEO),false
Gadsden Middle School,Gadsden City,Gadsden,438,280,Yes under Community Eligibility Option (CEO),true
Gardendale Elementary School,Jefferson County,Gardendale,700,269,Yes under Community Eligibility Option (CEO),false
Gardendale High School,Jefferson County,Gardendale,1076,415,Yes under Community Eligibility Option (CEO),false
Garrett Elementary School,Montgomery County,Montgomery,592,417,Yes under Community Eligibility Option (CEO),false
Gaston Elementary School,Etowah County,Gadsden,290,196,Yes under Community Eligibility Option (CEO),false
Gaston High School,Etowah County,Gadsden,380,243,Yes under Community Eligibility Option (CEO),true
Gaylesville High School,Cherokee County,Gaylesville,341,211,Yes under Community Eligibility Option (CEO),true
Genesis Innovative School,Conecuh County,Evergreen,213,145,Yes participating without using any Provision or the CEO,false
Geneva County Elementary School,Geneva County,Hartford,474,273,Yes under Community Eligibility Option (CEO),false
Geneva County High School,Geneva County,Hartford,234,130,Yes under Community Eligibility Option (CEO),false
Geneva County Middle School,Geneva County,Hartford,178,107,Yes under Community Eligibility Option (CEO),true
Geneva High School,Geneva City,Geneva,369,172,Yes under Community Eligibility Option (CEO),false
Geneva Middle School,Geneva City,Geneva,298,152,Yes under Community Eligibility Option (CEO),true
George Hall Elementary School,Mobile County,Mobile,244,208,Yes under Community Eligibility Option (CEO),false
George P Austin Junior High School,Linden City,Linden,77,70,Yes under Community Eligibility Option (CEO),true
George W Long High School,Dale County,Skipperville,377,153,Yes under Community Eligibility Option (CEO),false
George Washington Carver Elementary School,Macon County,Tuskegee,406,311,Yes under Community Eligibility Option (CEO),false
George Washington Carver High School,Birmingham City,Birmingham,570,465,Yes under Community Eligibility Option (CEO),true
Georgiana School,Butler County,Georgiana,377,309,Yes under Community Eligibility Option (CEO),true
Geraldine School,DeKalb County,Geraldine,1211,746,Yes under Community Eligibility Option (CEO),true
Girard Elementary School,Dothan City,Dothan,380,340,Yes under Community Eligibility Option (CEO),false
Glen Iris Elementary School,Birmingham City,Birmingham,827,566,Yes under Community Eligibility Option (CEO),false
Glen Oaks Intermediate School,Fairfield City,Fairfield,275,244,Yes under Community Eligibility Option (CEO),false
Glencoe Elementary School,Etowah County,Glencoe,397,169,Yes under Community Eligibility Option (CEO),false
Glencoe High School,Etowah County,Glencoe,300,113,Yes under Community Eligibility Option (CEO),false
Glencoe Middle School,Etowah County,Glencoe,272,129,Yes under Community Eligibility Option (CEO),true
Golden Springs Elementary School,Anniston City,Anniston,357,278,Yes under Community Eligibility Option (CEO),false
Goldsmithschiffman Elementary,Huntsville City,Big Cove,935,121,Yes participating without using any Provision or the CEO,false
Good Hope Elementary School,Cullman County,Cullman,393,198,Yes under Community Eligibility Option (CEO),false
Good Hope High School,Cullman County,Cullman,485,190,Yes under Community Eligibility Option (CEO),false
Good Hope Middle School,Cullman County,Cullman,378,166,Yes under Community Eligibility Option (CEO),true
Good Hope Primary School,Cullman County,Cullman,401,164,Yes under Community Eligibility Option (CEO),false
Goodwyn Middle School,Montgomery County,Montgomery,717,589,Yes under Community Eligibility Option (CEO),true
Gordo Elementary School,Pickens County,Gordo,545,322,Yes under Community Eligibility Option (CEO),false
Gordo High School,Pickens County,Gordo,473,252,Yes under Community Eligibility Option (CEO),true
Goshen Elementary School,Pike County,Goshen,446,297,Yes under Community Eligibility Option (CEO),false
Goshen High School,Pike County,Goshen,356,217,Yes under Community Eligibility Option (CEO),true
Grand Bay Middle School,Mobile County,Grand Bay,751,449,Yes under Community Eligibility Option (CEO),true
Grant Elementary School,Mobile County,Prichard,285,269,Yes under Community Eligibility Option (CEO),false
Grantswood Community School,Jefferson County,Birmingham,394,244,Yes under Community Eligibility Option (CEO),false
Green Acres Middle School,Birmingham City,Birmingham,309,261,Yes under Community Eligibility Option (CEO),true
Green Valley Elementary School,Hoover City,Hoover,501,260,Yes participating without using any Provision or the CEO,false
Greene County High School,Greene County,Eutaw,250,203,Yes under Community Eligibility Option (CEO),true
Greensboro Elementary School,Hale County,Greensboro,519,410,Yes under Community Eligibility Option (CEO),false
Greensboro High School,Hale County,Greensboro,276,232,Yes under Community Eligibility Option (CEO),true
Greensboro Middle School,Hale County,Greensboro,215,193,Yes under Community Eligibility Option (CEO),true
Greenville Elementary School,Butler County,Greenville,268,228,Yes under Community Eligibility Option (CEO),false
Greenville High School,Butler County,Greenville,526,390,Yes under Community Eligibility Option (CEO),true
Greenville Middle School,Butler County,Greenville,513,394,Yes under Community Eligibility Option (CEO),true
Greenwood Elementary School,Bessemer City,Bessemer,290,208,Yes under Community Eligibility Option (CEO),false
Greystone Elementary School,Hoover City,Hoover,438,68,Yes participating without using any Provision or the CEO,false
Grove Hill Elementary School,Clarke County,Grove Hill,348,261,Yes under Community Eligibility Option (CEO),false
Guin Elementary School,Marion County,Guin,308,163,Yes under Community Eligibility Option (CEO),false
Gulf Shores Elementary School,Gulf Shores City,Gulf Shores,1230,435,Yes under Community Eligibility Option (CEO),false
Gulf Shores High School,Gulf Shores City,Gulf Shores,927,262,Yes under Community Eligibility Option (CEO),false
Gulf Shores Middle School,Gulf Shores City,Gulf Shores,591,201,Yes under Community Eligibility Option (CEO),false
Guntersville Elementary School,Guntersville City,Guntersville,486,247,Yes participating without using any Provision or the CEO,false
Guntersville High School,Guntersville City,Guntersville,556,280,Yes participating without using any Provision or the CEO,false
Guntersville Middle School,Guntersville City,Guntersville,381,205,Yes participating without using any Provision or the CEO,true
Gw Long Elementary School,Dale County,Skipperville,492,220,Yes under Community Eligibility Option (CEO),false
Gwin Elementary School,Hoover City,Hoover,508,235,Yes participating without using any Provision or the CEO,false
Hackleburg Elementary School,Marion County,Hackleburg,258,147,Yes under Community Eligibility Option (CEO),false
Hackleburg High School,Marion County,Hackleburg,265,154,Yes under Community Eligibility Option (CEO),true
Halcyon Elementary School,Montgomery County,Montgomery,694,434,Yes under Community Eligibility Option (CEO),false
Hale County High School,Hale County,Moundville,354,202,Yes under Community Eligibility Option (CEO),true
Hale County Middle School,Hale County,Moundville,243,130,Yes under Community Eligibility Option (CEO),true
Haleyville Elementary School,Haleyville City,Haleyville,785,462,Yes under Community Eligibility Option (CEO),false
Haleyville High School,Haleyville City,Haleyville,464,242,Yes under Community Eligibility Option (CEO),false
Haleyville Middle School,Haleyville City,Haleyville,348,198,Yes under Community Eligibility Option (CEO),true
Hall Kent Elementary School,Homewood City,Homewood,717,258,Yes participating without using any Provision or the CEO,false
Hamilton Elementary School,Marion County,Hamilton,638,385,Yes under Community Eligibility Option (CEO),false
Hamilton High School,Marion County,Hamilton,449,225,Yes under Community Eligibility Option (CEO),false
Hamilton Middle School,Marion County,Hamilton,463,261,Yes under Community Eligibility Option (CEO),true
Hampton Cove Elementary,Huntsville City,Hampton Cove,711,48,Yes participating without using any Provision or the CEO,false
Hampton Cove Middle School,Huntsville City,Hampton Cove,785,85,Yes participating without using any Provision or the CEO,false
Hanceville Elementary School,Cullman County,Hanceville,648,395,Yes under Community Eligibility Option (CEO),false
Hanceville High School,Cullman County,Hanceville,363,194,Yes under Community Eligibility Option (CEO),false
Hanceville Middle School,Cullman County,Hanceville,284,175,Yes under Community Eligibility Option (CEO),true
Handley High School,Roanoke City,Roanoke,366,224,Yes under Community Eligibility Option (CEO),true
Handley Middle School,Roanoke City,Roanoke,483,334,Yes under Community Eligibility Option (CEO),true
Harlan Elementary School,Florence City,Florence,426,361,Yes under Community Eligibility Option (CEO),false
Harmony School,Cullman County,Logan,337,157,Yes under Community Eligibility Option (CEO),true
Harrand Creek Elementary School,Enterprise City,Enterprise,440,343,Yes participating without using any Provision or the CEO,false
Harry N Mixon Intermediate School,Ozark City,Ozark,383,307,Yes under Community Eligibility Option (CEO),false
Hartselle High School,Hartselle City,Hartselle,1027,275,Yes participating without using any Provision or the CEO,false
Hartselle Intermediate School,Hartselle City,Hartselle,522,182,Yes participating without using any Provision or the CEO,false
Hartselle Junior High School,Hartselle City,Hartselle,553,194,Yes participating without using any Provision or the CEO,false
Harvest School,Madison County,Harvest,663,352,Yes participating without using any Provision or the CEO,false
Hatton Elementary School,Colbert County,Leighton,236,154,Yes under Community Eligibility Option (CEO),false
Hatton Elementary School,Lawrence County,Town Creek,424,186,Yes under Community Eligibility Option (CEO),false
Hatton High School,Lawrence County,Town Creek,536,255,Yes under Community Eligibility Option (CEO),true
Hayden Elementary School,Blount County,Hayden,298,106,Yes under Community Eligibility Option (CEO),false
Hayden High School,Blount County,Hayden,798,249,Yes under Community Eligibility Option (CEO),true
Hayden Middle School,Blount County,Hayden,437,150,Yes under Community Eligibility Option (CEO),false
Hayden Primary School,Blount County,Hayden,530,191,Yes under Community Eligibility Option (CEO),false
Hayes K8,Birmingham City,Birmingham,693,578,Yes under Community Eligibility Option (CEO),true
Hayneville Middle School,Lowndes County,Hayneville,144,127,Yes under Community Eligibility Option (CEO),true
Hazel Green Elementary School,Madison County,Hazel Green,963,476,Yes participating without using any Provision or the CEO,false
Hazel Green High School,Madison County,Hazel Green,1454,592,Yes participating without using any Provision or the CEO,false
Hazlewood Elementary School,Lawrence County,Town Creek,221,188,Yes under Community Eligibility Option (CEO),false
Headland Elementary School,Henry County,Headland,898,398,Yes under Community Eligibility Option (CEO),false
Headland High School,Henry County,Headland,442,180,Yes under Community Eligibility Option (CEO),false
Headland Middle School,Henry County,Headland,580,254,Yes under Community Eligibility Option (CEO),true
Heard Elementary School,Dothan City,Dothan,389,256,Yes under Community Eligibility Option (CEO),false
Helena Elementary School,Shelby County,Helena,778,234,Yes participating without using any Provision or the CEO,false
Helena High School,Shelby County,Helena,1383,365,Yes participating without using any Provision or the CEO,false
Helena Intermediate School,Shelby County,Helena,955,275,Yes participating without using any Provision or the CEO,false
Helena Middle,Shelby County,Helena,957,263,Yes participating without using any Provision or the CEO,false
Hemphill Elementary School,Birmingham City,Birmingham,353,279,Yes under Community Eligibility Option (CEO),false
Henagar Junior High School,DeKalb County,Henagar,261,161,Yes under Community Eligibility Option (CEO),true
Heritage Elementary School,Madison City,Madison,869,222,Yes participating without using any Provision or the CEO,false
Hewitttrussville High School,Trussville City,Trussville,1571,240,Yes participating without using any Provision or the CEO,false
Hewitttrussville Middle School,Trussville City,Trussville,1163,191,Yes participating without using any Provision or the CEO,false
Hibbett Elementary School,Florence City,Florence,489,346,Yes under Community Eligibility Option (CEO),false
Hidden Lake Primary School,Dothan City,Dothan,476,397,Yes under Community Eligibility Option (CEO),false
Highland Avenue Elementary School,Montgomery County,Montgomery,453,357,Yes under Community Eligibility Option (CEO),false
Highland Elementary School,Etowah County,Gadsden,216,116,Yes under Community Eligibility Option (CEO),false
Highland Gardens Elementary School,Montgomery County,Montgomery,468,373,Yes under Community Eligibility Option (CEO),false
Highland Home School,Crenshaw County,Highland Home,746,482,Yes under Community Eligibility Option (CEO),true
Highland Park Elementary School,Muscle Shoals City,Muscle Shoals,236,106,Yes under Community Eligibility Option (CEO),false
Highlands Elementary School,Dothan City,Dothan,501,194,Yes under Community Eligibility Option (CEO),false
Highlands Elementary School,Huntsville City,Huntsville,370,267,Yes under Community Eligibility Option (CEO),false
Hillcrest Elementary School,Enterprise City,Enterprise,753,416,Yes participating without using any Provision or the CEO,false
Hillcrest High School,Conecuh County,Evergreen,290,220,Yes under Community Eligibility Option (CEO),true
Hillcrest High School,Tuscaloosa County,Tuscaloosa,1434,718,Yes under Community Eligibility Option (CEO),false
Hillcrest Middle School,Tuscaloosa County,Tuscaloosa,542,318,Yes under Community Eligibility Option (CEO),true
Hl Sonny Callahan School for the Deaf and Blind,Mobile County,Mobile,45,21,Yes under Community Eligibility Option (CEO),false
Hokes Bluff Elementary School,Etowah County,Hokes Bluff,610,277,Yes under Community Eligibility Option (CEO),false
Hokes Bluff High School,Etowah County,Hokes Bluff,371,156,Yes under Community Eligibility Option (CEO),true
Hokes Bluff Middle School,Etowah County,Hokes Bluff,253,118,Yes under Community Eligibility Option (CEO),true
Hollingers Island Elementary School,Mobile County,Mobile,255,177,Yes under Community Eligibility Option (CEO),false
Holloway Elementary,Mobile County,Mobile,483,448,Yes under Community Eligibility Option (CEO),false
Holly Hill Elementary School,Enterprise City,Enterprise,666,265,Yes participating without using any Provision or the CEO,false
Holly Pond Elementary School,Cullman County,Holly Pond,634,349,Yes under Community Eligibility Option (CEO),false
Holly Pond High School,Cullman County,Holly Pond,278,133,Yes under Community Eligibility Option (CEO),false
Hollywood Elementary School,Jackson County,Hollywood,184,103,Yes under Community Eligibility Option (CEO),true
Holt Elementary School,Tuscaloosa County,Tuscaloosa,448,369,Yes under Community Eligibility Option (CEO),false
Holt High School,Tuscaloosa County,Tuscaloosa,456,357,Yes under Community Eligibility Option (CEO),true
Holtville Elementary School,Elmore County,Deatsville,877,344,Yes under Community Eligibility Option (CEO),false
Holtville High School,Elmore County,Deatsville,555,219,Yes under Community Eligibility Option (CEO),false
Holtville Middle School,Elmore County,Deatsville,632,269,Yes under Community Eligibility Option (CEO),true
Homewood High School,Homewood City,Homewood,1333,372,Yes participating without using any Provision or the CEO,false
Homewood Middle School,Homewood City,Homewood,1000,283,Yes participating without using any Provision or the CEO,false
Hoover High School,Hoover City,Hoover,2919,863,Yes participating without using any Provision or the CEO,false
Horizon Elementary School,Madison City,Madison,567,189,Yes participating without using any Provision or the CEO,false
Horseshoe Bend High School,Tallapoosa County,New Site,776,327,Yes under Community Eligibility Option (CEO),true
Houston County High School,Houston County,Columbia,322,239,Yes under Community Eligibility Option (CEO),true
Houston County Virtual Academy,Houston County,Newton,246,164,Yes participating without using any Provision or the CEO,false
Howell Graves Preschool,Muscle Shoals City,Muscle Shoals,356,71,Yes under Community Eligibility Option (CEO),false
Hubbertville School,Fayette County,Fayette,450,233,Yes under Community Eligibility Option (CEO),true
Hudson Keight School,Birmingham City,Birmingham,580,505,Yes under Community Eligibility Option (CEO),true
Hueytown High School,Jefferson County,Hueytown,1200,792,Yes under Community Eligibility Option (CEO),false
Hueytown Intermediate School,Jefferson County,Hueytown,527,358,Yes under Community Eligibility Option (CEO),false
Hueytown Middle School,Jefferson County,Hueytown,755,546,Yes under Community Eligibility Option (CEO),true
Hueytown Primary School,Jefferson County,Hueytown,601,353,Yes under Community Eligibility Option (CEO),false
Huffman Academy,Birmingham City,Birmingham,779,616,Yes under Community Eligibility Option (CEO),false
Huffman High Schoolmagnet,Birmingham City,Birmingham,1094,873,Yes under Community Eligibility Option (CEO),true
Huffman Middle School,Birmingham City,Birmingham,384,305,Yes under Community Eligibility Option (CEO),true
Huguley Elementary School,Chambers County,Lanett,383,202,Yes under Community Eligibility Option (CEO),false
Huntington Place Elementary School,Tuscaloosa County,Northport,377,125,Yes participating without using any Provision or the CEO,false
Huntsville High School,Huntsville City,Huntsville,1807,593,Yes participating without using any Provision or the CEO,false
Huntsville Junior High School,Huntsville City,Huntsville,530,265,Yes under Community Eligibility Option (CEO),false
Hutchens Elementary School,Mobile County,Mobile,539,224,Yes under Community Eligibility Option (CEO),false
Huxford Elementary School,Escambia County,Atmore,276,189,Yes under Community Eligibility Option (CEO),false
I3 Academy Phase 1,i3 Academy,Birmingham,411,305,Yes under Community Eligibility Option (CEO),false
I3 Academy Phase 2,i3 Academy,Birmingham,400,292,Yes under Community Eligibility Option (CEO),false
Ider School,DeKalb County,Ider,586,297,Yes under Community Eligibility Option (CEO),true
Indian Springs Elementary School,Mobile County,Eight Mile,305,238,Yes under Community Eligibility Option (CEO),false
Indian Valley Elementary School,Sylacauga City,Sylacauga,477,282,Yes under Community Eligibility Option (CEO),false
Inglenook School,Birmingham City,Birmingham,312,247,Yes under Community Eligibility Option (CEO),true
Inspire Virtual Academy,Chambers County,LaFayette,29,16,Yes participating without using any Provision or the CEO,false
Inverness Elementary School,Shelby County,Birmingham,563,196,Yes participating without using any Provision or the CEO,false
Iola Roberts Elementary School,Pell City,Pell City,402,295,Yes participating without using any Provision or the CEO,false
Ira F Simmons Middle School,Hoover City,Hoover,860,381,Yes participating without using any Provision or the CEO,false
Irondale Community School,Jefferson County,Irondale,435,312,Yes under Community Eligibility Option (CEO),false
Irondale Middle School,Jefferson County,Irondale,430,321,Yes under Community Eligibility Option (CEO),true
Isabella High School,Chilton County,Maplesville,789,353,Yes under Community Eligibility Option (CEO),true
Ivalee Elementary School,Etowah County,Attalla,200,124,Yes under Community Eligibility Option (CEO),false
Ivy Classical Academy,Ivy Classical Academy,Prattville,619,175,Yes participating without using any Provision or the CEO,false
J E Hobbs Elementary School,Wilcox County,Camden,359,288,Yes under Community Eligibility Option (CEO),false
J E Turner Elementary,Mobile County,Wilmer,529,325,Yes under Community Eligibility Option (CEO),false
J F Shields High School,Monroe County,Beatrice,179,145,Yes under Community Eligibility Option (CEO),true
J Larry Newton School,Baldwin County,Fairhope,804,287,Yes under Community Eligibility Option (CEO),false
J U Blacksher School,Monroe County,Uriah,747,402,Yes under Community Eligibility Option (CEO),true
Jackson High School,Clarke County,Jackson,376,251,Yes under Community Eligibility Option (CEO),true
Jackson Intermediate School,Clarke County,Jackson,282,214,Yes under Community Eligibility Option (CEO),false
Jackson Middle School,Clarke County,Jackson,278,205,Yes under Community Eligibility Option (CEO),true
Jacksonolin High School,Birmingham City,Birmingham,713,614,Yes under Community Eligibility Option (CEO),true
Jacksonsteele Elementary School,Lowndes County,Hayneville,114,85,Yes under Community Eligibility Option (CEO),false
Jacksonville High School,Jacksonville City,Jacksonville,756,336,Yes under Community Eligibility Option (CEO),false
James Clemens High School,Madison City,Madison,2159,503,Yes participating without using any Provision or the CEO,false
James Dawson Elementary,Huntsville City,Huntsville,447,316,Yes under Community Eligibility Option (CEO),false
James L Cowart Elementary School,Athens City,Athens,332,230,Yes participating without using any Provision or the CEO,false
Jasper High School,Jasper City,Jasper,850,390,Yes under Community Eligibility Option (CEO),false
Jasper Junior High School,Jasper City,Jasper,467,235,Yes under Community Eligibility Option (CEO),false
Jb Pennington High School,Blount County,Blountsville,507,279,Yes under Community Eligibility Option (CEO),true
Je Terry Elementary School,Dallas County,Plantersville,110,94,Yes under Community Eligibility Option (CEO),false
Jefferson County International Baccalaureate School,Jefferson County,Pleasant Grove,345,132,Yes under Community Eligibility Option (CEO),false
Jefferson County Virtual School,Jefferson County,Birmingham,247,113,Yes participating without using any Provision or the CEO,false
Jemison Elementary School,Chilton County,Jemison,752,493,Yes under Community Eligibility Option (CEO),false
Jemison High School,Huntsville City,Huntsville,858,596,Yes under Community Eligibility Option (CEO),true
Jemison High School,Chilton County,Jemison,702,473,Yes under Community Eligibility Option (CEO),true
Jemison Intermediate School,Chilton County,Jemison,468,315,Yes under Community Eligibility Option (CEO),false
Jemison Middle School,Chilton County,Jemison,328,237,Yes under Community Eligibility Option (CEO),true
Jeter Primary School,Opelika City,Opelika,435,281,Yes participating without using any Provision or the CEO,false
Jim Pearson Elementary School,Alexander City,Alexander City,704,428,Yes under Community Eligibility Option (CEO),false
Joe M Gillmore Elementary School,Clarke County,Jackson,389,287,Yes under Community Eligibility Option (CEO),false
John L Leflore Magnet School,Mobile County,Mobile,582,499,Yes under Community Eligibility Option (CEO),true
John P Powell Middle School,Chambers County,Lafayette,140,107,Yes under Community Eligibility Option (CEO),true
John S Jones Elementary School,Etowah County,Rainbow City,745,400,Yes under Community Eligibility Option (CEO),false
John Will Elementary School,Mobile County,Mobile,549,487,Yes under Community Eligibility Option (CEO),false
Johnson Abernathy Graetz High School,Montgomery County,Montgomery,1587,1206,Yes under Community Eligibility Option (CEO),true
Johnson Elementary School,Limestone County,Athens,475,227,Yes participating without using any Provision or the CEO,false
Johnson Elementary School,Montgomery County,Montgomery,340,269,Yes under Community Eligibility Option (CEO),false
Jones Valley Elementary School,Huntsville City,Huntsville,471,126,Yes under Community Eligibility Option (CEO),false
Jones Valley Middle School,Birmingham City,Birmingham,465,399,Yes under Community Eligibility Option (CEO),true
Jonesboro Elementary School,Bessemer City,Bessemer,474,370,Yes under Community Eligibility Option (CEO),false
Joseph W Lisenby Primary School,Ozark City,Ozark,494,351,Yes under Community Eligibility Option (CEO),false
Journey Middle School,Madison City,Madison,903,241,Yes participating without using any Provision or the CEO,false
Julian Harris Elementary School,Decatur City,Decatur,349,181,Yes under Community Eligibility Option (CEO),false
Julian Newman Elementary School,Athens City,Athens,409,182,Yes participating without using any Provision or the CEO,false
Just 4 Development Laboratory,Mobile County,Mobile,185,,Yes under Community Eligibility Option (CEO),false
Kate D Smith Dar Elementary School,Marshall County,Grant,546,157,Yes under Community Eligibility Option (CEO),false
Kate D Smith Dar High School,Marshall County,Grant,372,159,Yes under Community Eligibility Option (CEO),true
Kate D Smith Dar Intermediate School,Marshall County,Grant,308,164,Yes under Community Eligibility Option (CEO),false
Kate Duncan Smith Dar Middle,Marshall County,Grant,376,132,Yes under Community Eligibility Option (CEO),true
Kate Shepard Elementary School,Mobile County,Mobile,576,434,Yes under Community Eligibility Option (CEO),false
Katherine H Hankins Middle School,Mobile County,Theodore,771,587,Yes under Community Eligibility Option (CEO),true
Keith Middlehigh School,Dallas County,Orrville,188,169,Yes under Community Eligibility Option (CEO),true
Kelly Springs Elementary School,Dothan City,Dothan,516,374,Yes under Community Eligibility Option (CEO),false
Kermit Johnson School,Jefferson County,Pinson,646,451,Yes under Community Eligibility Option (CEO),false
Kilby Laboratory School,Florence City,Florence,187,21,Yes participating without using any Provision or the CEO,false
King Elementary,Montgomery County,Montgomery,293,223,Yes under Community Eligibility Option (CEO),false
Kinston School,Coffee County,Kinston,524,221,Yes under Community Eligibility Option (CEO),true
Kitty Stone Elementary School,Jacksonville City,Jacksonville,929,537,Yes under Community Eligibility Option (CEO),false
Knight Enloe Elementary School,Roanoke City,Roanoke,506,317,Yes under Community Eligibility Option (CEO),false
L E Willson Elementary School,Sheffield City,Sheffield,253,198,Yes under Community Eligibility Option (CEO),false
Laceys Spring Elementary School,Morgan County,Laceys Spring,277,204,Yes participating without using any Provision or the CEO,true
Ladonia Elementary School,Russell County,Phenix City,461,289,Yes under Community Eligibility Option (CEO),false
Lafayette Eastside Elementary School,Chambers County,Lafayette,311,239,Yes under Community Eligibility Option (CEO),false
Lafayette High School,Chambers County,Lafayette,182,150,Yes under Community Eligibility Option (CEO),true
Lake View Elementary School,Tuscaloosa County,McCalla,744,309,Yes under Community Eligibility Option (CEO),false
Lakewood Elementary School,Huntsville City,Huntsville,397,298,Yes under Community Eligibility Option (CEO),false
Lakewood Elementary School,Phenix City,Phenix City,455,162,Yes under Community Eligibility Option (CEO),false
Lakewood Primary School,Phenix City,Phenix City,466,162,Yes under Community Eligibility Option (CEO),false
Lamar County Highintermediate,Lamar County,Vernon,544,314,Yes under Community Eligibility Option (CEO),true
Lanett Junior High School,Lanett City,Lanett,147,86,Yes under Community Eligibility Option (CEO),true
Lanett Senior High School,Lanett City,Lanett,260,178,Yes under Community Eligibility Option (CEO),true
Lauderdale County High School,Lauderdale County,Rogersville,542,180,Yes under Community Eligibility Option (CEO),true
Lauderdale Elementary School,Lauderdale County,Rogersville,746,295,Yes under Community Eligibility Option (CEO),false
Lawrence County Developmental,Lawrence County,Trinity,21,14,Yes participating without using any Provision or the CEO,false
Lawrence County High School,Lawrence County,Moulton,586,295,Yes under Community Eligibility Option (CEO),true
Lead Academy Building A,LEAD Academy,Montgomery,358,278,Yes under Community Eligibility Option (CEO),false
Lead Academy Building B,LEAD Academy,Montgomery,394,308,Yes under Community Eligibility Option (CEO),false
Lee High School,Huntsville City,Huntsville,877,524,Yes under Community Eligibility Option (CEO),true
Leeds Elementary School,Leeds City,Leeds,678,332,Yes under Community Eligibility Option (CEO),false
Leeds High School,Leeds City,Leeds,624,292,Yes under Community Eligibility Option (CEO),false
Leeds Middle School,Leeds City,Leeds,452,230,Yes under Community Eligibility Option (CEO),true
Leeds Primary School,Leeds City,Leeds,517,190,Yes under Community Eligibility Option (CEO),false
Legacy Center,Pell City,Pell City,98,,Yes participating without using any Provision or the CEO,false
Legacy Elementary School,Madison County,Madison,594,174,Yes participating without using any Provision or the CEO,false
Legacy Prep,Legacy Prep,Birmingham,317,245,Yes under Community Eligibility Option (CEO),false
Legacy Prep Intermediate,Legacy Prep,Birmingham,219,185,Yes participating without using any Provision or the CEO,false
Leighton Elementary School,Colbert County,Leighton,355,218,Yes under Community Eligibility Option (CEO),false
Leinkauf Elementary School,Mobile County,Mobile,542,473,Yes under Community Eligibility Option (CEO),false
Leon Sheffield Magnet Elementary School,Decatur City,Decatur,297,136,Yes under Community Eligibility Option (CEO),false
Leroy High School,Washington County,Leroy,463,247,Yes under Community Eligibility Option (CEO),true
Lexington Elementary School,Lauderdale County,Lexington,454,163,Yes under Community Eligibility Option (CEO),false
Lexington High School,Lauderdale County,Lexington,379,133,Yes under Community Eligibility Option (CEO),true
Liberty Middle School,Madison City,Madison,1103,249,Yes participating without using any Provision or the CEO,false
Liberty Park Middle School,Vestavia Hills City,Vestavia,514,50,Yes participating without using any Provision or the CEO,false
Life Academy at Historic St Jude Educational Institute,LIFE Academy,Montgomery,599,494,Yes under Community Eligibility Option (CEO),false
Lillie B Williamson High School,Mobile County,Mobile,889,796,Yes under Community Eligibility Option (CEO),true
Lincoln Elementary School,Talladega County,Lincoln,902,456,Yes under Community Eligibility Option (CEO),false
Lincoln High School,Talladega County,Lincoln,607,323,Yes under Community Eligibility Option (CEO),true
Linda Nolen Learning Center,Shelby County,Pelham,78,32,Yes participating without using any Provision or the CEO,false
Linden Elementary School,Linden City,Linden,184,150,Yes under Community Eligibility Option (CEO),false
Linden High School,Linden City,Linden,126,110,Yes under Community Eligibility Option (CEO),true
Lineville Elementary School,Clay County,Lineville,459,312,Yes under Community Eligibility Option (CEO),false
Lipscomb Elementary School,Jefferson County,Lipscomb,221,163,Yes under Community Eligibility Option (CEO),false
Litchfield Middle School,Gadsden City,Gadsden,252,202,Yes under Community Eligibility Option (CEO),true
Little Ridge Intermediate School,Fort Payne City,Fort Payne,792,508,Yes under Community Eligibility Option (CEO),false
Livingston Junior High School,Sumter County,Livingston,216,180,Yes under Community Eligibility Option (CEO),true
Lloyd Wood Education Center,Tuscaloosa County,Northport,205,40,Yes under Community Eligibility Option (CEO),false
Loachapoka Elementary School,Lee County,Loachapoka,332,252,Yes under Community Eligibility Option (CEO),false
Loachapoka High School,Lee County,Loachapoka,277,233,Yes under Community Eligibility Option (CEO),true
Locust Fork Elementary,Blount County,Locust Fork,534,270,Yes under Community Eligibility Option (CEO),false
Locust Fork High School,Blount County,Locust Fork,417,194,Yes under Community Eligibility Option (CEO),true
Lott Middle School,Mobile County,Citronelle,427,293,Yes under Community Eligibility Option (CEO),true
