school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program
Cibola High School,Yuma Union High School District (4507),Yuma,2434,,Yes under Community Eligibility Option (CEO)
Cienega High School,Vail Unified District (4413),Vail,1881,,Yes participating without using any Provision or the CEO
Cimarron Springs Middle School,Dysart Unified District (4243),Surprise,810,,Yes participating without using any Provision or the CEO
Circle Cross K8 STEM Academy,Florence Unified School District (4437),San Tan Valley,728,,Yes participating without using any Provision or the CEO
City High School,CITY Center for Collaborative Learning (85448),Tucson,165,,Yes participating without using any Provision or the CEO
City View High School,Arizona Center for Youth Resources (4346),Phoenix,72,,No
Civano Community K-8 School,Vail Unified District (4413),Tucson,145,,No
Clarendon School,Osborn Elementary District (4262),Phoenix,420,,Yes under Community Eligibility Option (CEO)
Clarkdale-Jerome Elementary School,Clarkdale-Jerome Elementary District (4486),Clarkdale,459,,Yes participating without using any Provision or the CEO
Clawson School,Douglas Unified District (4174),Douglas,344,,Yes under Community Eligibility Option (CEO)
Cloves C Campbell Sr Elementary School,Roosevelt Elementary District (4279),Phoenix,395,,Yes under Community Eligibility Option (CEO)
Coatimundi Middle School,Santa Cruz Valley Unified District (4458),Rio Rico,497,,Yes under Community Eligibility Option (CEO)
Cochise Elementary School,Cochise Elementary District (4177),Cochise,76,,Yes participating without using any Provision or the CEO
Cochise Elementary School,Scottsdale Unified District (4240),Scottsdale,617,,Yes participating without using any Provision or the CEO
Coconino High School,Flagstaff Unified District (4192),Flagstaff,1444,,Yes participating without using any Provision or the CEO
Cocopah Middle School,Scottsdale Unified District (4240),Scottsdale,861,,Yes participating without using any Provision or the CEO
Colearn Academy Arizona,Colearn Academy Arizona (1001669),Green Valley,169,,No
Colegio Petite Arizona,Kaizen Education Foundation dba Colegio Petite Pho (92989),Nogales,258,,Yes under Provision 2
Collier Elementary School,Littleton Elementary District (4278),Avondale,773,,Yes participating without using any Provision or the CEO
Collier Elementary School,Tucson Unified District (4403),Tucson,132,,Yes under Community Eligibility Option (CEO)
Colonel Johnston Elementary School,Fort Huachuca Accommodation District (4167),Fort Huachuca,270,,Yes participating without using any Provision or the CEO
Colonel Smith Middle School,Fort Huachuca Accommodation District (4167),Fort Huachuca,258,,Yes participating without using any Provision or the CEO
Combs Center for Success High School,J O Combs Unified School District (4445),San Tan Vly,49,,Yes participating without using any Provision or the CEO
Combs Center for Success Middle School,J O Combs Unified School District (4445),San Tan Vly,4,,Yes participating without using any Provision or the CEO
Combs High School,J O Combs Unified School District (4445),San Tan Valley,1182,,Yes participating without using any Provision or the CEO
Combs Online School for Success,J O Combs Unified School District (4445),San Tan Vly,116,,No
Combs Traditional Academy,J O Combs Unified School District (4445),San Tan Valley,211,,Yes participating without using any Provision or the CEO
Compass High School,Compass High School Inc. (79467),Tucson,449,,No
Concho Elementary School,Concho Elementary District (4160),Concho,129,,Yes under Community Eligibility Option (CEO)
Concordia Charter School,Concordia Charter School Inc. (89556),Mesa,106,,Yes under Provision 2
Congress Elementary School,Congress Elementary District (4479),Congress,122,,Yes participating without using any Provision or the CEO
Connolly Middle School,Tempe School District (4258),Tempe,923,,Yes under Community Eligibility Option (CEO)
Constitution Elementary School,Deer Valley Unified District (4246),Phoenix,545,,Yes under Community Eligibility Option (CEO)
Continental Elementary School,Continental Elementary District (4416),Green Valley,643,,Yes participating without using any Provision or the CEO
Cooley Middle School,Higley Unified School District (4248),Gilbert,795,,Yes participating without using any Provision or the CEO
Coolidge Alternative Program,Coolidge Unified District (4442),Coolidge,120,,Yes under Community Eligibility Option (CEO)
Coolidge High School,Coolidge Unified District (4442),Coolidge,752,,Yes under Community Eligibility Option (CEO)
Coolidge Jr. High School,Coolidge Unified District (4442),Coolidge,688,,Yes under Community Eligibility Option (CEO)
Coolidge Virtual Academy,Coolidge Unified District (4442),Coolidge,106,,No
Copper Basin,Florence Unified School District (4437),San Tan Valley,557,,Yes participating without using any Provision or the CEO
Copper Canyon Elementary School,Paradise Valley Unified District (4241),Scottsdale,446,,Yes participating without using any Provision or the CEO
Copper Canyon High School,Tolleson Union High School District (4288),Glendale,2182,,Yes under Community Eligibility Option (CEO)
Copper Credits,Bisbee Unified District (4169),Bisbee,4,,No
Copper Creek Elementary School,Deer Valley Unified District (4246),Glendale,688,,Yes participating without using any Provision or the CEO
Copper Creek Elementary School,Amphitheater Unified District (4406),Tucson,283,,Yes participating without using any Provision or the CEO
Copper King Elementary,Pendergast Elementary District (4283),Phoenix,738,,Yes under Community Eligibility Option (CEO)
Copper Ridge Elementary,Vail Unified District (4413),Corona de Tucson,366,,Yes participating without using any Provision or the CEO
Copper Ridge School,Scottsdale Unified District (4240),Scottsdale,554,,Yes participating without using any Provision or the CEO
Copper Rim Elementary School,Globe Unified District (4208),Globe,694,,Yes under Community Eligibility Option (CEO)
Copper Trails,Avondale Elementary District (4272),Goodyear,1020,,Yes participating without using any Provision or the CEO
Copper View Elementary School,Sahuarita Unified District (4411),Sahuarita,557,,Yes participating without using any Provision or the CEO
Copperwood School,Peoria Unified School District (4237),Glendale,625,,Yes under Community Eligibility Option (CEO)
Cordova Elementary School,Alhambra Elementary District (4280),Phoenix,589,,Yes under Community Eligibility Option (CEO)
Cornerstone Charter School,Cornerstone Charter SchoolInc (79077),Phoenix,138,,Yes under Community Eligibility Option (CEO)
Corona Del Sol High School,Tempe Union High School District (4287),Tempe,2600,,Yes participating without using any Provision or the CEO
Corona Foothills Middle School,Vail Unified District (4413),Corona de Tucson,619,,Yes participating without using any Provision or the CEO
Coronado Elementary School,Higley Unified School District (4248),Gilbert,536,,Yes participating without using any Provision or the CEO
Coronado Elementary School,Palominas Elementary School District 49 (4180),Sierra Vista,404,,Yes participating without using any Provision or the CEO
Coronado Elementary School,St Johns Unified District (4153),St Johns,247,,Yes participating without using any Provision or the CEO
Coronado High School,Scottsdale Unified District (4240),Scottsdale,747,,Yes under Community Eligibility Option (CEO)
Coronado K-8 School,Amphitheater Unified District (4406),Tucson,561,,Yes under Community Eligibility Option (CEO)
Corte Sierra Elementary School,Litchfield Elementary District (4281),Avondale,564,,Yes participating without using any Provision or the CEO
Cortez High School,Glendale Union High School District (4285),Phoenix,1132,,Yes participating without using any Provision or the CEO
Cortina Elementary,Higley Unified School District (4248),Queen Creek,629,,Yes participating without using any Provision or the CEO
Cotton Boll School,Peoria Unified School District (4237),Peoria,756,,Yes under Community Eligibility Option (CEO)
Cottonwood Community School,Cottonwood-Oak Creek Elementary District (4487),Cottonwood,430,,Yes under Community Eligibility Option (CEO)
Cottonwood Education Services,Cottonwood-Oak Creek Elementary District (4487),Cottonwood,86,,Yes under Community Eligibility Option (CEO)
Cottonwood Elementary,Colorado City Unified District (4370),Colorado City,338,,Yes under Provision 2
Cottonwood Elementary School,Casa Grande Elementary District (4446),Casa Grande,515,,Yes under Community Eligibility Option (CEO)
Cottonwood Elementary School,Vail Unified District (4413),Tucson,570,,Yes participating without using any Provision or the CEO
Country Gardens Charter School,Country Gardens Charter Schools (79074),Laveen,268,,No
Country Meadows Elementary School,Peoria Unified School District (4237),Peoria,972,,Yes under Community Eligibility Option (CEO)
Country Place Elementary,Littleton Elementary District (4278),Tolleson,900,,Yes participating without using any Provision or the CEO
Countryside Elementary School,Dysart Unified District (4243),Surprise,590,,Yes under Community Eligibility Option (CEO)
Coyote Canyon School,Bullhead City School District (4378),Bullhead City,90,,Yes under Community Eligibility Option (CEO)
Coyote Hills Elementary School,Peoria Unified School District (4237),Peoria,695,,Yes participating without using any Provision or the CEO
Coyote Springs Elementary School,Humboldt Unified District (4469),Prescott Valley,457,,Yes participating without using any Provision or the CEO
Coyote Trail Elementary School,Marana Unified District (4404),Tucson,453,,Yes participating without using any Provision or the CEO
Cradleboard School,Whiteriver Unified District (4394),Whiteriver,265,,Yes under Community Eligibility Option (CEO)
Cragin Elementary School,Tucson Unified District (4403),Tucson,222,,Yes under Community Eligibility Option (CEO)
Crane Middle School,Crane Elementary District (4501),Yuma,554,,Yes under Community Eligibility Option (CEO)
Craycroft Elementary School,Sunnyside Unified District (4407),Tucson,586,,Yes under Community Eligibility Option (CEO)
Creighton Virtual Academy,Creighton Elementary District (4263),Phoenix,19,,No
Crestview College Preparatory High School,American Charter Schools Foundation d.b.a. Crestvi (79874),Phoenix,239,,Yes under Community Eligibility Option (CEO)
Crismon Elementary School,Mesa Unified District (4235),Mesa,446,,Yes under Community Eligibility Option (CEO)
Crismon High School,Queen Creek Unified District (4245),Queen Creek,2009,,Yes participating without using any Provision or the CEO
Crossroads at East Valley Academy,Mesa Unified District (4235),Mesa,19,,No
Crown Charter School,Crown Charter School Inc (79443),Litchfield Park,294,,No
Crown King Elementary School,Crown King Elementary District (4483),Crown King,9,,No
Crown Point High School,James Sandoval Preparatory High School (79475),Glendale,55,,No
Cruhsd Academy,Colorado River Union High School District (4381),Fort Mohave,195,,No
Ctd - Cochise College,Cochise Technology District (79403),Sierra Vista,5,,No
Ctd - Cochise Technology School,Cochise Technology District (79403),Willcox,1,,No
Ctd - Valley Union High School,Cochise Technology District (79403),Elfrida,1,,No
Ctd - Willcox High School,Cochise Technology District (79403),Willcox,1,,No
Curiel School,Eloy Elementary District (4448),Eloy,204,,Yes under Community Eligibility Option (CEO)
Curry Elementary School,Tempe School District (4258),Tempe,366,,Yes under Community Eligibility Option (CEO)
Cvit - Central Campus Eac Gila Pueblo,Cobre Valley Institute of Technology District (79391),Superior,2,,No
Da Vinci Tree Academy,Science Technology Engineering and Math Arizona (1000050),Tucson,265,,Yes under Community Eligibility Option (CEO)
Dan Hinton Accommodation School,Graham County Special Services (4217),Pima,64,,Yes participating without using any Provision or the CEO
Dateland Elementary School,Hyder Elementary District (4502),Dateland,88,,Yes under Community Eligibility Option (CEO)
David Crockett Elementary School,Balsz Elementary District (4268),Phoenix,466,,Yes under Community Eligibility Option (CEO)
Davidson Elementary School,Tucson Unified District (4403),Tucson,270,,Yes under Community Eligibility Option (CEO)
Davis Bilingual Magnet School,Tucson Unified District (4403),Tucson,295,,Yes under Community Eligibility Option (CEO)
Debbie Braff Elementary School,Kayenta Unified School District #27 (4396),Kayenta,426,,Yes under Community Eligibility Option (CEO)
Deer Valley Academy,Deer Valley Charter Schools Inc. (79496),Glendale,11,,No
Deer Valley High School,Deer Valley Unified District (4246),Glendale,1707,,Yes participating without using any Provision or the CEO
Deer Valley Middle School,Deer Valley Unified District (4246),Phoenix,448,,Yes under Community Eligibility Option (CEO)
Degrazia Elementary School,Marana Unified District (4404),Tucson,396,,Yes participating without using any Provision or the CEO
Del Rio Elementary School,Chino Valley Unified District (4474),Chino Valley,477,,Yes under Community Eligibility Option (CEO)
Desert Canyon Elementary,Scottsdale Unified District (4240),Scottsdale,453,,Yes participating without using any Provision or the CEO
Desert Canyon Middle School,Scottsdale Unified District (4240),Scottsdale,423,,Yes participating without using any Provision or the CEO
Desert Cove Elementary School,Paradise Valley Unified District (4241),Phoenix,414,,Yes participating without using any Provision or the CEO
Desert Edge High School,Agua Fria Union High School District (4289),Goodyear,2106,,Yes participating without using any Provision or the CEO
Desert Foothills Middle School,Washington Elementary School District (4260),Phoenix,621,,Yes under Community Eligibility Option (CEO)
Desert Garden Elementary School,Glendale Elementary District (4271),Glendale,205,,Yes under Community Eligibility Option (CEO)
Desert Harbor Elementary School,Peoria Unified School District (4237),Peoria,779,,Yes participating without using any Provision or the CEO
Desert Heights Charter School,Desert Heights Charter Schools (81099),Glendale,868,,Yes participating without using any Provision or the CEO
Desert Hills High School,American Charter Schools Foundation d.b.a. Desert (79872),Gilbert,231,,Yes under Community Eligibility Option (CEO)
Desert Horizon Elementary School,Pendergast Elementary District (4283),Phoenix,690,,Yes under Community Eligibility Option (CEO)
Desert Marigold School,Valley of the Sun Waldorf Education Association d (79957),Phoenix,286,,No
Desert Meadows Elementary School,Laveen Elementary District (4276),Laveen,1020,,Yes under Community Eligibility Option (CEO)
Desert Mesa Elementary School,Yuma Elementary District (4499),Yuma,876,,Yes participating without using any Provision or the CEO
Desert Mirage Elementary School,Pendergast Elementary District (4283),Glendale,675,,Yes under Community Eligibility Option (CEO)
Desert Mountain Elementary,Queen Creek Unified District (4245),Queen Creek,682,,Yes participating without using any Provision or the CEO
Desert Mountain High School,Scottsdale Unified District (4240),Scottsdale,1905,,Yes participating without using any Provision or the CEO
Desert Mountain School,Deer Valley Unified District (4246),Desert Hills,438,,Yes participating without using any Provision or the CEO
Desert Oasis Elementary School,Tolleson Elementary District (4264),Phoenix,738,,Yes under Community Eligibility Option (CEO)
Desert Oasis Elementary School,Nadaburg Unified School District (4252),Surprise,753,,Yes participating without using any Provision or the CEO
Desert Palms Elementary School,Peoria Unified School District (4237),Glendale,373,,Yes under Community Eligibility Option (CEO)
Desert Ridge High,Gilbert Unified District (4239),Mesa,2103,,Yes participating without using any Provision or the CEO
Desert Ridge Jr. High,Gilbert Unified District (4239),Mesa,925,,Yes participating without using any Provision or the CEO
Desert Rose Academy Charter School,Desert Rose AcademyInc. (79441),Tucson,150,,No
Desert Sage Elementary School,Deer Valley Unified District (4246),Glendale,594,,Yes participating without using any Provision or the CEO
Desert Sage High School,Desert Sage School (1001917),Tucson,90,,Yes under Community Eligibility Option (CEO)
Desert Sands Academy of Mass Communication & Journalism,Cartwright Elementary District (4282),Phoenix,510,,Yes under Community Eligibility Option (CEO)
Desert Shadows Elementary School,Paradise Valley Unified District (4241),Scottsdale,554,,Yes participating without using any Provision or the CEO
Desert Shadows Middle School,Nogales Unified District (4457),Nogales,784,,Yes under Community Eligibility Option (CEO)
Desert Shadows Middle School,Paradise Valley Unified District (4241),Scottsdale,791,,Yes participating without using any Provision or the CEO
Desert Sky Community School,Desert Sky Community School Inc. (88308),Tucson,38,,Yes under Community Eligibility Option (CEO)
Desert Sky Middle School,Deer Valley Unified District (4246),Glendale,640,,Yes participating without using any Provision or the CEO
Desert Sky Middle School,Vail Unified District (4413),Tucson,743,,Yes participating without using any Provision or the CEO
Desert Sonora Elementary School,Somerton Elementary District (4500),Somerton,406,,Yes under Community Eligibility Option (CEO)
Desert Spirit,Glendale Elementary District (4271),Glendale,682,,Yes under Community Eligibility Option (CEO)
Desert Star,Avondale Elementary District (4272),Goodyear,637,,Yes participating without using any Provision or the CEO
Desert Star Academy,Desert Star Academy (92302),Fort Mohave,686,,No
Desert Star Community School,Desert Star Community School Inc. (88321),Cornville,144,,No
Desert Sun Academy,Cave Creek Unified District (4244),Scottsdale,191,,Yes participating without using any Provision or the CEO
Desert Sunrise High School,Maricopa Unified School District (4441),Maricopa,1261,,Yes participating without using any Provision or the CEO
Desert Sunset Elementary School,Saddle Mountain Unified School District (4254),Buckeye,648,,Yes participating without using any Provision or the CEO
Desert Thunder,Avondale Elementary District (4272),Goodyear,928,,Yes participating without using any Provision or the CEO
Desert Trails Elementary School,Paradise Valley Unified District (4241),Phoenix,590,,Yes participating without using any Provision or the CEO
Desert Valley Elementary School,Peoria Unified School District (4237),Glendale,439,,Yes participating without using any Provision or the CEO
Desert Valley School,Bullhead City School District (4378),Bullhead City,517,,Yes under Community Eligibility Option (CEO)
Desert View Academy,Juniper Tree Academy (79064),Yuma,881,,Yes under Community Eligibility Option (CEO)
Desert View Elementary,Gadsden Elementary District (4505),San Luis,760,,Yes under Provision 2
Desert View Elementary Intermediate,Page Unified School District #8 (4196),Page,529,,Yes under Community Eligibility Option (CEO)
Desert View Elementary School,Washington Elementary School District (4260),Phoenix,344,,Yes under Community Eligibility Option (CEO)
Desert View High School,Sunnyside Unified District (4407),Tucson,2102,,Yes under Community Eligibility Option (CEO)
Desert View Middle & High School,Carpe Diem Collegiate High School (80001),Yuma,225,,Yes participating without using any Provision or the CEO
Desert View Online School,Carpe Diem Collegiate High School (80001),Yuma,5,,No
Desert Vista Elementary School,Apache Junction Unified District (4443),Apache Junction,435,,Yes participating without using any Provision or the CEO
Desert Vista High School,Tempe Union High School District (4287),Phoenix,2761,,Yes participating without using any Provision or the CEO
Desert Willow Elementary School,Casa Grande Elementary District (4446),Casa Grande,505,,Yes under Community Eligibility Option (CEO)
Desert Willow Elementary School,Cave Creek Unified District (4244),Cave Creek,338,,Yes participating without using any Provision or the CEO
Desert Willow Elementary School,Kingman Unified School District (79598),Kingman,388,,Yes under Community Eligibility Option (CEO)
Desert Willow Elementary School,Vail Unified District (4413),Tucson,811,,Yes participating without using any Provision or the CEO
Desert Wind Middle School,Maricopa Unified School District (4441),Maricopa,898,,Yes participating without using any Provision or the CEO
Desiderata Program,Phoenix Union High School District (4286),Phoenix,67,,No
Destiny School,Destiny School Inc. (6258),Globe,376,,Yes under Community Eligibility Option (CEO)
Diamond Canyon School,Deer Valley Unified District (4246),Anthem,740,,Yes participating without using any Provision or the CEO
Diamondback Elementary School,Bullhead City School District (4378),Bullhead City,313,,Yes under Community Eligibility Option (CEO)
Dietz K-8 School,Tucson Unified District (4403),Tucson,364,,Yes under Community Eligibility Option (CEO)
Discover U,Kaizen Education Foundation dba Discover U Element (91328),Youngtown,168,,Yes under Community Eligibility Option (CEO)
Discovery Gardens Preschool,Prescott Unified District (4466),Prescott,39,,No
Discovery Plus Academy,Discovery Plus Academy (6357),Pima,119,,Yes participating without using any Provision or the CEO
Discovery School,Glendale Elementary District (4271),Glendale,601,,Yes under Community Eligibility Option (CEO)
Dobson Academy the - a Ball Charter School,Ball Charter Schools (Dobson) (79204),Chandler,386,,Yes participating without using any Provision or the CEO
Dobson High School,Mesa Unified District (4235),Mesa,2284,,Yes under Community Eligibility Option (CEO)
Don Mensendick School,Glendale Elementary District (4271),Glendale,558,,Yes under Community Eligibility Option (CEO)
Doolen Middle School,Tucson Unified District (4403),Tucson,490,,Yes under Community Eligibility Option (CEO)
Dorothy Hall Elementary,Yuma Elementary District (4499),Yuma,601,,Yes participating without using any Provision or the CEO
Dorothy Stinson School,Safford Unified District (4218),Safford,539,,Yes under Community Eligibility Option (CEO)
Dos Rios Elementary,Union Elementary District (4277),Tolleson,614,,Yes under Community Eligibility Option (CEO)
Double Adobe Elementary School,Double Adobe Elementary District (4179),McNeal,23,,No
Douglas Elementary School,Flowing Wells Unified District (4405),Tucson,503,,Yes under Community Eligibility Option (CEO)
Douglas High School,Douglas Unified District (4174),Douglas,1288,,Yes under Community Eligibility Option (CEO)
Dove Mountain K-8,Marana Unified District (4404),Marana,1004,,Yes participating without using any Provision or the CEO
Dr Daniel Bright Elementary School,Cottonwood-Oak Creek Elementary District (4487),Cottonwood,585,,Yes under Community Eligibility Option (CEO)
Dr Howard K Conley Elementary School,Chandler Unified District #80 (4242),Chandler,667,,Yes under Community Eligibility Option (CEO)
Dr. Camille Casteel High School,Chandler Unified District #80 (4242),Queen Creek,2816,,Yes participating without using any Provision or the CEO
Dr. Charles A. Bejarano Elementary School,Miami Unified District (4211),Miami,219,,Yes under Community Eligibility Option (CEO)
Dr. Gary and Annette Auxier Elementary School,Chandler Unified District #80 (4242),Queen Creek,534,,Yes participating without using any Provision or the CEO
Drachman Primary Magnet School,Tucson Unified District (4403),Tucson,335,,Yes under Community Eligibility Option (CEO)
Dreaming Summit Elementary,Litchfield Elementary District (4281),Litchfield Park,655,,Yes participating without using any Provision or the CEO
Drexel Elementary School,Sunnyside Unified District (4407),Tucson,515,,Yes under Community Eligibility Option (CEO)
Duncan Elementary,Duncan Unified District (4228),Duncan,256,,Yes under Community Eligibility Option (CEO)
Duncan High School,Duncan Unified District (4228),Duncan,113,,Yes under Community Eligibility Option (CEO)
Dunham Elementary School,Tucson Unified District (4403),Tucson,142,,Yes under Community Eligibility Option (CEO)
Dysart High School,Dysart Unified District (4243),El Mirage,1471,,Yes under Community Eligibility Option (CEO)
Dysart Middle School,Dysart Unified District (4243),El Mirage,602,,Yes under Community Eligibility Option (CEO)
Dzil Libei Elementary School,Tuba City Unified School District #15 (4197),Tuba City,14,,Yes under Community Eligibility Option (CEO)
E C Nash School,Amphitheater Unified District (4406),Tucson,305,,Yes under Community Eligibility Option (CEO)
Eagle College Prep,EAGLE South Mountain Charter Inc. (89850),Phoenix,437,,Yes under Community Eligibility Option (CEO)
Eagle College Prep Maryvale,EAGLE College Prep Maryvale LLC (91938),Phoenix,293,,Yes under Community Eligibility Option (CEO)
Eagle College Preparatory School- Mesa,EAGLE College Prep Mesa LLC. (91939),Mesa,146,,Yes under Community Eligibility Option (CEO)
Eagle Online Academy,Thatcher Unified District (4219),Thatcher,49,,No
Eagle Ridge Elementary School,Paradise Valley Unified District (4241),Phoenix,569,,Yes under Community Eligibility Option (CEO)
Eagleridge Enrichment Program,Mesa Unified District (4235),Mesa,694,,Yes participating without using any Provision or the CEO
Early Childhood Learning Center,Casa Grande Elementary District (4446),Casa Grande,120,,No
Early Childhood Learning Center,Florence Unified School District (4437),San Tan Vly,164,,No
Early Education Center,Mesa Unified District (4235),Mesa,77,,No
Early Learning Center,Douglas Unified District (4174),Douglas,12,,No
East Valley Academy,Mesa Unified District (4235),Mesa,295,,Yes under Community Eligibility Option (CEO)
East Valley High School,Legacy Education Group (87349),Mesa,150,,Yes under Community Eligibility Option (CEO)
Eastmark High School,Queen Creek Unified District (4245),Mesa,1889,,Yes participating without using any Provision or the CEO
Eastpointe High School,Eastpointe High School Inc. (78833),Tucson,605,,No
Echo Canyon K-8,Scottsdale Unified District (4240),Scottsdale,317,,Yes participating without using any Provision or the CEO
Echo Mountain Intermediate School,Paradise Valley Unified District (4241),Phoenix,346,,Yes under Community Eligibility Option (CEO)
Echo Mountain Primary School,Paradise Valley Unified District (4241),Phoenix,450,,Yes under Community Eligibility Option (CEO)
Ed & Verma Pastor Elementary School,Roosevelt Elementary District (4279),Phoenix,485,,Yes under Community Eligibility Option (CEO)
Ed Pastor Elementary 4,Gadsden Elementary District (4505),San Luis,646,,Yes under Community Eligibility Option (CEO)
Edge High School - Himmel Park,Edge School Inc. The (4421),Tucson,86,,No
Edge High School - Northwest,Edge School Inc. The (4421),Tucson,62,,No
Edison Elementary School,Mesa Unified District (4235),Mesa,528,,Yes under Community Eligibility Option (CEO)
Edison School of Innovation,Edison Project (743644),Glendale,237,,Yes participating without using any Provision or the CEO
Edkey Inc. - Sequoia Deaf School,Edkey Inc. - Sequoia School for the Deaf and Hard (81050),Mesa,11,,Yes under Community Eligibility Option (CEO)
Edoptions HS Learning Center,Educational Options Foundation (90201),Peoria,465,,No
Edoptions Preparatory Academy,Educational Options Foundation (90201),Nogales,88,,No
Educational Opportunity Center Charter High School,Yuma Private Industry Council Inc. (4509),Yuma,101,,Yes under Community Eligibility Option (CEO)
Eduprize Online Instruction,Eduprize Schools LLC (89412),Queen Creek,49,,No
Eduprize School,Eduprize Schools LLC (89412),Queen Creek,1733,,No
Eduprize School Gilbert,Eduprize Schools LLC (89412),Gilbert,1270,,No
Ehrenberg Elementary School,Quartzsite Elementary District (4511),Ehrenberg,136,,Yes under Provision 2
Eisenhower Center for Innovation,Mesa Unified District (4235),Mesa,489,,Yes under Community Eligibility Option (CEO)
El Capitan Public School,Colorado City Unified District (4370),Colorado City,206,,Yes under Provision 2
El Mirage Elementary School,Dysart Unified District (4243),El Mirage,722,,Yes under Community Eligibility Option (CEO)
Elfrida Elementary School,Elfrida Elementary District (4185),Elfrida,126,,Yes participating without using any Provision or the CEO
Elgin Elementary School,Sonoita Elementary District (4461),Elgin,118,,Yes participating without using any Provision or the CEO
Eliseo C. Felix School,Avondale Elementary District (4272),Goodyear,516,,Yes participating without using any Provision or the CEO
Ellsworth Elementary School,J O Combs Unified School District (4445),Queen Creek,516,,Yes participating without using any Provision or the CEO
Elona P. Cooley Early Child Development Center,Higley Unified School District (4248),Gilbert,76,,Yes participating without using any Provision or the CEO
Eloy Intermediate School,Eloy Elementary District (4448),Eloy,241,,Yes under Community Eligibility Option (CEO)
Eloy Junior High School,Eloy Elementary District (4448),Eloy,249,,Yes under Community Eligibility Option (CEO)
Elvira Elementary School,Sunnyside Unified District (4407),Tucson,642,,Yes under Community Eligibility Option (CEO)
Emerson Elementary School,Mesa Unified District (4235),Mesa,717,,Yes under Community Eligibility Option (CEO)
Emily Gray Junior High School,Tanque Verde Unified District (4408),Tucson,420,,Yes participating without using any Provision or the CEO
Emily Meschter Early Learning Center,Flowing Wells Unified District (4405),Tucson,136,,No
Empire High School,Vail Unified District (4413),Tucson,886,,Yes participating without using any Provision or the CEO
Empower College Prep,Empower College Prep (91277),Phoenix,697,,Yes under Community Eligibility Option (CEO)
Empower College Prep High School,Empower College Prep (91277),Phoenix,373,,Yes under Community Eligibility Option (CEO)
Encanto Learning Center,Somerton Elementary District (4500),Somerton,403,,Yes under Community Eligibility Option (CEO)
Encanto School,Osborn Elementary District (4262),Phoenix,603,,Yes under Community Eligibility Option (CEO)
Entz Elementary School,Mesa Unified District (4235),Mesa,567,,Yes participating without using any Provision or the CEO
Envision High School,CPLC Community Schools dba Hiaki High School (90331),Tucson,89,,Yes under Community Eligibility Option (CEO)
Esmond Station School,Vail Unified District (4413),Tucson,741,,Yes participating without using any Provision or the CEO
Esperanza Elementary School,Deer Valley Unified District (4246),Phoenix,443,,Yes under Community Eligibility Option (CEO)
Esperanza Elementary School,Isaac Elementary District (4259),Phoenix,369,,Yes under Community Eligibility Option (CEO)
Esperanza Elementary School,Sunnyside Unified District (4407),Tucson,437,,Yes under Community Eligibility Option (CEO)
Esperero Canyon Middle School,Catalina Foothills Unified District (4410),Tucson,495,,Yes participating without using any Provision or the CEO
Estrella Foothills Global Academy,Laveen Elementary District (4276),Laveen,984,,Yes under Community Eligibility Option (CEO)
Estrella Foothills High School,Buckeye Union High School District (4284),Goodyear,1592,,Yes participating without using any Provision or the CEO
Estrella High School,American Charter Schools Foundation d.b.a. Estrell (79873),Avondale,138,,Yes under Community Eligibility Option (CEO)
Estrella Middle School College and Career Prep,Cartwright Elementary District (4282),Phoenix,650,,Yes under Community Eligibility Option (CEO)
Estrella Mountain Elementary School,Liberty Elementary District (4266),Goodyear,525,,Yes participating without using any Provision or the CEO
Estrella Vista Elementary School,Littleton Elementary District (4278),Avondale,893,,Yes participating without using any Provision or the CEO
Ethos Academy- a Challenge Foundation Academy,Ethos Academy - A Challenge Foundation Academy (92379),Glendale,325,,Yes under Community Eligibility Option (CEO)
Eva Marshall Elementary School,Flagstaff Unified District (4192),Flagstaff,374,,Yes under Community Eligibility Option (CEO)
Evit - Campo Verde High School,East Valley Institute of Technology (4516),Gilbert,1,,No
Evit - East Campus,East Valley Institute of Technology (4516),Mesa,121,,No
Evit - East Valley Institute of Technology,East Valley Institute of Technology (4516),Mesa,300,,No
Evit - Gilbert High School,East Valley Institute of Technology (4516),Gilbert,3,,No
Evit - Hamilton High School,East Valley Institute of Technology (4516),Chandler,1,,No
Evit - Higley High School,East Valley Institute of Technology (4516),Gilbert,5,,No
Evit - Westwood High School,East Valley Institute of Technology (4516),Mesa,1,,No
Evit - Williams Field High School,East Valley Institute of Technology (4516),Gilbert,3,,No
Evit Cactus Shadows High School,East Valley Institute of Technology (4516),Cave Creek,7,,No
Excelencia School,Creighton Elementary District (4263),Phoenix,501,,Yes under Community Eligibility Option (CEO)
Explore Academy - Peoria,Explore Academy - Peoria (1002006),Peoria,53,,No
Explorer Middle School,Paradise Valley Unified District (4241),Phoenix,607,,Yes participating without using any Provision or the CEO
Fairbanks Middle School,Morenci Unified District (4230),Morenci,398,,Yes participating without using any Provision or the CEO
Faith Mather Sossaman Elementary School,Queen Creek Unified District (4245),Queen Creek,1153,,Yes participating without using any Provision or the CEO
Faith North Early Childhood Learning Center,Phoenix Elementary District (4256),Phoenix,103,,Yes under Community Eligibility Option (CEO)
Falcon Hill Elementary School,Mesa Unified District (4235),Mesa,544,,Yes participating without using any Provision or the CEO
Faras Elementary School,Douglas Unified District (4174),Pirtleville,129,,Yes under Community Eligibility Option (CEO)
