school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Butterfield Canyon School,Jordan District,Herriman,704,75,Yes participating without using any Provision or the CEO,false
C R Sundwall Center,Grand District,Moab,60,11,No,false
C.s. Lewis Academy,C.S. Lewis Academy,Santaquin,224,120,Yes participating without using any Provision or the CEO,false
Cache High,Cache District,Logan,125,57,No,false
Cache Preschool,Cache District,North Logan,68,,No,false
Calvin S. Smith School,Granite District,Taylorsville,525,102,Yes participating without using any Provision or the CEO,false
Canyon Creek School,Davis District,Farmington,778,47,Yes participating without using any Provision or the CEO,false
Canyon Crest School,Provo District,Provo,487,100,Yes participating without using any Provision or the CEO,false
Canyon Grove Academy,Canyon Grove Academy,Pleasant Grove,1052,69,No,false
Canyon Rim Academy,Canyon Rim Academy,Salt Lake City,524,32,Yes participating without using any Provision or the CEO,false
Canyon School,Cache District,Hyrum,789,330,Yes participating without using any Provision or the CEO,false
Canyon School,Nebo District,Spanish Fork,457,116,Yes participating without using any Provision or the CEO,false
Canyon View High,Iron District,Cedar City,1021,333,Yes participating without using any Provision or the CEO,false
Canyon View Jr High,Alpine District,Orem,1066,311,Yes participating without using any Provision or the CEO,false
Canyon View Middle,Iron District,Cedar City,948,390,Yes participating without using any Provision or the CEO,false
Canyon View Middle School,Emery District,Huntington,215,84,Yes participating without using any Provision or the CEO,false
Canyon View Preschool,Weber District,Ogden,42,10,No,false
Canyon View School,Weber District,Ogden,16,9,No,false
Canyon View School,Canyons District,Salt Lake City,471,51,Yes participating without using any Provision or the CEO,false
Canyons Technical Education Center,Canyons District,Sandy,8,,No,false
Carbon High,Carbon District,Price,1004,398,Yes participating without using any Provision or the CEO,false
Career Tech High School,Washington District,Saint George,592,137,Yes participating without using any Provision or the CEO,false
Cascade School,Alpine District,Orem,882,355,Yes participating without using any Provision or the CEO,false
Castle Dale School,Emery District,Castle Dale,127,66,Yes participating without using any Provision or the CEO,false
Castle Heights School,Carbon District,Price,369,168,Yes participating without using any Provision or the CEO,false
Castle Valley Center,Carbon District,Price,95,51,Yes under Community Eligibility Option (CEO),false
Cedar City High,Iron District,Cedar City,1372,340,Yes participating without using any Provision or the CEO,false
Cedar East School,Iron District,Cedar City,598,318,Yes participating without using any Provision or the CEO,false
Cedar Middle,Iron District,Cedar City,1139,388,Yes participating without using any Provision or the CEO,false
Cedar North School,Iron District,Cedar City,578,275,Yes participating without using any Provision or the CEO,false
Cedar Ridge High,Sevier District,Richfield,57,38,Yes participating without using any Provision or the CEO,true
Cedar Ridge School,Alpine District,Cedar Hills,682,96,Yes participating without using any Provision or the CEO,false
Cedar Ridge School,Cache District,Hyde Park,719,108,Yes participating without using any Provision or the CEO,false
Cedar South School,Iron District,Cedar City,545,183,Yes participating without using any Provision or the CEO,false
Cedar Valley High,Alpine District,Eagle Mountain,3300,606,Yes participating without using any Provision or the CEO,false
Cedar Valley School,Alpine District,Cedar Fort,106,8,Yes participating without using any Provision or the CEO,false
Centennial Elementary,Alpine District,Orem,761,284,Yes participating without using any Provision or the CEO,false
Centennial Jr High,Davis District,Kaysville,956,53,Yes participating without using any Provision or the CEO,false
Centennial Middle,Provo District,Provo,1073,337,Yes participating without using any Provision or the CEO,false
Centennial School,Duchesne District,Roosevelt,438,211,Yes participating without using any Provision or the CEO,false
Centerville Jr High,Davis District,Centerville,971,147,Yes participating without using any Provision or the CEO,false
Centerville School,Davis District,Centerville,386,91,Yes participating without using any Provision or the CEO,false
Central Davis Jr High,Davis District,Layton,879,275,Yes participating without using any Provision or the CEO,false
Central School,Alpine District,Pleasant Grove,596,177,Yes participating without using any Provision or the CEO,false
Century School,Box Elder District,Bear River City,440,128,Yes participating without using any Provision or the CEO,false
Channing Hall,Channing Hall,Draper,604,106,Yes participating without using any Provision or the CEO,false
Cherry Creek School,Nebo District,Springville,455,226,Yes participating without using any Provision or the CEO,false
Cherry Hill School,Alpine District,Orem,690,373,Yes participating without using any Provision or the CEO,false
Churchill Jr High,Granite District,Salt Lake City,521,43,Yes participating without using any Provision or the CEO,false
Circleville Preschool,Piute District,Circleville,17,8,No,false
Circleville School,Piute District,Circleville,105,61,Yes participating without using any Provision or the CEO,true
City Academy,City Academy,Salt Lake City,92,47,Yes participating without using any Provision or the CEO,true
Clarke N. Johnsen Jr High,Tooele District,Tooele,840,156,Yes participating without using any Provision or the CEO,false
Clayton Middle,Salt Lake District,Salt Lake City,567,163,Yes participating without using any Provision or the CEO,false
Clearfield High,Davis District,Clearfield,2041,484,Yes participating without using any Provision or the CEO,false
Cleveland School,Emery District,Cleveland,169,94,Yes participating without using any Provision or the CEO,false
Clinton School,Davis District,Clinton,580,156,Yes participating without using any Provision or the CEO,false
Columbia School,Davis District,Kaysville,584,86,Yes participating without using any Provision or the CEO,false
Columbia School,Jordan District,West Jordan,599,408,Yes participating without using any Provision or the CEO,false
Con Amore School,Duchesne District,Myton,53,30,Yes participating without using any Provision or the CEO,false
Cook School,Davis District,Syracuse,657,139,Yes participating without using any Provision or the CEO,false
Copper Canyon School,Tooele District,Tooele,544,173,Yes under Community Eligibility Option (CEO),false
Copper Canyon School,Jordan District,West Jordan,497,219,Yes participating without using any Provision or the CEO,false
Copper Hills High,Jordan District,West Jordan,2837,728,Yes participating without using any Provision or the CEO,false
Copper Hills School,Granite District,Magna,432,196,Yes participating without using any Provision or the CEO,false
Copper Mountain Middle,Jordan District,Herriman,1093,316,Yes participating without using any Provision or the CEO,false
Copperview School,Canyons District,Midvale,328,205,Yes under Community Eligibility Option (CEO),false
Coral Canyon School,Washington District,Washington,558,345,Yes participating without using any Provision or the CEO,false
Corner Canyon High,Canyons District,Draper,2437,243,Yes participating without using any Provision or the CEO,false
Cottonwood High,Granite District,Salt Lake City,1451,720,Yes participating without using any Provision or the CEO,true
Cottonwood School,Emery District,Orangeville,115,69,Yes participating without using any Provision or the CEO,false
Cottonwood School,Granite District,Salt Lake City,340,29,Yes participating without using any Provision or the CEO,false
Country View School,Weber District,West Haven City,526,158,Yes participating without using any Provision or the CEO,false
Creekside School,Davis District,Kaysville,544,131,Yes participating without using any Provision or the CEO,false
Creekview School,Carbon District,Price,389,182,Yes participating without using any Provision or the CEO,false
Crescent School,Canyons District,Sandy,468,170,Yes participating without using any Provision or the CEO,false
Crestview School,Davis District,Layton,356,185,Yes participating without using any Provision or the CEO,false
Crestview School,Granite District,Salt Lake City,485,64,Yes participating without using any Provision or the CEO,false
Crimson Cliffs High,Washington District,Washington,1401,117,Yes participating without using any Provision or the CEO,false
Crimson Cliffs Middle,Washington District,Washington,933,107,Yes participating without using any Provision or the CEO,false
Crimson View School,Washington District,St George,520,63,Yes participating without using any Provision or the CEO,false
Cyprus High,Granite District,Magna,2762,1270,Yes participating without using any Provision or the CEO,false
Dan W. Peterson,Alpine District,American Fork,257,62,Yes participating without using any Provision or the CEO,false
