school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program
Paul A. Smith School,Franklin School District,Franklin,261,146,Yes participating without using any Provision or the CEO
Paul Elementary School,Wakefield School District,Sanbornville,410,152,Yes participating without using any Provision or the CEO
Peep School - Pre School Program,Portsmouth School District,Portsmouth,24,8,No
Pelham Elementary School,Pelham School District,Pelham,750,73,Yes participating without using any Provision or the CEO
Pelham High School,Pelham School District,Pelham,508,56,Yes participating without using any Provision or the CEO
Pelham Memorial School,Pelham School District,Pelham,349,40,Yes participating without using any Provision or the CEO
Pembroke Academy,Pembroke School District,Pembroke,744,184,Yes participating without using any Provision or the CEO
Pembroke Hill School,Pembroke School District,Pembroke,312,68,Yes participating without using any Provision or the CEO
Penacook Elementary School,Merrimack Valley School District,Penacook,325,136,Yes participating without using any Provision or the CEO
Pennichuck Middle School,Nashua School District,Nashua,768,358,Yes participating without using any Provision or the CEO
Peter Woodbury School,Bedford School District,Bedford,428,32,Yes participating without using any Provision or the CEO
Peterborough Elementary School,Contoocook Valley School District,Peterborough,254,81,Yes participating without using any Provision or the CEO
Pierce Elementary School,Contoocook Valley School District,Bennington,55,21,Yes participating without using any Provision or the CEO
Piermont Village School,Piermont School District,Piermont,57,12,Yes participating without using any Provision or the CEO
Pinkerton Academy,Pinkerton Academy School District,Derry,2990,339,Yes participating without using any Provision or the CEO
Pittsburg School (Elem),Pittsburg School District,Pittsburg,48,13,Yes participating without using any Provision or the CEO
Pittsburg School (High),Pittsburg School District,Pittsburg,31,15,Yes participating without using any Provision or the CEO
Pittsfield Elementary School,Pittsfield School District,Pittsfield,215,120,Yes participating without using any Provision or the CEO
Pittsfield High School,Pittsfield School District,Pittsfield,161,60,Yes participating without using any Provision or the CEO
Pittsfield Middle School,Pittsfield School District,Pittsfield,103,54,Yes participating without using any Provision or the CEO
Plainfield Elementary School,Plainfield School District,Meriden,183,12,Yes participating without using any Provision or the CEO
Pleasant Street School,Laconia School District,Laconia,255,110,Yes participating without using any Provision or the CEO
Plymouth Elementary School,Plymouth School District,Plymouth,365,121,Yes participating without using any Provision or the CEO
Plymouth Regional High School,Pemi-Baker Regional School District,Plymouth,651,133,Yes participating without using any Provision or the CEO
Polaris Charter School,Polaris Charter School,Manchester,119,25,No
Pollard Elementary School,Timberlane Regional School District,Plaistow,434,72,Yes participating without using any Provision or the CEO
Portsmouth High School,Portsmouth School District,Portsmouth,1017,112,Yes participating without using any Provision or the CEO
Portsmouth Middle School,Portsmouth School District,Portsmouth,486,84,Yes participating without using any Provision or the CEO
Profile Junior High School,Profile School District,Bethlehem,83,13,Yes participating without using any Provision or the CEO
Profile Senior High School,Profile School District,Bethlehem,133,38,Yes participating without using any Provision or the CEO
Prospect Mountain High School,Prospect Mountain JMA School District,Alton,402,85,Yes participating without using any Provision or the CEO
Purple Panthers Preschool,Nashua School District,Nashua,37,4,No
Raymond High School,Raymond School District,Raymond,326,70,Yes participating without using any Provision or the CEO
Raymond School District Preschool Program,Raymond School District,Raymond,42,5,Yes participating without using any Provision or the CEO
Reeds Ferry School,Merrimack School District,Merrimack,504,56,Yes participating without using any Provision or the CEO
Richard Maghakian Memorial School,Brookline School District,Brookline,309,9,Yes participating without using any Provision or the CEO
Richards Elementary School,Newport School District,Newport,273,164,Yes participating without using any Provision or the CEO
Riddle Brook School,Bedford School District,Bedford,478,18,Yes participating without using any Provision or the CEO
Rindge Memorial School,Jaffrey-Rindge Cooperative School District,Rindge,324,56,Yes participating without using any Provision or the CEO
River View Chartered Public School,River View Chartered Public School,Claremont,30,20,No
Robert Frost Charter School (E),Robert Frost Charter School,Conway,24,9,No
Robert Frost Charter School (H),Robert Frost Charter School,Conway,12,5,No
Rochester Middle School,Rochester School District,Rochester,803,287,Yes participating without using any Provision or the CEO
Rollinsford Grade School,Rollinsford School District,Rollinsford,154,24,Yes participating without using any Provision or the CEO
Ross A. Lurgio Middle School,Bedford School District,Bedford,646,39,Yes participating without using any Provision or the CEO
Rundlett Middle School,Concord School District,Concord,767,260,Yes participating without using any Provision or the CEO
Russell Elementary School,Rumney School District,Rumney,84,34,Yes participating without using any Provision or the CEO
Rye Elementary School,Rye School District,Rye,211,3,Yes participating without using any Provision or the CEO
Rye Junior High School,Rye School District,Rye,175,3,Yes participating without using any Provision or the CEO
Salem High School,Salem School District,Salem,1116,166,Yes participating without using any Provision or the CEO
Salem Preschool,Salem School District,Salem,113,15,Yes participating without using any Provision or the CEO
Salisbury Elementary School,Merrimack Valley School District,Salisbury,64,20,Yes participating without using any Provision or the CEO
Sanborn Regional High School,Sanborn Regional School District,Kingston,448,48,Yes participating without using any Provision or the CEO
Sanborn Regional Middle School,Sanborn Regional School District,Kingston,251,25,Yes participating without using any Provision or the CEO
Sanbornton Central School,Winnisquam Regional School District,Sanbornton,177,63,Yes participating without using any Provision or the CEO
Sandown Central School,Timberlane Regional School District,Sandown,154,5,Yes participating without using any Provision or the CEO
Sandown North Elementary School,Timberlane Regional School District,Sandown,322,25,Yes participating without using any Provision or the CEO
Sandwich Central School,Inter-Lakes Cooperative School District,Ctr. Sandwich,85,9,Yes participating without using any Provision or the CEO
Sarah Porter School,Fall Mountain Regional School District,Langdon,19,6,Yes participating without using any Provision or the CEO
School Street School,Rochester School District,Rochester,50,18,Yes participating without using any Provision or the CEO
Seabrook Elementary School,Seabrook School District,Seabrook,302,158,Yes participating without using any Provision or the CEO
Seabrook Middle School,Seabrook School District,Seabrook,277,124,Yes participating without using any Provision or the CEO
Seacoast Charter School,Seacoast Charter School,Dover,287,35,Yes participating without using any Provision or the CEO
Seacoast Classical Academy Chartered Public School,Seacoast Classical Academy Chartered Public School,Newton,179,18,No
Simonds Elementary School,Kearsarge Regional School District,Warner,132,25,Yes participating without using any Provision or the CEO
Smyth Road School,Manchester School District,Manchester,344,125,Yes participating without using any Provision or the CEO
Somersworth High School,Somersworth School District,Somersworth,399,114,Yes participating without using any Provision or the CEO
Somersworth Middle School,Somersworth School District,Somersworth,286,110,Yes participating without using any Provision or the CEO
Souhegan Coop High School,Souhegan Cooperative School District,Amherst,696,48,No
South Hampton Barnard School,South Hampton School District,South Hampton,81,3,Yes participating without using any Provision or the CEO
South Londonderry Elementary School,Londonderry School District,Londonderry,412,56,Yes participating without using any Provision or the CEO
South Meadow School,Contoocook Valley School District,Peterborough,332,87,Yes participating without using any Provision or the CEO
South Range Elementary School,Derry Cooperative School District,Derry,333,103,Yes participating without using any Provision or the CEO
Southside Middle School,Manchester School District,Manchester,768,330,Yes participating without using any Provision or the CEO
Southwick School,Winnisquam Regional School District,Northfield,251,88,Yes participating without using any Provision or the CEO
Spark Academy of Advanced Technologies Charter School,Spark Academy of Advanced Technologies,Manchester,96,3,No
Spaulding High School,Rochester School District,Rochester,1298,354,Yes participating without using any Provision or the CEO
Stark Village School,Stark School District,Stark,32,14,Yes participating without using any Provision or the CEO
Stevens High School,Claremont School District,Claremont,477,158,Yes participating without using any Provision or the CEO
Stewartstown Community School,Stewartstown School District,W. Stewartstown,59,40,Yes participating without using any Provision or the CEO
Strafford School,Strafford School District,Strafford,376,59,Yes participating without using any Provision or the CEO
Stratford Public School,Stratford School District,North Stratford,53,28,Yes under Community Eligibility Option (CEO)
Stratham Memorial School,Stratham School District,Stratham,498,20,Yes participating without using any Provision or the CEO
Strong Foundations Charter School,Strong Foundations Charter School,Pembroke,337,77,Yes participating without using any Provision or the CEO
Sunapee Central School,Sunapee School District,Sunapee,168,43,Yes participating without using any Provision or the CEO
Sunapee Middle High School,Sunapee School District,Sunapee,101,18,Yes participating without using any Provision or the CEO
Sunapee Sr. High School,Sunapee School District,Sunapee,131,19,Yes participating without using any Provision or the CEO
Sunset Heights School,Nashua School District,Nashua,356,149,Yes participating without using any Provision or the CEO
Surry Village Charter School,Surry Village Charter School,Surry,79,22,No
Sutton Central Elementary School,Kearsarge Regional School District,Sutton Mills,87,12,Yes participating without using any Provision or the CEO
Swasey Central School,Brentwood School District,Brentwood,282,28,Yes participating without using any Provision or the CEO
Symonds Elementary School,Keene School District,Keene,299,73,Yes participating without using any Provision or the CEO
Synergy Academy Chartered Public School,Synergy Academy Chartered Public School,Concord,21,5,No
Temple Elementary School,Contoocook Valley School District,Temple,35,9,Yes participating without using any Provision or the CEO
The Birches Academy of Academics - Art a Public Charter Sch,The Birches Academy of Academics & Art A Public Charter Sch,Salem,286,23,No
The Founders Academy Charter School (E),The Founders Academy Charter School,Manchester,279,60,No
The Founders Academy Charter School (H),The Founders Academy Charter School,Manchester,152,18,No
Thornton Central School,Thornton School District,Thornton,172,39,Yes participating without using any Provision or the CEO
Thorntons Ferry School,Merrimack School District,Merrimack,504,62,Yes participating without using any Provision or the CEO
Three Rivers School,Pembroke School District,Pembroke,289,57,Yes participating without using any Provision or the CEO
Timberlane Regional High School,Timberlane Regional School District,Plaistow,944,101,Yes participating without using any Provision or the CEO
Timberlane Regional Middle School,Timberlane Regional School District,Plaistow,723,109,Yes participating without using any Provision or the CEO
Troy Elementary School,Monadnock Regional School District,Troy,116,50,Yes participating without using any Provision or the CEO
Tuftonboro Central School,Governor Wentworth Regional School District,Ctr. Tuftonboro,99,24,Yes participating without using any Provision or the CEO
Unity Elementary School,Unity School District,Newport,86,34,Yes participating without using any Provision or the CEO
Valley View Community School,Farmington School District,Farmington,245,100,Yes participating without using any Provision or the CEO
Vilas Elementary School,Fall Mountain Regional School District,Alstead,108,44,Yes participating without using any Provision or the CEO
Virtual Learning Academy (E),Virtual Learning Academy Charter School,Exeter,124,22,No
Virtual Learning Academy (H),Virtual Learning Academy Charter School,Exeter,386,46,No
Walpole Elementary School,Fall Mountain Regional School District,Walpole,123,27,Yes participating without using any Provision or the CEO
Walpole Primary School,Fall Mountain Regional School District,Walpole,72,18,Yes participating without using any Provision or the CEO
Warren Village School,Warren School District,Warren,56,22,Yes participating without using any Provision or the CEO
Washington Elementary School,Washington School District,Washington,38,14,Yes participating without using any Provision or the CEO
Waterville Valley Elementary School,Waterville Valley School District,Waterville Valley,33,3,No
Weare Middle School,Weare School District,Weare,454,69,Yes participating without using any Provision or the CEO
Webster Elementary School,Merrimack Valley School District,Webster,88,16,Yes participating without using any Provision or the CEO
Webster School,Manchester School District,Manchester,362,157,Yes participating without using any Provision or the CEO
Wells Memorial School,Harrisville School District,Harrisville,47,8,Yes participating without using any Provision or the CEO
Wentworth Elementary School,Wentworth School District,Wentworth,78,29,Yes participating without using any Provision or the CEO
West Running Brook Intermediate School,Derry Cooperative School District,Derry,639,171,Yes participating without using any Provision or the CEO
Westmoreland School,Westmoreland School District,Westmoreland,125,25,Yes participating without using any Provision or the CEO
Weston Elementary School,Manchester School District,Manchester,438,161,Yes participating without using any Provision or the CEO
Wheelock Elementary School,Keene School District,Keene,192,105,Yes participating without using any Provision or the CEO
White Mountains Regional High School,White Mountains Regional School District,Whitefield,319,128,Yes participating without using any Provision or the CEO
Whitefield Elementary School,White Mountains Regional School District,Whitefield,256,120,Yes participating without using any Provision or the CEO
William Allen School,Rochester School District,Rochester,280,147,Yes participating without using any Provision or the CEO
William E. Lancaster School,Salem School District,Salem,294,60,Yes participating without using any Provision or the CEO
William T. Barron Elementary School,Salem School District,Salem,377,50,Yes participating without using any Provision or the CEO
Wilton-Lyndeboro Middle School,Wilton-Lyndeborough Cooperative School District,Wilton,130,31,Yes participating without using any Provision or the CEO
Wilton-Lyndeboro Senior High School,Wilton-Lyndeborough Cooperative School District,Wilton,147,23,Yes participating without using any Provision or the CEO
Winchester School,Winchester School District,Winchester,322,130,Yes under Community Eligibility Option (CEO)
Windham Academy Public Charter School,Windham Academy Public Charter School,Windham,410,13,No
Windham Center School,Windham School District,Windham,426,15,Yes participating without using any Provision or the CEO
Windham High School,Windham School District,Windham,945,25,Yes participating without using any Provision or the CEO
Windham Middle School,Windham School District,Windham,414,13,Yes participating without using any Provision or the CEO
Winnacunnet High School,Winnacunnet Cooperative School District,Hampton,993,157,Yes participating without using any Provision or the CEO
Winnisquam Early Learning Center,Winnisquam Regional School District,Tilton,30,7,No
Winnisquam Regional High School,Winnisquam Regional School District,Tilton,357,109,Yes participating without using any Provision or the CEO
Winnisquam Regional Middle School,Winnisquam Regional School District,Tilton,361,135,Yes participating without using any Provision or the CEO
Woodbury School,Salem School District,Salem,762,138,Yes participating without using any Provision or the CEO
Woodland Heights Elementary School,Laconia School District,Laconia,318,180,Yes participating without using any Provision or the CEO
Woodman Park School,Dover School District,Dover,421,188,Yes participating without using any Provision or the CEO
Woodsville Elementary School,Haverhill Cooperative School District,Woodsville,176,67,Yes participating without using any Provision or the CEO
Woodsville High School,Haverhill Cooperative School District,Woodsville,221,69,Yes participating without using any Provision or the CEO
