school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Alcott Elem School,Chicago Public Schools Dist 299,Chicago,567,73,Yes under Community Eligibility Option (CEO),false
Alden Hebron Elem School,Alden Hebron SD 19,Hebron,210,78,Yes participating without using any Provision or the CEO,false
Alden-Hebron High School,Alden Hebron SD 19,Hebron,112,50,Yes participating without using any Provision or the CEO,false
Alden-Hebron Middle School,Alden Hebron SD 19,Hebron,99,36,Yes participating without using any Provision or the CEO,false
Aldridge Elem School,Chicago Public Schools Dist 299,Chicago,257,239,Yes under Community Eligibility Option (CEO),false
Alex M Martino Jr High School,New Lenox SD 122,New Lenox,591,64,Yes participating without using any Provision or the CEO,false
Algonquin Lakes Elem Sch,CUSD 300,Algonquin,408,237,Yes participating without using any Provision or the CEO,false
Algonquin Middle School,CUSD 300,Algonquin,370,209,Yes participating without using any Provision or the CEO,false
Algonquin Middle School,CCSD 62,Des Plaines,597,342,Yes participating without using any Provision or the CEO,false
Algonquin Primary Center,Park Forest SD 163,Park Forest,127,97,Yes under Community Eligibility Option (CEO),false
Algonquin Road Elem School,Fox River Grove Cons SD 3,Fox River Grove,239,57,Yes participating without using any Provision or the CEO,false
Alhambra Primary School,Highland CUSD 5,Alhambra,156,42,Yes participating without using any Provision or the CEO,false
Alice Gustafson Elem School,Batavia USD 101,Batavia,403,57,Yes participating without using any Provision or the CEO,false
Allen School School,La Moille CUSD 303,La Moille,96,47,Yes participating without using any Provision or the CEO,false
Allendale Elementary School,Allendale CCSD 17,Allendale,131,62,Yes under Community Eligibility Option (CEO),false
Allendale School,Chsd 117,Lake Villa,0,,No,true
Altamont Grade School,Altamont CUSD 10,Altamont,462,288,Yes under Community Eligibility Option (CEO),false
Altamont High School,Altamont CUSD 10,Altamont,222,114,Yes under Community Eligibility Option (CEO),false
Alton High School,Alton CUSD 11,Alton,1823,785,Yes under Community Eligibility Option (CEO),true
Alton Middle School,Alton CUSD 11,Alton,1220,623,Yes under Community Eligibility Option (CEO),false
Alwood Elem School,AlWood CUSD 225,Alpha,172,74,Yes participating without using any Provision or the CEO,false
Alwood Middle/High School,AlWood CUSD 225,Woodhull,184,62,Yes participating without using any Provision or the CEO,true
