school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Chiloquin Elementary School,Klamath County SD,Chiloquin,227,208,Yes under Community Eligibility Option (CEO),false
Chiloquin High School,Klamath County SD,Chiloquin,180,163,Yes under Community Eligibility Option (CEO),true
Chinese Language Immersion School,Eugene SD 4J,Eugene,110,69,Yes under Community Eligibility Option (CEO),false
Churchill High School,Eugene SD 4J,Eugene,1031,680,Yes under Community Eligibility Option (CEO),false
City View Charter School,Hillsboro SD 1J,Hillsboro,409,62,Yes under Provision 2,false
Clackamas Academy of Industrial Sciences,Oregon City SD 62,Oregon City,325,174,Yes under Community Eligibility Option (CEO),false
Clackamas High School,North Clackamas SD 12,Clackamas,1280,751,Yes under Community Eligibility Option (CEO),false
Clackamas Middle College,North Clackamas SD 12,Happy Valley,305,,Yes under Community Eligibility Option (CEO),false
Clackamas River Elementary School,Estacada SD 108,Estacada,433,240,Yes under Provision 2,false
Clackamas Web Academy,North Clackamas SD 12,Clackamas,529,,No,false
Claggett Creek Middle School,Salem-Keizer SD 24J,Keizer,798,704,Yes under Community Eligibility Option (CEO),true
Clara Brownell Middle School,Umatilla SD 6R,Umatilla,342,369,Yes under Community Eligibility Option (CEO),true
Clark Elementary School,Portland SD 1J,Portland,330,332,Yes under Community Eligibility Option (CEO),false
Clarkes Elementary School,Molalla River SD 35,Mulino,153,101,Yes under Community Eligibility Option (CEO),false
Clatskanie Elementary School,Clatskanie SD 6J,Clatskanie,387,310,Yes under Community Eligibility Option (CEO),false
Clatskanie Middle/High School,Clatskanie SD 6J,Clatskanie,307,240,Yes under Community Eligibility Option (CEO),false
Clear Creek Middle School,Gresham-Barlow SD 10J,Gresham,584,482,Yes under Community Eligibility Option (CEO),false
Clear Lake Elementary School,Bethel SD 52,Eugene,225,197,Yes under Community Eligibility Option (CEO),false
Clear Lake Elementary School,Salem-Keizer SD 24J,Keizer,317,278,Yes under Community Eligibility Option (CEO),false
Clemens Primary School,Philomath SD 17J,Philomath,165,81,Yes under Community Eligibility Option (CEO),false
Cleveland High School,Portland SD 1J,Portland,1421,596,Yes under Community Eligibility Option (CEO),false
Cloverdale Elementary School,Cascade SD 5,Turner,208,132,Yes under Community Eligibility Option (CEO),false
Coburg Community Charter School,Eugene SD 4J,Eugene,226,,No,false
Coffenberry Middle School,South Umpqua SD 19,Myrtle Creek,267,224,Yes under Community Eligibility Option (CEO),false
Colonel Wright Elementary School,North Wasco County SD 21,The Dalles,291,287,Yes under Community Eligibility Option (CEO),false
Colton Elementary School,Colton SD 53,Colton,171,109,Yes under Community Eligibility Option (CEO),false
Colton High School,Colton SD 53,Colton,161,104,Yes under Community Eligibility Option (CEO),false
Colton Middle School,Colton SD 53,Colton,110,73,Yes under Community Eligibility Option (CEO),false
Colton Virtual Academy,Colton SD 53,Colton,153,,No,false
Columbia City School,St Helens SD 502,Columbia City,214,156,Yes under Community Eligibility Option (CEO),false
Community Alternative Learning Center,Forest Grove SD 15,Forest Grove,141,127,Yes under Community Eligibility Option (CEO),false
Community School,Beaverton SD 48J,Beaverton,149,75,Yes under Community Eligibility Option (CEO),true
Compass School,Lincoln County SD,Newport,19,,No,false
Complex Needs Classroom,Douglas ESD,Roseburg,5,,No,false
Condon Elementary School,Condon SD 25J,Condon,85,97,Yes under Community Eligibility Option (CEO),true
Condon High School,Condon SD 25J,Condon,46,,Yes participating without using any Provision or the CEO,false
Conestoga Middle School,Beaverton SD 48J,Beaverton,810,413,Yes under Community Eligibility Option (CEO),false
Cooper Mountain Elementary School,Beaverton SD 48J,Beaverton,384,194,Yes under Community Eligibility Option (CEO),false
Coquille Junior Senior High,Coquille SD 8,Coquille,360,323,Yes under Community Eligibility Option (CEO),false
Coquille Valley Elementary,Coquille SD 8,Coquille,346,303,Yes under Community Eligibility Option (CEO),false
Corbett School,Corbett SD 39,Corbett,1076,395,Yes under Community Eligibility Option (CEO),true
Cornelius Elementary School,Forest Grove SD 15,Cornelius,372,306,Yes under Community Eligibility Option (CEO),false
Corvallis High School,Corvallis SD 509J,Corvallis,1273,738,Yes under Community Eligibility Option (CEO),false
Cottage Grove High School,South Lane SD 45J3,Cottage Grove,640,404,Yes under Community Eligibility Option (CEO),false
Cove Charter School,Cove SD 15,Cove,290,149,Yes under Community Eligibility Option (CEO),true
Crane Elementary School,Harney County SD 4,Crane,186,125,Yes under Community Eligibility Option (CEO),true
Crane Union High School,Harney County Union High SD 1J,Crane,96,64,Yes under Community Eligibility Option (CEO),true
Crater High School,Central Point SD 6,Central Point,1454,1145,Yes under Community Eligibility Option (CEO),false
Crater Lake Academy,Eagle Point SD 9,Eagle Point,395,376,Yes under Community Eligibility Option (CEO),false
Creekside Community High School,Tigard-Tualatin SD 23J,Tigard,186,107,Yes under Community Eligibility Option (CEO),false
Crescent Valley High School,Corvallis SD 509J,Corvallis,875,511,Yes under Community Eligibility Option (CEO),false
Creslane Elementary School,Creswell SD 40,Creswell,480,345,Yes under Community Eligibility Option (CEO),false
Creston Elementary School,Portland SD 1J,Portland,246,309,Yes under Community Eligibility Option (CEO),false
Crestview Heights School,Lincoln County SD,Waldport,264,236,Yes under Community Eligibility Option (CEO),false
Creswell High School,Creswell SD 40,Creswell,342,238,Yes under Community Eligibility Option (CEO),false
Creswell Middle School,Creswell SD 40,Creswell,244,176,Yes under Community Eligibility Option (CEO),true
Crook County High School,Crook County SD,Prineville,842,598,Yes under Community Eligibility Option (CEO),false
Crook County Middle School,Crook County SD,Prineville,616,442,Yes under Community Eligibility Option (CEO),false
Crooked River Elementary School,Crook County SD,Prineville,553,442,Yes under Community Eligibility Option (CEO),false
Crossler Middle School,Salem-Keizer SD 24J,Salem,804,714,Yes under Community Eligibility Option (CEO),false
Crow High School,Crow-Applegate-Lorane SD 66,Eugene,70,99,Yes under Community Eligibility Option (CEO),false
Culver Elementary School,Culver SD 4,Culver,262,183,Yes under Community Eligibility Option (CEO),false
Culver High School,Culver SD 4,Culver,229,158,Yes under Community Eligibility Option (CEO),false
Culver Middle School,Culver SD 4,Culver,162,115,Yes under Community Eligibility Option (CEO),true
Cummings Elementary School,Salem-Keizer SD 24J,Keizer,397,353,Yes under Community Eligibility Option (CEO),false
Da Vinci Middle School,Portland SD 1J,Portland,427,178,Yes under Community Eligibility Option (CEO),false
Dallas Community Charter,Dallas SD 2,Dallas,251,,No,false
Dallas High School,Dallas SD 2,Dallas,948,626,Yes under Community Eligibility Option (CEO),false
Daly Middle School,Lake County SD 7,Lakeview,126,105,Yes under Community Eligibility Option (CEO),true
Danebo Elementary School,Bethel SD 52,Eugene,239,212,Yes under Community Eligibility Option (CEO),false
David Douglas High School,David Douglas SD 40,Portland,2756,2545,Yes under Community Eligibility Option (CEO),true
Davis Elementary School,Reynolds SD 7,Portland,299,315,Yes under Community Eligibility Option (CEO),false
Days Creek Charter School,Douglas County SD 15,Days Creek,230,240,Yes under Community Eligibility Option (CEO),true
Dayton Grade School,Dayton SD 8,Dayton,320,377,Yes under Community Eligibility Option (CEO),false
Dayton High School,Dayton SD 8,Dayton,310,500,Yes under Community Eligibility Option (CEO),true
Dayton Jr High School,Dayton SD 8,Dayton,204,226,Yes under Community Eligibility Option (CEO),false
