school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Laurel Middle School,Laurel School District,Laurel,373,,Yes under Community Eligibility Option (CEO),true
Laurel Senior High School,Laurel School District,Laurel,753,,Yes under Community Eligibility Option (CEO),true
Leach (John G.) School,Colonial School District,New Castle,95,,Yes under Community Eligibility Option (CEO),false
Leasure (May B.) Elementary School,Christina School District,Newark,316,,Yes under Community Eligibility Option (CEO),false
Lewes Elementary School,Cape Henlopen School District,Lewes,620,,Yes participating without using any Provision or the CEO,false
Lewis (William C.) Dual Language Elementary School,Red Clay Consolidated School District,Wilmington,347,,Yes under Community Eligibility Option (CEO),false
Linden Hill Elementary School,Red Clay Consolidated School District,Wilmington,532,,Yes participating without using any Provision or the CEO,false
Lombardy Elementary School,Brandywine School District,Wilmington,466,,Yes participating without using any Provision or the CEO,false
Long Neck Elementary School,Indian River School District,Millsboro,712,,Yes participating without using any Provision or the CEO,false
Lord Baltimore Elementary School,Indian River School District,Ocean View,557,,Yes participating without using any Provision or the CEO,false
Lorewood Grove Elementary School,Appoquinimink School District,Middletown,492,,Yes participating without using any Provision or the CEO,false
Loss (Olive B.) Elementary School,Appoquinimink School District,Bear,499,,Yes participating without using any Provision or the CEO,false
Love Creek Elementary School,Cape Henlopen School District,Lewes,631,,Yes participating without using any Provision or the CEO,false
Maclary (R. Elisabeth) Elementary School,Christina School District,Newark,244,,Yes participating without using any Provision or the CEO,false
Magnolia Middle School,Caesar Rodney School District,Magnolia,460,,Yes participating without using any Provision or the CEO,false
Major George S. Welch Elementary School,Caesar Rodney School District,Dover,261,,Yes participating without using any Provision or the CEO,false
Maple Lane Elementary School,Brandywine School District,Claymont,363,,Yes under Community Eligibility Option (CEO),false
Marbrook Elementary School,Red Clay Consolidated School District,Wilmington,465,,Yes under Community Eligibility Option (CEO),false
Mariner Middle School,Cape Henlopen School District,Milton,552,,Yes participating without using any Provision or the CEO,false
Marshall (Thurgood) Elementary School,Christina School District,Newark,529,,Yes participating without using any Provision or the CEO,false
Maurice Pritchett Sr. Academy,Christina School District,Wilmington,616,,Yes under Community Eligibility Option (CEO),false
McCullough (Calvin R. ) Middle School,Colonial School District,New Castle,615,,Yes under Community Eligibility Option (CEO),true
McKean (Thomas) High School,Red Clay Consolidated School District,Wilmington,920,,Yes under Community Eligibility Option (CEO),false
McVey (Joseph M.) Elementary School,Christina School District,Newark,319,,Yes under Community Eligibility Option (CEO),false
Meadowood Program,Red Clay Consolidated School District,Newark,119,,Yes under Community Eligibility Option (CEO),false
Meredith (Everett) Middle School,Appoquinimink School District,Middletown,867,,Yes participating without using any Provision or the CEO,false
