school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Meadowview Magnet Middle,Surry County Schools,Mount Airy,318,315,Yes participating without using any Provision or the CEO,true
Mendenhall Middle,Guilford County Schools,Greensboro,905,902,Yes participating without using any Provision or the CEO,true
Merancas Middle College-Cpcc,Charlotte-Mecklenburg Schools,Huntersville,176,57,Yes participating without using any Provision or the CEO,false
Merrick-Moore Elementary,Durham Public Schools,Durham,445,442,Yes participating without using any Provision or the CEO,false
Merry Oaks International Academy,Charlotte-Mecklenburg Schools,Charlotte,601,598,Yes participating without using any Provision or the CEO,false
Metro School,Charlotte-Mecklenburg Schools,Charlotte,258,255,Yes participating without using any Provision or the CEO,false
Metrolina Reg Scholars Academy,Metrolina Regional Scholars Academy,Charlotte,396,,No,true
Micro Elementary,Johnston County Public Schools,Micro,404,401,Yes participating without using any Provision or the CEO,false
Middle College at Gtcc-Greensboro,Guilford County Schools,Greensboro,162,159,Yes participating without using any Provision or the CEO,false
Middle College at Gtcc-High Point,Guilford County Schools,High Point,194,191,Yes participating without using any Provision or the CEO,false
Middle College HS @ Dtcc,Durham Public Schools,Durham,164,161,Yes participating without using any Provision or the CEO,false
Middle College of Forsyth Cnty,Winston Salem / Forsyth County Schools,Winston-Salem,121,57,Yes participating without using any Provision or the CEO,false
Middle Creek Elementary,Wake County Schools,Apex,636,218,Yes participating without using any Provision or the CEO,false
Middle Creek High,Wake County Schools,Apex,1587,470,Yes participating without using any Provision or the CEO,false
Middlesex Elementary,Nash County Public Schools,Middlesex,333,330,Yes participating without using any Provision or the CEO,false
Midway Elementary,Sampson County Schools,Dunn,539,535,Yes participating without using any Provision or the CEO,false
Midway Elementary,Davidson County Schools,Lexington,546,267,Yes participating without using any Provision or the CEO,false
Midway High,Sampson County Schools,Newton Grove,726,718,Yes participating without using any Provision or the CEO,true
Midway Middle,Sampson County Schools,Dunn,584,567,Yes participating without using any Provision or the CEO,true
Military and Global Leadership,Charlotte-Mecklenburg Schools,Charlotte,71,68,Yes participating without using any Provision or the CEO,true
Mill Creek Middle,Catawba County Schools,Claremont,477,219,Yes participating without using any Provision or the CEO,false
Millbridge Elementary,Rowan-Salisbury Schools,China Grove,547,544,Yes participating without using any Provision or the CEO,false
Millbrook Elementary,Wake County Schools,Raleigh,534,531,Yes participating without using any Provision or the CEO,false
Millbrook High,Wake County Schools,Raleigh,2498,832,Yes participating without using any Provision or the CEO,false
Millennium Charter Academy,Millennium Charter Academy,Mount Airy,628,,No,false
Millers Creek Elementary School,Wilkes County Schools,Millers Creek,699,696,Yes participating without using any Provision or the CEO,false
Millingport Elementary,Stanly County Schools,Albemarle,192,188,Yes participating without using any Provision or the CEO,false
