school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program
Colonel Richardson High School,Caroline County Public Schools,Federalsburg,528,348,Yes under Community Eligibility Option (CEO)
Colonel Richardson Middle School,Caroline County Public Schools,Federalsburg,390,267,Yes under Community Eligibility Option (CEO)
Columbia Park Elementary,Prince George's County Public Schools,Landover,429,396,Yes under Community Eligibility Option (CEO)
Commodore John Rodgers Elementary/Middle,Baltimore City Public Schools,Baltimore,774,569,Yes under Community Eligibility Option (CEO)
Connexions: a Community Based Arts School,Baltimore City Public Schools,Baltimore,523,464,Yes under Community Eligibility Option (CEO)
Conowingo Elementary,Cecil County Public Schools,Conowingo,379,179,Yes participating without using any Provision or the CEO
Cool Spring Elementary,Prince George's County Public Schools,Adelphi,458,439,Yes under Community Eligibility Option (CEO)
Cooper Lane Elementary,Prince George's County Public Schools,Landover Hills,407,379,Yes under Community Eligibility Option (CEO)
Coppin Academy,Baltimore City Public Schools,Baltimore,450,377,Yes under Community Eligibility Option (CEO)
Cora L. Rice Elementary,Prince George's County Public Schools,Landover,516,463,Yes under Community Eligibility Option (CEO)
Corkran Middle School,Anne Arundel County Public Schools,Glen Burnie,553,425,Yes participating without using any Provision or the CEO
Cradlerock Elementary,Howard County Public Schools,Columbia,453,252,Yes under Community Eligibility Option (CEO)
Cranberry Station Elementary,Carroll County Public Schools,Westminster,593,263,Yes participating without using any Provision or the CEO
Creative City Public Charter School,Baltimore City Public Schools,Baltimore,210,172,Yes under Community Eligibility Option (CEO)
Crellin Elementary,Garrett County Public Schools,Oakland,152,100,Yes participating without using any Provision or the CEO
Cresaptown Elementary,Allegany County Public Schools,Cresaptown,268,155,Yes under Community Eligibility Option (CEO)
Cresthaven Elementary,Montgomery County Public Schools,Silver Spring,474,297,Yes under Community Eligibility Option (CEO)
Crestwood Middle,Frederick County Public Schools,Frederick,996,674,Yes participating without using any Provision or the CEO
Crisfield Academy and High School,Somerset County Public Schools,Crisfield,366,248,Yes under Community Eligibility Option (CEO)
Crofton Elementary,Anne Arundel County Public Schools,Crofton,621,110,Yes participating without using any Provision or the CEO
Crofton High School,Anne Arundel County Public Schools,Gambrills,1906,330,Yes participating without using any Provision or the CEO
Crofton Meadows Elementary,Anne Arundel County Public Schools,Crofton,544,131,Yes participating without using any Provision or the CEO
Crofton Middle,Anne Arundel County Public Schools,Gambrills,1345,266,Yes participating without using any Provision or the CEO
Crofton Woods Elementary,Anne Arundel County Public Schools,Crofton,742,99,Yes participating without using any Provision or the CEO
Cromwell Valley Elementary Regional Magnet,Baltimore County Public Schools,Baltimore,395,124,Yes under Community Eligibility Option (CEO)
Cross Country Elementary/Middle,Baltimore City Public Schools,Baltimore,740,559,Yes under Community Eligibility Option (CEO)
Crossland High,Prince George's County Public Schools,Temple Hills,1094,1038,Yes under Community Eligibility Option (CEO)
Crossroads Center,Baltimore County Public Schools,Baltimore,32,21,Yes under Community Eligibility Option (CEO)
Crossroads Middle School,Carroll County Public Schools,Westminster,13,9,Yes participating without using any Provision or the CEO
Curtis Bay Elementary,Baltimore City Public Schools,Baltimore,470,335,Yes under Community Eligibility Option (CEO)
Dallas F. Nicholas Sr. Elementary,Baltimore City Public Schools,Baltimore,189,154,Yes under Community Eligibility Option (CEO)
Damascus Elementary,Montgomery County Public Schools,Damascus,331,153,Yes participating without using any Provision or the CEO
Damascus High,Montgomery County Public Schools,Damascus,1390,425,Yes participating without using any Provision or the CEO
Daniel of St. Thomas Jenifer Elementary School,Charles County Public Schools,Waldorf,661,396,Yes under Community Eligibility Option (CEO)
Darlington Elementary,Harford County Public Schools,Darlington,96,41,Yes participating without using any Provision or the CEO
Darnestown Elementary,Montgomery County Public Schools,Gaithersburg,356,63,Yes participating without using any Provision or the CEO
Davidsonville Elementary,Anne Arundel County Public Schools,Davidsonville,689,57,Yes participating without using any Provision or the CEO
Dayton Oaks Elementary,Howard County Public Schools,Dayton,739,56,Yes participating without using any Provision or the CEO
Deal Island School,Somerset County Public Schools,Deal Island,117,61,Yes under Community Eligibility Option (CEO)
Deale Elementary,Anne Arundel County Public Schools,Deale,203,40,Yes participating without using any Provision or the CEO
Deep Creek Elementary,Baltimore County Public Schools,Baltimore,385,309,Yes under Community Eligibility Option (CEO)
Deep Creek Middle,Baltimore County Public Schools,Baltimore,670,506,Yes under Community Eligibility Option (CEO)
Deep Run Elementary,Howard County Public Schools,Elkridge,638,345,Yes under Community Eligibility Option (CEO)
Deer Crossing Elementary,Frederick County Public Schools,New Market,528,102,Yes participating without using any Provision or the CEO
Deer Park Elementary,Baltimore County Public Schools,Owings Mills,384,257,Yes under Community Eligibility Option (CEO)
Deer Park Middle Magnet School,Baltimore County Public Schools,Randallstown,1127,628,Yes under Community Eligibility Option (CEO)
Deerfield Elementary,Harford County Public Schools,Edgewood,708,530,Yes under Community Eligibility Option (CEO)
Deerfield Run Elementary,Prince George's County Public Schools,Laurel,482,433,Yes under Community Eligibility Option (CEO)
Delmar Elementary,Wicomico County Public Schools,Delmar,914,277,Yes under Community Eligibility Option (CEO)
Denton Elementary School,Caroline County Public Schools,Denton,596,372,Yes under Community Eligibility Option (CEO)
Diamond Elementary,Montgomery County Public Schools,Gaithersburg,654,81,Yes participating without using any Provision or the CEO
Dickey Hill Elementary/Middle,Baltimore City Public Schools,Baltimore,218,179,Yes under Community Eligibility Option (CEO)
Digital Harbor High School,Baltimore City Public Schools,Baltimore,1359,1023,Yes under Community Eligibility Option (CEO)
District Heights Elementary,Prince George's County Public Schools,District Heights,365,346,Yes under Community Eligibility Option (CEO)
Dodge Park Elementary,Prince George's County Public Schools,Landover,494,462,Yes under Community Eligibility Option (CEO)
Dogwood Elementary,Baltimore County Public Schools,Baltimore,460,333,Yes under Community Eligibility Option (CEO)
Dora Kennedy French Immersion,Prince George's County Public Schools,Greenbelt,684,196,Yes participating without using any Provision or the CEO
Dorothy I. Height Elementary,Baltimore City Public Schools,Baltimore,435,384,Yes under Community Eligibility Option (CEO)
Doswell E. Brooks Elementary,Prince George's County Public Schools,Capital Heights,291,264,Yes under Community Eligibility Option (CEO)
Dowell Elementary,Calvert County Public Schools,Lusby,541,256,Yes participating without using any Provision or the CEO
Dr. Bernard Harris Sr. Elementary,Baltimore City Public Schools,Baltimore,300,281,Yes under Community Eligibility Option (CEO)
Dr. Charles R. Drew Elementary,Montgomery County Public Schools,Silver Spring,485,300,Yes participating without using any Provision or the CEO
Dr. Gustavus Brown Elementary,Charles County Public Schools,Waldorf,412,279,Yes under Community Eligibility Option (CEO)
Dr. Henry A. Wise Jr. High,Prince George's County Public Schools,Upper Marlboro,2291,1326,Yes participating without using any Provision or the CEO
Dr. James Craik Elementary School,Charles County Public Schools,Pomfret,520,203,Yes participating without using any Provision or the CEO
Dr. Nathan A. Pitts-Ashburton Elementary/Middle,Baltimore City Public Schools,Baltimore,287,241,Yes under Community Eligibility Option (CEO)
Dr. Ronald E. McNair Elementary,Montgomery County Public Schools,Germantown,673,226,Yes participating without using any Provision or the CEO
Dr. Sally K. Ride Elementary,Montgomery County Public Schools,Germantown,428,267,Yes participating without using any Provision or the CEO
Dr. Samuel A. Mudd Elementary School,Charles County Public Schools,Waldorf,497,387,Yes under Community Eligibility Option (CEO)
Dr. Thomas L. Higdon Elementary School,Charles County Public Schools,Newburg,428,171,Yes participating without using any Provision or the CEO
Drew-Freeman Middle,Prince George's County Public Schools,District Heights,1022,987,Yes under Community Eligibility Option (CEO)
Dublin Elementary,Harford County Public Schools,Street,222,90,Yes participating without using any Provision or the CEO
Ducketts Lane Elementary,Howard County Public Schools,Elkridge,573,347,Yes under Community Eligibility Option (CEO)
Dufief Elementary,Montgomery County Public Schools,Gaithersburg,276,57,Yes participating without using any Provision or the CEO
Dulaney High,Baltimore County Public Schools,Timonium,1889,628,Yes under Community Eligibility Option (CEO)
Dumbarton Middle,Baltimore County Public Schools,Baltimore,1064,312,Yes under Community Eligibility Option (CEO)
Dundalk Elementary,Baltimore County Public Schools,Baltimore,757,570,Yes under Community Eligibility Option (CEO)
Dundalk High,Baltimore County Public Schools,Baltimore,2087,1369,Yes under Community Eligibility Option (CEO)
Dundalk Middle,Baltimore County Public Schools,Baltimore,598,424,Yes under Community Eligibility Option (CEO)
Dunloggin Middle,Howard County Public Schools,Ellicott City,623,158,Yes participating without using any Provision or the CEO
Duval High,Prince George's County Public Schools,Lanham,2522,2419,Yes under Community Eligibility Option (CEO)
Dwight D. Eisenhower Middle,Prince George's County Public Schools,Laurel,1047,1009,Yes under Community Eligibility Option (CEO)
Dynard Elementary,St. Mary's County Public Schools,Chaptico,422,167,Yes participating without using any Provision or the CEO
E. Russell Hicks Middle,Washington County Public Schools,Hagerstown,841,579,Yes participating without using any Provision or the CEO
Eager Street Academy,Baltimore City Public Schools,Baltimore,45,26,Yes participating without using any Provision or the CEO
Earle B. Wood Middle,Montgomery County Public Schools,Rockville,1019,455,Yes participating without using any Provision or the CEO
East Salisbury Elementary,Wicomico County Public Schools,Salisbury,486,357,Yes under Community Eligibility Option (CEO)
East Silver Spring Elementary,Montgomery County Public Schools,Silver Spring,540,284,Yes under Community Eligibility Option (CEO)
Eastern Elementary,Washington County Public Schools,Hagerstown,439,327,Yes under Community Eligibility Option (CEO)
Eastern Middle,Montgomery County Public Schools,Silver Spring,963,505,Yes participating without using any Provision or the CEO
Eastern Technical High School,Baltimore County Public Schools,Baltimore,1330,307,Yes under Community Eligibility Option (CEO)
Easton Elementary,Talbot County Public Schools,Easton,1075,808,Yes participating without using any Provision or the CEO
Easton High,Talbot County Public Schools,Easton,1179,697,Yes participating without using any Provision or the CEO
Easton Middle,Talbot County Public Schools,Easton,703,490,Yes participating without using any Provision or the CEO
Eastport Elementary,Anne Arundel County Public Schools,Annapolis,283,252,Yes participating without using any Provision or the CEO
Ebb Valley Elementary,Carroll County Public Schools,Manchester,563,154,Yes participating without using any Provision or the CEO
Edgemere Elementary,Baltimore County Public Schools,Baltimore,458,204,Yes under Community Eligibility Option (CEO)
Edgewater Elementary,Anne Arundel County Public Schools,Edgewater,577,222,Yes participating without using any Provision or the CEO
Edgewood Elementary,Baltimore City Public Schools,Baltimore,134,119,Yes under Community Eligibility Option (CEO)
Edgewood Elementary,Harford County Public Schools,Edgewood,428,311,Yes under Community Eligibility Option (CEO)
Edgewood High,Harford County Public Schools,Edgewood,1440,855,Yes under Community Eligibility Option (CEO)
Edgewood Middle,Harford County Public Schools,Edgewood,936,648,Yes under Community Eligibility Option (CEO)
Edmondson Heights Elementary,Baltimore County Public Schools,Baltimore,556,390,Yes under Community Eligibility Option (CEO)
Edmondson-Westside High,Baltimore City Public Schools,Baltimore,910,726,Yes under Community Eligibility Option (CEO)
Edward M. Felegy ES,Prince George's County Public Schools,Hyattsville,641,600,Yes under Community Eligibility Option (CEO)
Eldersburg Elementary,Carroll County Public Schools,Sykesville,470,76,Yes participating without using any Provision or the CEO
Eleanor Roosevelt High,Prince George's County Public Schools,Greenbelt,2544,1600,Yes participating without using any Provision or the CEO
Elk Neck Elementary,Cecil County Public Schools,Elkton,428,212,Yes participating without using any Provision or the CEO
Elkridge Elementary,Howard County Public Schools,Elkridge,798,366,Yes participating without using any Provision or the CEO
Elkridge Landing Middle,Howard County Public Schools,Elkridge,686,213,Yes participating without using any Provision or the CEO
Elkton High,Cecil County Public Schools,Elkton,1050,580,Yes under Community Eligibility Option (CEO)
Elkton Middle,Cecil County Public Schools,Elkton,538,329,Yes under Community Eligibility Option (CEO)
Ellen Ochoa Middle,Prince George's County Public Schools,Hyattsville,1086,1057,Yes participating without using any Provision or the CEO
Ellicott Mills Middle,Howard County Public Schools,Ellicott City,698,102,Yes participating without using any Provision or the CEO
Elmer A. Henderson: a Johns Hopkins Partnership,Baltimore City Public Schools,Baltimore,636,524,Yes under Community Eligibility Option (CEO)
Elmer A. Wolfe Elementary,Carroll County Public Schools,Union Bridge,502,220,Yes participating without using any Provision or the CEO
Elmwood Elementary,Baltimore County Public Schools,Baltimore,396,258,Yes under Community Eligibility Option (CEO)
Emma K. Doub Elementary,Washington County Public Schools,Hagerstown,389,226,Yes under Community Eligibility Option (CEO)
Emmitsburg Elementary,Frederick County Public Schools,Emmitsburg,211,108,Yes participating without using any Provision or the CEO
Emmorton Elementary,Harford County Public Schools,Bel Air,584,132,Yes participating without using any Provision or the CEO
Empowerment Academy,Baltimore City Public Schools,Baltimore,344,274,Yes under Community Eligibility Option (CEO)
Ernest Everett Just Middle,Prince George's County Public Schools,Mitchellville,752,696,Yes under Community Eligibility Option (CEO)
Esperanza Middle,St. Mary's County Public Schools,Lexington Park,835,357,Yes participating without using any Provision or the CEO
Essex Elementary,Baltimore County Public Schools,Baltimore,481,339,Yes under Community Eligibility Option (CEO)
Eva Turner Elementary School,Charles County Public Schools,Waldorf,494,337,Yes under Community Eligibility Option (CEO)
Evergreen Elementary School,St. Mary's County Public Schools,California,715,168,Yes participating without using any Provision or the CEO
Excel Academy at Francis M. Wood High,Baltimore City Public Schools,Baltimore,264,245,Yes under Community Eligibility Option (CEO)
Excel Academy Public Charter,Prince George's County Public Schools,Fort Washington,454,275,Yes participating without using any Provision or the CEO
Fairland Elementary,Montgomery County Public Schools,Silver Spring,553,324,Yes under Community Eligibility Option (CEO)
Fairmont Heights High,Prince George's County Public Schools,Landover,1090,1050,Yes under Community Eligibility Option (CEO)
Fallsmead Elementary,Montgomery County Public Schools,Rockville,512,97,Yes participating without using any Provision or the CEO
Fallstaff Elementary/Middle,Baltimore City Public Schools,Baltimore,611,362,Yes under Community Eligibility Option (CEO)
Fallston High,Harford County Public Schools,Fallston,1036,160,Yes participating without using any Provision or the CEO
Fallston Middle School,Harford County Public Schools,Fallston,1068,129,Yes participating without using any Provision or the CEO
Farmland Elementary,Montgomery County Public Schools,Rockville,847,165,Yes participating without using any Provision or the CEO
Featherbed Lane Elementary,Baltimore County Public Schools,Baltimore,572,410,Yes under Community Eligibility Option (CEO)
Federal Hill Preparatory Academy,Baltimore City Public Schools,Baltimore,285,160,Yes under Community Eligibility Option (CEO)
Federalsburg Elementary School,Caroline County Public Schools,Federalsburg,415,337,Yes under Community Eligibility Option (CEO)
Ferndale Early Education Center,Anne Arundel County Public Schools,Glen Burnie,130,104,Yes participating without using any Provision or the CEO
Fields Road Elementary,Montgomery County Public Schools,Gaithersburg,453,231,Yes participating without using any Provision or the CEO
Fifth District Elementary,Baltimore County Public Schools,Upperco,262,41,Yes under Community Eligibility Option (CEO)
Flexible Student Support,Carroll County Public Schools,Westminster,44,16,Yes participating without using any Provision or the CEO
Flintstone Elementary,Allegany County Public Schools,Flintstone,223,127,Yes under Community Eligibility Option (CEO)
Flintstone Elementary,Prince George's County Public Schools,Oxon Hill,367,334,Yes under Community Eligibility Option (CEO)
Flora M. Singer Elementary,Montgomery County Public Schools,Silver Spring,653,243,Yes participating without using any Provision or the CEO
Flower Hill Elementary,Montgomery County Public Schools,Gaithersburg,454,249,Yes under Community Eligibility Option (CEO)
Flower Valley Elementary,Montgomery County Public Schools,Rockville,524,157,Yes participating without using any Provision or the CEO
Folger McKinsey Elementary,Anne Arundel County Public Schools,Severna Park,644,49,Yes participating without using any Provision or the CEO
Folly Quarter Middle,Howard County Public Schools,Ellicott City,682,53,Yes participating without using any Provision or the CEO
Forest Heights Elementary,Prince George's County Public Schools,Oxon Hill,215,188,Yes under Community Eligibility Option (CEO)
Forest Hill Elementary,Harford County Public Schools,Forest Hill,451,71,Yes participating without using any Provision or the CEO
Forest Knolls Elementary,Montgomery County Public Schools,Silver Spring,472,194,Yes participating without using any Provision or the CEO
Forest Lakes Elementary,Harford County Public Schools,Forest Hill,447,95,Yes participating without using any Provision or the CEO
Forest Oak Middle,Montgomery County Public Schools,Gaithersburg,828,483,Yes under Community Eligibility Option (CEO)
Forest Park High,Baltimore City Public Schools,Baltimore,1024,769,Yes under Community Eligibility Option (CEO)
Forest Ridge Elementary,Howard County Public Schools,Laurel,659,269,Yes participating without using any Provision or the CEO
Fort Foote Elementary,Prince George's County Public Schools,Fort Washington,277,247,Yes under Community Eligibility Option (CEO)
Fort Garrison Elementary,Baltimore County Public Schools,Baltimore,283,59,Yes under Community Eligibility Option (CEO)
Fort Hill High,Allegany County Public Schools,Cumberland,655,351,Yes under Community Eligibility Option (CEO)
Fort Smallwood Elementary,Anne Arundel County Public Schools,Pasadena,397,92,Yes participating without using any Provision or the CEO
Fort Washington Forest Elem,Prince George's County Public Schools,Fort Washington,323,194,Yes participating without using any Provision or the CEO
Fort Worthington Elementary/Middle,Baltimore City Public Schools,Baltimore,705,582,Yes under Community Eligibility Option (CEO)
Fountain Green Elementary,Harford County Public Schools,Bel Air,443,101,Yes participating without using any Provision or the CEO
Fountain Rock Elementary,Washington County Public Schools,Hagerstown,319,153,Yes under Community Eligibility Option (CEO)
Fountaindale Elementary,Washington County Public Schools,Hagerstown,413,235,Yes participating without using any Provision or the CEO
Four Seasons Elementary,Anne Arundel County Public Schools,Gambrills,667,108,Yes participating without using any Provision or the CEO
Fox Chapel Elementary,Montgomery County Public Schools,Germantown,617,377,Yes participating without using any Provision or the CEO
Frances R Fuchs E C C,Prince George's County Public Schools,Beltsville,364,286,Yes under Community Eligibility Option (CEO)
Francis Scott Key Elementary,Prince George's County Public Schools,District Heights,451,419,Yes under Community Eligibility Option (CEO)
Francis Scott Key Elementary/Middle,Baltimore City Public Schools,Baltimore,722,289,Yes under Community Eligibility Option (CEO)
Francis Scott Key High,Carroll County Public Schools,Union Bridge,906,374,Yes participating without using any Provision or the CEO
Francis Scott Key Middle,Montgomery County Public Schools,Silver Spring,950,601,Yes under Community Eligibility Option (CEO)
Francis T. Evans Elementary,Prince George's County Public Schools,Clinton,393,237,Yes participating without using any Provision or the CEO
Franklin Elementary,Baltimore County Public Schools,Reisterstown,392,157,Yes under Community Eligibility Option (CEO)
Franklin High,Baltimore County Public Schools,Reisterstown,1481,725,Yes under Community Eligibility Option (CEO)
Franklin Middle,Baltimore County Public Schools,Reisterstown,1150,660,Yes under Community Eligibility Option (CEO)
Franklin Square Elementary/Middle,Baltimore City Public Schools,Baltimore,490,424,Yes under Community Eligibility Option (CEO)
Frederick Classical Charter,Frederick County Public Schools,Frederick,376,103,Yes participating without using any Provision or the CEO
Frederick Douglass High,Baltimore City Public Schools,Baltimore,539,466,Yes under Community Eligibility Option (CEO)
Frederick Douglass High,Prince George's County Public Schools,Upper Marlboro,1183,529,Yes participating without using any Provision or the CEO
Frederick Elementary,Baltimore City Public Schools,Baltimore,320,284,Yes under Community Eligibility Option (CEO)
Frederick High,Frederick County Public Schools,Frederick,1821,1083,Yes participating without using any Provision or the CEO
Freedom District Elementary,Carroll County Public Schools,Sykesville,627,78,Yes participating without using any Provision or the CEO
Freetown Elementary,Anne Arundel County Public Schools,Glen Burnie,530,382,Yes participating without using any Provision or the CEO
Friendly High,Prince George's County Public Schools,Fort Washington,894,568,Yes participating without using any Provision or the CEO
Friendship Aspire Bowie Charter,Prince George's County Public Schools,Upper Marlboro,140,74,Yes participating without using any Provision or the CEO
Friendship Valley Elementary,Carroll County Public Schools,Westminster,518,157,Yes participating without using any Provision or the CEO
Friendsville Elementary,Garrett County Public Schools,Friendsville,137,78,Yes participating without using any Provision or the CEO
Frost Elementary,Allegany County Public Schools,Frostburg,243,89,Yes under Community Eligibility Option (CEO)
Fruitland Intermediate,Wicomico County Public Schools,Fruitland,343,196,Yes under Community Eligibility Option (CEO)
Fruitland Primary,Wicomico County Public Schools,Fruitland,445,262,Yes under Community Eligibility Option (CEO)
Fullerton Elementary,Baltimore County Public Schools,Baltimore,383,200,Yes under Community Eligibility Option (CEO)
Fulton Elementary,Howard County Public Schools,Fulton,872,69,Yes participating without using any Provision or the CEO
Furley Elementary,Baltimore City Public Schools,Baltimore,410,349,Yes under Community Eligibility Option (CEO)
Furman Templeton Preparatory Academy,Baltimore City Public Schools,Baltimore,433,402,Yes under Community Eligibility Option (CEO)
G. James Gholson Middle,Prince George's County Public Schools,Landover,603,574,Yes under Community Eligibility Option (CEO)
G. Lisby Elementary at Hillsdale,Harford County Public Schools,Aberdeen,528,371,Yes under Community Eligibility Option (CEO)
Gaithersburg Elementary,Montgomery County Public Schools,Gaithersburg,603,407,Yes under Community Eligibility Option (CEO)
Gaithersburg High,Montgomery County Public Schools,Gaithersburg,2441,1360,Yes participating without using any Provision or the CEO
Gaithersburg Middle,Montgomery County Public Schools,Gaithersburg,869,549,Yes participating without using any Provision or the CEO
Gale-Bailey Elementary School,Charles County Public Schools,Marbury,344,178,Yes participating without using any Provision or the CEO
Galena Elementary School,Kent County Public Schools,Galena,309,181,Yes under Community Eligibility Option (CEO)
Galway Elementary,Montgomery County Public Schools,Silver Spring,695,407,Yes under Community Eligibility Option (CEO)
Gardenville Elementary,Baltimore City Public Schools,Baltimore,229,190,Yes under Community Eligibility Option (CEO)
Garrett Heights Elementary/Middle,Baltimore City Public Schools,Baltimore,320,237,Yes under Community Eligibility Option (CEO)
Garrett Park Elementary,Montgomery County Public Schools,Kensington,724,180,Yes participating without using any Provision or the CEO
Gateway School,Carroll County Public Schools,Westminster,80,54,Yes participating without using any Provision or the CEO
Gaywood Elementary,Prince George's County Public Schools,Lanham,525,475,Yes under Community Eligibility Option (CEO)
General John Stricker Middle,Baltimore County Public Schools,Baltimore,713,523,Yes under Community Eligibility Option (CEO)
General Smallwood Middle School,Charles County Public Schools,Indian Head,500,299,Yes under Community Eligibility Option (CEO)
George T. Cromwell Elementary,Anne Arundel County Public Schools,Glen Burnie,395,261,Yes participating without using any Provision or the CEO
George W. Carver Center for Arts & Technology,Baltimore County Public Schools,Towson,1017,225,Yes under Community Eligibility Option (CEO)
George Washington Carver Elementary,St. Mary's County Public Schools,Great Mills,460,351,Yes under Community Eligibility Option (CEO)
George Washington Elementary,Baltimore City Public Schools,Baltimore,137,113,Yes under Community Eligibility Option (CEO)
George's Creek Elementary,Allegany County Public Schools,Lonaconing,272,188,Yes under Community Eligibility Option (CEO)
Georgetown East Elementary,Anne Arundel County Public Schools,Annapolis,330,297,Yes participating without using any Provision or the CEO
Georgian Forest Elementary,Montgomery County Public Schools,Silver Spring,600,347,Yes under Community Eligibility Option (CEO)
Germantown Elementary,Anne Arundel County Public Schools,Annapolis,467,353,Yes participating without using any Provision or the CEO
Germantown Elementary,Montgomery County Public Schools,Germantown,314,164,Yes participating without using any Provision or the CEO
Gilpin Manor Elementary,Cecil County Public Schools,Elkton,478,342,Yes under Community Eligibility Option (CEO)
Glade Elementary,Frederick County Public Schools,Walkersville,561,164,Yes participating without using any Provision or the CEO
Gladys Noon Spellman Elementary,Prince George's County Public Schools,Cheverly,518,474,Yes under Community Eligibility Option (CEO)
Glassmanor Elementary,Prince George's County Public Schools,Oxon Hill,261,244,Yes under Community Eligibility Option (CEO)
Glen Avenue School,Wicomico County Public Schools,Salisbury,386,318,Yes under Community Eligibility Option (CEO)
Glen Burnie High,Anne Arundel County Public Schools,Glen Burnie,2226,1365,Yes participating without using any Provision or the CEO
Glen Burnie Park Elementary,Anne Arundel County Public Schools,Glen Burnie,555,426,Yes participating without using any Provision or the CEO
Glen Haven Elementary,Montgomery County Public Schools,Silver Spring,540,348,Yes participating without using any Provision or the CEO
Glenallan Elementary,Montgomery County Public Schools,Silver Spring,679,419,Yes participating without using any Provision or the CEO
Glenarden Woods Elementary,Prince George's County Public Schools,Lanham,516,244,Yes participating without using any Provision or the CEO
Glendale Elementary,Anne Arundel County Public Schools,Glen Burnie,438,337,Yes participating without using any Provision or the CEO
Glenelg High,Howard County Public Schools,Glenelg,1363,139,Yes participating without using any Provision or the CEO
Glenmar Elementary,Baltimore County Public Schools,Baltimore,263,159,Yes under Community Eligibility Option (CEO)
Glenmount Elementary/Middle,Baltimore City Public Schools,Baltimore,628,472,Yes under Community Eligibility Option (CEO)
Glenn Dale Elementary,Prince George's County Public Schools,Glenn Dale,493,453,Yes under Community Eligibility Option (CEO)
Glenridge Elementary,Prince George's County Public Schools,Landover Hills,723,662,Yes under Community Eligibility Option (CEO)
Glenwood Middle,Howard County Public Schools,Glenwood,494,69,Yes participating without using any Provision or the CEO
Glyndon Elementary,Baltimore County Public Schools,Reisterstown,476,320,Yes under Community Eligibility Option (CEO)
Gorman Crossing Elementary,Howard County Public Schools,Laurel,750,161,Yes participating without using any Provision or the CEO
Goshen Elementary,Montgomery County Public Schools,Gaithersburg,494,276,Yes participating without using any Provision or the CEO
Gov. Thomas Johnson High,Frederick County Public Schools,Frederick,2066,1206,Yes participating without using any Provision or the CEO
Gov. Thomas Johnson Middle,Frederick County Public Schools,Frederick,573,259,Yes participating without using any Provision or the CEO
Govans Elementary,Baltimore City Public Schools,Baltimore,410,284,Yes under Community Eligibility Option (CEO)
Graceland Park/O'Donnell Heights Elementary/Middle,Baltimore City Public Schools,Baltimore,831,518,Yes under Community Eligibility Option (CEO)
Grange Elementary,Baltimore County Public Schools,Baltimore,483,346,Yes under Community Eligibility Option (CEO)
Grantsville Elementary,Garrett County Public Schools,Grantsville,204,142,Yes participating without using any Provision or the CEO
Grasonville Elementary School,Queen Anne's County Public Schools,Grasonville,472,219,Yes participating without using any Provision or the CEO
Great Mills High,St. Mary's County Public Schools,Great Mills,1697,975,Yes participating without using any Provision or the CEO
Great Seneca Creek Elementary,Montgomery County Public Schools,Germantown,487,264,Yes participating without using any Provision or the CEO
Green Holly Elementary School,St. Mary's County Public Schools,Lexington Park,478,301,Yes participating without using any Provision or the CEO
Green Street Academy,Baltimore City Public Schools,Baltimore,808,681,Yes under Community Eligibility Option (CEO)
Green Valley Elementary,Frederick County Public Schools,Monrovia,850,114,Yes participating without using any Provision or the CEO
Greenbelt Elementary,Prince George's County Public Schools,Greenbelt,531,469,Yes under Community Eligibility Option (CEO)
Greenbelt Middle,Prince George's County Public Schools,Greenbelt,1270,1182,Yes under Community Eligibility Option (CEO)
Greenbrier Elementary,Washington County Public Schools,Boonsboro,259,101,Yes participating without using any Provision or the CEO
Greencastle Elementary,Montgomery County Public Schools,Silver Spring,722,436,Yes under Community Eligibility Option (CEO)
Greensboro Elementary School,Caroline County Public Schools,Greensboro,840,644,Yes under Community Eligibility Option (CEO)
Greenview Knolls Elementary,St. Mary's County Public Schools,Great Mills,294,168,Yes participating without using any Provision or the CEO
Greenwood Elementary,Montgomery County Public Schools,Brookeville,534,64,Yes participating without using any Provision or the CEO
Greenwood Elementary School,Somerset County Public Schools,Princess Anne,507,418,Yes under Community Eligibility Option (CEO)
Guilford Elementary,Howard County Public Schools,Columbia,437,203,Yes under Community Eligibility Option (CEO)
Guilford Park High,Howard County Public Schools,Jessup,1218,550,Yes participating without using any Provision or the CEO
Gunpowder Elementary,Baltimore County Public Schools,Baltimore,443,190,Yes under Community Eligibility Option (CEO)
Gwynn Park High,Prince George's County Public Schools,Brandywine,1147,547,Yes participating without using any Provision or the CEO
Gwynn Park Middle,Prince George's County Public Schools,Brandywine,702,394,Yes participating without using any Provision or the CEO
Gwynns Falls Elementary,Baltimore City Public Schools,Baltimore,201,170,Yes under Community Eligibility Option (CEO)
H Winship Wheatley E C C,Prince George's County Public Schools,Capitol Heights,345,284,Yes under Community Eligibility Option (CEO)
H. H. Garnett Elementary,Kent County Public Schools,Chestertown,322,240,Yes under Community Eligibility Option (CEO)
Halethorpe Elementary,Baltimore County Public Schools,Halethorpe,273,177,Yes under Community Eligibility Option (CEO)
Hallie Wells Middle,Montgomery County Public Schools,Clarksburg,931,172,Yes participating without using any Provision or the CEO
Halls Cross Roads Elementary,Harford County Public Schools,Aberdeen,425,365,Yes under Community Eligibility Option (CEO)
Halstead Academy,Baltimore County Public Schools,Baltimore,489,384,Yes under Community Eligibility Option (CEO)
