school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Nicolet Elementary Community School,Green Bay Area Public School District,Green Bay,312,276,Yes under Community Eligibility Option (CEO),false
Nicolet High,Nicolet Union High School School District,Glendale,1043,202,Yes participating without using any Provision or the CEO,false
Nikolay Middle,Cambridge School District,Cambridge,203,57,Yes participating without using any Provision or the CEO,true
Ninety-Fifth Street Elementary,Milwaukee School District,Milwaukee,428,342,Yes under Community Eligibility Option (CEO),false
Norris Academy,Norris School District,Mukwonago,10,7,No,true
Norris Academy Virtual School,Norris School District,Mukwonago,21,5,No,false
North Cape Elementary,North Cape School District,Franksville,194,13,Yes participating without using any Provision or the CEO,false
North Crawford Elementary,North Crawford School District,Soldiers Grove,284,137,Yes participating without using any Provision or the CEO,true
North Crawford High,North Crawford School District,Soldiers Grove,123,67,Yes participating without using any Provision or the CEO,true
North Division High,Milwaukee School District,Milwaukee,346,316,Yes under Community Eligibility Option (CEO),true
North Elementary,Antigo Unified School District,Antigo,154,111,Yes under Community Eligibility Option (CEO),false
North Elementary,Hartland-Lakeside J3 School District,Hartland,405,63,Yes participating without using any Provision or the CEO,false
North Freedom Elementary,Baraboo School District,North Freedom,103,3,Yes participating without using any Provision or the CEO,false
North Greenville Elementary,Hortonville Area School District,Greenville,423,33,Yes participating without using any Provision or the CEO,false
North High,Appleton Area School District,Appleton,1635,477,Yes participating without using any Provision or the CEO,false
North High,Eau Claire Area School District,Eau Claire,1567,645,Yes participating without using any Provision or the CEO,false
North High,Oshkosh Area School District,Oshkosh,1266,695,Yes under Community Eligibility Option (CEO),false
North High,Sheboygan Area School District,Sheboygan,1482,758,Yes under Community Eligibility Option (CEO),false
North High,Waukesha School District,Waukesha,911,393,Yes participating without using any Provision or the CEO,false
North Hudson Elementary,Hudson School District,Hudson,276,41,Yes participating without using any Provision or the CEO,false
North Lake Elementary,North Lake School District,Hartland,365,4,No,false
North Lakeland Elementary,North Lakeland School District,Manitowish Waters,158,54,Yes participating without using any Provision or the CEO,true
North Middle,Menomonee Falls School District,Menomonee Falls,804,152,Yes participating without using any Provision or the CEO,false
North Shore Middle,Hartland-Lakeside J3 School District,Hartland,354,56,Yes participating without using any Provision or the CEO,false
North Star Academy,Cameron School District,Cameron,38,22,Yes participating without using any Provision or the CEO,false
North Woods International School,La Crosse School District,La Crosse,255,150,Yes under Community Eligibility Option (CEO),false
Northeast Wisconsin Learning Academy,Oconto Unified School District,Oconto,13,10,Yes participating without using any Provision or the CEO,true
Northeast Wisconsin School of Innovation,Green Bay Area Public School District,Green Bay,228,150,Yes under Community Eligibility Option (CEO),false
Northern Hills Elementary,Onalaska School District,Onalaska,463,218,Yes participating without using any Provision or the CEO,false
Northern Lights Elementary,Superior School District,Superior,453,69,Yes participating without using any Provision or the CEO,false
Northern Waters Environmental School,Hayward Community School District,Hayward,43,19,Yes participating without using any Provision or the CEO,false
Northern Wisconsin Center,Wisconsin Department of Health Services,Chippewa Falls,3,,No,false
Northland Pines Elementary-Eagle River,Northland Pines School District,Eagle River,484,219,Yes participating without using any Provision or the CEO,false
Northland Pines Elementary-Land O' Lakes,Northland Pines School District,Land O' Lakes,51,23,Yes participating without using any Provision or the CEO,false
