school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program
Francis S.tucker K-8 Center,Miami-Dade,Miami,344,204,Yes under Community Eligibility Option (CEO)
Frank Crawford Martin K-8 Center,Miami-Dade,Miami,611,309,Yes under Community Eligibility Option (CEO)
Frank E. Brigham Academy,Polk,Winter Haven,547,284,Yes under Community Eligibility Option (CEO)
Frank H. Peterson Academies,Duval,Jacksonville,1167,526,Yes under Community Eligibility Option (CEO)
Frank Hartsfield Elementary School,Leon,Tallahassee,353,239,Yes under Community Eligibility Option (CEO)
Frank W. Springstead High School,Hernando,Spring Hill,1853,862,Yes under Community Eligibility Option (CEO)
Franklin Academy - Boynton Beach,Palm Beach,Boynton Beach,1247,649,Yes under Community Eligibility Option (CEO)
Franklin Academy Cooper City,Broward,Cooper City,1336,31,Yes under Community Eligibility Option (CEO)
Franklin Academy F,Broward,Pembroke Pines,922,30,Yes under Community Eligibility Option (CEO)
Franklin Academy Pembroke Pines,Broward,Pembroke Pines,1367,512,Yes under Community Eligibility Option (CEO)
Franklin Academy Pembroke Pines High School,Broward,Pembroke Pines,1262,36,Yes under Community Eligibility Option (CEO)
Franklin Academy Sunrise,Broward,Sunrise,1370,79,Yes under Community Eligibility Option (CEO)
Franklin Academy- Palm Beach Gardens,Palm Beach,Palm Beach Gardens,963,372,Yes under Community Eligibility Option (CEO)
Franklin County Learning Center,Franklin,Eastpoint,10,9,Yes under Community Eligibility Option (CEO)
Franklin County School,Franklin,Eastpoint,851,476,Yes under Community Eligibility Option (CEO)
Franklin Middle Magnet School,Hillsborough,Tampa,327,174,Yes under Community Eligibility Option (CEO)
Franklin Park Elementary School,Lee,Fort Myers,505,372,Yes under Community Eligibility Option (CEO)
Franklin Virtual Franchise-Paec Flvs,Franklin,Eastpoint,15,9,No
Franklin Virtual Instruction Program,Franklin,Eastpoint,2,,No
Fred G. Garner Academy,Polk,Winter Haven,817,636,Yes under Community Eligibility Option (CEO)
Fred Wild Elementary School,Highlands,Sebring,576,462,Yes under Community Eligibility Option (CEO)
Frederick R. Douglass Elementary,Miami-Dade,Miami,187,132,Yes under Community Eligibility Option (CEO)
Freedom 7 Elementary School of International Studies,Brevard,Cocoa Beach,408,43,Yes participating without using any Provision or the CEO
Freedom Crossing Academy,St. Johns,St Johns,1964,302,Yes participating without using any Provision or the CEO
Freedom Elementary School,Manatee,Bradenton,736,323,Yes participating without using any Provision or the CEO
Freedom Elementary School,Volusia,Deland,786,392,Yes under Community Eligibility Option (CEO)
Freedom High,Orange,Orlando,2504,661,Yes under Community Eligibility Option (CEO)
Freedom High School,Hillsborough,Tampa,1869,892,Yes under Community Eligibility Option (CEO)
Freedom Middle,Orange,Orlando,1150,409,Yes under Community Eligibility Option (CEO)
Freedom Shores Elementary School,Palm Beach,Boynton Beach,694,423,Yes under Community Eligibility Option (CEO)
Freeport Elementary School,Walton,Freeport,1120,588,Yes participating without using any Provision or the CEO
Freeport Learning Center,Walton,Freeport,114,45,Yes participating without using any Provision or the CEO
Freeport Middle School,Walton,Freeport,790,362,Yes participating without using any Provision or the CEO
Freeport Senior High School,Walton,Freeport,677,266,Yes participating without using any Provision or the CEO
Fresh Start Community School,Polk,Lakeland,105,71,Yes under Community Eligibility Option (CEO)
Friendship Elementary School,Volusia,Deltona,429,316,Yes under Community Eligibility Option (CEO)
Frontier Elementary School,Pinellas,Clearwater,542,331,Yes under Community Eligibility Option (CEO)
Frontier Elementary School,Palm Beach,Loxahatchee,688,237,Yes under Community Eligibility Option (CEO)
Frost Elementary School,Hillsborough,Riverview,633,401,Yes under Community Eligibility Option (CEO)
Frostproof Ben Hill Griffin Jr Elementary School,Polk,Frostproof,853,707,Yes under Community Eligibility Option (CEO)
Frostproof Middle/Senior High,Polk,Frostproof,998,695,Yes under Community Eligibility Option (CEO)
Fruit Cove Middle School,St. Johns,Saint Johns,1157,147,No
Fruitland Park Elementary School,Lake,Fruitland Park,688,405,Yes under Community Eligibility Option (CEO)
Fruitville Elementary School,Sarasota,Sarasota,704,387,Yes participating without using any Provision or the CEO
Fuguitt Elementary School,Pinellas,Largo,464,305,Yes under Community Eligibility Option (CEO)
Fulford Elementary School,Miami-Dade,North Miami Beach,498,301,Yes under Community Eligibility Option (CEO)
G D Rogers Garden- Bullock Elementary,Manatee,Bradenton,472,354,Yes under Community Eligibility Option (CEO)
G-Star School of the Arts,Palm Beach,West Palm Beach,710,281,Yes under Community Eligibility Option (CEO)
G. Holmes Braddock Senior High,Miami-Dade,Miami,2291,1053,Yes under Community Eligibility Option (CEO)
G. Weaver Hipps Elementary School,Lee,Lehigh Acres,960,689,Yes under Community Eligibility Option (CEO)
Gadsden Central Academy,Gadsden,Quincy,10,10,Yes under Community Eligibility Option (CEO)
Gadsden County High School,Gadsden,Havana,1086,982,Yes under Community Eligibility Option (CEO)
Gadsden Elementary Magnet School,Gadsden,Quincy,121,95,Yes under Community Eligibility Option (CEO)
Gadsden Technical College,Gadsden,Quincy,10,3,No
Gadsden Virtual Instruction Program,Gadsden,Quincy,18,15,No
Gaines Alternative at Hamblen,St. Johns,St Augustine,65,39,Yes participating without using any Provision or the CEO
Gainesville High School,Alachua,Gainesville,1825,822,Yes participating without using any Provision or the CEO
Gaither High School,Hillsborough,Tampa,2040,726,Yes under Community Eligibility Option (CEO)
Galaxy Elementary School,Palm Beach,Boynton Beach,595,448,Yes under Community Eligibility Option (CEO)
Galaxy Middle School,Volusia,Deltona,939,539,Yes under Community Eligibility Option (CEO)
Galileo School for Gifted Learning,Seminole,Sanford,590,166,Yes participating without using any Provision or the CEO
Galileo School for Gifted Learning Skyway,Seminole,Sanford,804,223,Yes participating without using any Provision or the CEO
Gamble Rogers Middle School,St. Johns,St Augustine,896,501,Yes under Community Eligibility Option (CEO)
Garden City Elementary School,Duval,Jacksonville,390,246,Yes under Community Eligibility Option (CEO)
Garden Elementary School,Sarasota,Venice,529,273,Yes participating without using any Provision or the CEO
Garden Grove Elementary School,Polk,Winter Haven,652,485,Yes under Community Eligibility Option (CEO)
Gardendale Separate Day School,Brevard,Merritt Island,62,48,Yes under Community Eligibility Option (CEO)
Gardens School of Technology Arts Inc,Palm Beach,Palm Beach Gardens,303,50,Yes under Community Eligibility Option (CEO)
Garrison-Jones Elementary School,Pinellas,Dunedin,545,214,Yes under Community Eligibility Option (CEO)
Gateway Charter School,Lee,Fort Myers,3192,1696,Yes participating without using any Provision or the CEO
Gateway Community Services,Duval,Jacksonville,9,5,No
Gateway Elementary School,Lee,Fort Myers,839,351,Yes under Community Eligibility Option (CEO)
Gateway Environmental K-8 Learning Center,Miami-Dade,Homestead,1165,782,Yes under Community Eligibility Option (CEO)
Gateway High School,Lee,Fort Myers,2343,1027,Yes under Community Eligibility Option (CEO)
Gateway High School,Osceola,Kissimmee,1882,809,Yes under Community Eligibility Option (CEO)
Gator Run Elementary School,Broward,Weston,1156,108,Yes participating without using any Provision or the CEO
Gause Academy of Leadership,Polk,Bartow,97,88,Yes under Community Eligibility Option (CEO)
Gemini Elementary School,Brevard,Melbourne Beach,410,55,Yes participating without using any Provision or the CEO
Gene Witt Elementary School,Manatee,Bradenton,742,207,Yes participating without using any Provision or the CEO
Geneva Elementary School,Seminole,Geneva,486,205,Yes participating without using any Provision or the CEO
George T. Baker Aviation Technical College,Miami-Dade,Miami,1,,Yes under Community Eligibility Option (CEO)
George W. Carver Elementary School,Miami-Dade,Coral Gables,563,93,Yes under Community Eligibility Option (CEO)
George W. Jenkins Senior High,Polk,Lakeland,2469,1161,Yes under Community Eligibility Option (CEO)
George W. Marks Elementary School,Volusia,Deland,780,446,Yes under Community Eligibility Option (CEO)
George W. Munroe Elementary School,Gadsden,Quincy,575,478,Yes under Community Eligibility Option (CEO)
George Washington Carver Elementary,Duval,Jacksonville,297,248,Yes under Community Eligibility Option (CEO)
George Washington Carver Middle School,Miami-Dade,Coral Gables,941,122,Yes under Community Eligibility Option (CEO)
Georgia Jones Ayers Middle School,Miami-Dade,Miami,448,245,Yes under Community Eligibility Option (CEO)
Gerald Adams Elementary School,Monroe,Key West,674,503,Yes participating without using any Provision or the CEO
Gertrude K. Edelman/Sabal Palm,Miami-Dade,North Miami Beach,476,302,Yes under Community Eligibility Option (CEO)
Gibbs High School,Pinellas,St Petersburg,1125,670,Yes under Community Eligibility Option (CEO)
Gibsonton Elementary School,Hillsborough,Gibsonton,499,362,Yes under Community Eligibility Option (CEO)
Gifford Middle School,Indian River,Vero Beach,608,393,Yes participating without using any Provision or the CEO
Gilbert W McNeal Elementary School,Manatee,Lakewood Ranch,672,162,Yes participating without using any Provision or the CEO
Gilchrist Elementary School,Leon,Tallahassee,857,168,Yes under Community Eligibility Option (CEO)
Gilchrist Virtual Franchise,Gilchrist,Trenton,26,4,No
Giunta Middle School,Hillsborough,Riverview,964,614,Yes under Community Eligibility Option (CEO)
Glade View Elementary School,Palm Beach,Belle Glade,313,268,Yes under Community Eligibility Option (CEO)
Glades Academy Inc,Palm Beach,Pahokee,271,100,Yes under Community Eligibility Option (CEO)
Glades Central High School,Palm Beach,Belle Glade,979,717,Yes under Community Eligibility Option (CEO)
Glades Middle School,Miami-Dade,Miami,533,242,Yes under Community Eligibility Option (CEO)
Glades Middle School,Broward,Miramar,1030,432,Yes participating without using any Provision or the CEO
Glades Virtual Instruction Program,Glades,Moore Haven,42,12,No
Glades Virtual Instruction Program (District Provided),Glades,Moore Haven,17,5,No
Glades West,Glades,Labelle,1,,No
Glen Springs Elementary School,Alachua,Gainesville,429,164,Yes under Community Eligibility Option (CEO)
Glenallen Elementary School,Sarasota,North Port,749,560,Yes participating without using any Provision or the CEO
Glendale Elementary School,Indian River,Vero Beach,390,258,Yes participating without using any Provision or the CEO
Glenridge Middle,Orange,Orlando,1111,427,Yes under Community Eligibility Option (CEO)
Global Leadership Academy Arts,Duval,Jacksonville,411,207,Yes participating without using any Provision or the CEO
Global Leadership Academy Discovery,Duval,Jacksonville,1068,692,Yes under Community Eligibility Option (CEO)
Global Leadership Academy High School,Duval,Jacksonville,626,306,Yes under Community Eligibility Option (CEO)
Global Leadership Academy Intercoastal,Duval,Jacksonville,433,197,Yes under Community Eligibility Option (CEO)
Global Learning Academy,Escambia,Pensacola,489,391,Yes under Community Eligibility Option (CEO)
Gloria Floyd Elementary School,Miami-Dade,Miami,344,164,Yes under Community Eligibility Option (CEO)
Gocio Elementary School,Sarasota,Sarasota,654,531,Yes participating without using any Provision or the CEO
Golden Gate Elementary School,Collier,Naples,528,286,Yes under Community Eligibility Option (CEO)
Golden Gate High School,Collier,Naples,1867,770,Yes under Community Eligibility Option (CEO)
Golden Gate Middle School,Collier,Naples,1039,465,Yes under Community Eligibility Option (CEO)
Golden Glades Elementary School,Miami-Dade,Opa Locka,210,166,Yes under Community Eligibility Option (CEO)
Golden Grove Elementary School,Palm Beach,West Palm Beach,956,358,Yes under Community Eligibility Option (CEO)
Golden Terrace Elementary School,Collier,Naples,484,257,Yes under Community Eligibility Option (CEO)
Goldsboro Elementary Magnet,Seminole,Sanford,901,274,Yes participating without using any Provision or the CEO
Golfview Elementary Magnet School,Brevard,Rockledge,448,308,Yes under Community Eligibility Option (CEO)
Gorrie Elementary School,Hillsborough,Tampa,498,74,Yes participating without using any Provision or the CEO
Gotha Middle,Orange,Windermere,988,364,Yes under Community Eligibility Option (CEO)
Goulds Elementary School,Miami-Dade,Homestead,497,352,Yes under Community Eligibility Option (CEO)
Gove Elementary School,Palm Beach,Belle Glade,691,558,Yes under Community Eligibility Option (CEO)
Graceville School,Jackson,Graceville,400,257,Yes under Community Eligibility Option (CEO)
Graduation Assistance Program,Holmes,Bonifay,45,39,Yes under Community Eligibility Option (CEO)
Grady Elementary School,Hillsborough,Tampa,548,113,Yes participating without using any Provision or the CEO
Graham Elementary School,Hillsborough,Tampa,162,134,Yes under Community Eligibility Option (CEO)
Grand Park Career Center,Duval,Jacksonville,215,161,Yes under Community Eligibility Option (CEO)
Grand Ridge School,Jackson,Grand Ridge,359,182,Yes under Community Eligibility Option (CEO)
Grasp Academy,Duval,Jacksonville,284,135,Yes under Community Eligibility Option (CEO)
Grassy Lake Elementary School,Lake,Minneola,1293,317,Yes under Community Eligibility Option (CEO)
Grassy Waters Elementary School,Palm Beach,West Palm Beach,705,389,Yes under Community Eligibility Option (CEO)
Gratigny Elementary School,Miami-Dade,Miami,443,300,Yes under Community Eligibility Option (CEO)
Gray Middle School,Lake,Groveland,985,394,Yes under Community Eligibility Option (CEO)
Greco Middle Magnet School,Hillsborough,Temple Terrace,764,547,Yes under Community Eligibility Option (CEO)
Green Cove Springs Junior High School,Clay,Green Cove Springs,793,369,Yes participating without using any Provision or the CEO
Green Springs High School,Miami-Dade,Miami,556,24,No
Greenacres Elementary School,Palm Beach,Greenacres,773,545,Yes under Community Eligibility Option (CEO)
Greenfield Elementary School,Duval,Jacksonville,570,298,Yes under Community Eligibility Option (CEO)
Greenglade Elementary School,Miami-Dade,Miami,293,155,Yes under Community Eligibility Option (CEO)
Greenland Pines Elementary School,Duval,Jacksonville,701,186,Yes under Community Eligibility Option (CEO)
Greensboro Elementary School,Gadsden,Quincy,264,208,Yes under Community Eligibility Option (CEO)
Greentree Preparatory Charter School,Broward,Southwest Ranches,272,3,No
Greenville Elementary School,Madison,Greenville,105,87,Yes under Community Eligibility Option (CEO)
Greenway Elementary School,Marion,Ocala,720,493,Yes under Community Eligibility Option (CEO)
Greenwood Lakes Middle School,Seminole,Lake Mary,858,507,Yes participating without using any Provision or the CEO
Gregory Drive Elementary School,Duval,Jacksonville,521,351,Yes under Community Eligibility Option (CEO)
Gretchen Everhart School,Leon,Tallahassee,91,19,Yes under Community Eligibility Option (CEO)
Greynolds Park Elementary School,Miami-Dade,North Miami Beach,532,278,Yes under Community Eligibility Option (CEO)
Griffin Elementary School,Broward,Cooper City,556,135,Yes participating without using any Provision or the CEO
Griffin Elementary School,Polk,Lakeland,431,348,Yes under Community Eligibility Option (CEO)
Griffin Middle School,Leon,Tallahassee,457,338,Yes under Community Eligibility Option (CEO)
Grove Park Elementary School,Clay,Orange Park,445,343,Yes under Community Eligibility Option (CEO)
Grove Park Elementary School,Palm Beach,West Palm Beach,656,491,Yes under Community Eligibility Option (CEO)
Groveland Elementary School,Lake,Groveland,683,347,Yes under Community Eligibility Option (CEO)
Gulf Beaches Elementary Magnet School,Pinellas,St. Petersburg,313,96,Yes participating without using any Provision or the CEO
Gulf Breeze Elementary School,Santa Rosa,Gulf Breeze,865,197,Yes participating without using any Provision or the CEO
Gulf Breeze High School,Santa Rosa,Gulf Breeze,1946,421,Yes participating without using any Provision or the CEO
Gulf Breeze Middle School,Santa Rosa,Gulf Breeze,916,192,Yes participating without using any Provision or the CEO
Gulf Coast Academy of Science and Technology,Hernando,Spring Hill,217,57,Yes under Community Eligibility Option (CEO)
Gulf Coast Charter Academy South,Collier,Naples,681,253,Yes under Community Eligibility Option (CEO)
Gulf Coast Elementary School,Hernando,Spring Hill,106,38,Yes under Community Eligibility Option (CEO)
Gulf Coast High School,Collier,Naples,1714,597,Yes participating without using any Provision or the CEO
Gulf Elementary School,Lee,Cape Coral,1193,443,Yes under Community Eligibility Option (CEO)
Gulf Gate Elementary School,Sarasota,Sarasota,596,327,Yes participating without using any Provision or the CEO
Gulf High School,Pasco,New Port Richey,1518,831,Yes under Community Eligibility Option (CEO)
Gulf Highlands Elementary School,Pasco,Port Richey,689,532,Yes under Community Eligibility Option (CEO)
Gulf Middle School,Lee,Cape Coral,901,324,Yes under Community Eligibility Option (CEO)
Gulf Middle School,Pasco,New Port Richey,796,485,Yes under Community Eligibility Option (CEO)
Gulf Trace Elementary School,Pasco,Holiday,625,431,Yes under Community Eligibility Option (CEO)
Gulfport Montessori Elementary School,Pinellas,Gulfport,421,334,Yes under Community Eligibility Option (CEO)
Gulfside Elementary School,Pasco,Holiday,393,297,Yes under Community Eligibility Option (CEO)
Gulfstream Academy of Hallandale Beach,Broward,Hallandale Beach,1227,586,Yes under Community Eligibility Option (CEO)
Gulfstream Early Childhood Center of Excellence,Broward,Hallandale Beach,48,31,Yes under Community Eligibility Option (CEO)
Gulfstream Elementary School,Miami-Dade,Cutler Bay,544,333,Yes under Community Eligibility Option (CEO)
Gulfview Middle School,Collier,Naples,556,230,Yes participating without using any Provision or the CEO
H. L. Johnson Elementary School,Palm Beach,Royal Palm Beach,864,276,Yes under Community Eligibility Option (CEO)
H. S. Moody Elementary School,Manatee,Bradenton,602,422,Yes under Community Eligibility Option (CEO)
Hagen Road Elementary School,Palm Beach,Boynton Beach,745,268,Yes under Community Eligibility Option (CEO)
Hagerty High School,Seminole,Oviedo,2449,494,Yes participating without using any Provision or the CEO
Haines City Senior High School,Polk,Haines City,3105,2161,Yes under Community Eligibility Option (CEO)
Halifax Behavioral Services,Volusia,Daytona Beach,9,6,No
Hallandale High School,Broward,Hallandale Beach,1031,472,Yes under Community Eligibility Option (CEO)
Hamilton County Elementary School,Hamilton,Jasper,780,647,Yes under Community Eligibility Option (CEO)
Hamilton County High School,Hamilton,Jasper,808,584,Yes under Community Eligibility Option (CEO)
Hamilton Elementary School,Seminole,Sanford,671,514,Yes participating without using any Provision or the CEO
Hamilton Virtual Instruction Program,Hamilton,Jasper,1,,No
Hamilton Virtual Instruction Program (District Provided),Hamilton,Jasper,1,,No
Hamlin Elementary,Orange,Winter Garden,549,52,Yes under Community Eligibility Option (CEO)
Hamlin Middle,Orange,Winter Garden,953,83,Yes under Community Eligibility Option (CEO)
Hammett Bowen Jr. Elementary School,Marion,Ocala,1010,510,Yes under Community Eligibility Option (CEO)
Hammock Pointe Elementary School,Palm Beach,Boca Raton,924,315,Yes under Community Eligibility Option (CEO)
Hammocks Middle School,Miami-Dade,Miami,486,232,Yes under Community Eligibility Option (CEO)
Hammond Elementary School,Hillsborough,Odessa,690,162,Yes participating without using any Provision or the CEO
Hancock Creek Elementary School,Lee,North Fort Myers,814,499,Yes under Community Eligibility Option (CEO)
Hans Christian Andersen Elementary School,Brevard,Rockledge,480,267,Yes under Community Eligibility Option (CEO)
Harbor City Elementary School,Brevard,Melbourne,389,239,Yes under Community Eligibility Option (CEO)
Harbordale Elementary School,Broward,Fort Lauderdale,494,156,Yes participating without using any Provision or the CEO
Harbour View Elementary School,Marion,Summerfield,833,546,Yes under Community Eligibility Option (CEO)
Hardee Junior High School,Hardee,Wauchula,958,736,Yes under Community Eligibility Option (CEO)
Hardee Senior High School,Hardee,Wauchula,1347,955,Yes under Community Eligibility Option (CEO)
Hardee Virtual Franchise,Hardee,Wauchula,52,12,No
Harlem Heights Community Charter School,Lee,Fort Myers,209,139,Yes under Community Eligibility Option (CEO)
Harmony Community School,Osceola,Harmony,1048,426,Yes participating without using any Provision or the CEO
Harmony High School,Osceola,St Cloud,2673,1031,Yes participating without using any Provision or the CEO
Harmony Middle School,Osceola,St Cloud,1165,517,Yes participating without using any Provision or the CEO
Harns Marsh Elementary School,Lee,Lehigh Acres,1103,748,Yes under Community Eligibility Option (CEO)
Harns Marsh Middle School,Lee,Lehigh Acres,905,531,Yes under Community Eligibility Option (CEO)
Hartridge Academy,Polk,Winter Haven,200,109,Yes under Community Eligibility Option (CEO)
Havana Magnet School,Gadsden,Havana,558,471,Yes under Community Eligibility Option (CEO)
Hawkes Bluff Elementary School,Broward,Southwest Ranches,608,158,Yes participating without using any Provision or the CEO
Hawks Rise Elementary School,Leon,Tallahassee,752,112,Yes under Community Eligibility Option (CEO)
Hawthorne Middle/High School,Alachua,Hawthorne,472,318,Yes under Community Eligibility Option (CEO)
Head Start Program,Gadsden,Quincy,34,23,Yes under Community Eligibility Option (CEO)
Healthy Learning Academy Charter School,Alachua,Newberry,107,11,Yes participating without using any Provision or the CEO
Heathrow Elementary School,Seminole,Lake Mary,713,135,Yes participating without using any Provision or the CEO
Hector A. Cafferata Jr Elementary School,Lee,Cape Coral,606,367,Yes under Community Eligibility Option (CEO)
Heights Elementary School,Lee,Fort Myers,1057,366,Yes under Community Eligibility Option (CEO)
Hellen Caro Elementary School,Escambia,Pensacola,517,225,Yes participating without using any Provision or the CEO
Henderson Hammock Charter School,Hillsborough,Tampa,1154,,Yes under Community Eligibility Option (CEO)
Hendricks Avenue Elementary School,Duval,Jacksonville,633,118,Yes under Community Eligibility Option (CEO)
Henry D Perry Education Center,Broward,Miramar,1014,114,Yes participating without using any Provision or the CEO
Henry E.s. Reeves K-8 Center,Miami-Dade,Miami,830,594,Yes under Community Eligibility Option (CEO)
Henry H. Filer Middle School,Miami-Dade,Hialeah,732,526,Yes under Community Eligibility Option (CEO)
Henry M. Flagler Elementary School,Miami-Dade,Miami,792,523,Yes under Community Eligibility Option (CEO)
Henry S. West Laboratory School,Miami-Dade,Coral Gables,373,47,Yes under Community Eligibility Option (CEO)
Herbert A. Ammons Middle School,Miami-Dade,Miami,999,331,Yes under Community Eligibility Option (CEO)
Herbert C. Hoover Middle School,Brevard,Indialantic,473,146,Yes participating without using any Provision or the CEO
Herbert Cambridge Elementary School,Collier,Naples,283,150,Yes under Community Eligibility Option (CEO)
Here's Help,Miami-Dade,Miami,4,,No
Heritage Charter Academy of Cape Coral,Lee,Cape Coral,234,218,Yes under Community Eligibility Option (CEO)
Heritage Elementary School,Palm Beach,Greenacres,817,525,Yes under Community Eligibility Option (CEO)
Heritage Elementary School,Hillsborough,Tampa,482,219,Yes under Community Eligibility Option (CEO)
Heritage High School,Brevard,Palm Bay,1960,1130,Yes participating without using any Provision or the CEO
Heritage Middle School,Volusia,Deltona,932,512,Yes under Community Eligibility Option (CEO)
Hernando County Jail,Hernando,Brooksville,5,,No
Hernando Elementary School,Citrus,Hernando,730,441,Yes under Community Eligibility Option (CEO)
Hernando Eschool Virtual Franchise,Hernando,Brooksville,46,17,No
Hernando High School,Hernando,Brooksville,1299,671,Yes under Community Eligibility Option (CEO)
Heron Creek Middle School,Sarasota,North Port,945,650,Yes participating without using any Provision or the CEO
Heron Heights Elementary School,Broward,Parkland,1040,52,Yes participating without using any Provision or the CEO
Hialeah Elementary School,Miami-Dade,Hialeah,700,432,Yes under Community Eligibility Option (CEO)
Hialeah Gardens Elementary School,Miami-Dade,Hialeah Gardens,995,506,Yes under Community Eligibility Option (CEO)
Hialeah Gardens Middle School,Miami-Dade,Hialeah Gardens,1551,757,Yes under Community Eligibility Option (CEO)
Hialeah Gardens Senior High School,Miami-Dade,Hialeah Gardens,3009,1448,Yes under Community Eligibility Option (CEO)
Hialeah Middle School,Miami-Dade,Hialeah,1002,603,Yes under Community Eligibility Option (CEO)
Hialeah Senior High School,Miami-Dade,Hialeah,1711,1032,Yes under Community Eligibility Option (CEO)
Hialeah-Miami Lakes Senior High,Miami-Dade,Hialeah,1367,773,Yes under Community Eligibility Option (CEO)
Hiawassee Elementary,Orange,Orlando,619,456,Yes under Community Eligibility Option (CEO)
Hibiscus Elementary School,Miami-Dade,Miami,339,216,Yes under Community Eligibility Option (CEO)
Hickory Creek Elementary School,St. Johns,Saint Johns,669,92,Yes participating without using any Provision or the CEO
Hickory Tree Elementary School,Osceola,Saint Cloud,1078,514,Yes participating without using any Provision or the CEO
Hidden Oak Elementary School,Alachua,Gainesville,694,243,Yes participating without using any Provision or the CEO
Hidden Oaks Elementary,Orange,Orlando,403,176,Yes under Community Eligibility Option (CEO)
Hidden Oaks Elementary School,Duval,Jacksonville,191,129,Yes under Community Eligibility Option (CEO)
Hidden Oaks K-8,Palm Beach,Lake Worth,835,382,Yes under Community Eligibility Option (CEO)
Hidden Oaks Middle School,Martin,Palm City,920,219,Yes participating without using any Provision or the CEO
High Point Elementary School,Pinellas,Clearwater,600,420,Yes under Community Eligibility Option (CEO)
High Road,Santa Rosa,Milton,102,81,Yes participating without using any Provision or the CEO
High Springs Community School,Alachua,High Springs,902,369,Yes participating without using any Provision or the CEO
Highbanks Learning Center,Volusia,Deltona,51,39,Yes under Community Eligibility Option (CEO)
Highland City Elementary School,Polk,Highland City,414,263,Yes under Community Eligibility Option (CEO)
Highland Elementary School,Palm Beach,Lake Worth,976,763,Yes under Community Eligibility Option (CEO)
Highland Lakes Elementary School,Pinellas,Palm Harbor,449,178,Yes under Community Eligibility Option (CEO)
Highland Oaks Middle School,Miami-Dade,Miami,736,299,Yes under Community Eligibility Option (CEO)
Highlands County Hospital/Homebound Program,Highlands,Sebring,17,11,No
Highlands County Schools Jail Program,Highlands,Sebring,2,,No
Highlands Elementary School,Collier,Immokalee,599,444,Yes under Community Eligibility Option (CEO)
Highlands Elementary School,Osceola,Kissimmee,564,367,Yes under Community Eligibility Option (CEO)
Highlands Elementary School,Seminole,Winter Springs,503,313,Yes participating without using any Provision or the CEO
Highlands Estates Academy,Duval,Jacksonville,692,423,Yes under Community Eligibility Option (CEO)
Highlands Grove Elementary School,Polk,Lakeland,691,346,Yes under Community Eligibility Option (CEO)
Highlands Middle School,Duval,Jacksonville,685,420,Yes under Community Eligibility Option (CEO)
Highlands Virtual School,Highlands,Sebring,141,78,No
Highridge Family Center,Palm Beach,West Palm Beach,18,,No
Hiland Park Elementary School,Bay,Panama City,684,357,Yes under Community Eligibility Option (CEO)
Hill Middle School,Hillsborough,Tampa,820,346,Yes under Community Eligibility Option (CEO)
Hill-Gustat Middle School,Highlands,Sebring,669,360,Yes under Community Eligibility Option (CEO)
Hillcrest,Marion,Ocala,162,80,Yes under Community Eligibility Option (CEO)
Hillcrest Elementary,Orange,Orlando,489,57,Yes under Community Eligibility Option (CEO)
Hillcrest Elementary School,Polk,Lake Wales,667,461,Yes under Community Eligibility Option (CEO)
Hilliard Elementary School,Nassau,Hilliard,687,368,Yes participating without using any Provision or the CEO
Hilliard Middle-Senior High,Nassau,Hilliard,773,321,Yes participating without using any Provision or the CEO
Hillsborough Academy of Math and Science,Hillsborough,Tampa,819,260,Yes participating without using any Provision or the CEO
Hillsborough High School,Hillsborough,Tampa,1679,850,Yes under Community Eligibility Option (CEO)
Hillsborough Virtual Franchise High School,Hillsborough,Tampa,3,,No
Hillsborough Virtual School,Hillsborough,Tampa,491,46,No
Hilltop Elementary School,Hardee,Wauchula,298,229,Yes under Community Eligibility Option (CEO)
His House,Miami-Dade,Miami,63,,No
Hive Preparatory School,Miami-Dade,Hialeah,854,438,No
Hobbs Middle School,Santa Rosa,Milton,743,463,Yes participating without using any Provision or the CEO
Hobe Sound Elementary School,Martin,Hobe Sound,464,289,Yes participating without using any Provision or the CEO
Hogan-Spring Glen Elementary School,Duval,Jacksonville,435,246,Yes under Community Eligibility Option (CEO)
Hola! Elementary @ Msa,Manatee,Palmetto,551,160,Yes under Community Eligibility Option (CEO)
Holiday Hill Elementary School,Duval,Jacksonville,460,195,Yes under Community Eligibility Option (CEO)
Holley-Navarre Intermediate,Santa Rosa,Navarre,698,327,Yes participating without using any Provision or the CEO
Holley-Navarre Middle School,Santa Rosa,Navarre,823,341,Yes participating without using any Provision or the CEO
Holley-Navarre Primary,Santa Rosa,Navarre,661,319,Yes participating without using any Provision or the CEO
Holly Hill Elementary,Volusia,Holly Hill,601,495,Yes under Community Eligibility Option (CEO)
Hollywood Academy of Arts & Science,Broward,Hollywood,1140,93,Yes participating without using any Provision or the CEO
Hollywood Academy of Arts and Science Middle School,Broward,Hollywood,461,7,Yes participating without using any Provision or the CEO
Hollywood Central Elementary School,Broward,Hollywood,309,136,Yes under Community Eligibility Option (CEO)
Hollywood Hills Elementary School,Broward,Hollywood,640,202,Yes under Community Eligibility Option (CEO)
Hollywood Hills High School,Broward,Hollywood,1711,724,Yes under Community Eligibility Option (CEO)
Hollywood Park Elementary School,Broward,Hollywood,408,224,Yes under Community Eligibility Option (CEO)
Holmes County High School,Holmes,Bonifay,464,276,Yes under Community Eligibility Option (CEO)
