school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program
Cape May County High School,Cape May County Special Services School District,Cape May Court House,84,23,Yes participating without using any Provision or the CEO
Cape May County Technical High School,Cape May County Technical High School District,Cape May Court House,587,243,Yes participating without using any Provision or the CEO
Capital City High School,Trenton Public School District,Trenton,756,424,Yes under Community Eligibility Option (CEO)
Captain James Lawrence Elementary School,Burlington City Public School District,Burlington,229,186,No
Carl H. Kumpf School,Clark Township Public School District,Clark,528,44,Yes participating without using any Provision or the CEO
Carl Sandburg Middle School,Old Bridge Township School District,Old Bridge,926,284,Yes participating without using any Provision or the CEO
Carl T. Mitnick School,Lower Township Elementary School District,Cape May,428,234,Yes participating without using any Provision or the CEO
Carl W. Goetz Middle School,Jackson Township School District,Jackson,978,365,Yes participating without using any Provision or the CEO
Carlstadt Public School,Carlstadt Public School District,Carlstadt,478,208,Yes participating without using any Provision or the CEO
Caroline L. Reutter School,Township of Franklin School District,Franklinville,388,103,Yes participating without using any Provision or the CEO
Carroll Robbins Elementary School,Trenton Public School District,Trenton,459,391,Yes under Community Eligibility Option (CEO)
Carteret Elementary School,Bloomfield Township School District,Bloomfield,383,278,Yes participating without using any Provision or the CEO
Carteret High School,Carteret Public School District,Carteret,1188,863,Yes participating without using any Provision or the CEO
Carteret Junior High School,Carteret Public School District,Carteret,568,443,Yes participating without using any Provision or the CEO
Carteret Middle School,Carteret Public School District,Carteret,540,432,Yes participating without using any Provision or the CEO
Casimer M. Dallago Jr. Impact Center,Vineland Public School District,Vineland,341,245,Yes participating without using any Provision or the CEO
Catherine a Dwyer Elementary School,Rockaway Township School District,Wharton,346,95,Yes participating without using any Provision or the CEO
Catherine E. Doyle Elementary School,Wood-Ridge School District,Wood Ridge,479,81,Yes participating without using any Provision or the CEO
Cecil S. Collins Elementary,Barnegat Township School District,Barnegat,744,358,Yes participating without using any Provision or the CEO
Cedar Creek Elementary School,Lacey Township School District,Lanoka Harbor,432,116,Yes participating without using any Provision or the CEO
Cedar Creek High School,Greater Egg Harbor Regional High School District,Egg Harbor City,928,409,Yes participating without using any Provision or the CEO
Cedar Drive Middle School,Colts Neck Township School District,Colts Neck,319,11,No
Cedar Grove Elementary School,Toms River Regional School District,Toms River,931,371,Yes participating without using any Provision or the CEO
Cedar Grove High School,Cedar Grove Township School District,Cedar Grove,421,27,No
Cedar Hill School,Bernards Township School District,Basking Ridge,568,20,No
Cedar Hill School,Montville Township School District,Towaco,329,5,No
Cedar Mountain Primary School,Vernon Township School District,Vernon,406,92,Yes participating without using any Provision or the CEO
Cedarbrook Elementary School,Plainfield Public School District,Plainfield,671,464,Yes participating without using any Provision or the CEO
