school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Mayor Joseph J Fern Elementary School,Hawaii Department of Education,Honolulu,384,284,Yes under Community Eligibility Option (CEO),false
Mililani High School,Hawaii Department of Education,Mililani,2382,403,Yes participating without using any Provision or the CEO,false
Mililani Ike Elementary School,Hawaii Department of Education,Mililani,409,43,Yes participating without using any Provision or the CEO,false
Mililani Mauka Elementary School,Hawaii Department of Education,Mililani,623,106,Yes participating without using any Provision or the CEO,false
Mililani Middle School,Hawaii Department of Education,Mililani,1635,346,Yes participating without using any Provision or the CEO,false
Mililani Uka Elementary School,Hawaii Department of Education,Mililani,658,151,Yes participating without using any Provision or the CEO,false
Mililani Waena Elementary School,Hawaii Department of Education,Mililani,642,189,Yes participating without using any Provision or the CEO,false
Moanalua Elementary School,Hawaii Department of Education,Honolulu,661,114,Yes participating without using any Provision or the CEO,false
Moanalua High School,Hawaii Department of Education,Honolulu,1966,478,Yes participating without using any Provision or the CEO,false
Moanalua Middle School,Hawaii Department of Education,Honolulu,768,186,Yes participating without using any Provision or the CEO,false
Mokapu Elementary School,Hawaii Department of Education,Kailua,805,188,Yes participating without using any Provision or the CEO,false
Mokulele Elementary School,Hawaii Department of Education,Honolulu,210,47,Yes participating without using any Provision or the CEO,false
Molokai High School,Hawaii Department of Education,Hoolehua,344,257,Yes under Community Eligibility Option (CEO),true
Molokai Middle School,Hawaii Department of Education,Hoolehua,176,147,Yes under Community Eligibility Option (CEO),true
Momilani Elementary School,Hawaii Department of Education,Pearl City,412,68,Yes participating without using any Provision or the CEO,false
Mountain View Elementary School,Hawaii Department of Education,Mountain View,468,343,Yes under Community Eligibility Option (CEO),false
Myron B. Thompson Academy - New Century PCS,Hawaii Department of Education,Honolulu,465,60,No,false
Na Wai Ola - PCS,Hawaii Department of Education,Mountain View,145,83,Yes under Community Eligibility Option (CEO),false
Naalehu Elementary School,Hawaii Department of Education,Naalehu,412,313,Yes under Community Eligibility Option (CEO),false
Nanaikapono Elementary School,Hawaii Department of Education,Waianae,688,552,Yes under Community Eligibility Option (CEO),false
Nanakuli Elementary School,Hawaii Department of Education,Waianae,384,291,Yes under Community Eligibility Option (CEO),false
Nanakuli High & Intermediate School,Hawaii Department of Education,Waianae,928,630,Yes under Community Eligibility Option (CEO),true
Niihau High & Elementary School,Hawaii Department of Education,Waimea,13,9,Yes participating without using any Provision or the CEO,true
Niu Valley Middle School,Hawaii Department of Education,Honolulu,786,96,Yes participating without using any Provision or the CEO,false
Noelani Elementary School,Hawaii Department of Education,Honolulu,422,83,Yes participating without using any Provision or the CEO,false
Nuuanu Elementary School,Hawaii Department of Education,Honolulu,314,44,Yes participating without using any Provision or the CEO,false
Olomana School,Hawaii Department of Education,Kailua,77,48,Yes under Community Eligibility Option (CEO),true
Paauilo Elementary & Intermediate School,Hawaii Department of Education,Paauilo,180,120,Yes under Community Eligibility Option (CEO),true
Pahoa Elementary School,Hawaii Department of Education,Pahoa,402,329,Yes under Community Eligibility Option (CEO),false
Pahoa High & Intermediate School,Hawaii Department of Education,Pahoa,745,535,Yes under Community Eligibility Option (CEO),true
Paia Elementary School,Hawaii Department of Education,Paia,406,251,Yes participating without using any Provision or the CEO,false
Palisades Elementary School,Hawaii Department of Education,Pearl City,356,111,Yes participating without using any Provision or the CEO,false
Palolo Elementary School,Hawaii Department of Education,Honolulu,248,224,Yes under Community Eligibility Option (CEO),false
Pauoa Elementary School,Hawaii Department of Education,Honolulu,348,159,Yes participating without using any Provision or the CEO,false
Pearl City Elementary School,Hawaii Department of Education,Pearl City,396,199,Yes participating without using any Provision or the CEO,false
Pearl City High School,Hawaii Department of Education,Pearl City,1481,420,Yes participating without using any Provision or the CEO,false
Pearl City Highlands School,Hawaii Department of Education,Pearl City,515,135,Yes participating without using any Provision or the CEO,false
Pearl Harbor Elementary School,Hawaii Department of Education,Honolulu,413,209,Yes participating without using any Provision or the CEO,false
Pearl Harbor Kai Elementary School,Hawaii Department of Education,Honolulu,371,88,Yes participating without using any Provision or the CEO,false
Pearl Ridge Elementary School,Hawaii Department of Education,Aiea,409,98,Yes participating without using any Provision or the CEO,false
Pohakea Elementary School,Hawaii Department of Education,Ewa Beach,493,296,Yes participating without using any Provision or the CEO,false
Pomaikai Elementary School,Hawaii Department of Education,Kahului,545,141,Yes participating without using any Provision or the CEO,false
President Abraham Lincoln Elementary School,Hawaii Department of Education,Honolulu,361,206,Yes under Community Eligibility Option (CEO),false
President George Washington Middle School,Hawaii Department of Education,Honolulu,578,343,Yes under Community Eligibility Option (CEO),true
President Theodore Roosevelt High School,Hawaii Department of Education,Honolulu,1336,472,Yes participating without using any Provision or the CEO,false
President Thomas Jefferson Elementary School,Hawaii Department of Education,Honolulu,346,195,Yes participating without using any Provision or the CEO,false
President William McKinley High School,Hawaii Department of Education,Honolulu,1245,664,Yes participating without using any Provision or the CEO,true
Prince David Kawananakoa Middle School,Hawaii Department of Education,Honolulu,602,344,Yes participating without using any Provision or the CEO,true
Prince Jonah Kalanianaole Elementary School,Hawaii Department of Education,Papaikou,183,129,Yes under Community Eligibility Option (CEO),false
Prince Jonah Kuhio Elementary School,Hawaii Department of Education,Honolulu,177,112,Yes under Community Eligibility Option (CEO),false
Princess Miriam K Likelike Elementary School,Hawaii Department of Education,Honolulu,227,168,Yes under Community Eligibility Option (CEO),false
Princess Nahienaena Elementary School,Hawaii Department of Education,Lahaina,433,223,Yes participating without using any Provision or the CEO,false
Princess Ruth Keelikolani Middle School,Hawaii Department of Education,Honolulu,354,273,Yes under Community Eligibility Option (CEO),true
Princess Victoria Kaiulani Elementary School,Hawaii Department of Education,Honolulu,244,192,Yes under Community Eligibility Option (CEO),false
Pukalani Elementary School,Hawaii Department of Education,Pukalani,455,199,Yes participating without using any Provision or the CEO,false
Puohala Elementary School,Hawaii Department of Education,Kaneohe,320,172,Yes under Community Eligibility Option (CEO),true
Puu Kukui Elementary School,Hawaii Department of Education,Wailuku,750,252,Yes participating without using any Provision or the CEO,false
Puuhale Elementary School,Hawaii Department of Education,Honolulu,239,202,Yes under Community Eligibility Option (CEO),false
Queen Kaahumanu Elementary School,Hawaii Department of Education,Honolulu,477,312,Yes under Community Eligibility Option (CEO),false
Red Hill Elementary School,Hawaii Department of Education,Honolulu,423,110,Yes participating without using any Provision or the CEO,false
Reverend Benjamin Parker Elementary School,Hawaii Department of Education,Kaneohe,234,138,Yes under Community Eligibility Option (CEO),false
Robert Louis Stevenson Middle School,Hawaii Department of Education,Honolulu,571,248,Yes participating without using any Provision or the CEO,true
Royal Elementary School,Hawaii Department of Education,Honolulu,293,191,Yes participating without using any Provision or the CEO,false
Salt Lake Elementary School,Hawaii Department of Education,Honolulu,643,315,Yes participating without using any Provision or the CEO,false
Samuel Enoka Kalama Intermediate School,Hawaii Department of Education,Makawao,944,525,Yes participating without using any Provision or the CEO,true
School for Examining Essential Questions of Sustainability,Hawaii Department of Education,Honolulu,177,13,No,false
