school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program
112 ALC Independent Study,Eastern Carver County Public School,Chaska,28,6,No
112 ALC Middle School,Eastern Carver County Public School,Chaska,411,140,No
196ONLINE High School,Rosemount-Apple Valley-Eagan,Rosemount,71,31,No
279ONLINE Learning Program 6-8,Osseo Public School District,Brooklyn Park,78,44,No
279ONLINE Learning Program 9-12,Osseo Public School District,Brooklyn Park,149,79,No
279ONLINE Learning Program K-5,Osseo Public School District,Brooklyn Park,64,36,No
5RIVERSONLINE Elementary,Goodhue County Education District,Red Wing,22,5,No
5RIVERSONLINE Secondary,Goodhue County Education District,Red Wing,188,56,No
6-12th Grade Building,Clinton-Graceville-Beardsley,Graceville,133,38,Yes participating without using any Provision or the CEO
622 Alternative Middle/High School,North St. Paul-Maplewood Oakdale,North Saint Paul,30,24,Yes under Community Eligibility Option (CEO)
622 Online High School,North St. Paul-Maplewood Oakdale,North Saint Paul,74,44,No
882 Online,Monticello Public School District,Monticello,80,24,No
916 ALC Pm,Northeast Metro 916,Little Canada,47,29,No
916 Mahtomedi Academy,Northeast Metro 916,White Bear Lake,29,17,Yes participating without using any Provision or the CEO
917 Case,Intermediate School District 917,Rosemount,5,,Yes under Community Eligibility Option (CEO)
917 Dash,Intermediate School District 917,Rosemount,20,10,No
917 Dcals Main,Intermediate School District 917,Rosemount,112,56,No
917 Dcals Main Extended Day Edop,Intermediate School District 917,Rosemount,10,7,No
917 Dcals North,Intermediate School District 917,West Saint Paul,54,38,Yes under Community Eligibility Option (CEO)
917 Deaf/Hard of Hearing,Intermediate School District 917,South Saint Paul,29,11,No
917 Idea,Intermediate School District 917,Rosemount,37,21,Yes under Community Eligibility Option (CEO)
917 New Chance,Intermediate School District 917,Hastings,3,,No
917 Riverside School,Intermediate School District 917,Hastings,17,14,Yes participating without using any Provision or the CEO
917 Sun,Intermediate School District 917,Rosemount,94,60,Yes under Community Eligibility Option (CEO)
917 Tea,Intermediate School District 917,Apple Valley,41,28,Yes under Community Eligibility Option (CEO)
917 Tesa,Intermediate School District 917,Rosemount,133,59,Yes under Community Eligibility Option (CEO)
A. G. A. P. E. Teen Parent,Saint Paul Public Schools,Saint Paul,26,23,Yes under Community Eligibility Option (CEO)
A.c.g.c. Elementary,A.C.G.C. Public School District,Atwater,369,198,Yes participating without using any Provision or the CEO
A.c.g.c. Secondary,A.C.G.C. Public School District,Grove City,390,168,Yes participating without using any Provision or the CEO
A.i. Jedlicka Middle School,Proctor Public School District,Proctor,450,159,Yes participating without using any Provision or the CEO
A/O Program,Northeast Metro 916,Stillwater,5,,Yes participating without using any Provision or the CEO
Abe Diploma Program,Rosemount-Apple Valley-Eagan,Apple Valley,40,18,No
Academia Cesar Chavez Elementary,Academias La Paz,Saint Paul,336,298,Yes participating without using any Provision or the CEO
Academia Cesar Chavez Middle School,Academias La Paz,Saint Paul,149,135,Yes participating without using any Provision or the CEO
Academic Arts High School,Academic Arts High School,West Saint Paul,78,22,No
Academic Excellence Online,Duluth Public School District,Duluth,54,18,No
Acgc Elementary Grades 5 and 6,A.C.G.C. Public School District,Grove City,134,58,No
Achieve Language Academy,Achieve Language Academy,Saint Paul,451,366,Yes under Community Eligibility Option (CEO)
Ada-Borup-West Elementary,Ada-Borup-West Public Schools,Ada,370,188,Yes participating without using any Provision or the CEO
Ada-Borup-West Secondary,Ada-Borup-West Public Schools,Ada,335,132,Yes participating without using any Provision or the CEO
Adams Elementary,Anoka-Hennepin School District,Coon Rapids,454,280,Yes participating without using any Provision or the CEO
Adams Elementary,Fergus Falls Public School District,Fergus Falls,254,90,Yes participating without using any Provision or the CEO
Adams Magnet Elementary,Saint Paul Public Schools,Saint Paul,605,245,Yes under Community Eligibility Option (CEO)
Adrian Elementary,Adrian Public School District,Adrian,295,108,Yes participating without using any Provision or the CEO
Adrian Middle,Adrian Public School District,Adrian,139,53,Yes participating without using any Provision or the CEO
Adrian Secondary,Adrian Public School District,Adrian,155,55,Yes participating without using any Provision or the CEO
Adult Academics,Robbinsdale Public School District,Crystal,1,,Yes participating without using any Provision or the CEO
Afsa Elementary,AFSA High School,Little Canada,149,123,Yes participating without using any Provision or the CEO
Afsa High School,AFSA High School,Vadnais Heights,246,137,Yes participating without using any Provision or the CEO
Afton-Lakeland Elementary,Stillwater Area Public Schools,Lakeland,437,69,Yes participating without using any Provision or the CEO
Agamim Classical Academy,Agamim Classical Academy,Edina,266,121,Yes participating without using any Provision or the CEO
Ages 3-5 Early Childhood Special Ed,South Washington County Schools,Cottage Grove,591,171,No
Aim Academy of Science & Technology,Aim Academy of Science & Technology,Minneapolis,178,174,Yes under Community Eligibility Option (CEO)
Aitkin Alternative Learning Program,Aitkin Public School District,Aitkin,4,,No
Aitkin Secondary School,Aitkin Public School District,Aitkin,509,210,Yes participating without using any Provision or the CEO
Akin Road Elementary,Farmington Public School District,Farmington,479,145,Yes participating without using any Provision or the CEO
Albany Area Early Learning Center,Albany Public School District,Albany,59,19,Yes participating without using any Provision or the CEO
Albany Area High School,Albany Public School District,Albany,584,78,Yes participating without using any Provision or the CEO
Albany Area Middle School,Albany Public School District,Albany,457,88,Yes participating without using any Provision or the CEO
Albany Elementary,Albany Public School District,Albany,380,90,Yes participating without using any Provision or the CEO
Albert Lea Area Learning Center,Albert Lea Public School District,Albert Lea,113,80,No
Albert Lea Secondary Online Academy,Albert Lea Public School District,Albert Lea,37,28,No
Albert Lea Senior High,Albert Lea Public School District,Albert Lea,1196,606,Yes under Community Eligibility Option (CEO)
Albertville Primary,St. Michael-Albertville Schools,Albertville,422,92,Yes participating without using any Provision or the CEO
ALC - Sartell,St. Cloud Public School District,Sartell,2,,No
ALC - Sauk Rapids,St. Cloud Public School District,Sauk Rapids,59,35,No
ALC Gateway to College,Saint Paul Public Schools,Saint Paul,107,73,No
ALC Independent Study,Osseo Public School District,Brooklyn Park,26,21,No
ALC Independent Study,Duluth Public School District,Duluth,235,138,No
ALC Independent Study,Prior Lake-Savage Area Schools,Prior Lake,34,12,No
ALC Senior High,Osseo Public School District,Brooklyn Park,107,67,Yes under Community Eligibility Option (CEO)
ALC Sws Denfeld,Duluth Public School District,Duluth,57,45,No
ALC Sws East,Duluth Public School District,Duluth,74,27,No
ALC Sws Lincoln Park,Duluth Public School District,Duluth,65,45,No
ALC Sws Ordean East,Duluth Public School District,Duluth,47,29,No
Alden-Conger Elementary,Alden-Conger Public School District,Alden,229,79,Yes participating without using any Provision or the CEO
Alden-Conger Secondary,Alden-Conger Public School District,Alden,215,64,Yes participating without using any Provision or the CEO
Alexander Learning Academy,Cannon Valley Special Education Coo,Faribault,32,22,Yes under Community Eligibility Option (CEO)
Alexandria Area High School,Alexandria Public School District,Alexandria,1315,278,Yes participating without using any Provision or the CEO
Alice Smith Elementary,Hopkins Public School District,Hopkins,467,257,Yes participating without using any Provision or the CEO
American Indian Magnet School,Saint Paul Public Schools,Saint Paul,571,481,Yes under Community Eligibility Option (CEO)
Anchor,Columbia Heights Public School Dist,Columbia Heights,11,8,No
Andersen Elementary,Stillwater Area Public Schools,Bayport,327,59,Yes participating without using any Provision or the CEO
Andersen Middle,Minneapolis Public School District,Minneapolis,1052,745,Yes under Community Eligibility Option (CEO)
Andover Elementary,Anoka-Hennepin School District,Andover,1165,217,Yes participating without using any Provision or the CEO
Andover High School,Anoka-Hennepin School District,Andover,1758,290,Yes participating without using any Provision or the CEO
Angle Inlet Elementary,Warroad Public School District,Angle Inlet,5,,No
Anishinabe Academy Elementary,Minneapolis Public School District,Minneapolis,183,167,Yes under Community Eligibility Option (CEO)
Anna Westin House,Saint Paul Public Schools,Saint Paul,13,10,No
Annandale Elementary School,Annandale Public School District,Annandale,929,255,Yes participating without using any Provision or the CEO
Annandale Middle School,Annandale Public School District,Annandale,466,135,Yes participating without using any Provision or the CEO
Annandale Senior High,Annandale Public School District,Annandale,611,134,Yes participating without using any Provision or the CEO
Anoka High School,Anoka-Hennepin School District,Anoka,2348,821,Yes participating without using any Provision or the CEO
Anoka Middle School for the Arts,Anoka-Hennepin School District,Anoka,1587,646,Yes participating without using any Provision or the CEO
Anoka-Hennepin Regn Night School,Anoka-Hennepin School District,Coon Rapids,30,16,No
Anoka-Hennepin Specialty Program,Anoka-Hennepin School District,Anoka,2,,No
Anoka-Hennepin Tech High School,Anoka-Hennepin School District,Anoka,131,79,Yes participating without using any Provision or the CEO
Anthony Louis House,Anoka-Hennepin School District,Blaine,10,4,No
Anthony Middle,Minneapolis Public School District,Minneapolis,727,181,Yes under Community Eligibility Option (CEO)
Anwatin Middle,Minneapolis Public School District,Minneapolis,334,264,Yes under Community Eligibility Option (CEO)
Apollo Senior High,St. Cloud Public School District,Saint Cloud,1264,781,Yes under Community Eligibility Option (CEO)
Apple Valley Senior High,Rosemount-Apple Valley-Eagan,Apple Valley,1999,908,Yes participating without using any Provision or the CEO
Appleton-Milan Elementary,Lac qui Parle Valley Schools,Appleton,230,142,Yes participating without using any Provision or the CEO
Aquila Elementary,St. Louis Park Public School Dist.,Saint Louis Park,498,230,Yes participating without using any Provision or the CEO
Arcadia Charter School,Arcadia Charter School,Northfield,116,36,No
Aris,Northeast Metro 916,Woodbury,22,3,No
Armatage Elementary,Minneapolis Public School District,Minneapolis,377,76,Yes under Community Eligibility Option (CEO)
Armstrong Elementary,South Washington County Schools,Cottage Grove,325,121,Yes participating without using any Provision or the CEO
Armstrong School,St. James Public School District,Saint James,65,41,Yes participating without using any Provision or the CEO
Arrowhead Academy,Duluth Public School District,Duluth,18,15,No
Art & Science Academy Middle School,Art and Science Academy,Isanti,125,43,Yes participating without using any Provision or the CEO
Art and Science Academy,Art and Science Academy,Isanti,171,63,Yes participating without using any Provision or the CEO
Ashby Elementary,Ashby Public School District,Ashby,178,59,Yes participating without using any Provision or the CEO
Ashby Secondary,Ashby Public School District,Ashby,137,48,Yes participating without using any Provision or the CEO
Aspen Academy,Aspen Academy,Savage,641,236,Yes participating without using any Provision or the CEO
Aspen House Education Program,West St. Paul-Mendota Heights-Eagan,Mendota Heights,6,,Yes participating without using any Provision or the CEO
Aspire Academy Elementary,Aspire Academy Charter School,Shakopee,163,140,Yes under Community Eligibility Option (CEO)
Aspire Academy Middle School,Aspire Academy Charter School,Shakopee,42,36,No
Atheneum Elementary,Inver Grove Heights Schools,Inver Grove Heights,69,10,Yes participating without using any Provision or the CEO
Athlos Academy of Saint Cloud,Athlos Academy of Saint Cloud,Saint Cloud,260,222,Yes under Community Eligibility Option (CEO)
Athlos Leadership Academy,Athlos Leadership Academy,Brooklyn Park,807,616,Yes under Community Eligibility Option (CEO)
Augsburg Fairview Academy,Augsburg Fairview Academy,Minneapolis,88,82,Yes under Community Eligibility Option (CEO)
Aurora Charter School,Aurora Charter School,Minneapolis,239,176,Yes participating without using any Provision or the CEO
Aurora Middle School,Aurora Charter School,Minneapolis,180,150,No
Aurora Waasakone Community of Learn,Aurora Waasakone Community of Learn,Bemidji,133,73,Yes participating without using any Provision or the CEO
Austin Area Learning Center,Austin Public School District,Austin,172,119,Yes under Community Eligibility Option (CEO)
Austin Community Learning Center,Austin Public School District,Austin,87,57,Yes under Community Eligibility Option (CEO)
Austin Online Academy,Austin Public School District,Austin,111,40,No
Austin Senior High,Austin Public School District,Austin,1485,816,Yes under Community Eligibility Option (CEO)
Avalon Middle School,Avalon School,Saint Paul,75,22,Yes participating without using any Provision or the CEO
Avalon School,Avalon School,Saint Paul,182,46,Yes participating without using any Provision or the CEO
Avon Elementary,Albany Public School District,Avon,264,49,Yes participating without using any Provision or the CEO
Babbitt Elementary,St. Louis County School District,Babbitt,95,59,Yes participating without using any Provision or the CEO
Badger Elementary,Badger Public School District,Badger,124,72,Yes participating without using any Provision or the CEO
Badger Secondary,Badger Public School District,Badger,99,54,Yes participating without using any Provision or the CEO
Bagley Elementary,Bagley Public School District,Bagley,482,285,Yes participating without using any Provision or the CEO
Bagley Secondary,Bagley Public School District,Bagley,388,215,Yes participating without using any Provision or the CEO
Bamber Valley Elementary School,Rochester Public School District,Rochester,599,126,Yes participating without using any Provision or the CEO
Banaadir Academy,Minnesota Transitions Charter Sch,Minneapolis,125,120,Yes under Community Eligibility Option (CEO)
Banaadir Elementary,Minnesota Transitions Charter Sch,Minneapolis,149,145,Yes under Community Eligibility Option (CEO)
Bancroft Elementary,Minneapolis Public School District,Minneapolis,477,269,Yes under Community Eligibility Option (CEO)
Banfield Elementary,Austin Public School District,Austin,574,351,Yes under Community Eligibility Option (CEO)
Barnesville Elementary School,Barnesville Public School Dist.,Barnesville,490,105,Yes participating without using any Provision or the CEO
Barnesville High School,Barnesville Public School Dist.,Barnesville,380,76,Yes participating without using any Provision or the CEO
Barnum Elementary,Barnum Public School District,Barnum,348,113,Yes participating without using any Provision or the CEO
Barnum Secondary,Barnum Public School District,Barnum,312,85,Yes participating without using any Provision or the CEO
Barton Elementary,Minneapolis Public School District,Minneapolis,508,161,Yes under Community Eligibility Option (CEO)
Basswood Elementary,Osseo Public School District,Maple Grove,848,158,Yes under Community Eligibility Option (CEO)
Battle Creek Elementary School,Saint Paul Public Schools,Saint Paul,470,392,Yes under Community Eligibility Option (CEO)
Battle Creek Middle,Saint Paul Public Schools,Saint Paul,619,489,Yes under Community Eligibility Option (CEO)
Battle Lake Elementary,Battle Lake Public School District,Battle Lake,230,73,Yes participating without using any Provision or the CEO
Battle Lake Secondary,Battle Lake Public School District,Battle Lake,184,60,Yes participating without using any Provision or the CEO
Baxter Elementary,Brainerd Public School District,Baxter,506,161,Yes under Community Eligibility Option (CEO)
Bay View Elementary,Proctor Public School District,Duluth,529,215,Yes participating without using any Provision or the CEO
Bayview Elementary,Waconia Public School District,Waconia,530,85,Yes participating without using any Provision or the CEO
Bdote Learning Center,Bdote Learning Center,Minneapolis,65,65,Yes under Community Eligibility Option (CEO)
Beacon Academy,Beacon Academy,Crystal,524,254,Yes participating without using any Provision or the CEO
Beacon Alp,Bloomington Public Schools,Bloomington,183,144,No
Beacon Program W Central Ed. Dist.,West Central Education District,Melrose,10,3,Yes participating without using any Provision or the CEO
Bear Cave Intermediate School,Stewartville Public School District,Stewartville,436,109,Yes participating without using any Provision or the CEO
Beaver Lake Voluntary Pre-K,North St. Paul-Maplewood Oakdale,Maplewood,23,17,Yes under Community Eligibility Option (CEO)
Becker Alternative Learning Program,Becker Public School District,Becker,24,10,No
Becker Intermediate Elementary,Becker Public School District,Becker,644,132,Yes participating without using any Provision or the CEO
Becker Middle,Becker Public School District,Becker,656,142,Yes participating without using any Provision or the CEO
Becker Primary,Becker Public School District,Becker,672,154,Yes participating without using any Provision or the CEO
Becker Senior High,Becker Public School District,Becker,881,150,Yes participating without using any Provision or the CEO
Bel Air Elementary,Mounds View Public School District,New Brighton,729,268,Yes participating without using any Provision or the CEO
Belgrade-Brooten-Elrosa Elementary,Belgrade-Brooten-Elrosa School Dist,Brooten,294,117,Yes participating without using any Provision or the CEO
Belgrade-Brooten-Elrosa Sec.,Belgrade-Brooten-Elrosa School Dist,Belgrade,316,109,Yes participating without using any Provision or the CEO
Bellaire Education Center,Northeast Metro 916,White Bear Lake,30,9,Yes participating without using any Provision or the CEO
Belle Plaine Ecse,Belle Plaine Public School District,Belle Plaine,42,15,No
Belle Plaine Junior High,Belle Plaine Public School District,Belle Plaine,255,56,Yes participating without using any Provision or the CEO
Belle Plaine Senior High,Belle Plaine Public School District,Belle Plaine,475,92,Yes participating without using any Provision or the CEO
Belle Plaine Transitions/Work Exper,Belle Plaine Public School District,Belle Plaine,10,4,No
Bemidji Middle,Bemidji Public School District,Bemidji,967,388,Yes participating without using any Provision or the CEO
Bemidji Middle Alp,Bemidji Public School District,Bemidji,1,,No
Bemidji Regional Interdist. Council,Bemidji Regional Interdist. Council,Bemidji,22,,No
Bemidji Senior High,Bemidji Public School District,Bemidji,1537,514,Yes participating without using any Provision or the CEO
Bemidji Senior Lumberjack ALC,Bemidji Public School District,Bemidji,85,48,Yes participating without using any Provision or the CEO
Benjamin E Mays IB World School,Saint Paul Public Schools,Saint Paul,336,311,Yes under Community Eligibility Option (CEO)
Benson Area Learning Center,Benson Public School District,Benson,13,7,Yes participating without using any Provision or the CEO
Benson Secondary,Benson Public School District,Benson,334,127,Yes participating without using any Provision or the CEO
Benton Stearns Education District 1,Benton-Stearns Education District,Sauk Rapids,17,10,No
Benton-Stearns Ed District Ec,Benton-Stearns Education District,Sartell,99,34,No
Benton-Stearns Education - Asd,Benton-Stearns Education District,Sartell,12,9,No
Benton-Stearns Education District,Benton-Stearns Education District,Sauk Rapids,24,16,Yes under Community Eligibility Option (CEO)
Benton-Stearns Education Pioneers,Benton-Stearns Education District,Sartell,8,,Yes under Community Eligibility Option (CEO)
Bert Raney Elementary School,Yellow Medicine East,Granite Falls,284,151,Yes participating without using any Provision or the CEO
Bertha Elementary,Bertha-Hewitt Public School Dist.,Bertha,293,150,Yes participating without using any Provision or the CEO
Bertha Secondary,Bertha-Hewitt Public School Dist.,Bertha,213,96,Yes participating without using any Provision or the CEO
Bes Transition Program,Burnsville-Eagan-Savage Schools,Burnsville,42,28,Yes under Community Eligibility Option (CEO)
Best Academy,Best Academy,Minneapolis,508,470,Yes under Community Eligibility Option (CEO)
Bethany Crisis Shelter,Duluth Public School District,Duluth,2,,No
Bethune Elementary,Minneapolis Public School District,Minneapolis,213,188,Yes under Community Eligibility Option (CEO)
Big Lake Middle School,Big Lake Public School District,Big Lake,632,221,Yes participating without using any Provision or the CEO
Big Lake Online 6-12,Big Lake Public School District,Big Lake,118,51,No
Big Lake Online K-5,Big Lake Public School District,Big Lake,24,8,No
Big Lake Senior High,Big Lake Public School District,Big Lake,902,259,Yes participating without using any Provision or the CEO
Big Stone Colony Elementary,Clinton-Graceville-Beardsley,Graceville,19,16,No
Big Stone Colony High School,Clinton-Graceville-Beardsley,Clinton,4,,No
Big Woods Elementary,St. Michael-Albertville Schools,Saint Michael,656,118,Yes participating without using any Provision or the CEO
Bigfork Elementary,Grand Rapids Public School District,Bigfork,139,85,Yes participating without using any Provision or the CEO
Bigfork Secondary,Grand Rapids Public School District,Bigfork,130,71,Yes participating without using any Provision or the CEO
Birch Grove Community School,Birch Grove Community School,Tofte,45,23,No
Birch Grove School for the Arts,Osseo Public School District,Brooklyn Park,460,313,Yes under Community Eligibility Option (CEO)
Birch Lake Elementary,White Bear Lake School District,White Bear Lake,239,110,Yes participating without using any Provision or the CEO
Birchview Elementary,Wayzata Public School District,Plymouth,441,141,Yes participating without using any Provision or the CEO
Birth to Two Ecse,Mounds View Public School District,New Brighton,93,46,No
Bishop Elementary School,Rochester Public School District,Rochester,545,203,Yes participating without using any Provision or the CEO
Black Hawk Middle,Rosemount-Apple Valley-Eagan,Eagan,889,323,Yes participating without using any Provision or the CEO
Blackduck Elementary,Blackduck Public School District,Blackduck,412,251,Yes participating without using any Provision or the CEO
Blackduck Secondary,Blackduck Public School District,Blackduck,284,142,Yes participating without using any Provision or the CEO
Blaine High School,Anoka-Hennepin School District,Blaine,3157,1088,Yes participating without using any Provision or the CEO
Blooming Prairie Elementary,Blooming Prairie Public Schools,Blooming Prairie,341,117,Yes participating without using any Provision or the CEO
Blooming Prairie High School,Blooming Prairie Public Schools,Blooming Prairie,385,122,Yes participating without using any Provision or the CEO
Blooming Prairie Intermediate Schoo,Blooming Prairie Public Schools,Blooming Prairie,138,48,No
Bloomington Ecse,Bloomington Public Schools,Bloomington,283,146,No
Bloomington Transition Center,Bloomington Public Schools,Bloomington,80,42,Yes participating without using any Provision or the CEO
Blue Earth Area Early Childhood Spe,Blue Earth Area School District,Blue Earth,8,,No
Blue Earth Area Elementary,Blue Earth Area School District,Blue Earth,515,272,Yes participating without using any Provision or the CEO
Blue Earth Area Middle,Blue Earth Area School District,Blue Earth,163,82,Yes participating without using any Provision or the CEO
Blue Earth Area Secondary,Blue Earth Area School District,Blue Earth,378,189,Yes participating without using any Provision or the CEO
Blue Heron Elementary,Centennial Public School District,Lino Lakes,707,179,Yes participating without using any Provision or the CEO
Bluesky Charter School,Bluesky Charter School,Bloomington,634,298,No
Bluff Creek Elementary,Eastern Carver County Public School,Chanhassen,462,95,Yes participating without using any Provision or the CEO
Bluff View Elementary,Lake City Public School District,Lake City,592,219,Yes participating without using any Provision or the CEO
Bluffview Montessori,Bluffview Montessori,Winona,209,46,Yes participating without using any Provision or the CEO
Bold Middle School,Bird Island-Olivia-Lake Lillian,Olivia,173,81,Yes participating without using any Provision or the CEO
Bold Senior High School,Bird Island-Olivia-Lake Lillian,Olivia,203,68,Yes participating without using any Provision or the CEO
Bold-Bird Island Elementary,Bird Island-Olivia-Lake Lillian,Olivia,260,129,Yes participating without using any Provision or the CEO
Bonner Elementary,Stewartville Public School District,Stewartville,411,117,Yes participating without using any Provision or the CEO
Braham Area Secondary,Braham Public School District,Braham,354,123,Yes participating without using any Provision or the CEO
Braham Elementary,Braham Public School District,Braham,429,173,Yes participating without using any Provision or the CEO
Brainerd Early Childhood Sp. Ed.,Brainerd Public School District,Baxter,151,86,No
Brainerd Senior High,Brainerd Public School District,Brainerd,1805,569,Yes under Community Eligibility Option (CEO)
Branch Out Transitional Services,West St. Paul-Mendota Heights-Eagan,West Saint Paul,29,19,No
Brandon Elementary,Brandon-Evansville Public Schools,Brandon,107,43,Yes participating without using any Provision or the CEO
Brandon-Evansville High School,Brandon-Evansville Public Schools,Brandon,158,59,Yes participating without using any Provision or the CEO
Brandon-Evansville Middle School,Brandon-Evansville Public Schools,Brandon,124,38,Yes participating without using any Provision or the CEO
Breckenridge Elementary,Breckenridge Public School District,Breckenridge,265,141,Yes participating without using any Provision or the CEO
Breckenridge Middle/High School,Breckenridge Public School District,Breckenridge,311,120,Yes participating without using any Provision or the CEO
Bridge Transition Program,Stillwater Area Public Schools,Stillwater,37,15,Yes participating without using any Provision or the CEO
Bridge View Special Education,Saint Paul Public Schools,Saint Paul,115,91,Yes under Community Eligibility Option (CEO)
Bridges Community Elementary,Mankato Public School District,North Mankato,251,48,Yes under Community Eligibility Option (CEO)
Bridgewater Elementary,Northfield Public School District,Northfield,564,145,Yes participating without using any Provision or the CEO
Bridgeway Career Academy,Alexandria Public School District,Alexandria,19,9,No
Brimhall Elementary,Roseville Public School District,Roseville,569,271,Yes participating without using any Provision or the CEO
Brittany's Place,Saint Paul Public Schools,Saint Paul,1,,No
Brooklyn Center Early College Acad,Brooklyn Center Community Schools,Brooklyn Center,60,57,Yes under Community Eligibility Option (CEO)
Brooklyn Center Ecse Age 3 - 5,Brooklyn Center Community Schools,Brooklyn Center,18,11,No
Brooklyn Center Elementary School,Brooklyn Center Community Schools,Brooklyn Center,708,566,Yes under Community Eligibility Option (CEO)
Brooklyn Center High School,Brooklyn Center Community Schools,Brooklyn Center,539,426,Yes under Community Eligibility Option (CEO)
Brooklyn Center Middle School,Brooklyn Center Community Schools,Brooklyn Center,334,275,Yes under Community Eligibility Option (CEO)
Brooklyn Middle STEAM School,Osseo Public School District,Brooklyn Park,931,575,Yes under Community Eligibility Option (CEO)
Brookside Academy,Cambridge-Isanti Public School Dist,Cambridge,13,9,Yes under Community Eligibility Option (CEO)
Brookside Early Childhood Sp Ed,Albert Lea Public School District,Albert Lea,68,41,Yes under Community Eligibility Option (CEO)
Brookside Elementary,Anoka-Hennepin School District,Ramsey,779,210,Yes participating without using any Provision or the CEO
Brookview Elementary,Stillwater Area Public Schools,Woodbury,607,159,Yes participating without using any Provision or the CEO
Browerville Elementary,Browerville Public School District,Browerville,275,154,Yes participating without using any Provision or the CEO
Browerville Secondary,Browerville Public School District,Browerville,291,117,Yes participating without using any Provision or the CEO
Browns Valley Elementary,Browns Valley Public School Dist,Browns Valley,128,86,Yes participating without using any Provision or the CEO
Browns Valley Middle,Browns Valley Public School Dist,Browns Valley,77,53,Yes participating without using any Provision or the CEO
Bruce F Vento Elementary,Saint Paul Public Schools,Saint Paul,446,388,Yes under Community Eligibility Option (CEO)
Bryn Mawr Elementary,Minneapolis Public School District,Minneapolis,431,358,Yes under Community Eligibility Option (CEO)
Buffalo Community Middle,Buffalo-Hanover-Montrose Schools,Buffalo,1160,319,Yes participating without using any Provision or the CEO
Buffalo Early Child. Sp. Ed Program,Buffalo-Hanover-Montrose Schools,Buffalo,150,57,No
Buffalo Lake-Hector-Stewart Element,Buffalo Lake-Hector-Stewart,Hector,186,94,Yes participating without using any Provision or the CEO
Buffalo Lake-Hector-Stewart Seconda,Buffalo Lake-Hector-Stewart,Hector,245,100,Yes participating without using any Provision or the CEO
Buffalo Senior High,Buffalo-Hanover-Montrose Schools,Buffalo,1681,369,Yes participating without using any Provision or the CEO
Bultum Academy,Bultum Academy Charter School,Columbia Heights,249,207,Yes under Community Eligibility Option (CEO)
Burnside Elementary,Red Wing Public School District,Red Wing,493,200,Yes participating without using any Provision or the CEO
Burnsville Alternative High School,Burnsville-Eagan-Savage Schools,Eagan,198,138,No
Burnsville Area Learning Center,Burnsville-Eagan-Savage Schools,Burnsville,1350,752,Yes under Community Eligibility Option (CEO)
Burnsville High School,Burnsville-Eagan-Savage Schools,Burnsville,2029,1007,Yes under Community Eligibility Option (CEO)
Burnsville Sr High Extended Day Pro,Burnsville-Eagan-Savage Schools,Eagan,2,,No
Burroughs Elementary,Minneapolis Public School District,Minneapolis,481,47,Yes under Community Eligibility Option (CEO)
Butterfield Elementary,Butterfield-Odin Public Schools,Butterfield,110,83,Yes participating without using any Provision or the CEO
Butterfield Secondary,Butterfield-Odin Public Schools,Butterfield,103,66,Yes participating without using any Provision or the CEO
Byron Intermediate School,Byron Public School District,Byron,551,88,Yes participating without using any Provision or the CEO
Byron Middle School,Byron Public School District,Byron,577,82,Yes participating without using any Provision or the CEO
Byron Primary School,Byron Public School District,Byron,519,94,Yes participating without using any Provision or the CEO
Byron Senior High School,Byron Public School District,Byron,695,104,No
C-I Education Center,Cambridge-Isanti Public School Dist,Cambridge,3,,No
C.e. Jacobson Elementary,Rush City Public School District,Rush City,414,158,Yes participating without using any Provision or the CEO
C.o.m.p.a.s.s.,Elk River Public School District,Elk River,28,10,Yes participating without using any Provision or the CEO
Caaep Extended Day Program,Cloquet Public School District,Cloquet,7,,Yes under Community Eligibility Option (CEO)
Caledonia Elementary,Caledonia Public School District,Caledonia,295,91,Yes participating without using any Provision or the CEO
Caledonia Middle,Caledonia Public School District,Caledonia,138,34,Yes participating without using any Provision or the CEO
Caledonia Senior High,Caledonia Public School District,Caledonia,259,42,Yes participating without using any Provision or the CEO
Cambridge Early Childhood Specialed,Cambridge-Isanti Public School Dist,Cambridge,74,39,No
Cambridge Intermediate School,Cambridge-Isanti Public School Dist,Cambridge,536,193,Yes participating without using any Provision or the CEO
Cambridge Middle School,Cambridge-Isanti Public School Dist,Cambridge,607,197,Yes participating without using any Provision or the CEO
Cambridge Primary School,Cambridge-Isanti Public School Dist,Cambridge,498,216,Yes participating without using any Provision or the CEO
Cambridge-Isanti High School,Cambridge-Isanti Public School Dist,Cambridge,1582,480,Yes participating without using any Provision or the CEO
Cambridge-Isanti Oll Elementary K-5,Cambridge-Isanti Public School Dist,Cambridge,18,8,No
Cambridge-Isanti Oll Secondary 6-12,Cambridge-Isanti Public School Dist,Cambridge,88,30,No
Cambridge-Isanti STEAM School,Cambridge-Isanti Public School Dist,Isanti,139,33,No
Camden High,Minneapolis Public School District,Minneapolis,783,567,Yes under Community Eligibility Option (CEO)
Campbell-Tintah Elementary,Campbell-Tintah Public Schools,Campbell,66,18,Yes participating without using any Provision or the CEO
Campbell-Tintah Secondary,Campbell-Tintah Public Schools,Campbell,49,7,Yes participating without using any Provision or the CEO
Canby Elementary,Canby Public School District,Canby,304,121,Yes participating without using any Provision or the CEO
Canby Secondary,Canby Public School District,Canby,300,122,Yes participating without using any Provision or the CEO
