school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program
A.l. Burruss Elementary School,Marietta City,Marietta,409,195,Yes participating without using any Provision or the CEO
Aaron Cohn Middle School,Muscogee County,Midland,525,280,Yes under Community Eligibility Option (CEO)
Aaron Cohn Regional Youth Detention Center,Department of Juvenile Justice,Midland,19,16,No
Abbotts Hill Elementary School,Fulton County,Duluth,508,89,Yes participating without using any Provision or the CEO
Academy for Classical Education,State Specialty Schools II- Academy For Classical Education,Macon,1808,309,Yes participating without using any Provision or the CEO
Academy of Richmond County High School,Richmond County,Augusta,1178,1002,Yes under Community Eligibility Option (CEO)
Acworth Elementary School,Cobb County,Acworth,499,345,Yes participating without using any Provision or the CEO
Adairsville Elementary School,Bartow County,Adairsville,868,543,Yes participating without using any Provision or the CEO
Adairsville High School,Bartow County,Adairsville,1206,588,Yes participating without using any Provision or the CEO
Adairsville Middle School,Bartow County,Adairsville,862,482,Yes participating without using any Provision or the CEO
Adamson Middle School,Clayton County,Rex,509,509,Yes under Community Eligibility Option (CEO)
Addison Elementary School,Cobb County,Marietta,571,192,Yes participating without using any Provision or the CEO
Albany Middle School,Dougherty County,Albany,792,792,Yes under Community Eligibility Option (CEO)
Alcova Elementary School,Gwinnett County,Dacula,1467,1029,Yes participating without using any Provision or the CEO
Alcovy High School,Newton County,Covington,1968,1827,Yes under Community Eligibility Option (CEO)
Alexander High School,Douglas County,Douglasville,1830,957,Yes participating without using any Provision or the CEO
Alexander II Magnet School,Bibb County,Macon,465,263,Yes under Community Eligibility Option (CEO)
Alford Elementary,Gwinnett County,Lawrenceville,828,688,Yes participating without using any Provision or the CEO
Alice Coachman Elementary School,Dougherty County,Albany,448,448,Yes under Community Eligibility Option (CEO)
Allatoona Elementary School,Bartow County,Acworth,413,349,Yes participating without using any Provision or the CEO
Allatoona High School,Cobb County,Acworth,1560,458,Yes participating without using any Provision or the CEO
Allen Elementary School,Muscogee County,Columbus,436,436,Yes under Community Eligibility Option (CEO)
Allgood Elementary School,Paulding County,Dallas,811,586,Yes participating without using any Provision or the CEO
Allgood Elementary School,DeKalb County,Stone Mountain,614,614,Yes under Community Eligibility Option (CEO)
Alliance Academy for Innovation,Forsyth County,Cumming,1145,103,Yes participating without using any Provision or the CEO
Alpharetta Elementary School,Fulton County,Alpharetta,498,89,Yes participating without using any Provision or the CEO
Alpharetta High School,Fulton County,Alpharetta,2024,306,Yes participating without using any Provision or the CEO
Altama Elementary School,Glynn County,Brunswick,672,672,Yes under Community Eligibility Option (CEO)
Altamaha Elementary School,Appling County,Baxley,381,381,Yes under Community Eligibility Option (CEO)
Alto Park Elementary School,Floyd County,Rome,429,360,Yes participating without using any Provision or the CEO
Amana Academy School,Fulton County,Alpharetta,667,317,Yes participating without using any Provision or the CEO
Amana Academy West Atlanta,State Specialty Schools II- Amana Academy West Atlanta,Smyrna,215,74,Yes participating without using any Provision or the CEO
Ambrose Elementary School,Coffee County,Ambrose,391,391,Yes under Community Eligibility Option (CEO)
Anderson Elementary School,Clayton County,Conley,420,420,Yes under Community Eligibility Option (CEO)
Anderson-Livsey Elementary School,Gwinnett County,Snellville,678,565,Yes participating without using any Provision or the CEO
Andrea B Williams Elementary School,Savannah-Chatham County,Savannah,414,385,Yes participating without using any Provision or the CEO
Anita White Carson Middle School,Greene County,Greensboro,388,388,Yes under Community Eligibility Option (CEO)
Anna K. Davie Elementary,Rome City,Rome,413,413,Yes under Community Eligibility Option (CEO)
Anne Street Elementary School,Griffin-Spalding County,Griffin,352,313,Yes under Community Eligibility Option (CEO)
Annette Winn Elementary School,Douglas County,Lithia Springs,341,301,Yes participating without using any Provision or the CEO
Annie Belle Clark Elementary School,Tift County,Tifton,785,785,Yes under Community Eligibility Option (CEO)
Annistown Elementary School,Gwinnett County,Snellville,686,537,Yes participating without using any Provision or the CEO
Antioch Elementary School,Whitfield County,Dalton,446,446,Yes under Community Eligibility Option (CEO)
Apalachee High School,Barrow County,Winder,1949,1186,Yes participating without using any Provision or the CEO
Appling County Elementary School,Appling County,Baxley,1113,1113,Yes under Community Eligibility Option (CEO)
Appling County High School,Appling County,Baxley,1013,1002,Yes under Community Eligibility Option (CEO)
Appling County Middle School,Appling County,Baxley,759,759,Yes under Community Eligibility Option (CEO)
Appling Middle School,Bibb County,Macon,677,498,Yes under Community Eligibility Option (CEO)
Arabia Mountain High School - Academy of Engineering- Medic,DeKalb County,Lithonia,1224,798,Yes under Community Eligibility Option (CEO)
Arbor Springs Elementary,Coweta County,Newnan,395,157,Yes participating without using any Provision or the CEO
Arbor Station Elementary School,Douglas County,Douglasville,544,407,Yes participating without using any Provision or the CEO
Arcado Elementary School,Gwinnett County,Lilburn,905,554,Yes participating without using any Provision or the CEO
Archer High School,Gwinnett County,Lawrenceville,3058,1604,Yes participating without using any Provision or the CEO
Argyle Elementary School,Cobb County,Smyrna,333,330,Yes under Community Eligibility Option (CEO)
Armuchee Elementary School,Floyd County,Armuchee,401,220,Yes participating without using any Provision or the CEO
Armuchee High School,Floyd County,Rome,953,456,Yes participating without using any Provision or the CEO
Armuchee Primary School,Floyd County,Rome,480,267,Yes participating without using any Provision or the CEO
Arnall Middle School,Coweta County,Newnan,740,448,Yes participating without using any Provision or the CEO
Arnco-Sargent Elementary School,Coweta County,Newnan,357,254,Yes participating without using any Provision or the CEO
Arnold Elementary School,Clayton County,Jonesboro,454,454,Yes under Community Eligibility Option (CEO)
Arnold Middle School,Muscogee County,Columbus,582,582,Yes under Community Eligibility Option (CEO)
Arnold Mill Elementary School,Cherokee County,Woodstock,767,202,Yes participating without using any Provision or the CEO
Arthur Williams Middle School,Wayne County,Jesup,626,613,Yes under Community Eligibility Option (CEO)
Asa Hilliard Elementary School,Fulton County,East Point,474,474,Yes under Community Eligibility Option (CEO)
Ashford Park Elementary School,DeKalb County,Atlanta,757,112,Yes participating without using any Provision or the CEO
Ashworth Middle School,Gordon County,Calhoun,578,572,Yes under Community Eligibility Option (CEO)
Atha Road Elementary School,Walton County,Monroe,771,459,Yes participating without using any Provision or the CEO
Atkinson County High School,Atkinson County,Pearson,447,359,Yes under Provision 2
Atkinson County Middle School,Atkinson County,Pearson,336,288,Yes under Provision 2
Atkinson Elementary School,Griffin-Spalding County,Griffin,366,330,Yes under Community Eligibility Option (CEO)
Atkinson Elementary School,Coweta County,Newnan,398,258,Yes participating without using any Provision or the CEO
Atkinson Elementary School,Brantley County,Waynesville,276,276,Yes under Community Eligibility Option (CEO)
Atlanta Area School for the Deaf,State Schools,Clarkston,110,41,Yes under Community Eligibility Option (CEO)
Atlanta Classical Academy,Atlanta Public Schools,Atlanta,697,119,Yes participating without using any Provision or the CEO
Atlanta Heights Charter School,State Specialty Schools II- Atlanta Heights Charter School,Atlanta,663,663,Yes under Community Eligibility Option (CEO)
Atlanta Neighborhood Charter - Elementary,Atlanta Public Schools,Atlanta,394,57,Yes participating without using any Provision or the CEO
Atlanta Neighborhood Charter - Middle,Atlanta Public Schools,Atlanta,233,35,Yes participating without using any Provision or the CEO
Atlanta Smart Academy,State Specialty Schools II- Atlanta SMART Academy,Atlanta,221,221,Yes under Community Eligibility Option (CEO)
Atlanta Unbound Academy,State Specialty Schools II- Atlanta Unbound Academy,College Park,199,199,Yes under Community Eligibility Option (CEO)
Atlanta Youth Development Campus,Department of Juvenile Justice,College Park,24,21,No
Auburn Elementary School,Barrow County,Auburn,678,457,Yes participating without using any Provision or the CEO
Augusta Regional Youth Detention Center,Department of Juvenile Justice,Augusta,11,8,No
Augusta Youth Development Campus,Department of Juvenile Justice,Augusta,28,25,No
Austell Elementary School,Cobb County,Austell,367,367,Yes under Community Eligibility Option (CEO)
Austin Elementary School,DeKalb County,Dunwoody,803,38,Yes participating without using any Provision or the CEO
Austin Road Elementary School,Henry County,Stockbridge,414,322,Yes participating without using any Provision or the CEO
Austin Road Elementary School,Barrow County,Winder,700,429,Yes participating without using any Provision or the CEO
Austin Road Middle School,Henry County,Stockbridge,550,399,Yes participating without using any Provision or the CEO
Autrey Mill Middle School,Fulton County,Alpharetta,1256,187,Yes participating without using any Provision or the CEO
Avery Elementary School,Cherokee County,Canton,1104,249,Yes participating without using any Provision or the CEO
Avondale Elementary School,DeKalb County,Avondale Estates,521,477,Yes under Community Eligibility Option (CEO)
Awtrey Middle School,Cobb County,Kennesaw,593,285,Yes participating without using any Provision or the CEO
Az Kelsey Academy,Griffin-Spalding County,Griffin,47,46,Yes under Community Eligibility Option (CEO)
B.e.s.t Academy,Atlanta Public Schools,Atlanta,268,259,Yes under Community Eligibility Option (CEO)
Babb Middle School,Clayton County,Forest Park,881,881,Yes under Community Eligibility Option (CEO)
Bacon County Elementary School,Bacon County,Alma,448,448,Yes under Community Eligibility Option (CEO)
Bacon County High School,Bacon County,Alma,633,619,Yes under Community Eligibility Option (CEO)
Bacon County Middle School,Bacon County,Alma,462,425,Yes under Community Eligibility Option (CEO)
Bacon County Primary School,Bacon County,Alma,551,551,Yes under Community Eligibility Option (CEO)
Bacon Elementary School,Wayne County,Jesup,690,690,Yes under Community Eligibility Option (CEO)
Baconton Community Charter School,State Specialty Schools II- Baconton Community Charter Sch,Baconton,941,831,Yes under Community Eligibility Option (CEO)
Baggett Elementary School,Gwinnett County,Lawrenceville,1019,907,Yes participating without using any Provision or the CEO
Bagley Middle School,Murray County,Chatsworth,457,438,Yes under Community Eligibility Option (CEO)
Bainbridge High School,Decatur County,Bainbridge,1192,1177,Yes under Community Eligibility Option (CEO)
Bainbridge Middle School,Decatur County,Bainbridge,793,793,Yes under Community Eligibility Option (CEO)
Baker County Elementary,Baker County,Newton,138,138,Yes under Community Eligibility Option (CEO)
Baker County High School,Baker County,Newton,77,77,Yes under Community Eligibility Option (CEO)
Baker County Learning Academy,Baker County,Newton,6,,Yes under Community Eligibility Option (CEO)
Baker County Middle School,Baker County,Newton,66,66,Yes under Community Eligibility Option (CEO)
Baker Elementary School,Cobb County,Acworth,738,364,Yes participating without using any Provision or the CEO
Baker Middle School,Muscogee County,Columbus,631,631,Yes under Community Eligibility Option (CEO)
Baker Place Elementary,Columbia County,Grovetown,958,385,Yes participating without using any Provision or the CEO
Baldwin Elementary,Gwinnett County,Norcross,914,737,Yes participating without using any Provision or the CEO
Baldwin Elementary School,Habersham County,Baldwin,422,422,Yes under Community Eligibility Option (CEO)
Baldwin High School,Baldwin County,Milledgeville,1283,900,Yes under Community Eligibility Option (CEO)
Ball Ground Elementary School,Cherokee County,Ball Ground,663,227,Yes participating without using any Provision or the CEO
Ballard Hudson Middle School,Bibb County,Macon,671,514,Yes under Community Eligibility Option (CEO)
Banks County Elementary School,Banks County,Homer,651,566,Yes under Community Eligibility Option (CEO)
Banks County High School,Banks County,Homer,831,623,Yes under Community Eligibility Option (CEO)
Banks County Middle School,Banks County,Homer,631,511,Yes under Community Eligibility Option (CEO)
Banks County Primary School,Banks County,Homer,685,657,Yes under Community Eligibility Option (CEO)
Banneker High School,Fulton County,College Park,1695,1695,Yes under Community Eligibility Option (CEO)
Barack and Michelle Obama Academy,Atlanta Public Schools,Atlanta,297,297,Yes under Community Eligibility Option (CEO)
Barack H. Obama Elementary Magnet School of Technology,DeKalb County,Atlanta,844,844,Yes under Community Eligibility Option (CEO)
Barber Middle School,Cobb County,Acworth,790,457,Yes participating without using any Provision or the CEO
Barksdale Elementary School,Rockdale County,Conyers,495,432,Yes under Community Eligibility Option (CEO)
Barnett Shoals Elementary School,Clarke County,Athens,490,490,Yes under Community Eligibility Option (CEO)
Barnwell Elementary School,Fulton County,Alpharetta,672,106,Yes participating without using any Provision or the CEO
Barrow Arts and Sciences Academy,Barrow County,Winder,967,455,Yes participating without using any Provision or the CEO
Barrow Elementary School,Clarke County,Athens,456,353,Yes under Community Eligibility Option (CEO)
Barton Chapel Elementary School,Richmond County,Augusta,427,427,Yes under Community Eligibility Option (CEO)
Bascomb Elementary School,Cherokee County,Woodstock,911,176,Yes participating without using any Provision or the CEO
Battlefield Elementary School,Catoosa County,Fort Oglethorpe,426,212,Yes participating without using any Provision or the CEO
Battlefield Primary,Catoosa County,Ft Oglethorpe,438,261,Yes participating without using any Provision or the CEO
Bay Creek Elementary School,Walton County,Loganville,776,539,Yes participating without using any Provision or the CEO
Bay Creek Middle School,Gwinnett County,Grayson,1510,891,Yes participating without using any Provision or the CEO
Bay Springs Middle School,Carroll County,Villa Rica,723,282,Yes under Community Eligibility Option (CEO)
Bayvale Elementary School,Richmond County,Augusta,389,389,Yes under Community Eligibility Option (CEO)
Bazoline E. Usher/Collier Heights Elementary School,Atlanta Public Schools,Atlanta,390,390,Yes under Community Eligibility Option (CEO)
Beach High School,Savannah-Chatham County,Savannah,973,829,Yes participating without using any Provision or the CEO
Beacon Hill Middle School,City Schools of Decatur,Decatur,1285,197,Yes participating without using any Provision or the CEO
Bear Creek Middle School,Fulton County,Fairburn,971,971,Yes under Community Eligibility Option (CEO)
Bear Creek Middle School,Barrow County,Statham,752,434,Yes participating without using any Provision or the CEO
Beaver Ridge Elementary School,Gwinnett County,Norcross,984,806,Yes participating without using any Provision or the CEO
Beaverbrook Elementary School,Griffin-Spalding County,Griffin,318,292,Yes under Community Eligibility Option (CEO)
Beaverdale Elementary School,Whitfield County,Dalton,488,488,Yes under Community Eligibility Option (CEO)
Beecher Hills Elementary School,Atlanta Public Schools,Atlanta,237,237,Yes under Community Eligibility Option (CEO)
Belair Elementary School,Richmond County,Augusta,675,556,Yes under Community Eligibility Option (CEO)
Belair Middle School,Richmond County,Augusta,776,640,Yes under Community Eligibility Option (CEO)
Bells Ferry Elementary School,Cobb County,Marietta,704,433,Yes participating without using any Provision or the CEO
Belmont Hills Elementary School,Cobb County,Smyrna,267,267,Yes under Community Eligibility Option (CEO)
Belwood Elementary School,Gordon County,Calhoun,530,524,Yes under Community Eligibility Option (CEO)
Ben Hill County Middle School,Ben Hill County,Fitzgerald,594,594,Yes under Community Eligibility Option (CEO)
Ben Hill County Primary School,Ben Hill County,Fitzgerald,815,815,Yes under Community Eligibility Option (CEO)
Ben Hill Elementary School,Ben Hill County,Fitzgerald,552,552,Yes under Community Eligibility Option (CEO)
Benefield Elementary School,Gwinnett County,Lawrenceville,1209,962,Yes participating without using any Provision or the CEO
Benjamin E. Mays High School,Atlanta Public Schools,Atlanta,1338,1338,Yes under Community Eligibility Option (CEO)
Bennett's Mill Middle School,Fayette County,Fayetteville,876,556,Yes participating without using any Provision or the CEO
Benteen Elementary School,Atlanta Public Schools,Atlanta,329,291,Yes under Community Eligibility Option (CEO)
Berkeley Lake Elementary School,Gwinnett County,Duluth,838,458,Yes participating without using any Provision or the CEO
Berkmar High School,Gwinnett County,Lilburn,2975,2279,Yes participating without using any Provision or the CEO
Berkmar Middle School,Gwinnett County,Lilburn,1039,957,Yes participating without using any Provision or the CEO
Bernd Elementary School,Bibb County,Macon,356,256,Yes under Community Eligibility Option (CEO)
Berrien Academy Performance Learning Center,Berrien County,Nashville,61,55,Yes under Community Eligibility Option (CEO)
Berrien Elementary School,Berrien County,Nashville,692,692,Yes under Community Eligibility Option (CEO)
Berrien High School,Berrien County,Nashville,850,724,Yes under Community Eligibility Option (CEO)
Berrien Middle School,Berrien County,Nashville,673,630,Yes under Community Eligibility Option (CEO)
Berrien Primary School,Berrien County,Nashville,785,785,Yes under Community Eligibility Option (CEO)
Berta Weathersbee Elementary School,Troup County,Lagrange,252,248,Yes under Community Eligibility Option (CEO)
Bessie L. Baggett Elementary,Paulding County,Powder Springs,549,386,Yes participating without using any Provision or the CEO
Bethesda Elementary School,Gwinnett County,Lawrenceville,1083,889,Yes participating without using any Provision or the CEO
Bethlehem Elementary School,Barrow County,Bethlehem,641,394,Yes participating without using any Provision or the CEO
Bethlehem Elementary School,Henry County,Locust Grove,630,445,Yes participating without using any Provision or the CEO
Bethune Elementary School,Fulton County,College Park,608,608,Yes under Community Eligibility Option (CEO)
Bethune Middle School,Charlton County,Folkston,453,451,Yes under Community Eligibility Option (CEO)
Betty Gray Middle School,Cobb County,Mableton,702,695,Yes under Community Eligibility Option (CEO)
Bettye Henderson Holston Elementary School,Clarke County,Athens,322,322,Yes under Community Eligibility Option (CEO)
Beulah Elementary School,Douglas County,Douglasville,428,359,Yes participating without using any Provision or the CEO
Big a Elementary School,Stephens County,Eastanollee,403,403,Yes under Community Eligibility Option (CEO)
Big Creek Elementary School,Forsyth County,Cumming,745,117,Yes participating without using any Provision or the CEO
Big Shanty Elementary School,Cobb County,Kennesaw,511,260,Yes participating without using any Provision or the CEO
Bill Arp Elementary School,Douglas County,Douglasville,645,501,Yes participating without using any Provision or the CEO
Birch Creek Elementary School,Henry County,McDonough,745,554,Yes participating without using any Provision or the CEO
Birmingham Falls Elementary School,Fulton County,Milton,696,30,Yes participating without using any Provision or the CEO
Birney Elementary School,Cobb County,Marietta,725,725,Yes under Community Eligibility Option (CEO)
Bishop Hall,Thomas County,Thomasville,143,143,Yes under Community Eligibility Option (CEO)
Black's Mill Elementary School,Dawson County,Dawsonville,570,255,Yes participating without using any Provision or the CEO
Blackburn Elementary School,Lumpkin County,Dawsonville,779,429,Yes participating without using any Provision or the CEO
Blackmon Road Middle School,Muscogee County,Columbus,478,376,Yes under Community Eligibility Option (CEO)
Blackshear Elementary School,Pierce County,Blackshear,820,820,Yes under Community Eligibility Option (CEO)
Blackwell Elementary School,Cobb County,Marietta,580,311,Yes participating without using any Provision or the CEO
Blake Bass Middle School,Coweta County,Sharpsburg,887,269,Yes participating without using any Provision or the CEO
Blakeney Elementary,Burke County,Waynesboro,726,726,Yes under Community Eligibility Option (CEO)
Blanchard Elementary School,Muscogee County,Columbus,451,372,Yes under Community Eligibility Option (CEO)
Blandford Elementary School,Effingham County,Rincon,987,502,Yes participating without using any Provision or the CEO
Bleckley County Elementary School,Bleckley County,Cochran,579,537,Yes under Community Eligibility Option (CEO)
Bleckley County High School,Bleckley County,Cochran,680,480,Yes under Community Eligibility Option (CEO)
Bleckley County Primary School,Bleckley County,Cochran,689,689,Yes under Community Eligibility Option (CEO)
Bleckley County Success Academy,Bleckley County,Cochran,83,83,Yes under Community Eligibility Option (CEO)
Bleckley Middle School,Bleckley County,Cochran,550,469,Yes under Community Eligibility Option (CEO)
Bloomingdale Elementary School,Savannah-Chatham County,Savannah,350,266,Yes participating without using any Provision or the CEO
Blue Ridge Elementary School,Fannin County,Blue Ridge,383,379,Yes under Community Eligibility Option (CEO)
Blue Ridge Elementary School,Dalton Public Schools,Dalton,632,539,Yes under Provision 2
Blue Ridge Elementary School,Columbia County,Evans,612,297,Yes participating without using any Provision or the CEO
Blythe Elementary School,Richmond County,Blythe,333,333,Yes under Community Eligibility Option (CEO)
Bob Mathis Elementary School,DeKalb County,Decatur,368,368,Yes under Community Eligibility Option (CEO)
Bob Richards Regional Youth Detention Center,Department of Juvenile Justice,Rome,14,7,No
Bolton Academy Elementary,Atlanta Public Schools,Atlanta,590,278,Yes under Community Eligibility Option (CEO)
Bonaire Elementary School,Houston County,Bonaire,547,213,Yes participating without using any Provision or the CEO
Bonaire Middle School,Houston County,Bonaire,1151,464,Yes participating without using any Provision or the CEO
Bonaire Primary School,Houston County,Bonaire,564,247,Yes participating without using any Provision or the CEO
Booker T. Washington High School,Atlanta Public Schools,Atlanta,856,856,Yes under Community Eligibility Option (CEO)
Boston Elementary School,Cherokee County,Woodstock,651,257,Yes participating without using any Provision or the CEO
Bowdon Elementary School,Carroll County,Bowdon,781,407,Yes under Community Eligibility Option (CEO)
Bowdon High School,Carroll County,Bowdon,428,173,Yes under Community Eligibility Option (CEO)
Bowdon Middle School,Carroll County,Bowdon,338,144,Yes under Community Eligibility Option (CEO)
Boynton Elementary School,Catoosa County,Ringgold,580,224,Yes participating without using any Provision or the CEO
Bradfield Center - Ault Academy,Troup County,LaGrange,24,21,Yes under Provision 2
Bradwell Institute,Liberty County,Hinesville,1900,1689,Yes under Community Eligibility Option (CEO)
Braelinn Elementary School,Fayette County,Peachtree City,538,50,Yes participating without using any Provision or the CEO
Bramlett Elementary School,Barrow County,Auburn,654,335,Yes participating without using any Provision or the CEO
Brandywine Elementary School,Forsyth County,Alpharetta,968,350,Yes participating without using any Provision or the CEO
Brantley County High School,Brantley County,Nahunta,921,638,Yes under Community Eligibility Option (CEO)
Brantley County Middle School,Brantley County,Nahunta,493,469,Yes under Community Eligibility Option (CEO)
Bremen 4th & 5th Grade Academy,Bremen City,Bremen,341,87,Yes participating without using any Provision or the CEO
Bremen High School,Bremen City,Bremen,744,184,Yes participating without using any Provision or the CEO
Bremen Middle School,Bremen City,Bremen,507,137,Yes participating without using any Provision or the CEO
Brewer Elementary School,Muscogee County,Columbus,367,367,Yes under Community Eligibility Option (CEO)
Briar Vista Elementary School,DeKalb County,Atlanta,482,343,Yes under Community Eligibility Option (CEO)
Briarlake Elementary School,DeKalb County,Decatur,360,134,Yes participating without using any Provision or the CEO
Bright Star Elementary School,Douglas County,Douglasville,481,411,Yes participating without using any Provision or the CEO
Brighten Academy,Douglas County,Douglasville,812,283,Yes participating without using any Provision or the CEO
Britt David Elementary Computer Magnet Academy,Muscogee County,Columbus,552,93,Yes participating without using any Provision or the CEO
Britt Elementary School,Gwinnett County,Snellville,561,447,Yes participating without using any Provision or the CEO
Brockett Elementary School,DeKalb County,Tucker,394,362,Yes under Community Eligibility Option (CEO)
Brookhaven Innovation Academy,State Specialty Schools II- Brookhaven Innovation Academy,Norcross,524,135,Yes participating without using any Provision or the CEO
Brooklet Elementary School,Bulloch County,Brooklet,808,567,Yes participating without using any Provision or the CEO
Brooks County Early Learning Center,Brooks County,Quitman,91,91,Yes under Community Eligibility Option (CEO)
Brooks County High School,Brooks County,Quitman,542,542,Yes under Community Eligibility Option (CEO)
Brooks County Middle School,Brooks County,Quitman,489,489,Yes under Community Eligibility Option (CEO)
Brooks Elementary,Coweta County,Newnan,835,234,Yes participating without using any Provision or the CEO
Brookview Elementary School,Fulton County,East Point,425,425,Yes under Community Eligibility Option (CEO)
Brookwood Elementary,Forsyth County,Cumming,810,112,Yes participating without using any Provision or the CEO
Brookwood Elementary School,Dalton Public Schools,Dalton,688,387,Yes participating without using any Provision or the CEO
Brookwood Elementary School,Columbia County,Grovetown,559,330,Yes participating without using any Provision or the CEO
Brookwood Elementary School,Gwinnett County,Snellville,1422,665,Yes participating without using any Provision or the CEO
Brookwood High School,Gwinnett County,Snellville,3803,1537,Yes participating without using any Provision or the CEO
Brown Elementary School,Clayton County,Jonesboro,671,671,Yes under Community Eligibility Option (CEO)
Browns Mill Elementary School,DeKalb County,Lithonia,411,411,Yes under Community Eligibility Option (CEO)
Broxton-Mary Hayes Elementary,Coffee County,Broxton,304,304,Yes under Community Eligibility Option (CEO)
Bruce Elementary School,Bibb County,Macon,411,325,Yes under Community Eligibility Option (CEO)
Brumby Elementary School,Cobb County,Marietta,963,754,Yes participating without using any Provision or the CEO
Brunswick High School,Glynn County,Brunswick,1951,1775,Yes under Community Eligibility Option (CEO)
Bryan County Elementary School,Bryan County,Pembroke,1020,728,Yes participating without using any Provision or the CEO
Bryan County High School,Bryan County,Pembroke,522,335,Yes participating without using any Provision or the CEO
Bryan County Middle School,Bryan County,Pembroke,430,306,Yes participating without using any Provision or the CEO
Bryant Elementary School,Cobb County,Mableton,865,865,Yes under Community Eligibility Option (CEO)
Buchanan Elementary School,Haralson County,Buchanan,377,377,Yes under Community Eligibility Option (CEO)
Buchanan Primary School,Haralson County,Buchanan,476,476,Yes under Community Eligibility Option (CEO)
Buford Academy,Buford City,Buford,816,325,Yes participating without using any Provision or the CEO
Buford Elementary School,Buford City,Buford,431,147,Yes participating without using any Provision or the CEO
Buford High School,Buford City,Buford,1966,687,Yes participating without using any Provision or the CEO
Buford Middle School,Buford City,Buford,1426,523,Yes participating without using any Provision or the CEO
Buford Senior Academy,Buford City,Buford,1368,504,Yes participating without using any Provision or the CEO
Bullard Elementary School,Cobb County,Kennesaw,799,223,Yes participating without using any Provision or the CEO
Burdell Elementary School,Bibb County,Macon,433,333,Yes under Community Eligibility Option (CEO)
Burgess-Peterson Elementary School,Atlanta Public Schools,Atlanta,580,281,Yes under Community Eligibility Option (CEO)
Burke County High School,Burke County,Waynesboro,1133,965,Yes under Community Eligibility Option (CEO)
Burke County Middle School,Burke County,Waynesboro,828,818,Yes under Community Eligibility Option (CEO)
Burnett Elementary School,Douglas County,Douglasville,380,352,Yes participating without using any Provision or the CEO
Burnette Elementary School,Gwinnett County,Suwanee,664,293,Yes participating without using any Provision or the CEO
Burney-Harris-Lyons Middle School,Clarke County,Athens,707,707,Yes under Community Eligibility Option (CEO)
Burnt Hickory Elementary School,Paulding County,Dallas,996,269,Yes participating without using any Provision or the CEO
Burroughs-Molette Elementary School,Glynn County,Brunswick,546,546,Yes under Community Eligibility Option (CEO)
Butler Elementary School,Savannah-Chatham County,Savannah,524,468,Yes participating without using any Provision or the CEO
Butler High School,Richmond County,Augusta,878,878,Yes under Community Eligibility Option (CEO)
Button Gwinnett Elementary School,Liberty County,Hinesville,1162,1109,Yes under Community Eligibility Option (CEO)
Byron Elementary School,Peach County,Byron,706,706,Yes under Community Eligibility Option (CEO)
Byron Middle School,Peach County,Byron,452,383,Yes under Community Eligibility Option (CEO)
C. A. Roberts Elementary School,Paulding County,Dallas,668,364,Yes participating without using any Provision or the CEO
C. B. Watson Primary School,Houston County,Warner Robins,618,618,Yes under Community Eligibility Option (CEO)
C. W. Davis Middle School,Hall County,Flowery Branch,748,397,Yes participating without using any Provision or the CEO
Ca Gray Junior High School,Colquitt County,Moultrie,1389,1389,Yes under Community Eligibility Option (CEO)
Cadwell Rydc,Department of Juvenile Justice,Cadwell,15,11,No
Cairo High School,Grady County,Cairo,1317,1180,Yes under Community Eligibility Option (CEO)
Calhoun County Elementary School,Calhoun County,Edison,207,207,Yes under Community Eligibility Option (CEO)
Calhoun County High School,Calhoun County,Edison,146,130,Yes under Community Eligibility Option (CEO)
Calhoun County Middle School,Calhoun County,Edison,90,90,Yes under Community Eligibility Option (CEO)
Calhoun Early Learning Academy,Calhoun City,Calhoun,503,461,Yes under Community Eligibility Option (CEO)
Calhoun Elementary School,Calhoun City,Calhoun,922,809,Yes under Community Eligibility Option (CEO)
Calhoun High School,Calhoun City,Calhoun,1282,975,Yes under Community Eligibility Option (CEO)
Calhoun Middle School,Calhoun City,Calhoun,573,478,Yes under Community Eligibility Option (CEO)
Calhoun Primary School,Calhoun City,Calhoun,913,834,Yes under Community Eligibility Option (CEO)
Callaway Elementary School,Clayton County,Jonesboro,677,677,Yes under Community Eligibility Option (CEO)
Callaway Elementary School,Troup County,LaGrange,638,606,Yes under Community Eligibility Option (CEO)
Callaway High School,Troup County,Hogansville,930,930,Yes under Community Eligibility Option (CEO)
Callaway Middle School,Troup County,LaGrange,656,656,Yes under Community Eligibility Option (CEO)
Cambridge High School,Fulton County,Milton,1602,172,Yes participating without using any Provision or the CEO
Camden County High School,Camden County,Kingsland,2912,1264,Yes participating without using any Provision or the CEO
Camden Middle School,Camden County,Kingsland,1078,608,Yes participating without using any Provision or the CEO
Camp Creek Elementary School,Gwinnett County,Lilburn,1425,717,Yes participating without using any Provision or the CEO
Camp Creek Middle School,Fulton County,Atlanta,748,748,Yes under Community Eligibility Option (CEO)
Campbell Elementary School,Fulton County,Fairburn,730,730,Yes under Community Eligibility Option (CEO)
Campbell High School,Cobb County,Smyrna,3085,1608,Yes participating without using any Provision or the CEO
Campbell Middle School,Cobb County,Smyrna,1368,773,Yes participating without using any Provision or the CEO
Canby Lane Elementary School,DeKalb County,Decatur,446,446,Yes under Community Eligibility Option (CEO)
Canongate Elementary School,Coweta County,Sharpsburg,645,182,Yes participating without using any Provision or the CEO
