school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program
Weathersfield School,Weathersfield School District,Ascutney,255,103,Yes under Community Eligibility Option (CEO)
Wells Village School,Wells Spring Unified Union School District #69,Wells,80,54,Yes under Community Eligibility Option (CEO)
West Rutland School,Quarry Valley Unified Union School District #70,West Rutland,325,180,Yes under Community Eligibility Option (CEO)
Westford Elementary School,Essex Westford Educational Community Unified Union SD #51,Westford,206,56,Yes under Community Eligibility Option (CEO)
Westminster Schools,Westminster School District,Westminster,169,85,Yes under Community Eligibility Option (CEO)
Westshire Elementary School,Rivendell Interstate School District,West Fairlee,82,47,Yes under Community Eligibility Option (CEO)
Weybridge Elementary School,Addison Central Unified Union School District #55,Middlebury,42,7,Yes under Community Eligibility Option (CEO)
White River School,Hartford School District,White River Junction,204,110,Yes under Community Eligibility Option (CEO)
White River Valley High School,White River Unified School District #79,South Royalton,224,138,Yes under Community Eligibility Option (CEO)
White River Valley Middle School,White River Unified School District #79,Bethel,133,83,Yes under Community Eligibility Option (CEO)
Williamstown Elementary School,Paine Mountain Union School District #68,Williamstown,231,135,Yes under Community Eligibility Option (CEO)
Williamstown Middle/High School,Paine Mountain Union School District #68,Williamstown,261,150,Yes under Community Eligibility Option (CEO)
Williston Schools,Champlain Valley Unified Union School District #56,Williston,1040,210,Yes under Provision 2
Windsor School,Mount Ascutney School District #86,Windsor,572,278,Yes under Community Eligibility Option (CEO)
Winooski High School,Winooski Incorporated School District,Winooski,182,146,Yes under Community Eligibility Option (CEO)
Winooski Middle School,Winooski Incorporated School District,Winooski,146,111,Yes under Community Eligibility Option (CEO)
Wolcott Elementary School,Wolcott School District,Wolcott,109,62,Yes under Community Eligibility Option (CEO)
Woodbury Elementary School,Mountain View Union Elementary School District #94,Woodbury,54,23,Yes under Community Eligibility Option (CEO)
Woodford Hollow School,Southwest Vermont Union Elementary School District #87,Bennington,30,22,Yes under Community Eligibility Option (CEO)
Woodstock Elementary School,Mountain Views Unified Union School District #76,Woodstock,273,63,Yes under Community Eligibility Option (CEO)
Woodstock Union Middle/High School,Mountain Views Unified Union School District #76,Woodstock,440,114,Yes under Community Eligibility Option (CEO)
