school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Clark County Preschool,Clark County,Winchester,288,196,Yes under Community Eligibility Option (CEO),false
Clark Elementary School,Paducah Independent,Paducah,615,286,Yes under Community Eligibility Option (CEO),false
Clark Moores Middle School,Madison County,Richmond,558,316,Yes under Community Eligibility Option (CEO),true
Clarkson Elementary School,Grayson County,Clarkson,642,408,Yes under Community Eligibility Option (CEO),false
Clay City Elementary School,Powell County,Clay City,425,325,Yes under Community Eligibility Option (CEO),false
Clay County High School,Clay County,Manchester,762,546,Yes under Community Eligibility Option (CEO),true
Clay County Middle School,Clay County,Manchester,387,269,Yes under Community Eligibility Option (CEO),true
Clay Elementary School,Webster County,Clay,194,122,Yes under Community Eligibility Option (CEO),false
Clays Mill Elementary School,Fayette County,Lexington,527,143,Yes participating without using any Provision or the CEO,false
Clear Creek Elementary,Shelby County,Shelbyville,425,199,Yes under Community Eligibility Option (CEO),false
Clearfield Elementary School,Rowan County,Clearfield,299,231,Yes under Community Eligibility Option (CEO),false
Clinton County Early Childhood Center,Clinton County,Albany,188,149,Yes under Community Eligibility Option (CEO),false
Clinton County High School,Clinton County,Albany,434,291,Yes under Community Eligibility Option (CEO),true
Clinton County Middle School,Clinton County,Albany,383,293,Yes under Community Eligibility Option (CEO),true
Cloverport Independent School,Cloverport Independent,Cloverport,273,181,Yes under Community Eligibility Option (CEO),false
Cochran Elementary,Jefferson County,Louisville,419,332,Yes under Community Eligibility Option (CEO),false
Cochrane Elementary,Jefferson County,Louisville,470,285,Yes under Community Eligibility Option (CEO),false
Cold Hill Elementary School,Laurel County,London,259,150,Yes under Community Eligibility Option (CEO),false
Coleridge-Taylor Montessori Elementary,Jefferson County,Louisville,315,240,Yes under Community Eligibility Option (CEO),false
College Street Campus,Barren County,Glasgow,25,21,Yes under Community Eligibility Option (CEO),true
College View Campus,Hardin County,Elizabethtown,210,162,Yes under Community Eligibility Option (CEO),true
College View Middle School,Daviess County,Owensboro,821,413,Yes participating without using any Provision or the CEO,true
Collins Lane,Franklin County,Frankfort,509,270,Yes under Community Eligibility Option (CEO),false
Colonel Academy,Whitley County,Williamsburg,172,71,Yes under Community Eligibility Option (CEO),false
Colony Elementary School,Laurel County,London,381,272,Yes under Community Eligibility Option (CEO),false
Concord Elementary School,McCracken County,Paducah,606,315,Yes under Community Eligibility Option (CEO),false
Conner High School,Boone County,Hebron,1400,470,Yes participating without using any Provision or the CEO,false
Conner Middle School,Boone County,Hebron,865,311,Yes participating without using any Provision or the CEO,false
Conway Middle,Jefferson County,Louisville,678,460,Yes under Community Eligibility Option (CEO),true
Coral Ridge Elementary,Jefferson County,Fairdale,567,376,Yes under Community Eligibility Option (CEO),false
Corbin Educational Center,Corbin Independent,Corbin,33,29,Yes under Community Eligibility Option (CEO),true
Corbin Elementary School,Corbin Independent,Corbin,384,215,Yes under Community Eligibility Option (CEO),false
Corbin High School,Corbin Independent,Corbin,820,420,Yes under Community Eligibility Option (CEO),true
Corbin Middle School,Corbin Independent,Corbin,675,374,Yes under Community Eligibility Option (CEO),true
Corbin Preschool,Corbin Independent,Corbin,106,59,Yes under Community Eligibility Option (CEO),false
Corbin Primary,Corbin Independent,Corbin,815,475,Yes under Community Eligibility Option (CEO),false
Corbin School of Innovation,Corbin Independent,Corbin,173,100,Yes under Community Eligibility Option (CEO),true
Cordia School,Knott County,Hazard,185,151,Yes under Community Eligibility Option (CEO),true
